Datetime,value
BVP
2021-04-21 15:33:50.105580,63.1925
2021-04-21 15:33:50.121210,68.44531
2021-04-21 15:33:50.136840,73.75
2021-04-21 15:33:50.152460,78.15271
2021-04-21 15:33:50.168090,80.43811
2021-04-21 15:33:50.183710,79.69507
2021-04-21 15:33:50.199340,75.76611
2021-04-21 15:33:50.214960,69.30945
2021-04-21 15:33:50.230590,61.51624
2021-04-21 15:33:50.246220,53.68201
2021-04-21 15:33:50.261840,46.73035
2021-04-21 15:33:50.277470,40.9845
2021-04-21 15:33:50.293090,36.16992
2021-04-21 15:33:50.308720,31.69153
2021-04-21 15:33:50.324340,26.98132
2021-04-21 15:33:50.339970,21.79956
2021-04-21 15:33:50.355600,16.35583
2021-04-21 15:33:50.371220,11.23853
2021-04-21 15:33:50.386850,7.172119
2021-04-21 15:33:50.402470,4.700928
2021-04-21 15:33:50.418100,3.904541
2021-04-21 15:33:50.433720,4.157837
2021-04-21 15:33:50.449350,4.189819
2021-04-21 15:33:50.464980,2.362061
2021-04-21 15:33:50.480600,-2.874512
2021-04-21 15:33:50.496230,-12.41174
2021-04-21 15:33:50.511850,-26.02881
2021-04-21 15:33:50.527480,-42.16846
2021-04-21 15:33:50.543100,-58.11938
2021-04-21 15:33:50.558730,-70.60461
2021-04-21 15:33:50.574360,-76.5708
2021-04-21 15:33:50.589980,-74.06848
2021-04-21 15:33:50.605610,-62.75793
2021-04-21 15:33:50.621230,-44.11987
2021-04-21 15:33:50.636860,-21.19263
2021-04-21 15:33:50.652480,1.983765
2021-04-21 15:33:50.668110,21.20935
2021-04-21 15:33:50.683740,33.02454
2021-04-21 15:33:50.699360,35.54749
2021-04-21 15:33:50.714990,28.91602
2021-04-21 15:33:50.730610,15.18262
2021-04-21 15:33:50.746240,-2.337524
2021-04-21 15:33:50.761860,-20.11377
2021-04-21 15:33:50.777490,-35.39148
2021-04-21 15:33:50.793120,-46.76123
2021-04-21 15:33:50.808740,-54.1311
2021-04-21 15:33:50.824370,-58.25269
2021-04-21 15:33:50.839990,-60.03772
2021-04-21 15:33:50.855620,-60.17175
2021-04-21 15:33:50.871240,-59.03845
2021-04-21 15:33:50.886870,-56.96533
2021-04-21 15:33:50.902500,-54.49231
2021-04-21 15:33:50.918120,-52.40527
2021-04-21 15:33:50.933750,-51.51733
2021-04-21 15:33:50.949370,-52.29004
2021-04-21 15:33:50.965000,-54.62939
2021-04-21 15:33:50.980620,-57.85144
2021-04-21 15:33:50.996250,-61.06921
2021-04-21 15:33:51.011880,-63.59094
2021-04-21 15:33:51.027500,-65.23083
2021-04-21 15:33:51.043130,-66.39001
2021-04-21 15:33:51.058750,-67.81201
2021-04-21 15:33:51.074380,-70.20874
2021-04-21 15:33:51.090000,-73.8938
2021-04-21 15:33:51.105630,-78.57495
2021-04-21 15:33:51.121260,-83.3783
2021-04-21 15:33:51.136880,-87.07434
2021-04-21 15:33:51.152510,-88.42078
2021-04-21 15:33:51.168130,-86.45203
2021-04-21 15:33:51.183760,-80.74255
2021-04-21 15:33:51.199380,-71.48462
2021-04-21 15:33:51.215010,-59.43872
2021-04-21 15:33:51.230640,-45.78918
2021-04-21 15:33:51.246260,-31.89453
2021-04-21 15:33:51.261890,-18.98132
2021-04-21 15:33:51.277510,-7.88916
2021-04-21 15:33:51.293140,1.069092
