Datetime,value
BVP
2021-04-21 15:54:46.035640,20.62996
2021-04-21 15:54:46.051270,12.04856
2021-04-21 15:54:46.066900,2.728134
2021-04-21 15:54:46.082520,-6.918129
2021-04-21 15:54:46.098150,-16.40614
2021-04-21 15:54:46.113770,-25.28312
2021-04-21 15:54:46.129400,-33.29955
2021-04-21 15:54:46.145020,-40.45728
2021-04-21 15:54:46.160650,-47.07294
2021-04-21 15:54:46.176280,-53.6674
2021-04-21 15:54:46.191900,-60.78379
2021-04-21 15:54:46.207530,-68.70632
2021-04-21 15:54:46.223150,-77.16802
2021-04-21 15:54:46.238780,-85.23869
2021-04-21 15:54:46.254400,-91.49071
2021-04-21 15:54:46.270030,-94.35112
2021-04-21 15:54:46.285660,-92.70962
2021-04-21 15:54:46.301280,-86.34921
2021-04-21 15:54:46.316910,-76.05917
2021-04-21 15:54:46.332530,-63.42464
2021-04-21 15:54:46.348160,-50.27107
2021-04-21 15:54:46.363780,-38.11763
2021-04-21 15:54:46.379410,-27.82253
2021-04-21 15:54:46.395040,-19.58769
2021-04-21 15:54:46.410660,-13.16847
2021-04-21 15:54:46.426290,-8.21772
2021-04-21 15:54:46.441910,-4.518356
2021-04-21 15:54:46.457540,-2.011696
2021-04-21 15:54:46.473160,-0.6990356
2021-04-21 15:54:46.488790,-0.4619522
2021-04-21 15:54:46.504420,-0.9937057
2021-04-21 15:54:46.520040,-1.847755
2021-04-21 15:54:46.535670,-2.615074
2021-04-21 15:54:46.551290,-3.078812
2021-04-21 15:54:46.566920,-3.379784
2021-04-21 15:54:46.582540,-3.953781
2021-04-21 15:54:46.598170,-5.35334
2021-04-21 15:54:46.613800,-7.918724
2021-04-21 15:54:46.629420,-11.59654
2021-04-21 15:54:46.645050,-15.83648
2021-04-21 15:54:46.660670,-19.76401
2021-04-21 15:54:46.676300,-22.50407
2021-04-21 15:54:46.691920,-23.48125
2021-04-21 15:54:46.707550,-22.65752
2021-04-21 15:54:46.723180,-20.48712
2021-04-21 15:54:46.738800,-17.78371
2021-04-21 15:54:46.754430,-15.48682
2021-04-21 15:54:46.770050,-14.42065
2021-04-21 15:54:46.785680,-15.15646
2021-04-21 15:54:46.801300,-17.88132
2021-04-21 15:54:46.816930,-22.26065
2021-04-21 15:54:46.832560,-27.4088
2021-04-21 15:54:46.848180,-31.96475
2021-04-21 15:54:46.863810,-34.37036
2021-04-21 15:54:46.879430,-33.27289
2021-04-21 15:54:46.895060,-27.98398
2021-04-21 15:54:46.910680,-18.77029
2021-04-21 15:54:46.926310,-6.815765
2021-04-21 15:54:46.941940,6.074142
2021-04-21 15:54:46.957560,17.99739
2021-04-21 15:54:46.973190,27.43866
2021-04-21 15:54:46.988810,33.63344
2021-04-21 15:54:47.004440,36.65678
2021-04-21 15:54:47.020060,37.20918
2021-04-21 15:54:47.035690,36.30968
2021-04-21 15:54:47.051320,34.91898
2021-04-21 15:54:47.066940,33.69542
2021-04-21 15:54:47.082570,32.92242
2021-04-21 15:54:47.098190,32.61996
2021-04-21 15:54:47.113820,32.74339
2021-04-21 15:54:47.129440,33.32265
2021-04-21 15:54:47.145070,34.49039
2021-04-21 15:54:47.160700,36.38857
2021-04-21 15:54:47.191950,41.91296
2021-04-21 15:54:47.207570,44.64786
2021-04-21 15:54:47.223200,46.4823
2021-04-21 15:54:47.238820,46.7643
2021-04-21 15:54:47.254450,45.09799
2021-04-21 15:54:47.270080,41.33875
2021-04-21 15:54:47.285700,35.52528
2021-04-21 15:54:47.301330,27.73051
2021-04-21 15:54:47.316950,17.99887
2021-04-21 15:54:47.332580,6.317291
2021-04-21 15:54:47.348200,-7.249878
2021-04-21 15:54:47.363830,-22.46382
2021-04-21 15:54:47.379460,-38.90829
2021-04-21 15:54:47.395080,-55.92981
2021-04-21 15:54:47.410710,-72.66074
2021-04-21 15:54:47.426330,-87.91251
2021-04-21 15:54:47.441960,-100.1146
2021-04-21 15:54:47.457580,-107.386
2021-04-21 15:54:47.473210,-107.9197
2021-04-21 15:54:47.488840,-100.6064
2021-04-21 15:54:47.504460,-85.67004
2021-04-21 15:54:47.520090,-64.94122
2021-04-21 15:54:47.535710,-41.46603
