,LIR_Train,LIR_Test,LAS_Train,LAS_Test,KNN_Train,KNN_Test,RF_Train,RF_Test,GBM_Train,GBM_Test
2,0.20289182934691763,0.053231944785994245,-1.3322676295501878e-15,-0.003466511127264038,0.49006674694138463,0.15768970472349675,0.6741950613312064,0.09434250640921549,0.6286191781474739,0.1291962018096381
3,0.20300863139540248,0.052566127715016675,-1.3322676295501878e-15,-0.003466511127264038,0.5066886678856533,0.2039319983312471,0.6792992423142008,0.1417672865971823,0.6376125821970271,0.15532542032365393
4,0.2791779472143019,0.17369016436064455,-1.3322676295501878e-15,-0.003466511127264038,0.5962446297700279,0.28387730032911496,0.9209061776570918,0.30461965126167023,0.7856688972738981,0.3765639913638358
5,0.37066134480082435,0.22387396123676218,-1.3322676295501878e-15,-0.003466511127264038,0.6210070017392857,0.34053956334306756,0.9408917450831735,0.36223753070968334,0.826632810571258,0.3776314488831297
6,0.37614378868186427,0.22439641339141325,-1.3322676295501878e-15,-0.003466511127264038,0.6361218391829818,0.3237027766189218,0.942204392810953,0.3632911544523245,0.8491558745494667,0.3502911218014617
7,0.37771723060354745,0.2116106361535226,-1.3322676295501878e-15,-0.003466511127264038,0.6313365740534274,0.32326125249154025,0.9409091535476966,0.36985124634960354,0.8523746548865758,0.3474730498951678
8,0.3789980219341309,0.21585504893735963,-1.3322676295501878e-15,-0.003466511127264038,0.6074872526721076,0.35390302693181286,0.943865237330717,0.44064809484077316,0.8855549300928415,0.4372820383184205
9,0.38373836066010325,0.20437069681945752,-1.3322676295501878e-15,-0.003466511127264038,0.6160127250293598,0.3389206415426691,0.9445712014449449,0.4285353219301905,0.8968703843094464,0.3928098651500693
10,0.4031558773854207,0.16247585299405465,-1.3322676295501878e-15,-0.003466511127264038,0.6305665313889013,0.2837889955036387,0.9499940068976794,0.46432423747276685,0.9246579471516249,0.45123087483018565
11,0.40794083438947315,0.15412590611528865,-1.3322676295501878e-15,-0.003466511127264038,0.6164197475806092,0.1656077040745374,0.947876692086994,0.44108292251888925,0.9280040330044791,0.45687775265378017
12,0.42449775256954314,0.15541009343514922,-1.3322676295501878e-15,-0.003466511127264038,0.624967221156848,0.16195777128818423,0.9484730901306694,0.4505149081027209,0.9316631213498165,0.44974572073733443
13,0.4340270364530868,0.1497649467661185,-1.3322676295501878e-15,-0.003466511127264038,0.5961126224561091,0.18297431975154121,0.9488960910672077,0.4311818911370694,0.9338214809175152,0.4609381898091056
14,0.450822662371989,0.14040408744420596,-1.3322676295501878e-15,-0.003466511127264038,0.6279263851105265,0.15542321420293892,0.9485576848176723,0.42511012492467437,0.9329933226566292,0.44524513476245076
15,0.4616771430893247,0.12405782765758266,-1.3322676295501878e-15,-0.003466511127264038,0.6500046083634364,0.15215593566031616,0.9496715790334329,0.4364343357437537,0.9309253169438343,0.4394335935140309
16,0.4689001970642006,0.1193145055366237,-1.3322676295501878e-15,-0.003466511127264038,0.6867686452898066,0.2753411671997401,0.9573836388232321,0.47800184547814384,0.9434254958047413,0.48269375357190625
17,0.4727020336077842,0.10822171624151666,-1.3322676295501878e-15,-0.003466511127264038,0.6854155703221395,0.2852313076530847,0.9568517868557582,0.48898196182728393,0.9436770275157828,0.4628712395024812
18,0.47320953583699876,0.09881303382183948,-1.3322676295501878e-15,-0.003466511127264038,0.6653064561685175,0.3147251193621655,0.9566184639284069,0.4859824676679182,0.944567306515355,0.4825243519002679
19,0.4755784189155864,0.12349915988483184,-1.3322676295501878e-15,-0.003466511127264038,0.6810263271343412,0.2607414360543271,0.9576161367048714,0.4930291191535715,0.9373037260100835,0.4717277006494023
20,0.47807640359475845,0.1264879570158265,-1.3322676295501878e-15,-0.003466511127264038,0.6710157724955033,0.3147545543039909,0.9568801134252033,0.4813141594817597,0.9424986461361762,0.5054272854344581
21,0.4876610202469096,0.15060058827729317,-1.3322676295501878e-15,-0.003466511127264038,0.6758010376250576,0.3003903026931811,0.9570971279489809,0.4739396027441709,0.9421081673504251,0.48855121603921314
22,0.4880840139321799,0.13611452441902938,-1.3322676295501878e-15,-0.003466511127264038,0.6817743685798808,0.322908033189635,0.955827905127176,0.4870367536967505,0.9428593824063346,0.5152607899508177
23,0.49063762433974,0.13292525222601836,-1.3322676295501878e-15,-0.003466511127264038,0.6873956800309207,0.315784777267881,0.9557934182164147,0.4836548996430722,0.946189925676563,0.4971856602941782
24,0.49312652296393056,0.13176899106170448,-1.3322676295501878e-15,-0.003466511127264038,0.7063497301877537,0.3235850368516199,0.9549831408226672,0.4958316935521253,0.9454749061915833,0.5269807646938593
25,0.49322123552247865,0.13095255576552411,-1.3322676295501878e-15,-0.003466511127264038,0.7018284796860368,0.29927177490381474,0.9545015616405774,0.4869054738562092,0.9522304378204179,0.5060768481847645
26,0.49331424730011364,0.13426111543104258,-1.3322676295501878e-15,-0.003466511127264038,0.6863946245670368,0.3730063041765168,0.9553754500587195,0.48402798753070964,0.9487817225835685,0.5107121672612116
