,LR_Train,LR_Test,SVM_Train,SVM_Test,DT_Train,DT_Test,RF_Train,RF_Test,GBM_Train,GBM_Test
2,0.375,0.4015748031496063,0.47297297297297297,0.4645669291338583,1.0,0.4015748031496063,1.0,0.44881889763779526,0.9425675675675675,0.4881889763779528
3,0.38513513513513514,0.4015748031496063,0.5506756756756757,0.49606299212598426,1.0,0.5826771653543307,1.0,0.6220472440944882,0.9898648648648649,0.5905511811023622
4,0.39864864864864863,0.4566929133858268,0.5945945945945946,0.5354330708661418,1.0,0.5905511811023622,1.0,0.6929133858267716,0.9966216216216216,0.6220472440944882
5,0.44594594594594594,0.4566929133858268,0.6452702702702703,0.5511811023622047,1.0,0.6692913385826772,1.0,0.7322834645669292,0.9966216216216216,0.6456692913385826
6,0.44932432432432434,0.4409448818897638,0.625,0.5433070866141733,1.0,0.6614173228346457,1.0,0.7007874015748031,0.9966216216216216,0.6692913385826772
7,0.4560810810810811,0.4566929133858268,0.6114864864864865,0.5590551181102362,1.0,0.6692913385826772,1.0,0.7401574803149606,1.0,0.6850393700787402
8,0.44932432432432434,0.4409448818897638,0.597972972972973,0.5590551181102362,1.0,0.5984251968503937,1.0,0.6850393700787402,1.0,0.6535433070866141
9,0.46621621621621623,0.4409448818897638,0.6148648648648649,0.5669291338582677,1.0,0.6692913385826772,1.0,0.7401574803149606,1.0,0.7086614173228346
10,0.5033783783783784,0.48031496062992124,0.668918918918919,0.5354330708661418,1.0,0.6299212598425197,1.0,0.7480314960629921,1.0,0.7244094488188977
11,0.5067567567567568,0.48031496062992124,0.6858108108108109,0.5905511811023622,1.0,0.5984251968503937,1.0,0.7244094488188977,1.0,0.7480314960629921
12,0.527027027027027,0.49606299212598426,0.6858108108108109,0.6377952755905512,1.0,0.6220472440944882,1.0,0.7322834645669292,1.0,0.7716535433070866
13,0.5168918918918919,0.5118110236220472,0.6756756756756757,0.6377952755905512,1.0,0.6141732283464567,1.0,0.7480314960629921,1.0,0.7401574803149606
14,0.5304054054054054,0.5039370078740157,0.6959459459459459,0.6220472440944882,1.0,0.6062992125984252,1.0,0.7322834645669292,1.0,0.7322834645669292
15,0.527027027027027,0.5118110236220472,0.6993243243243243,0.6299212598425197,1.0,0.5984251968503937,1.0,0.7480314960629921,1.0,0.7401574803149606
16,0.5743243243243243,0.5196850393700787,0.7027027027027027,0.6377952755905512,1.0,0.5984251968503937,1.0,0.7637795275590551,1.0,0.7401574803149606
17,0.5844594594594594,0.5275590551181102,0.7128378378378378,0.6220472440944882,1.0,0.6220472440944882,1.0,0.7401574803149606,1.0,0.7480314960629921
18,0.5912162162162162,0.5275590551181102,0.722972972972973,0.6220472440944882,1.0,0.5905511811023622,1.0,0.7244094488188977,1.0,0.7637795275590551
19,0.5709459459459459,0.5354330708661418,0.7331081081081081,0.6220472440944882,1.0,0.6220472440944882,1.0,0.7244094488188977,1.0,0.7637795275590551
20,0.5912162162162162,0.5354330708661418,0.7331081081081081,0.6377952755905512,1.0,0.6456692913385826,1.0,0.7480314960629921,1.0,0.7716535433070866
21,0.5945945945945946,0.5354330708661418,0.7331081081081081,0.6377952755905512,1.0,0.6535433070866141,1.0,0.7401574803149606,1.0,0.7637795275590551
22,0.6047297297297297,0.5275590551181102,0.7297297297297297,0.6377952755905512,1.0,0.6220472440944882,1.0,0.7401574803149606,1.0,0.7952755905511811
23,0.597972972972973,0.5354330708661418,0.7635135135135135,0.6456692913385826,1.0,0.5905511811023622,1.0,0.7244094488188977,1.0,0.7716535433070866
24,0.6385135135135135,0.5433070866141733,0.7567567567567568,0.6614173228346457,1.0,0.6535433070866141,1.0,0.7165354330708661,1.0,0.7480314960629921
25,0.6418918918918919,0.5039370078740157,0.7567567567567568,0.6220472440944882,1.0,0.6771653543307087,1.0,0.7401574803149606,1.0,0.7716535433070866
26,0.652027027027027,0.4881889763779528,0.7837837837837838,0.6535433070866141,1.0,0.7086614173228346,1.0,0.7401574803149606,1.0,0.8110236220472441
