promedios_1,promedios_2,promedios_3,promedios_4,promedios_5,promedios_6,promedios_7,promedios_8,promedios_9,promedios_10,promedios_11,promedios_12,promedios_13,promedios_14,promedios_15,promedios_16,promedios_17,promedios_18,promedios_19,promedios_20,promedios_21,promedios_22,promedios_23,promedios_24,promedios_25,promedios_26,promedios_27,promedios_28,promedios_29,promedios_30,promedios_31,promedios_32,promedios_33,promedios_34,promedios_35,promedios_36,promedios_37
6.24868080593119,2.27177200773086,4.38494361106079,1.94954594189189,2.2192471216413,2.71584903519941,13.9392041421277,-1.09430013975372,-1.02005775233141,-1.03596809401724,-1.02079691901751,-1.02225649201053,-1.04182757897889,-1.21679145954613,-1.0953419061559,-1.01579209120338,-1.02112263684619,-1.01534764735354,-1.02001248334804,-1.04000601148109,-1.21981235650809,-1.23196255497646,-1.0475381237011,-1.04827255081501,-1.04775516801048,-1.05493077530076,-1.11283555004124,-1.66305032234203,14.378327636758,3.36802136296795,5.52008460360051,3.47474223386089,4.44645228846578,5.17908524636435,31.7094386912311,0.0319929400092904,0.0954734224518516
5.53883131120402,2.0957087134742,4.16180711228375,1.97133866326125,2.35803250301501,2.38044117749316,11.9992256280579,-1.07157589918728,-1.01769278316939,-1.03210475072786,-1.02182066433211,-1.02212022790183,-1.03196177102965,-1.16447624897621,-1.07230254835264,-1.01700888789589,-1.02289417860106,-1.01719122739198,-1.02044741217136,-1.03092936621319,-1.17020108045987,-1.1573112428038,-1.05163490044924,-1.05668539738331,-1.05046795600896,-1.05236727478563,-1.07659859390869,-1.4657259479667,14.5174025698101,3.52894116009641,5.25806613063104,3.53283196852204,4.75302299882528,4.60853365280799,28.7645812567682,0.0316276456929926,0.0952497850385227
6.21440762994226,1.98604592529449,3.89408414933054,1.961345422109,2.17762503961102,2.59325252822286,13.7743617898928,-1.09843388652267,-1.02427221186351,-1.03696232489096,-1.02449389596531,-1.02421834039749,-1.04197716124816,-1.23242193019595,-1.12875918824399,-1.03006631439759,-1.03201717045812,-1.02318823908792,-1.02492558964872,-1.05436522255673,-1.33141457571819,-1.45997307136592,-1.10832877890869,-1.09149987277991,-1.08880766169934,-1.08392448075715,-1.22524753260461,-2.46337431500275,13.5147867913475,3.18240960328402,5.05067140471781,3.32849095491414,4.33280214246889,4.93728656217159,29.8647634862269,0.0334165346669337,0.0945179055672658
6.16525569992199,1.95032031593754,3.50802799591012,1.98864794051971,1.9921506053149,2.59470572747665,14.2992486886121,-1.0793207488445,-1.02291228377062,-1.03514189070142,-1.02174058277188,-1.02147440604462,-1.03746598603426,-1.20297959723033,-1.09639200426669,-1.02663307798908,-1.02880424780933,-1.02084653178941,-1.01978046240893,-1.04568079574788,-1.27590944892576,-1.33111719659703,-1.08659489734574,-1.07386685626323,-1.07585782380343,-1.06961488367694,-1.17083091048461,-2.13093836852544,13.7502852626769,3.17916711544686,5.11376092663057,3.40000805889912,4.12016750930536,5.36260523340751,32.1967992168709,0.0326220522871705,0.0953424142243756
5.52314342205226,1.82564298423251,3.4623712851151,1.84210198953753,1.94334749076284,2.23250639739387,12.1896080214619,-1.06461321618105,-1.01669031206087,-1.03035690109135,-1.01982791817972,-1.02104340022663,-1.02991373932133,-1.15788278172617,-1.06625405413497,-1.01635367107932,-1.02197111562207,-1.01621585783471,-1.01910809637799,-1.02964694009759,-1.16847156803754,-1.15877370819871,-1.03826653487829,-1.03992089370013,-1.04089821047072,-1.06413776711784,-1.08247519463486,-1.50862713870814,13.1003131438535,3.10489199262064,5.48618198559011,3.30412166860389,3.92403610906279,4.71972713940474,28.1391793474006,0.0315979902916635,0.0944212989260956
6.15330063328908,1.94064284542608,3.50611820536147,1.79704593498833,2.12470498460011,2.42891892882996,13.251307307168,-1.06872882841295,-1.01734726010842,-1.03298183995016,-1.02316473177349,-1.02214758085493,-1.03226207680492,-1.17190229742034,-1.08538352990847,-1.01796248579318,-1.02393866700115,-1.01837522426897,-1.01891380156605,-1.03931025814942,-1.23306923801991,-1.37296686913505,-1.05088284643152,-1.0515843663587,-1.05286103946338,-1.07355082618748,-1.19383439296493,-2.27008522597794,14.9092553454998,3.13635905419331,4.87630260076724,3.07586906237185,4.18787501682019,5.45787481031972,32.5617870362193,0.0321913304836018,0.0961625857737825
5.5600658355543,1.95251082653308,3.56727215638987,1.81172535203141,2.03859645742688,2.19911762973368,11.879546595711,-1.07041089438965,-1.02033026222209,-1.03555030872132,-1.02411373090111,-1.02169029545137,-1.03158767559083,-1.17126066560531,-1.08649044224862,-1.02277137095565,-1.02851755861414,-1.02141047280949,-1.01913896111479,-1.04052528177522,-1.2439258854615,-1.40319207851326,-1.08673482437546,-1.07430686900037,-1.07710595754017,-1.08247397123586,-1.21340060262814,-2.40628396787435,13.5957959230835,3.12454901271392,4.85976217049051,3.12043859243927,4.57164958162708,4.93554520982438,29.8534774977385,0.0324995687581793,0.0952691618171179
5.47746728989661,1.91082122162999,3.5136116273127,1.73654482601234,1.81937813782361,2.15926843233282,11.6389769319354,-1.07310430837427,-1.02097660752492,-1.03450532432989,-1.02318342144725,-1.02127506089427,-1.03272511372069,-1.17556329388436,-1.09780521897634,-1.01998526161677,-1.02452064996921,-1.0187044962211,-1.01922609120059,-1.0446046791512,-1.2683795042686,-1.53487279752409,-1.07664882779304,-1.08299099233282,-1.08579464291604,-1.09261781249091,-1.2794166545183,-2.86355785215481,11.9200423063508,2.69285656618517,4.52372208177432,2.83330465220078,3.88590791332202,4.45762742044147,26.2863906028434,0.0328819076610449,0.0932518088512288
11.7195345060334,29.0345167697532,20.1328647454695,10.0944291233903,12.6511004910451,2.96969605895926,13.0401265866674,-1.09320225544575,-1.04957119200422,-1.04549134954961,-1.04811806838831,-1.09366323431914,-1.02082285933218,-1.10546413035926,-1.10010655904839,-1.03001277524888,-1.01937354340807,-1.03717372188614,-1.10450224287557,-1.02389314606981,-1.1060896545559,-1.2226326958838,-1.03527313497805,-1.02229003963449,-1.06373156075385,-1.18782953590212,-1.02907999947018,-1.27700224109,18.225078029783,17.0095178389733,16.8202806632306,16.6953613162998,19.1436447064405,4.84765846404072,26.7179787514846,0.0588222969721378,0.00394276209118182
10.0237752202275,12.211884037814,13.3426995895081,11.5058015060012,20.0972991897746,4.24623524366651,12.3328598317073,-1.07613173450982,-1.04127468579517,-1.04573197171941,-1.05477755532216,-1.12561386145479,-1.02731835755527,-1.09450563310698,-1.08377296583748,-1.02685000166861,-1.01907310313871,-1.03418229450962,-1.09550341104586,-1.02429284303361,-1.09295838556279,-1.17076168182548,-1.03290427609656,-1.02222729210978,-1.0518198773526,-1.14110081307004,-1.02536025987888,-1.2436678787033,19.5766211706616,15.9575522653878,17.6340386279049,22.9850317980948,40.9166806597897,9.22103510697659,30.1763041533672,0.0586701897600316,0.00411915167359502
9.8360791537884,14.9819751000635,12.8529297547145,8.44072368839542,11.8820046526487,3.0268320789458,12.5039334918077,-1.07984196712792,-1.04158686075005,-1.04449565493922,-1.04224022237986,-1.08155934599392,-1.01960522024855,-1.09646591316209,-1.07093153507945,-1.0256775458873,-1.01887403017277,-1.03005202355699,-1.08156168551808,-1.02260243096262,-1.08248219625218,-1.09868700347242,-1.02402219658994,-1.01907406897302,-1.0362252874198,-1.0819640670893,-1.01899874997579,-1.16653313648876,18.6873747005557,15.1378300384775,16.3154876180033,16.5738779764273,19.5505531177416,5.10888717477554,28.2782617104968,0.0585378245807946,0.00400343463149405
10.3695222285139,20.3823247621598,14.4401673524332,9.37535951006877,12.6772989366084,3.38328384415076,13.0714964179764,-1.07822147930834,-1.04429932213825,-1.0423145870292,-1.04218286858735,-1.07937276851786,-1.01995032678575,-1.09312227070858,-1.0740522273503,-1.02737065781895,-1.0197066612626,-1.03272222434816,-1.08582018575551,-1.0238944841811,-1.083175180093,-1.10432496065292,-1.02840309809176,-1.02140681518873,-1.0352553419078,-1.07649998413407,-1.01792249018327,-1.17835541635161,18.5266931622788,16.4903309868693,16.8075862015443,14.8989308682594,18.4958620980157,5.07887337003176,29.1670834107531,0.0582498002626335,0.00393679399312294
10.8453863716697,19.8699964037,13.7325006455302,9.11180576031838,12.4181381377194,2.92154567466968,12.4173075094488,-1.08990933504902,-1.04922319383627,-1.04424785551971,-1.04623795015946,-1.09091768865866,-1.02093275522864,-1.10273820531284,-1.09071889727549,-1.02951110535326,-1.0205159824482,-1.03476722398838,-1.09951553682721,-1.024142357901,-1.09987165992013,-1.22293239882337,-1.05086835607165,-1.02804190402759,-1.0578847510227,-1.1733865119494,-1.02989248904036,-1.2844276986361,18.952532280208,17.5670912234102,19.5144626042325,17.1538839438313,21.2646237170465,5.3299594411051,30.5397038493714,0.0589994352350635,0.00405396782017316
11.1021934491282,23.9374341625494,15.0688482048543,9.98753370811788,11.9873562178653,2.95616635312637,13.1171593323359,-1.08452781971178,-1.04453774751681,-1.04252525082688,-1.04458360962158,-1.08257271716069,-1.02073116157865,-1.10750894081256,-1.08188621811995,-1.02714419266558,-1.01995240642603,-1.03406391377524,-1.09299079893557,-1.02320450665353,-1.09722055060186,-1.20215855034373,-1.03513678628985,-1.02192268548731,-1.0631965930921,-1.19891679879829,-1.02820708430408,-1.28361082416978,20.950763459906,17.6026163632615,17.8508222542003,17.3846976854372,21.2087013541244,5.40747894859569,34.8813601079907,0.058634755552652,0.00407157982556546
16.6597341442472,103.897712814916,37.8431114371799,20.2058772629226,23.569330961211,4.37829634537729,23.4619785255683,-1.07869603580418,-1.04213734829563,-1.06898269493651,-1.06109557876923,-1.07692654965058,-1.02209850247268,-1.10826526431796,-1.07085805484096,-1.04303045456497,-1.02610045684531,-1.02961898074545,-1.0794343811896,-1.0267666970528,-1.10319823782141,-1.06710412833505,-1.02844662836147,-1.02115400308151,-1.02107917178586,-1.03374012047405,-1.01437771018494,-1.13204191634257,19.7706309946576,14.7744418623287,20.2356372926257,34.2320253281289,33.5974814124811,3.46183585317618,40.2786705984071,0.0535250797784096,0.00416876810643916
