Datetime,value
BVP
2021-05-25 11:41:19.816390,9.070244
2021-05-25 11:41:19.832020,14.13956
2021-05-25 11:41:19.847640,17.85403
2021-05-25 11:41:19.863270,19.50319
2021-05-25 11:41:19.878890,19.04477
2021-05-25 11:41:19.894520,16.9413
2021-05-25 11:41:19.910140,13.72403
2021-05-25 11:41:19.925770,9.642654
2021-05-25 11:41:19.941400,4.611046
2021-05-25 11:41:19.957020,-1.477592
2021-05-25 11:41:19.972650,-8.342712
2021-05-25 11:41:19.988270,-15.03065
2021-05-25 11:41:20.003900,-20.10973
2021-05-25 11:41:20.019520,-22.21255
2021-05-25 11:41:20.035150,-20.71924
2021-05-25 11:41:20.050780,-16.10013
2021-05-25 11:41:20.066400,-9.822495
2021-05-25 11:41:20.082030,-3.762199
2021-05-25 11:41:20.097650,0.5532303
2021-05-25 11:41:20.113280,2.497391
2021-05-25 11:41:20.128900,2.480507
2021-05-25 11:41:20.144530,1.59623
2021-05-25 11:41:20.160160,1.048973
2021-05-25 11:41:20.175780,1.60363
2021-05-25 11:41:20.191410,3.327858
2021-05-25 11:41:20.207030,5.628616
2021-05-25 11:41:20.222660,7.638954
2021-05-25 11:41:20.238280,8.57589
2021-05-25 11:41:20.253910,8.088463
2021-05-25 11:41:20.269540,6.257111
2021-05-25 11:41:20.285160,3.53685
2021-05-25 11:41:20.300790,0.5465164
2021-05-25 11:41:20.316410,-2.174492
2021-05-25 11:41:20.332040,-4.279236
2021-05-25 11:41:20.347660,-5.623451
2021-05-25 11:41:20.363290,-6.252251
2021-05-25 11:41:20.378920,-6.532997
2021-05-25 11:41:20.394540,-7.215477
2021-05-25 11:41:20.410170,-9.329651
2021-05-25 11:41:20.425790,-13.75162
2021-05-25 11:41:20.441420,-20.58118
2021-05-25 11:41:20.457040,-28.75724
2021-05-25 11:41:20.472670,-36.20634
2021-05-25 11:41:20.488300,-40.54168
2021-05-25 11:41:20.503920,-40.0531
2021-05-25 11:41:20.519550,-34.40385
2021-05-25 11:41:20.535170,-24.64911
2021-05-25 11:41:20.550800,-12.57391
2021-05-25 11:41:20.566420,0.1391296
2021-05-25 11:41:20.582050,12.44196
2021-05-25 11:41:20.597680,23.86806
2021-05-25 11:41:20.613300,34.12154
2021-05-25 11:41:20.628930,42.64655
2021-05-25 11:41:20.644550,48.65738
2021-05-25 11:41:20.660180,51.48438
2021-05-25 11:41:20.675800,50.99105
2021-05-25 11:41:20.691430,47.82628
2021-05-25 11:41:20.707060,43.27345
2021-05-25 11:41:20.722680,39.00764
2021-05-25 11:41:20.738310,36.82117
2021-05-25 11:41:20.753930,38.28521
2021-05-25 11:41:20.769560,44.11084
2021-05-25 11:41:20.785180,53.48978
2021-05-25 11:41:20.800810,63.76054
2021-05-25 11:41:20.816440,70.81252
2021-05-25 11:41:20.832060,70.44295
