HRV_CVNN-D-HRV_pNN50,neutral,angry,sad,fear,happy,surprise,Alpha_F4-D-Alpha_FP2,Theta_F4-D-Theta_C4,HRV_HTI-D-HRV_C2d,HighBeta_C4,LowBeta_FP2-D-HighBeta_FP1,Fatigue-D-Alpha_FP2,Gamma_F3-D-Fatigue,Theta_F4-D-Alpha_F4,Fatigue-D-Alpha_PZ,Theta_C4-D-Alpha_FP2,Gamma_F3-D-Load,HRV_MeanNN-D-HRV_CVNN,HRV_HTI-M-HRV_DFA,LowBeta_FP1-D-LowBeta_FP2,hf-L,Alpha_FP1-M-Load,HRV_LFn-M-HRV_HFn,Alpha_FP2-D-Theta_C4,Fatigue,HRV_HTI,Alpha_F3-M-Load,HRV_PIP-M-HRV_Cd,Gamma_C4,Alpha_FP2-M-Fatigue,Theta_C4-D-Theta_FP2,HRV_MCVNN-M-HRV_PAS,Alpha_C3-M-Load,Alpha_C4-D-Fatigue,Fatigue-D-Alpha_FP1,LowBeta_FP1-D-LowBeta_F3,LowBeta_FP2-M-Gamma_PZ,Alpha_F4-D-Theta_F4,Load,Fatigue-D-Alpha_C4,HighBeta_PZ,HRV_MCVNN-D-HRV_IQRNN,Gamma_FP1-D-Fatigue,p_total-L,Alpha_C4-M-Fatigue,Gamma_F3-M-Fatigue,Alpha_PZ-M-Fatigue,HRV_PAS-M-HRV_SampEn,Gamma_FP2-M-Fatigue,Fatigue-D-Theta_F3,HighBeta_FP2-D-Gamma_PZ,HRV_SD1SD2-D-HRV_PI,Theta_FP2-D-Theta_C4,HRV_C1d-M-HRV_Cd,Alpha_C4-M-Gamma_F4,LowBeta_C4-D-HighBeta_C4,LowBeta_C3-M-Gamma_C4,HighBeta_F3-D-HighBeta_PZ,Alpha_FP1-M-Fatigue,HRV_PIP-D-HRV_Cd,Alpha_FP2-D-Theta_F4,Alpha_FP2-D-Theta_FP1,LowBeta_C4-D-LowBeta_F4,LowBeta_PZ-D-HighBeta_C3,HRV_PSS-M-HRV_PI,HRV_CVNN-D-HRV_LFn,Alpha_FP2-D-Alpha_C4,HighBeta_FP1-D-HighBeta_F4,Theta_C4-D-Alpha_F4,lf-L,Gamma_PZ-D-Gamma_C4,Fatigue-D-Alpha_F4,Alpha_FP1-D-Alpha_PZ,Gamma_FP1-M-Fatigue,LowBeta_F3-D-HighBeta_FP1,Gamma_C3-D-Gamma_PZ,LowBeta_FP1-D-Load,Alpha_F3-D-Load,LowBeta_C4,Gamma_FP2-D-Fatigue,Alpha_C3-D-Theta_F4,Alpha_PZ-D-Load,Theta_C3-D-Theta_PZ,bpm-M-HRV_DFA,LowBeta_FP1-D-Gamma_C3,LowBeta_FP2-D-Gamma_PZ,HRV_PAS-M-HRV_CorrDim,lf-D-p_total,Alpha_FP1-D-Theta_F4,HighBeta_FP2-D-Gamma_C3,HRV_HTI-M-HRV_CMSE,LowBeta_F4-D-HighBeta_PZ,HRV_MedianNN-M-HRV_PIP,Alpha_F4-D-Theta_FP2,HRV_IQRNN-D-HRV_SampEn,HRV_RMSSD-D-HRV_SDSD,Theta_F3-D-Theta_PZ,breathingrate-D-HRV_DFA,HRV_MeanNN-D-HRV_MedianNN,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.43900505,0.013888889,0.013888889,0.9305556,0.013888889,0.013888889,0.013888889,0.34245107,0.5783838,0.46461815,0.48433885,0.7474035,0.5358425,0.5749719,0.27389732,0.6531502,0.10784975,0.39772454,0.6977653,0.7330404,0.3168617,0.5397671,0.6522886,0.27142337,0.74728376,0.6942973,0.49654624,0.6173211,0.653904,0.7136391,0.69410646,0.28076562,0.27429378,0.67285115,0.39258417,0.57094085,0.7127243,0.61368406,0.6660727,0.6149299,0.66842175,0.43448302,0.3490184,0.5023088,0.5657301,0.57018286,0.28646964,0.61053365,0.53263414,0.3331585,0.60304016,0.62735504,0.17256556,0.8115774,0.49877864,0.5728648,0.57781017,0.41403237,0.33181655,0.6737606,0.53034234,0.6810906,0.46839377,0.43057907,0.44819123,0.4381256,0.8262441,0.72369695,0.6309919,0.40858868,0.6086862,0.6604268,0.6366269,0.5913925,0.27971125,0.36080486,0.6179191,0.37773353,0.5914637,0.39374158,0.6431062,0.5905144,0.6023366,0.6802912,0.7077699,0.4343974,0.63334656,0.7313006,0.71067315,0.6455941,0.51635253,0.7399144,0.5305074,0.55433327,0.24706215,0.42687613,0.4185052,0.42171896,0.07683405,0.6247775,DJ03,2,0.3,2.75,Regular,Positivo
0.6219073,0.5740741,0.35185185,0.018518519,0.018518519,0.018518519,0.018518519,0.30130923,0.49075437,0.6877306,0.94356346,0.7574049,0.54731447,0.5700437,0.5607048,0.6332497,0.4471053,0.3995656,0.47191027,0.7810596,0.3340602,0.46086416,0.6538194,0.7062291,0.62910044,0.69000274,0.8093163,0.64551014,0.7613189,0.9658096,0.6904717,0.4669462,0.7869739,0.67538816,0.44549993,0.55639076,0.6765704,0.6227719,0.55214804,0.614888,0.6563658,0.39058056,0.28984138,0.5157273,0.5317605,0.5707731,0.29351217,0.6119952,0.8275307,0.3463585,0.6020854,0.5681396,0.20632662,0.6905121,0.31286374,0.6759255,0.9739362,0.098349944,0.19196697,0.67418456,0.50130534,0.6539558,0.43039343,0.6208126,0.4358125,0.4684601,0.40914646,0.69505036,0.9222809,0.60124004,0.516683,0.8278807,0.64718324,0.58436847,0.29063645,0.42728004,0.596262,0.37813908,0.60519475,0.69670504,0.7002856,0.588886,0.6046537,0.6793264,0.64661866,0.43254718,0.58942056,0.65975356,0.6012439,0.63128036,0.49114788,0.54583645,0.22230087,0.5803068,0.14604822,0.40889388,0.9937826,0.40392634,0.29623625,0.7732436,DJ03,2,0.3,2.75,Regular,Positivo
0.57326394,0.018518519,0.018518519,0.9074074,0.018518519,0.018518519,0.018518519,0.22951429,0.30888057,0.21977752,0.96783745,0.76950526,0.5761635,0.5782709,0.35438174,0.62543327,0.38965413,0.39601362,0.42805144,0.5724913,0.32709286,0.56567127,0.6471623,0.54431134,0.65614355,0.68986195,0.28954598,0.62268126,0.72796124,0.9754898,0.684844,0.5057184,0.7532984,0.67111677,0.41569868,0.5776803,0.7326674,0.49835512,0.6425421,0.61166114,0.6634914,0.6999457,0.435822,0.51229274,0.55712485,0.56958354,0.29665518,0.6129294,0.7756919,0.33922085,0.6251358,0.7429004,0.4916234,0.6337076,0.2670644,0.68535185,0.98153454,0.0739308,0.69960445,0.6700821,0.51671517,0.68458176,0.4900368,0.5715924,0.38317198,0.3530011,0.35568184,0.6721528,0.9197613,0.60447866,0.48767078,0.7788543,0.6664344,0.55628663,0.28962597,0.38344055,0.6831115,0.3680486,0.59762716,0.8038831,0.6479843,0.5942708,0.606863,0.69573724,0.63329905,0.494196,0.7759037,0.5611116,0.29822776,0.658476,0.54938805,0.47283944,0.53200483,0.7007462,0.22901848,0.4374232,0.39311916,0.51147586,0.69274795,0.5698533,DJ03,3,0.3,2.75,Regular,Positivo
0.5460609,0.45238096,0.023809524,0.023809524,0.023809524,0.45238096,0.023809524,0.29955786,0.31437528,0.49512038,0.60042644,0.7519397,0.5757647,0.59216255,0.32447428,0.62615615,0.42507055,0.3969216,0.4247385,0.6498775,0.31969514,0.6685304,0.64791656,0.6802936,0.64014024,0.69415,0.6719867,0.62052935,0.7670237,0.7535146,0.6875181,0.51845735,0.7709505,0.67298037,0.492521,0.5815208,0.7454481,0.49066457,0.65168303,0.6121829,0.642758,0.687206,0.16735762,0.5117411,0.62969327,0.5736484,0.2922048,0.61421776,0.7204914,0.33626992,0.62638795,0.7686345,0.7182782,0.60956925,0.7387066,0.47726983,0.65923303,0.36593255,0.7184526,0.67157036,0.21978413,0.680778,0.5222633,0.35647112,0.36408564,0.25730455,0.24749142,0.62938327,0.6002846,0.59411937,0.67845166,0.5636131,0.6597554,0.5523991,0.28296417,0.3396683,0.67306125,0.36939815,0.5962076,0.5045943,0.66687024,0.5940829,0.60724765,0.69135344,0.36330953,0.5296847,0.79013836,0.44522563,0.63285506,0.6539046,0.59364635,0.5877386,0.7869751,0.83907855,0.30886543,0.6573295,0.34619713,0.5119899,0.53251064,0.39952704,DJ03,3,0.3,2.75,Regular,Positivo
0.5844361,0.5740741,0.35185185,0.018518519,0.018518519,0.018518519,0.018518519,0.35920447,0.34029457,0.6221577,0.59405184,0.73023146,0.58134586,0.577099,0.42924237,0.64417493,0.5316698,0.39646026,0.47592092,0.38579252,0.34141985,0.5411111,0.64343685,0.59458715,0.575646,0.69429433,0.6460952,0.5894775,0.5866521,0.8618983,0.6863496,0.52303946,0.65567297,0.6678919,0.46839914,0.6011646,0.7012656,0.58567,0.6166108,0.6139301,0.65016043,0.44381148,0.6531577,0.5279202,0.5557956,0.57285357,0.28713986,0.61197615,0.56580496,0.3480882,0.59907037,0.64120847,0.81753623,0.60003996,0.87465835,0.54540896,0.68515444,0.25672656,0.36759,0.6664714,0.38578686,0.6644985,0.32490236,0.48323545,0.42801127,0.76776296,0.49451137,0.63465035,0.6860922,0.6144696,0.5186333,0.72378963,0.6563111,0.5463523,0.2880146,0.3805231,0.6173845,0.37486026,0.5801521,0.46074688,0.75414824,0.58749926,0.60429823,0.68361336,0.120844625,0.46478495,0.6540914,0.3868501,0.4556397,0.6316993,0.52960163,0.26805562,0.47227326,0.840961,0.24123132,0.54768586,0.35841912,0.4729609,0.5005738,0.27011406,DJ03,3,0.3,2.75,Regular,Positivo
0.39016297,0.7916667,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.24821497,0.21140778,0.6445494,0.605075,0.7176021,0.579912,0.5896532,0.3145787,0.5690335,0.47471535,0.39704436,0.53488934,0.5050457,0.48008546,0.64998716,0.64817244,0.5805948,0.6138273,0.6921267,0.62498635,0.62004083,0.33009836,0.7299179,0.6853494,0.5557062,0.5938807,0.67304254,0.52616024,0.5766034,0.6992433,0.39355284,0.65459263,0.6117193,0.63050723,0.62271273,0.17417628,0.6047589,0.5702329,0.5743283,0.29570693,0.6181096,0.71818227,0.40792304,0.5952195,0.6680495,0.6935458,0.5157342,0.508034,0.46713015,0.70603305,0.39189667,0.6623363,0.6715362,0.4727307,0.6859489,0.47726285,0.49672198,0.30502415,0.6705595,0.5348242,0.59393597,0.5703141,0.6253862,0.51085645,0.50015396,0.66622514,0.500055,0.319166,0.5332973,0.7173997,0.3695223,0.5964849,0.45386055,0.95074236,0.59550005,0.6113783,0.6887332,0.22613917,0.49633345,0.78634465,0.44420317,0.3079639,0.6609894,0.41228062,0.25344515,0.6699175,0.8591703,0.30857012,0.5062083,0.34338593,0.48074314,0.39984465,0.24810944,DJ03,3,0.3,2.75,Regular,Positivo
0.4728167,0.7916667,0.041666668,0.041666668,0.041666668,0.041666668,0.041666668,0.17274953,0.2766741,0.037941296,0.35384595,0.45043787,0.65514,0.5004516,0.33364505,0.7271445,0.34591213,0.58983743,0.39705253,0.04500807,0.58185583,0.7197367,0.66755474,0.47005105,0.6735688,0.6780074,0.105155304,0.65914005,0.80065125,0.36731857,0.6107465,0.5274874,0.7119553,0.64788884,0.13570464,0.61280626,0.5792004,0.54235405,0.64893824,0.64418536,0.70631915,0.5410281,0.03359161,0.49498722,0.6250921,0.54768336,0.28984153,0.53387344,0.6301001,0.3569491,0.615554,0.5274086,0.8047835,0.59031636,0.8889739,0.6424046,0.26854214,0.62440664,0.9147293,0.64914435,0.067615196,0.6908467,0.29074737,0.84908956,0.21961594,0.4902539,0.75853765,0.5866498,0.66646636,0.60955715,0.61851627,0.44546854,0.698683,0.65423423,0.30127513,0.48822528,0.5630152,0.7865717,0.5096017,0.5070558,0.65912604,0.575609,0.27938527,0.6204404,0.08245553,0.5299375,0.55060613,0.58923787,0.40083572,0.6792475,0.49654,0.48333594,0.27278346,0.7938228,0.2764159,0.76893735,0.32587072,0.82753885,0.47157618,0.6393816,DJ03,3,0.3,2.75,Regular,Positivo
0.20840424,0.041666668,0.041666668,0.7916667,0.041666668,0.041666668,0.041666668,0.7077362,0.62262607,0.5997346,0.35841656,0.32182223,0.6805685,0.9931014,0.22863057,0.68295825,0.45833164,0.99094146,0.7617068,0.33629057,0.30904663,0.4607356,0.4614789,0.5532345,0.62309957,0.6737759,0.6724128,0.62890434,0.30996555,0.41132748,0.4500934,0.59865355,0.44161233,0.64334923,0.13941443,0.6899168,0.038606495,0.008465972,0.6781844,0.6417362,0.70585316,0.47478837,0.58790046,0.566397,0.50803226,0.5452055,0.86315423,0.5908185,0.7328145,0.38250038,0.75154114,0.9500996,0.7727896,0.34489325,0.6571838,0.7042217,0.24945052,0.58192956,0.6572538,0.07511491,0.15946335,0.61244905,0.96029955,0.6204865,0.61203676,0.40118432,0.35015655,0.22693086,0.41648543,0.3219032,0.46681878,0.0064344024,0.6909581,0.0025547629,0.3448078,0.65330285,0.015549128,0.75376874,0.38801315,0.5426337,0.7527238,0.5742749,0.511047,0.004309017,0.08637208,0.9854711,0.9712585,0.6802478,0.5574239,0.34968114,0.9708031,0.46127728,0.37617946,0.7966559,0.8520358,0.19195947,0.35837397,0.0050012455,0.7148741,0.13440019,DJ03,3,0.3,2.75,Regular,Positivo
0.50031686,0.018518519,0.018518519,0.9074074,0.018518519,0.018518519,0.018518519,0.27042928,0.26971525,0.5729214,0.36784473,0.49784636,0.6251735,0.49444443,0.20316882,0.6641992,0.3358986,0.60292435,0.5260935,0.45156527,0.5523805,0.50140136,0.6716234,0.3609956,0.6772636,0.6745089,0.5188546,0.66537356,0.39477825,0.3637067,0.6487939,0.5590956,0.63076264,0.67507833,0.33793518,0.56062984,0.61743915,0.6197322,0.68482417,0.64459276,0.6785136,0.38532072,0.6742179,0.47961375,0.512046,0.5600947,0.29329684,0.5989472,0.7064738,0.35330775,0.6314495,0.4154957,0.5819114,0.50502646,0.6694776,0.4588828,0.331569,0.65630347,0.6618286,0.6655721,0.5015716,0.69211584,0.4882708,0.5330835,0.42992547,0.66784805,0.6913528,0.5987655,0.62444913,0.5721329,0.44826975,0.5276812,0.6829375,0.6095092,0.29949838,0.46590182,0.5452587,0.8027923,0.56003153,0.45358908,0.6100159,0.58834,0.5047273,0.4921488,0.37037945,0.448206,0.43313932,0.4372314,0.45242238,0.6794029,0.4280672,0.28481808,0.3729051,0.68043,0.52912575,0.3339621,0.39154586,0.7072348,0.7053993,0.42779028,DJ03,3,0.3,2.75,Regular,Positivo
0.64885813,0.35185185,0.018518519,0.018518519,0.5740741,0.018518519,0.018518519,0.23599464,0.24267954,0.2750808,0.43836278,0.5443626,0.62343717,0.49921545,0.16515835,0.68715715,0.2919116,0.6010964,0.4180744,0.26079825,0.4477412,0.491916,0.67152655,0.55550057,0.6924674,0.67614335,0.27236035,0.6634081,0.5493943,0.41987118,0.6521412,0.56109095,0.6593401,0.67278874,0.28419432,0.5627494,0.67084605,0.6473557,0.69470114,0.6444753,0.68691295,0.37371635,0.49810493,0.46073392,0.49998966,0.55774915,0.2925494,0.5900834,0.41875982,0.32847512,0.6613177,0.5425481,0.56233215,0.49852273,0.48426622,0.45374653,0.42191288,0.6115359,0.608272,0.6659761,0.45038262,0.696994,0.58861715,0.42812508,0.45506498,0.54100746,0.5335661,0.63502336,0.62739897,0.5686141,0.37570485,0.56952053,0.6841666,0.6300749,0.28829947,0.3434807,0.5421804,0.7951782,0.5429328,0.48044813,0.46756172,0.5875777,0.47043005,0.50054514,0.2958044,0.45339414,0.4775312,0.4566527,0.19169956,0.6809539,0.53151643,0.17339776,0.41425788,0.6698654,0.54613715,0.7089463,0.38802302,0.6622476,0.41401857,0.54710066,DJ03,3,0.3,2.75,Regular,Positivo
0.5957694,0.5138889,0.013888889,0.43055555,0.013888889,0.013888889,0.013888889,0.26495412,0.33440536,0.38007656,0.6431474,0.52088976,0.6237914,0.49732018,0.31515193,0.6862254,0.36302814,0.61708736,0.56219465,0.43467975,0.49848068,0.46638164,0.6715772,0.51367253,0.6670155,0.67470574,0.4168055,0.6643506,0.59376824,0.4943226,0.65021783,0.5322236,0.24651626,0.6751786,0.22786972,0.5675621,0.64847195,0.630394,0.6544255,0.64494574,0.6946752,0.41445512,0.31373975,0.47842747,0.5009471,0.5533451,0.294234,0.58964634,0.41672722,0.3486964,0.654446,0.4756671,0.7499696,0.5794171,0.52040267,0.56236464,0.56167984,0.54928446,0.67759675,0.664018,0.4223835,0.68451136,0.3722789,0.44807535,0.47118914,0.41814,0.32409698,0.66129,0.7148777,0.583887,0.40080452,0.6061062,0.68267655,0.62676036,0.29863274,0.39794326,0.54280657,0.818295,0.5441239,0.68825847,0.5844144,0.5846403,0.46205392,0.48420393,0.32847732,0.45328146,0.4576614,0.30466822,0.3050697,0.6746278,0.47830567,0.5236803,0.34791803,0.7030077,0.3947918,0.53097254,0.3821555,0.66240215,0.77557695,0.53081286,DJ03,3,0.3,2.75,Regular,Positivo
0.5345512,0.43055555,0.013888889,0.5138889,0.013888889,0.013888889,0.013888889,0.27631915,0.28988293,0.4245492,0.7090027,0.5242811,0.62171865,0.4975668,0.28187206,0.6889968,0.3926315,0.6146088,0.59860563,0.46670902,0.46443304,0.5209556,0.67162573,0.4899977,0.6548706,0.6748922,0.6752828,0.66417146,0.8750752,0.46530733,0.65213555,0.5550662,0.5955584,0.67588276,0.22998251,0.5656259,0.67604464,0.65850186,0.6638758,0.6448749,0.69439757,0.39056867,0.45425832,0.46414822,0.52888733,0.55359703,0.2940165,0.588131,0.6722926,0.33222875,0.6529728,0.49941906,0.5188984,0.517709,0.4493143,0.5162936,0.65364635,0.5699992,0.6094507,0.66460437,0.31978118,0.6860559,0.4317942,0.40636724,0.49549836,0.72639084,0.2973798,0.66566306,0.7270341,0.5903795,0.48743683,0.61485267,0.6811546,0.63048065,0.2915628,0.34003812,0.5201264,0.81385666,0.54350895,0.71001524,0.48414624,0.58585083,0.4571448,0.5172069,0.29811823,0.45019174,0.43027708,0.6653046,0.50735164,0.6750982,0.5213746,0.48418573,0.3355572,0.7577312,0.4545154,0.45290694,0.40438423,0.68637455,0.56026316,0.30624112,DJ03,3,0.3,2.75,Regular,Positivo
0.6399376,0.018518519,0.018518519,0.5740741,0.35185185,0.018518519,0.018518519,0.20317507,0.2216471,0.6696547,0.51861024,0.55655605,0.63237727,0.49975505,0.22674185,0.67491156,0.34385905,0.599633,0.3984338,0.67752844,0.42160177,0.5105908,0.67056906,0.5655828,0.67433435,0.6755396,0.68180704,0.66258824,0.30849817,0.39955944,0.6430571,0.5648591,0.3659862,0.6747091,0.2642985,0.57805175,0.68560916,0.67238086,0.6786797,0.64436054,0.68975115,0.36068973,0.6675721,0.4637614,0.5412518,0.5562255,0.2938433,0.59562325,0.20108013,0.32509306,0.6614781,0.51981395,0.20532712,0.4858228,0.59675556,0.46622851,0.4213377,0.6214831,0.50581723,0.66164786,0.31688082,0.6952191,0.5288652,0.43082833,0.49476856,0.42810115,0.35707647,0.6153631,0.6900071,0.59856915,0.50154847,0.58623075,0.68926525,0.6085228,0.29050606,0.3138459,0.5089845,0.7905891,0.5372726,0.6220854,0.44259807,0.5906026,0.49414912,0.52340084,0.5052153,0.45267558,0.43286413,0.23177947,0.48329332,0.68017536,0.548363,0.71272403,0.32993463,0.45911008,0.4622528,0.6543619,0.41444254,0.67363083,0.5115737,0.53445125,DJ03,3,0.3,2.75,Regular,Positivo
0.59710187,0.5740741,0.018518519,0.018518519,0.018518519,0.35185185,0.018518519,0.19255756,0.17538029,0.63153213,0.73169917,0.4660705,0.6542489,0.50693375,0.22434226,0.67195237,0.38455606,0.5799796,0.5666952,0.7330498,0.45965526,0.404379,0.6613249,0.35181022,0.658295,0.67543024,0.48956555,0.65636474,0.4377245,0.5114281,0.6079006,0.57272834,0.2136997,0.6734536,0.17801076,0.63795555,0.60913414,0.6332965,0.67930824,0.6433477,0.70103705,0.40268412,0.56085575,0.49316856,0.4919552,0.54992056,0.29720014,0.5967283,0.31480622,0.33412468,0.7258205,0.5083967,0.20735875,0.45745692,0.48573372,0.5771868,0.56394416,0.52910125,0.48457593,0.6248729,0.7672917,0.6961012,0.7497617,0.53717715,0.50693786,0.6405397,0.394784,0.5592872,0.7402077,0.6145333,0.44368955,0.6260404,0.697712,0.5112945,0.30456945,0.3363204,0.5199005,0.7563005,0.5065404,0.8196514,0.4994107,0.5948707,0.5111901,0.52000403,0.72653306,0.44065496,0.42020878,0.32075727,0.5657658,0.6745275,0.5284946,0.7675322,0.21547407,0.5833731,0.43032983,0.50080854,0.43589774,0.27192903,0.13172236,0.49739257,DJ03,3,0.3,2.75,Regular,Positivo
0.26028717,0.9074074,0.018518519,0.018518519,0.018518519,0.018518519,0.018518519,0.2704058,0.19000775,0.54381055,0.6382927,0.49486274,0.65305525,0.5240369,0.21981268,0.67112696,0.43951464,0.60211456,0.82247454,0.39637086,0.42375156,0.5017828,0.65902185,0.34301433,0.63300884,0.67571986,0.37275058,0.6537732,0.68409216,0.44692546,0.6112257,0.5783907,0.2748583,0.6732011,0.21419682,0.64620954,0.54789704,0.63998353,0.6804924,0.64355236,0.69645286,0.38790077,0.3807257,0.56387776,0.5441292,0.55292714,0.30425137,0.59719807,0.6560567,0.342016,0.7285783,0.476538,0.27277318,0.43542552,0.85366005,0.53251565,0.43725693,0.5790855,0.43140894,0.61297506,0.794746,0.6909514,0.77845263,0.47979924,0.5036255,0.604183,0.7647634,0.539449,0.65643823,0.60800105,0.5199346,0.60416377,0.6945934,0.47794613,0.33892748,0.36612606,0.509943,0.76978743,0.48161694,0.7868248,0.5510279,0.59308815,0.510194,0.51593906,0.4811766,0.41601488,0.38886297,0.8449873,0.5406449,0.6663282,0.51455516,0.54536843,0.24884184,0.4958267,0.48164928,0.2672739,0.502754,0.19573465,0.6895478,0.30146936,DJ03,3,0.3,2.75,Regular,Positivo
0.47096953,0.013888889,0.2638889,0.43055555,0.013888889,0.2638889,0.013888889,0.25993612,0.23684484,0.71834034,0.8581045,0.6259704,0.6429655,0.58285326,0.24909598,0.67901754,0.40469956,0.67391944,0.65211165,0.71761477,0.32550216,0.44685185,0.6632033,0.29278484,0.6495816,0.6756511,0.68771994,0.6552343,0.3941479,0.5675563,0.6297564,0.57072395,0.25548226,0.6723739,0.20492972,0.63470364,0.5909824,0.66358787,0.6727732,0.6439496,0.697641,0.39411446,0.4481298,0.7170309,0.5207795,0.55219984,0.33161905,0.59391767,0.5569361,0.3406087,0.7091097,0.5536184,0.4516855,0.46492568,0.61380666,0.55236113,0.7446159,0.48286578,0.39878088,0.6290476,0.544499,0.6896763,0.7564183,0.4172234,0.5046934,0.13152951,0.6937307,0.6057635,0.78220904,0.59975696,0.48506042,0.66465765,0.69080585,0.5362153,0.428316,0.33947068,0.5051571,0.78344935,0.48200905,0.88100374,0.5417567,0.58946186,0.49350843,0.51520467,0.72772413,0.43148658,0.44208997,0.6323091,0.549845,0.66593796,0.577543,0.45510826,0.22373755,0.3498466,0.48134977,0.34431493,0.91905063,0.43495074,0.15141681,0.30728477,DJ03,3,0.3,2.75,Regular,Positivo
0.57326394,0.6567164,0.2835821,0.014925373,0.014925373,0.014925373,0.014925373,0.25972247,0.19391298,0.21977752,0.73352057,0.64595616,0.64711785,0.6934304,0.25366142,0.66868794,0.45455164,0.77119124,0.42805144,0.5724913,0.30618137,0.56567127,0.660386,0.54431134,0.62515056,0.67565745,0.28954598,0.6540736,0.72796124,0.45563513,0.62297624,0.5849521,0.7532984,0.6727298,0.2334216,0.6433343,0.53416467,0.66243166,0.671553,0.643733,0.69394386,0.38691086,0.435822,0.91172117,0.55712485,0.55425346,0.39007136,0.5980426,0.7756919,0.36626747,0.71478176,0.5270677,0.4916234,0.40812585,0.2670644,0.5070499,0.49847496,0.57102203,0.30046082,0.61761725,0.51671517,0.6893741,0.7905278,0.4824949,0.5101212,0.3530011,0.35568184,0.5645176,0.6809304,0.6159426,0.48767078,0.61570746,0.6925224,0.4841019,0.62287045,0.37619478,0.50160575,0.7795195,0.47879806,0.8609623,0.6907509,0.59088427,0.5111252,0.5331041,0.63329905,0.40781477,0.41634426,0.5611116,0.29822776,0.66319084,0.56114846,0.47283944,0.2017915,0.7007462,0.4781954,0.4374232,0.39311916,0.40387547,0.69274795,0.5698533,DJ03,3,0.3,2.75,Regular,Positivo
0.5460609,0.6567164,0.014925373,0.014925373,0.014925373,0.2835821,0.014925373,0.32213438,0.17979112,0.49512038,0.51218194,0.71722835,0.657764,0.807465,0.16627282,0.7440372,0.44739342,0.84213305,0.4247385,0.6498775,0.13677755,0.6685304,0.63115126,0.6802936,0.6289497,0.675697,0.6719867,0.5268111,0.7670237,0.4023396,0.5993252,0.57953864,0.7709505,0.29506037,0.262383,0.6740504,0.6647159,0.386589,0.69440985,0.6428886,0.69001824,0.68429667,0.16735762,0.96623653,0.62969327,0.5561842,0.46944332,0.340448,0.7204914,0.40226686,0.74722713,0.72319144,0.7182782,0.4307882,0.7387066,0.5039954,0.39960822,0.075852916,0.25593674,0.49726322,0.21978413,0.691227,0.87630886,0.50128216,0.46354324,0.25730455,0.24749142,0.45729372,0.28251296,0.59483886,0.67845166,0.31988832,0.694863,0.64279634,0.7452917,0.14193846,0.0659217,0.79066527,0.03686603,0.6342265,0.8412814,0.3985625,0.037034098,0.21283302,0.36330953,0.91519874,0.71667504,0.44522563,0.63285506,0.6333856,0.90981376,0.5877386,0.6566592,0.83907855,0.53395516,0.6573295,0.34619713,0.48241132,0.53251064,0.39952704,DJ03,3,0.3,2.75,Regular,Positivo
0.5844361,0.21111111,0.21111111,0.54444444,0.011111111,0.011111111,0.011111111,0.24240258,0.1591451,0.6221577,0.52285624,0.7639622,0.6574271,0.85470074,0.2522767,0.7461192,0.47615966,0.8853316,0.47592092,0.38579252,0.1538895,0.5411111,0.6251677,0.59458715,0.61297834,0.6740772,0.6460952,0.4810476,0.5866521,0.41401544,0.5968764,0.5902396,0.65567297,0.19169545,0.21965899,0.6761386,0.8055732,0.26837793,0.6719237,0.6428742,0.69574636,0.80628943,0.6531577,0.98363245,0.5557956,0.55240023,0.52378434,0.25322133,0.56580496,0.44948208,0.74964374,0.72483563,0.81753623,0.38471666,0.87465835,0.61631966,0.41272277,0.025450913,0.29748052,0.46840653,0.38578686,0.69076276,0.8963281,0.7728375,0.45079792,0.76776296,0.49451137,0.4990944,0.26994276,0.62737083,0.5186333,0.2295337,0.69732654,0.65133315,0.8273093,0.1188329,0.038035426,0.79657364,0.012382702,0.638152,0.93398255,0.3320473,0.010893904,0.20558552,0.120844625,0.9458703,0.7929082,0.3868501,0.4556397,0.62489784,0.9237659,0.26805562,0.6349172,0.840961,0.45234853,0.54768586,0.35841912,0.5025634,0.5005738,0.27011406,DJ03,3,0.3,2.75,Regular,Positivo
