HRV_CVNN-D-HRV_pNN50,neutral,angry,sad,fear,happy,surprise,Alpha_F4-D-Alpha_FP2,Theta_F4-D-Theta_C4,HRV_HTI-D-HRV_C2d,HighBeta_C4,LowBeta_FP2-D-HighBeta_FP1,Fatigue-D-Alpha_FP2,Gamma_F3-D-Fatigue,Theta_F4-D-Alpha_F4,Fatigue-D-Alpha_PZ,Theta_C4-D-Alpha_FP2,Gamma_F3-D-Load,HRV_MeanNN-D-HRV_CVNN,HRV_HTI-M-HRV_DFA,LowBeta_FP1-D-LowBeta_FP2,hf-L,Alpha_FP1-M-Load,HRV_LFn-M-HRV_HFn,Alpha_FP2-D-Theta_C4,Fatigue,HRV_HTI,Alpha_F3-M-Load,HRV_PIP-M-HRV_Cd,Gamma_C4,Alpha_FP2-M-Fatigue,Theta_C4-D-Theta_FP2,HRV_MCVNN-M-HRV_PAS,Alpha_C3-M-Load,Alpha_C4-D-Fatigue,Fatigue-D-Alpha_FP1,LowBeta_FP1-D-LowBeta_F3,LowBeta_FP2-M-Gamma_PZ,Alpha_F4-D-Theta_F4,Load,Fatigue-D-Alpha_C4,HighBeta_PZ,HRV_MCVNN-D-HRV_IQRNN,Gamma_FP1-D-Fatigue,p_total-L,Alpha_C4-M-Fatigue,Gamma_F3-M-Fatigue,Alpha_PZ-M-Fatigue,HRV_PAS-M-HRV_SampEn,Gamma_FP2-M-Fatigue,Fatigue-D-Theta_F3,HighBeta_FP2-D-Gamma_PZ,HRV_SD1SD2-D-HRV_PI,Theta_FP2-D-Theta_C4,HRV_C1d-M-HRV_Cd,Alpha_C4-M-Gamma_F4,LowBeta_C4-D-HighBeta_C4,LowBeta_C3-M-Gamma_C4,HighBeta_F3-D-HighBeta_PZ,Alpha_FP1-M-Fatigue,HRV_PIP-D-HRV_Cd,Alpha_FP2-D-Theta_F4,Alpha_FP2-D-Theta_FP1,LowBeta_C4-D-LowBeta_F4,LowBeta_PZ-D-HighBeta_C3,HRV_PSS-M-HRV_PI,HRV_CVNN-D-HRV_LFn,Alpha_FP2-D-Alpha_C4,HighBeta_FP1-D-HighBeta_F4,Theta_C4-D-Alpha_F4,lf-L,Gamma_PZ-D-Gamma_C4,Fatigue-D-Alpha_F4,Alpha_FP1-D-Alpha_PZ,Gamma_FP1-M-Fatigue,LowBeta_F3-D-HighBeta_FP1,Gamma_C3-D-Gamma_PZ,LowBeta_FP1-D-Load,Alpha_F3-D-Load,LowBeta_C4,Gamma_FP2-D-Fatigue,Alpha_C3-D-Theta_F4,Alpha_PZ-D-Load,Theta_C3-D-Theta_PZ,bpm-M-HRV_DFA,LowBeta_FP1-D-Gamma_C3,LowBeta_FP2-D-Gamma_PZ,HRV_PAS-M-HRV_CorrDim,lf-D-p_total,Alpha_FP1-D-Theta_F4,HighBeta_FP2-D-Gamma_C3,HRV_HTI-M-HRV_CMSE,LowBeta_F4-D-HighBeta_PZ,HRV_MedianNN-M-HRV_PIP,Alpha_F4-D-Theta_FP2,HRV_IQRNN-D-HRV_SampEn,HRV_RMSSD-D-HRV_SDSD,Theta_F3-D-Theta_PZ,breathingrate-D-HRV_DFA,HRV_MeanNN-D-HRV_MedianNN,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.74960667,0.5882353,0.011764706,0.3647059,0.011764706,0.011764706,0.011764706,0.71296674,0.7312724,0.5138548,0.3300445,0.44371894,0.40663037,0.34792438,0.73805594,0.22014354,0.6640055,0.3348312,0.15956636,0.5136581,0.51266545,0.6526615,0.14877523,0.45507756,0.41956997,0.4206868,0.59880626,0.22667961,0.6294754,0.35398725,0.5501837,0.5490792,0.81358457,0.15289837,0.7320219,0.4182944,0.44333994,0.55743283,0.3486237,0.17719951,0.33896267,0.37397707,0.28684592,0.35238096,0.56675833,0.54065,0.53132224,0.582356,0.4789111,0.4343122,0.34036323,0.54723126,0.5255148,0.53548884,0.22129686,0.30526978,0.41150448,0.66217506,0.40620553,0.55197126,0.52557755,0.35487777,0.5150498,0.43419775,0.508774,0.49766085,0.6315819,0.49374515,0.41223684,0.50189954,0.4701381,0.46981916,0.35048094,0.44406256,0.45543045,0.5007256,0.6011685,0.26365203,0.61679554,0.29899496,0.26039624,0.4908581,0.6209774,0.49947515,0.47518614,0.38565746,0.47168925,0.48591268,0.15357096,0.39832383,0.4676264,0.38827914,0.5057872,0.40679583,0.65263057,0.8087614,0.4227721,0.5155018,0.59926856,0.7901665,ES01,4,0.6,4.5,Excelente,Positivo
0.75297266,0.34545454,0.018181818,0.58181816,0.018181818,0.018181818,0.018181818,0.71043277,0.7272322,0.29872456,0.3573994,0.46191406,0.4110856,0.34771803,0.73266226,0.23480445,0.662795,0.33490703,0.13232146,0.7143165,0.56438214,0.59049106,0.13500041,0.5617416,0.42173433,0.41159979,0.26256117,0.1931372,0.48062414,0.368176,0.538867,0.54718345,0.6758555,0.0959061,0.7268151,0.4231618,0.39313686,0.5208069,0.35944578,0.17597097,0.36227039,0.4104375,0.49652126,0.35685647,0.5647281,0.5355146,0.5479973,0.5782515,0.2435325,0.49110803,0.3179686,0.4907075,0.23309961,0.5408657,0.6418816,0.32998097,0.4083435,0.6453454,0.4979204,0.5417578,0.4116725,0.36730546,0.49271226,0.48697364,0.4897708,0.6935256,0.61278707,0.5115424,0.37212637,0.50395924,0.5638441,0.45967138,0.35972452,0.44874918,0.49325305,0.6146298,0.6008185,0.2636946,0.61667496,0.34936517,0.28472343,0.47688016,0.620918,0.5061161,0.8189448,0.4008085,0.46789974,0.24936813,0.5825601,0.407742,0.42158955,0.48494166,0.48693046,0.2706794,0.6447358,0.7963412,0.4493166,0.5427507,0.41132224,0.79809767,ES01,4,0.6,4.5,Excelente,Positivo
0.7050156,0.25454545,0.018181818,0.6727273,0.018181818,0.018181818,0.018181818,0.7117331,0.70355475,0.3654944,0.35301146,0.33352536,0.4334448,0.3486603,0.73192304,0.24763526,0.70192575,0.3349416,0.28485045,0.34923512,0.6524061,0.5303716,0.12630947,0.46060878,0.34057876,0.4071563,0.2658268,0.21286418,0.3634336,0.3577689,0.51855224,0.57498896,0.6000201,0.119282186,0.72740054,0.4235994,0.36537442,0.49280235,0.36089158,0.17086627,0.35976425,0.4688803,0.49652126,0.35981706,0.55922127,0.53469235,0.56179297,0.57538605,0.4899123,0.5299536,0.32602614,0.44769362,0.50492543,0.44882804,0.2351373,0.33863136,0.40833002,0.64937145,0.60065734,0.5377399,0.6566053,0.36629084,0.47171816,0.5642781,0.4962292,0.43140647,0.6265277,0.47648364,0.36592856,0.5444163,0.5809802,0.45116508,0.3842934,0.4561365,0.5170875,0.62486345,0.58102894,0.2636084,0.61679494,0.34165582,0.30182526,0.49867824,0.62088877,0.48999324,0.53178906,0.42176586,0.41844636,0.36100045,0.6655743,0.428775,0.41146496,0.15298766,0.50890344,0.3153602,0.646466,0.6286023,0.4615478,0.5313258,0.16768591,0.7152018,ES01,4,0.6,4.5,Excelente,Positivo
0.6869108,0.018181818,0.34545454,0.34545454,0.25454545,0.018181818,0.018181818,0.7090035,0.728335,0.5682915,0.35767055,0.44184747,0.3865177,0.34903035,0.74779505,0.2244494,0.6765815,0.3352362,0.34467867,0.5146546,0.6318952,0.4378178,0.16625042,0.31700137,0.39586854,0.3963206,0.34604487,0.24547775,0.19387788,0.3562776,0.53984183,0.5497293,0.443697,0.1869596,0.7332033,0.38714653,0.35639018,0.50623226,0.32780865,0.18015987,0.33334032,0.46866214,0.5344405,0.3675734,0.49506924,0.53536916,0.58589506,0.57552,0.16495448,0.62964517,0.29911697,0.3710636,0.52723265,0.53361744,0.33541936,0.35308456,0.42995772,0.65275604,0.57155395,0.5494431,0.7821913,0.3455254,0.466292,0.5672892,0.5150746,0.653617,0.7881357,0.514668,0.34015116,0.5201919,0.3997549,0.4616673,0.3333806,0.47268564,0.5810434,0.69768804,0.56210816,0.26388794,0.61684066,0.32847396,0.34644112,0.49769542,0.6208886,0.51088184,0.5921747,0.43066582,0.40568718,0.373421,0.34487534,0.40269345,0.37301245,0.31895804,0.5139157,0.4461037,0.62277436,0.7477508,0.42596465,0.5301909,0.49287224,0.72587496,ES01,4,0.6,4.5,Excelente,Positivo
0.726622,0.018181818,0.34545454,0.58181816,0.018181818,0.018181818,0.018181818,0.7093706,0.72807086,0.20618385,0.35268754,0.45515192,0.4093141,0.35440698,0.74223673,0.22593981,0.6709615,0.33546662,0.24821965,0.351635,0.61036193,0.44370553,0.13945363,0.49906254,0.40674105,0.4020162,0.19569084,0.21445774,0.3388268,0.35516527,0.5306964,0.5438464,0.38586947,0.13717642,0.7296866,0.4137146,0.3623056,0.53784597,0.33989492,0.1775311,0.34970438,0.43732405,0.5988373,0.36596072,0.5073105,0.53469557,0.6027402,0.5768524,0.06457541,0.5932572,0.35060978,0.3510704,0.38166353,0.55004835,0.5047815,0.35068426,0.40636906,0.65522945,0.51299584,0.53935593,0.27395785,0.35416293,0.45973974,0.5464693,0.5669666,0.45546412,0.6766495,0.50110453,0.33899528,0.513835,0.47201836,0.49079192,0.3592873,0.4517968,0.56102043,0.6810589,0.5253642,0.26380786,0.6167467,0.34304976,0.33146214,0.49129152,0.62090975,0.4962096,0.56550634,0.4421413,0.36783573,0.108476646,0.580958,0.4052232,0.3990751,0.12544316,0.48279616,0.25368726,0.6191723,0.79051363,0.43334743,0.48212698,0.65127015,0.7897978,ES01,4,0.6,4.5,Excelente,Positivo
0.76187325,0.023809524,0.88095236,0.023809524,0.023809524,0.023809524,0.023809524,0.7102367,0.7343635,0.26369253,0.34418216,0.38551652,0.44290787,0.3628459,0.75569975,0.27030557,0.67591923,0.33567968,0.1568899,0.2662169,0.52767974,0.5376926,0.12761523,0.6806103,0.39717415,0.42503262,0.20699051,0.20538169,0.30611226,0.34188494,0.5300834,0.54129064,0.730818,0.14257103,0.71533084,0.44077986,0.4359837,0.59751713,0.30962613,0.17799737,0.40618286,0.38117635,0.398629,0.35259947,0.55348176,0.5329531,0.59432775,0.577359,0.23300208,0.41835752,0.41518238,0.47924307,0.49316636,0.55684596,0.21788386,0.3276189,0.39173448,0.6644345,0.45488364,0.542315,0.50056094,0.3294299,0.45557147,0.44430214,0.5118068,0.21357904,0.46517834,0.51298213,0.41816705,0.5179859,0.56480044,0.5193316,0.39783335,0.4538646,0.45049566,0.46911317,0.48478156,0.26371616,0.6167072,0.34274974,0.25399622,0.49250606,0.62085205,0.4626943,0.47101796,0.4604582,0.36035386,0.30603352,0.6448237,0.3916373,0.542247,0.5203163,0.48303747,0.37786984,0.6045849,0.83202595,0.42029977,0.43287227,0.8506182,0.77374995,ES01,4,0.6,4.5,Excelente,Positivo
0.7427181,0.45238096,0.45238096,0.023809524,0.023809524,0.023809524,0.023809524,0.52165574,0.7805739,0.39302716,0.3145892,0.7640314,0.0014391146,0.31977943,0.7860649,0.014116404,0.28684038,0.3324998,0.25736168,0.34805486,0.26615486,0.4304221,0.33546293,0.6972399,0.69412774,0.1872949,0.30135298,0.15378636,0.48012322,0.39423576,0.63838655,0.12935682,0.6839814,0.14017221,0.78239864,0.0012124084,0.76090246,0.648203,0.22794583,0.016393827,0.022361016,0.52918804,0.5344405,0.32972068,0.49103266,0.53720737,0.79743177,0.56741333,0.3380887,0.5378899,0.00548285,0.6966134,0.46852186,0.85349506,0.41240212,0.25681433,0.50553757,0.63401437,0.65451676,0.6345071,0.66155213,0.4609127,0.06299,0.305089,0.41659936,0.44397172,0.37979954,0.7048645,0.5954451,0.4176069,0.45667562,0.4946811,0.013366538,0.6130358,0.6294002,0.27519292,0.5780841,0.25870934,0.6177237,0.20028959,0.22254516,0.46690828,0.62166035,0.49305105,0.42133608,0.50324565,0.66282487,0.33362764,0.61661357,0.50027895,0.6229935,0.09896646,0.79912907,0.4816476,0.040714975,0.7539043,0.4007462,0.433415,0.69035935,0.8770095,ES01,4,0.6,4.5,Excelente,Positivo
0.7786865,0.041666668,0.7916667,0.041666668,0.041666668,0.041666668,0.041666668,0.812671,0.8051162,0.6545296,0.6143623,0.30523533,0.41423848,0.3103463,0.65574044,0.62701416,0.46663445,0.58784115,0.1427422,0.69552094,0.7301379,0.50507635,0.653526,0.5723261,0.6184808,0.11149427,0.6037952,0.6321517,0.6223422,0.388294,0.08818972,0.47402838,0.5846385,0.65060717,0.6515964,0.43953943,0.15835622,0.4543789,0.47277388,0.643608,0.5407398,0.62977886,0.30638328,0.33512452,0.52325845,0.2339694,0.8639269,0.04964739,0.24636328,0.82160366,0.6039295,0.19543861,0.18188158,0.6816634,0.6461921,0.7746903,0.37509048,0.5854989,0.54041964,0.10443885,0.69966793,0.17870384,0.46600372,0.1175388,0.280011,0.82082766,0.5668537,0.67304313,0.084577456,0.053778466,0.43427488,0.52730167,0.098425195,0.63163245,0.87457025,0.83105236,0.556898,0.8069324,0.32097098,0.80339164,0.24469067,0.32202926,0.19581947,0.56497043,0.6637019,0.28757408,0.19331709,0.2730417,0.30006355,0.22447082,0.23161133,0.66942,0.7813031,0.46686068,0.864211,0.7941037,0.42826527,0.58568627,0.44970238,0.8179452,ES01,4,0.6,4.5,Excelente,Positivo
0.7865387,0.6567164,0.2835821,0.014925373,0.014925373,0.014925373,0.014925373,0.81252086,0.80021715,0.80628467,0.48028648,0.27447698,0.4159187,0.31129056,0.6409638,0.6573522,0.5020676,0.59113693,0.07345907,0.8767018,0.6838063,0.6415766,0.65457445,0.8584252,0.5967794,0.122617595,0.8657664,0.62099415,0.88659406,0.34664887,0.10453944,0.4998709,0.7080294,0.65554845,0.59589636,0.44174474,0.28585854,0.5100504,0.4882394,0.6437863,0.59343857,0.6193171,0.36668113,0.33209664,0.60663486,0.18087785,0.84900844,0.02493748,0.42481494,0.747329,0.6084372,0.25675845,0.27028996,0.6437448,0.6597847,0.8534163,0.30470467,0.6151217,0.24665971,0.12090853,0.70386046,0.19437654,0.514366,0.13692376,0.33751735,0.5567086,0.26285198,0.71549445,0.14071947,0.07038706,0.57477045,0.52319545,0.100587755,0.64570516,0.812322,0.6667555,0.55022424,0.8066723,0.24102652,0.6849641,0.23638785,0.3543233,0.1272772,0.6114335,0.77486485,0.28995728,0.2053905,0.28775415,0.33100352,0.2386231,0.2924412,0.7310687,0.80372405,0.5775987,0.86673975,0.7591865,0.9592059,0.6115334,0.19567643,0.8534399,ES01,4,0.6,4.5,Excelente,Positivo
0.67495984,0.6567164,0.2835821,0.014925373,0.014925373,0.014925373,0.014925373,0.72687376,0.83780557,0.27835786,0.87392193,0.71223736,0.20128763,0.29836464,0.86820704,0.56441665,0.0076687173,0.39614078,0.30978078,0.41238654,0.27420947,0.37488753,0.57295203,0.5336602,0.7919384,0.024396345,0.34280267,0.0076435525,0.75220025,0.3414274,0.05135663,0.0013920044,0.45780516,0.36548105,0.42405048,0.36212602,0.5397037,0.680731,0.0034749608,0.6180298,0.66157234,0.44954285,0.5429695,0.31668577,0.48595688,0.0010193507,0.96143794,0.008343001,0.3966018,0.63879305,0.39988396,0.4901984,0.63284194,0.8940214,0.46790734,0.99730754,0.49303484,0.6416755,0.15514612,0.014910809,0.4986381,0.008156376,0.08406637,0.013230489,0.22440426,0.23829882,0.55890226,0.80187833,0.37186533,0.0035049724,0.4811057,0.5691774,0.11297009,0.62472516,0.8640902,0.40095878,0.53941107,0.39549735,0.06810464,0.9702936,0.19890408,0.0009683247,0.48707876,0.6999219,0.5541891,0.3160848,0.37998992,0.343295,0.7060089,0.002544927,0.4934699,0.23882806,0.71096194,0.30944905,0.3322404,0.5994074,0.4756884,0.75734985,0.4437932,0.7292401,ES01,4,0.6,4.5,Excelente,Positivo
0.67995507,0.20895523,0.014925373,0.2835821,0.46268657,0.014925373,0.014925373,0.7242519,0.7583541,0.3722044,0.3398906,0.40566266,0.4089241,0.34861568,0.76256317,0.25130183,0.64417356,0.3349918,0.25922945,0.47226465,0.535648,0.5621361,0.14464287,0.5766591,0.4526805,0.4195892,0.4406808,0.29056552,0.62279755,0.3940773,0.54777807,0.50760025,0.7403709,0.2084238,0.72823036,0.42745927,0.40804264,0.45224008,0.29284355,0.18440588,0.3561645,0.40031353,0.5988373,0.35355935,0.5648243,0.53832424,0.5369109,0.5782914,0.37808058,0.4368976,0.34797347,0.6723251,0.5570864,0.63034487,0.31192878,0.31219396,0.40254954,0.62736005,0.50704885,0.54585457,0.4668323,0.29074612,0.47321078,0.4679978,0.4887646,0.56614536,0.4138468,0.508242,0.4019393,0.4641803,0.62274045,0.3890251,0.3342197,0.45485136,0.46323764,0.5190831,0.6858639,0.26390406,0.616964,0.32442176,0.2612284,0.4888497,0.6208656,0.5010873,0.49265933,0.38135195,0.61907274,0.41491058,0.74376506,0.3364472,0.46743384,0.3702677,0.5011292,0.38595065,0.6176126,0.7524042,0.43823305,0.54227,0.56273973,0.730151,ES01,4,0.6,4.5,Excelente,Positivo
0.74960667,0.21232876,0.33561644,0.34246576,0.09589041,0.006849315,0.006849315,0.7193854,0.7457257,0.5138548,0.3258285,0.43682578,0.3881231,0.34765744,0.7289867,0.21990664,0.6262901,0.33492944,0.15956636,0.5136581,0.56474257,0.6526615,0.15156072,0.45507756,0.47870627,0.41030583,0.59880626,0.24746329,0.6294754,0.3788035,0.5516401,0.5283388,0.81358457,0.20364198,0.7297835,0.40781704,0.4186194,0.46282944,0.36654872,0.17672147,0.3492688,0.4136693,0.28684592,0.35920277,0.56675833,0.53686816,0.5502352,0.57978237,0.4789111,0.51221925,0.3578491,0.59265167,0.5255148,0.58839965,0.22129686,0.32825783,0.39542302,0.6422938,0.48878264,0.5494573,0.52557755,0.35772237,0.5618556,0.47788957,0.508868,0.49766085,0.6315819,0.52805644,0.38944283,0.45321983,0.4701381,0.39579022,0.31790996,0.45324817,0.50837594,0.57450604,0.66586334,0.26367375,0.6168736,0.3069027,0.29476658,0.5041659,0.62095153,0.4888264,0.47518614,0.39637116,0.58568233,0.48591268,0.15357096,0.3933663,0.42051983,0.38827914,0.5209052,0.40679583,0.676162,0.8087614,0.4227721,0.49396437,0.59926856,0.7901665,ES01,4,0.6,4.5,Excelente,Positivo
0.75297266,0.5764706,0.011764706,0.22352941,0.011764706,0.16470589,0.011764706,0.7213926,0.7441683,0.29872456,0.33026513,0.37595496,0.43224457,0.34772494,0.750873,0.29029763,0.6621405,0.33499786,0.13232146,0.7143165,0.62613106,0.59049106,0.112945504,0.5617416,0.42289636,0.40504676,0.26256117,0.24158825,0.48062414,0.36786366,0.5172377,0.5285559,0.6758555,0.17964402,0.7197764,0.43982887,0.3888209,0.4586872,0.32087064,0.17687972,0.3903031,0.47014153,0.49652126,0.36104786,0.5647281,0.52972585,0.5610563,0.5687504,0.2435325,0.5441062,0.3433517,0.5077835,0.23309961,0.5879078,0.6418816,0.35726526,0.41394186,0.6448106,0.53944564,0.5252683,0.4116725,0.31840858,0.42780346,0.55511457,0.52261305,0.6935256,0.61278707,0.5113496,0.37107706,0.48810172,0.5638441,0.40915793,0.36767283,0.46649632,0.5276661,0.6145432,0.631085,0.26374996,0.61685187,0.29711345,0.30767092,0.5030289,0.62073416,0.47094807,0.8189448,0.41472787,0.51453286,0.24936813,0.5825601,0.37156385,0.39632484,0.48494166,0.5419786,0.2706794,0.62638927,0.7963412,0.4493166,0.51155627,0.41132224,0.79809767,ES01,4,0.6,4.5,Excelente,Positivo
0.7050156,0.16470589,0.011764706,0.43529412,0.3647059,0.011764706,0.011764706,0.72176284,0.7333516,0.3654944,0.35272315,0.41570807,0.42727304,0.3367629,0.7842988,0.18335903,0.7245626,0.33524665,0.28485045,0.34923512,0.8851391,0.5303716,0.08641549,0.46060878,0.2814844,0.322142,0.2658268,0.25754642,0.3634336,0.38509342,0.42128313,0.54700035,0.6000201,0.2023939,0.7416051,0.41798404,0.15874885,0.2302128,0.2332262,0.18159822,0.28950667,0.57466453,0.49652126,0.401896,0.55922127,0.5213308,0.6617751,0.5601163,0.4899123,0.968083,0.23033968,0.10137586,0.50492543,0.5413788,0.2351373,0.50458485,0.43159148,0.6267877,0.525114,0.4583701,0.6566053,0.24723813,0.2556626,0.87400365,0.585368,0.43140647,0.6265277,0.40704846,0.20608215,0.55945176,0.5809802,0.32162887,0.3609383,0.41966328,0.89340293,0.9599978,0.65225124,0.2642944,0.6168724,0.31849223,0.5725287,0.5076646,0.62079835,0.5066189,0.53178906,0.44567332,0.4254723,0.36100045,0.6655743,0.3321613,0.07674394,0.15298766,0.36147878,0.3153602,0.52453756,0.6286023,0.4615478,0.52133054,0.16768591,0.7152018,ES01,4,0.6,4.5,Excelente,Positivo
0.6869108,0.45238096,0.023809524,0.45238096,0.023809524,0.023809524,0.023809524,0.71894455,0.74062324,0.5682915,0.34345654,0.47044557,0.4150179,0.34423178,0.77195185,0.2434447,0.69422203,0.33519205,0.34467867,0.5146546,0.7133502,0.4378178,0.12451907,0.31700137,0.35853305,0.37845543,0.34604487,0.24598196,0.19387788,0.3645667,0.50199026,0.5366213,0.443697,0.20562273,0.7310597,0.41745514,0.33875546,0.40930012,0.2683164,0.18421745,0.34344527,0.46669462,0.5344405,0.3734981,0.49506924,0.5292619,0.5950681,0.5676833,0.16495448,0.7296762,0.29455528,0.3095198,0.52723265,0.56876105,0.33541936,0.3898286,0.42526105,0.6485229,0.34560648,0.51628613,0.7821913,0.28117418,0.35918653,0.6469217,0.57521605,0.653617,0.7881357,0.4865404,0.30697453,0.5272133,0.3997549,0.38861436,0.35072276,0.45905948,0.65135473,0.8060249,0.61872274,0.26403734,0.61681116,0.3088101,0.38690454,0.4988955,0.6207659,0.49428448,0.5921747,0.4450898,0.48563376,0.373421,0.34487534,0.34730047,0.25757504,0.31895804,0.46618727,0.4461037,0.5726803,0.7477508,0.42596465,0.5151773,0.49287224,0.72587496,ES01,4,0.6,4.5,Excelente,Positivo
0.726622,0.023809524,0.023809524,0.88095236,0.023809524,0.023809524,0.023809524,0.71296674,0.7312724,0.20618385,0.3300445,0.44371894,0.40663037,0.34792438,0.73805594,0.22014354,0.6640055,0.3348312,0.24821965,0.351635,0.51266545,0.44370553,0.14877523,0.49906254,0.41956997,0.4206868,0.19569084,0.22667961,0.3388268,0.35398725,0.5501837,0.5490792,0.38586947,0.15289837,0.7320219,0.4182944,0.44333994,0.55743283,0.3486237,0.17719951,0.33896267,0.37397707,0.5988373,0.35238096,0.5073105,0.54065,0.53132224,0.582356,0.06457541,0.4343122,0.34036323,0.54723126,0.38166353,0.53548884,0.5047815,0.30526978,0.41150448,0.66217506,0.40620553,0.55197126,0.27395785,0.35487777,0.5150498,0.43419775,0.508774,0.45546412,0.6766495,0.49374515,0.41223684,0.50189954,0.47201836,0.46981916,0.35048094,0.44406256,0.45543045,0.5007256,0.6011685,0.26365203,0.61679554,0.29899496,0.26039624,0.4908581,0.6209774,0.49947515,0.56550634,0.38565746,0.47168925,0.108476646,0.580958,0.39832383,0.4676264,0.12544316,0.5057872,0.25368726,0.65263057,0.79051363,0.43334743,0.5155018,0.65127015,0.7897978,ES01,4,0.6,4.5,Excelente,Positivo
0.76187325,0.25454545,0.018181818,0.6727273,0.018181818,0.018181818,0.018181818,0.71043277,0.7272322,0.26369253,0.3573994,0.46191406,0.4110856,0.34771803,0.73266226,0.23480445,0.662795,0.33490703,0.1568899,0.2662169,0.56438214,0.5376926,0.13500041,0.6806103,0.42173433,0.41159979,0.20699051,0.1931372,0.30611226,0.368176,0.538867,0.54718345,0.730818,0.0959061,0.7268151,0.4231618,0.39313686,0.5208069,0.35944578,0.17597097,0.36227039,0.4104375,0.398629,0.35685647,0.55348176,0.5355146,0.5479973,0.5782515,0.23300208,0.49110803,0.3179686,0.4907075,0.49316636,0.5408657,0.21788386,0.32998097,0.4083435,0.6453454,0.4979204,0.5417578,0.50056094,0.36730546,0.49271226,0.48697364,0.4897708,0.21357904,0.46517834,0.5115424,0.37212637,0.50395924,0.56480044,0.45967138,0.35972452,0.44874918,0.49325305,0.6146298,0.6008185,0.2636946,0.61667496,0.34936517,0.28472343,0.47688016,0.620918,0.5061161,0.47101796,0.4008085,0.46789974,0.30603352,0.6448237,0.407742,0.42158955,0.5203163,0.48693046,0.37786984,0.6447358,0.83202595,0.42029977,0.5427507,0.8506182,0.77374995,ES01,4,0.6,4.5,Excelente,Positivo
0.7427181,0.023809524,0.023809524,0.88095236,0.023809524,0.023809524,0.023809524,0.7117331,0.70355475,0.39302716,0.35301146,0.33352536,0.4334448,0.3486603,0.73192304,0.24763526,0.70192575,0.3349416,0.25736168,0.34805486,0.6524061,0.4304221,0.12630947,0.6972399,0.34057876,0.4071563,0.30135298,0.21286418,0.48012322,0.3577689,0.51855224,0.57498896,0.6839814,0.119282186,0.72740054,0.4235994,0.36537442,0.49280235,0.36089158,0.17086627,0.35976425,0.4688803,0.5344405,0.35981706,0.49103266,0.53469235,0.56179297,0.57538605,0.3380887,0.5299536,0.32602614,0.44769362,0.46852186,0.44882804,0.41240212,0.33863136,0.40833002,0.64937145,0.60065734,0.5377399,0.66155213,0.36629084,0.47171816,0.5642781,0.4962292,0.44397172,0.37979954,0.47648364,0.36592856,0.5444163,0.45667562,0.45116508,0.3842934,0.4561365,0.5170875,0.62486345,0.58102894,0.2636084,0.61679494,0.34165582,0.30182526,0.49867824,0.62088877,0.48999324,0.42133608,0.42176586,0.41844636,0.33362764,0.61661357,0.428775,0.41146496,0.09896646,0.50890344,0.4816476,0.646466,0.7539043,0.4007462,0.5313258,0.69035935,0.8770095,ES01,4,0.6,4.5,Excelente,Positivo
0.7786865,0.2638889,0.013888889,0.6805556,0.013888889,0.013888889,0.013888889,0.7090035,0.728335,0.6545296,0.35767055,0.44184747,0.3865177,0.34903035,0.74779505,0.2244494,0.6765815,0.3352362,0.1427422,0.69552094,0.6318952,0.50507635,0.16625042,0.5723261,0.39586854,0.3963206,0.6037952,0.24547775,0.6223422,0.3562776,0.53984183,0.5497293,0.5846385,0.1869596,0.7332033,0.38714653,0.35639018,0.50623226,0.32780865,0.18015987,0.33334032,0.46866214,0.30638328,0.3675734,0.52325845,0.53536916,0.58589506,0.57552,0.24636328,0.62964517,0.29911697,0.3710636,0.18188158,0.53361744,0.6461921,0.35308456,0.42995772,0.65275604,0.57155395,0.5494431,0.69966793,0.3455254,0.466292,0.5672892,0.5150746,0.82082766,0.5668537,0.514668,0.34015116,0.5201919,0.43427488,0.4616673,0.3333806,0.47268564,0.5810434,0.69768804,0.56210816,0.26388794,0.61684066,0.32847396,0.34644112,0.49769542,0.6208886,0.51088184,0.6637019,0.43066582,0.40568718,0.2730417,0.30006355,0.40269345,0.37301245,0.66942,0.5139157,0.46686068,0.62277436,0.7941037,0.42826527,0.5301909,0.44970238,0.8179452,ES01,4,0.6,4.5,Excelente,Positivo
