Alpha_C4-D-Alpha_PZ,LowBeta_PZ-D-Fatigue,LowBeta_F4-M-HighBeta_PZ,Fatigue,Alpha_PZ-M-LowBeta_C3,HRV_MeanNN-D-HRV_MedianNN,surprise,Fatigue-D-Alpha_C4,Gamma_F3-M-Fatigue,Alpha_PZ-I,HRV_MedianNN,Fatigue-D-Alpha_F4,Alpha_PZ-M-Alpha_F4,Alpha_F4-D-Fatigue,Alpha_PZ-D-Alpha_C4,Alpha_PZ-M-LowBeta_FP1,Alpha_C4-M-Load,Theta_C4-D-Theta_C3,Alpha_F4-D-Alpha_FP1,Fatigue-D-Load,Fatigue-D-Theta_FP1,Alpha_F3-M-Fatigue,Alpha_F4-M-Gamma_C3,Alpha_PZ-M-LowBeta_F3,HRV_pNN20-D-HRV_SD1SD2,Alpha_F4-M-Load,sdnn-D-HRV_pNN50,HRV_PAS-M-HRV_MSE,HRV_MSE-D-hr_mad,HRV_MedianNN-M-HRV_PIP,Alpha_C4-D-Theta_F3,bpm-M-HRV_SD1SD2,HRV_pNN50-M-HRV_PAS,happy,Alpha_C4-D-Alpha_C3,HRV_MeanNN-D-HRV_pNN20,Alpha_F4-D-Theta_FP1,Alpha_C3-D-Alpha_F4,Load-D-Fatigue,Alpha_FP1-D-Alpha_FP2,bpm-M-HRV_pNN50,Alpha_F4-D-Theta_C4,bpm-M-HRV_ApEn,Alpha_F4-M-Fatigue,neutral,HRV_MeanNN-D-HRV_CVI,Theta_F4-D-Theta_C3,bpm,LowBeta_F3-D-HighBeta_FP1,Fatigue-D-Alpha_FP1,HighBeta_PZ-D-HighBeta_C3,HRV_PIP-D-HRV_IALS,LowBeta_PZ-D-LowBeta_F3,Alpha_C4-D-Alpha_FP1,Theta_F4-M-Load,bpm-M-HRV_CVI,HRV_pNN50-M-HRV_ApEn,LowBeta_FP2-M-Theta_F4,bpm-M-HRV_pNN20,Theta_C4-D-Alpha_C3,hr_mad-D-HRV_HTI,Gamma_F3-M-Load,HRV_MeanNN,HRV_MeanNN-M-HRV_PIP,HRV_pNN20-M-HRV_DFA,Alpha_PZ-D-Theta_C3,angry,Fatigue-D-Theta_F3,Alpha_C4-D-Theta_C3,sdnn-M-HRV_PAS,Theta_FP2-D-Alpha_C4,HRV_PSS-D-HRV_PI,bpm-D-HRV_pNN20,Theta_FP1-D-Theta_F4,LowBeta_F4-D-Gamma_C4,LowBeta_C4-D-HighBeta_C4,HighBeta_C4-D-HighBeta_F4,HRV_SD1SD2-M-HRV_DFA,HighBeta_C4,Alpha_F4-M-Theta_F4,HighBeta_PZ-D-LowBeta_F3,LowBeta_C3-M-Gamma_F4,HRV_CVNN-D-HRV_SD2a,HRV_CVI-D-HRV_PI,Alpha_F4-D-Alpha_C3,Alpha_PZ-M-Theta_F4,HRV_MCVNN-M-HRV_PAS,Alpha_FP2-D-Alpha_F4,HRV_pNN50-M-HRV_DFA,Theta_C4-D-Alpha_C4,Fatigue-D-Theta_PZ,Alpha_C4-M-Theta_F4,Alpha_PZ-D-Alpha_F4,Theta_C4-D-Theta_F3,Fatigue-D-Alpha_F3,Gamma_F3-D-Alpha_F3,HRV_pNN20-D-HRV_C1d,HRV_RMSSD-D-HRV_SDSD,HRV_pNN50-D-HRV_CSI_Modified,Gamma_C4-D-Gamma_F4,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.39288032,0.44896147,0.5938031,0.5516571,0.43367857,0.36393324,0.033333335,0.48823747,0.44962886,0.2139241,0.57434994,0.57652485,0.5854859,0.5411803,0.64456457,0.47809803,0.2353027,0.56855893,0.54171234,0.66827166,0.5692702,0.5686989,0.4811554,0.4818541,0.65413225,0.06314793,0.5065272,0.36043155,0.4740883,0.59031105,0.5403948,0.2447112,0.34883705,0.07777778,0.5757856,0.6744556,0.5299611,0.5451444,0.29659554,0.5979548,0.25950736,0.4401691,0.2181545,0.49678347,0.4,0.6183257,0.5601982,0.43964523,0.5398145,0.5676662,0.5692107,0.39015514,0.52017504,0.72782004,0.21055073,0.3668354,0.22958687,0.48163673,0.30604377,0.5263456,0.3438935,0.6078992,0.5258663,0.5362364,0.59481895,0.6468754,0.07777778,0.4065328,0.5961364,0.33125803,0.50015897,0.34190258,0.5530967,0.5326272,0.36239916,0.43399906,0.6470812,0.4846887,0.32006502,0.5659594,0.48038694,0.51465464,0.4050044,0.28875202,0.46931788,0.5700248,0.2746957,0.53112286,0.47199813,0.43531764,0.39940163,0.56736225,0.637011,0.44418192,0.411497,0.61940753,0.42033008,0.43403772,0.3829426,0.5428275,DJ03,3,0.3,2.75,Regular,Positivo
0.36672062,0.4494103,0.6417097,0.5578987,0.43247935,0.41352868,0.007936508,0.48953292,0.4418673,0.18052956,0.6124106,0.57485175,0.5876237,0.541469,0.6525196,0.4778125,0.24778831,0.5970426,0.5514415,0.66848314,0.56686515,0.56979585,0.47819212,0.48166692,0.4347734,0.10019546,0.46611136,0.26437494,0.42899498,0.62695515,0.54073244,0.46198028,0.34939554,0.03968254,0.5793103,0.6383674,0.55378515,0.54385865,0.29019406,0.58865,0.33615485,0.4738409,0.34084207,0.5286939,0.42857143,0.62503844,0.5732389,0.4140248,0.47937673,0.5590494,0.558035,0.3283035,0.5039308,0.7114624,0.2524435,0.39089003,0.39619255,0.4809903,0.3680243,0.5379309,0.48516306,0.5974735,0.5940575,0.60784954,0.5321184,0.6595929,0.103174604,0.409273,0.6079707,0.30129924,0.50547266,0.6437766,0.49171913,0.5307447,0.36723417,0.43169194,0.58413815,0.5955401,0.3175676,0.5675016,0.474451,0.5174865,0.48004216,0.45548612,0.50187814,0.57073265,0.2917022,0.5317034,0.45826352,0.4526391,0.40056458,0.56842136,0.63537616,0.45639685,0.4022479,0.6260453,0.40938723,0.41526416,0.5124424,0.44934648,DJ03,3,0.3,2.75,Regular,Positivo
0.3074051,0.44917932,0.6242625,0.5542844,0.4321679,0.48733914,0.011235955,0.5019472,0.44486955,0.17013568,0.5353873,0.57580465,0.5871089,0.54131305,0.66839415,0.47774997,0.20903571,0.5516029,0.55696106,0.66848,0.5821866,0.56891173,0.47967494,0.48161513,0.530077,0.075332835,0.44900018,0.57972854,0.5870067,0.6453801,0.516751,0.35960725,0.5898218,0.056179777,0.5553108,0.65910995,0.5634955,0.544553,0.29028955,0.5838537,0.33659458,0.46769303,0.5439182,0.5114014,0.43820226,0.5753901,0.55528784,0.44777784,0.5270924,0.5688605,0.556979,0.45281434,0.49381998,0.7152486,0.20256211,0.41024378,0.48472404,0.48160067,0.33050984,0.5207188,0.45838693,0.6031459,0.5288239,0.66325414,0.6523101,0.65177536,0.08988764,0.40644443,0.5805132,0.5351912,0.50280154,0.5175828,0.5486419,0.5311359,0.38186055,0.41938427,0.62525845,0.6688503,0.31684783,0.5662598,0.4688112,0.5140323,0.46146843,0.2907608,0.4853951,0.57033247,0.51771754,0.5317538,0.5669054,0.46978718,0.3677274,0.5667218,0.63774997,0.42935905,0.4137106,0.610378,0.35985652,0.55954933,0.42877316,0.5619109,DJ03,3,0.3,2.75,Regular,Positivo
0.33335972,0.4490513,0.6148868,0.5524045,0.4323159,0.2545658,0.011235955,0.493087,0.4492503,0.17352511,0.57434994,0.57419,0.5878854,0.541566,0.66176504,0.47777885,0.22725503,0.5252397,0.55650383,0.66830045,0.5681788,0.5687299,0.47845283,0.48163873,0.51335317,0.101799965,0.44833028,0.65137583,0.72581,0.6319129,0.52839804,0.32484016,0.40609556,0.123595506,0.5738677,0.72407824,0.56499743,0.5433979,0.2957355,0.5822804,0.24421647,0.52284056,0.28496292,0.5265991,0.47191012,0.7271302,0.56249404,0.49690536,0.5218268,0.556553,0.56483567,0.626604,0.5015416,0.7028149,0.23614582,0.29414198,0.206668,0.48119736,0.27581596,0.49610972,0.26473898,0.60777557,0.47434545,0.53058165,0.68124366,0.6507489,0.101123594,0.4019924,0.5860291,0.3434805,0.5049534,0.4659101,0.6248472,0.5309314,0.4020561,0.42584488,0.629238,0.7145509,0.317682,0.5673569,0.46862713,0.5133485,0.53687006,0.14841987,0.51160884,0.5706437,0.26954827,0.5323662,0.5451522,0.3752063,0.36954302,0.56779796,0.635412,0.38209787,0.41279873,0.6190891,0.42716444,0.44959557,0.7574339,0.5713796,DJ03,3,0.3,2.75,Regular,Positivo
0.37024927,0.44886574,0.62115943,0.5500706,0.431721,0.42187563,0.023255814,0.46925882,0.44949725,0.15615956,0.5353873,0.57371354,0.58836347,0.541631,0.65148604,0.47766203,0.27605888,0.55154365,0.5572665,0.667977,0.54566324,0.5688453,0.47829947,0.48155105,0.34446856,0.112492,0.55812824,0.3063973,0.51732403,0.55420876,0.51759595,0.53662074,0.24432498,0.069767445,0.60228354,0.6981556,0.53982836,0.543365,0.3051819,0.5811783,0.30520588,0.48122647,0.3433436,0.5276595,0.4651163,0.6083458,0.5645887,0.55151063,0.54848397,0.55337316,0.558277,0.6588489,0.50748223,0.7227408,0.27330676,0.47367725,0.2329879,0.48084304,0.37950715,0.54561573,0.45768076,0.6019162,0.50184727,0.51959753,0.2904249,0.6480835,0.062015504,0.34512424,0.5918826,0.26716518,0.5055729,0.7984078,0.62890667,0.5316487,0.42079386,0.43061373,0.64509434,0.37779298,0.3180051,0.56791764,0.48117465,0.51138365,0.5851585,0.4740587,0.51227057,0.5710751,0.15741967,0.5324999,0.25616345,0.41166452,0.32798037,0.5691654,0.63595855,0.38940328,0.40382788,0.62303233,0.41597497,0.4399707,0.5794896,0.62082976,DJ03,3,0.3,2.75,Regular,Positivo
0.27679405,0.4426221,0.59507,0.39194196,0.4979119,0.50687563,0.0121951215,0.6173305,0.5251574,0.69671404,0.5353873,0.56885487,0.53406346,0.5421241,0.6757097,0.49181154,0.5752043,0.46139318,0.6369365,0.24018794,0.516717,0.27638105,0.48274696,0.4917911,0.5559008,0.63096076,0.40100455,0.26984724,0.5971767,0.54657125,0.4857955,0.26960298,0.30974653,0.048780486,0.5431954,0.7126145,0.5634541,0.50990075,0.6180585,0.39537758,0.20927873,0.6939691,0.32257032,0.30392906,0.4512195,0.6122651,0.61215574,0.4064672,0.47776678,0.5731014,0.43396172,0.5827332,0.5210918,0.24024738,0.6101157,0.34649444,0.2856705,0.48092082,0.24762271,0.5886347,0.36648113,0.4157454,0.5367726,0.55197173,0.40206844,0.5943548,0.085365854,0.6310435,0.4706865,0.21924236,0.5444269,0.4797566,0.55118227,0.52197826,0.6296902,0.5467825,0.21564572,0.3339816,0.6672056,0.56573933,0.5178796,0.51864195,0.42728454,0.39269355,0.6662137,0.5562205,0.205161,0.54387903,0.31875902,0.6306184,0.62858963,0.5315662,0.5611001,0.5093527,0.64825684,0.31308556,0.3906783,0.43178296,0.35917702,0.2447016,DJ03,3,0.3,2.75,Regular,Positivo
0.120173916,0.44269696,0.580625,0.39283687,0.50915736,0.43406525,0.012820513,0.6354677,0.5242775,0.7101051,0.6124106,0.5752081,0.49439403,0.541413,0.7089728,0.49389046,0.48875538,0.15624358,0.5400981,0.25620106,0.5309751,0.44635445,0.49107403,0.4934006,0.5130883,0.61230534,0.389126,0.54317045,0.5577658,0.72630405,0.26505587,0.2434826,0.5640762,0.08974359,0.14851417,0.7339832,0.4929877,0.53355175,0.61770487,0.4319996,0.19410741,0.71775156,0.22090872,0.18195808,0.35897437,0.6652643,0.59633213,0.30670145,0.45803177,0.5563935,0.4479962,0.5162331,0.46602455,0.022674618,0.5938634,0.25865012,0.307307,0.48402408,0.18750666,0.11570088,0.41706035,0.416074,0.6019594,0.7401252,0.37769374,0.5809468,0.07692308,0.62417686,0.3409429,0.46518567,0.54633933,0.42241177,0.47898954,0.5365492,0.53135175,0.21660209,0.24555904,0.34211954,0.6321987,0.554396,0.49873194,0.51874864,0.29376835,0.2975065,0.61216027,0.5354458,0.50449085,0.5607218,0.32702836,0.44671348,0.6627392,0.44331098,0.58141696,0.10249733,0.6054469,0.33932087,0.39595792,0.4073448,0.41496125,0.28827643,DJ03,3,0.3,2.75,Regular,Positivo
0.21706025,0.4426156,0.62801,0.3936162,0.48469988,0.1678544,0.015625,0.61439466,0.522328,0.6746225,0.57434994,0.5693519,0.5433257,0.54208446,0.68886334,0.48884672,0.58116823,0.44209284,0.6068256,0.24714418,0.5225998,0.41668776,0.48305747,0.4896973,0.6467652,0.62965345,0.600902,0.76821035,0.7553424,0.58671075,0.46662635,0.20240794,0.361981,0.0625,0.38362548,0.6058244,0.56471074,0.5263834,0.61790705,0.4433013,0.2269106,0.69411415,0.34499478,0.29915887,0.3828125,0.7432211,0.61048573,0.38899836,0.42371368,0.55441624,0.4686714,0.5554343,0.5133731,0.18033677,0.6089692,0.15977688,0.33325005,0.48107997,0.24305335,0.42888612,0.35203803,0.4157792,0.4223478,0.40679651,0.2775522,0.6152708,0.0625,0.6181523,0.47900572,0.42187202,0.5435868,0.25153628,0.5353827,0.5228855,0.42761987,0.45020187,0.28804415,0.13768303,0.5752264,0.5652515,0.515057,0.5189804,0.51468694,0.045187466,0.6387978,0.5583229,0.28632665,0.54683346,0.25319615,0.58552617,0.6282785,0.53201026,0.5791022,0.44588187,0.619484,0.3304969,0.4557922,0.46185654,0.8350461,0.3479363,DJ03,3,0.3,2.75,Regular,Positivo
0.23740214,0.44265643,0.6162312,0.3953139,0.49196684,0.41450828,0.012820513,0.6179099,0.52220994,0.68816626,0.49598783,0.5716052,0.5304132,0.5418773,0.6845136,0.49038115,0.57513285,0.47354642,0.59634596,0.24304707,0.521881,0.3611958,0.4854255,0.49085727,0.49693385,0.6258012,0.5457478,0.4222279,0.56087327,0.42497548,0.47413984,0.3599797,0.31765223,0.03846154,0.40795523,0.66725004,0.53791004,0.526242,0.6179967,0.4404174,0.23028052,0.68063986,0.2861289,0.2627876,0.3974359,0.5998494,0.6112199,0.48580775,0.42457902,0.5611304,0.45903808,0.6675788,0.5235537,0.17434497,0.60936177,0.36997756,0.20667264,0.48104727,0.30214024,0.49630505,0.4071873,0.41568226,0.4505014,0.3575274,0.3301291,0.60509676,0.08974359,0.628718,0.46994594,0.33130628,0.54383504,0.30586383,0.6014747,0.52297485,0.4152836,0.50864804,0.27754256,0.29924214,0.5929184,0.5644656,0.51510185,0.5190783,0.51753396,0.2917844,0.6391786,0.5566975,0.2403642,0.549869,0.25862756,0.64852226,0.61460763,0.5293904,0.57961684,0.510828,0.6356516,0.3209055,0.35773245,0.46318302,0.5611299,0.35315108,DJ03,3,0.3,2.75,Regular,Positivo
0.23339239,0.44258207,0.60422325,0.39090073,0.49001166,0.122084156,0.018181818,0.6162559,0.5284311,0.6846581,0.41782236,0.56844354,0.54108644,0.54215556,0.68537986,0.49010688,0.5740084,0.4770238,0.6281768,0.24876358,0.52380383,0.3637988,0.48254013,0.49058977,0.4681923,0.6305292,0.5605644,0.69630504,0.78428733,0.3743811,0.503005,0.5030589,0.1570463,0.08181818,0.3941065,0.528986,0.5747749,0.5234319,0.61787134,0.40606284,0.2850197,0.70231044,0.64160246,0.30838415,0.37272727,0.6254244,0.6131644,0.68067104,0.45461243,0.56468743,0.4526039,0.76875144,0.52669007,0.20812218,0.6079805,0.3777912,0.25066474,0.48126078,0.4489384,0.42131752,0.17862535,0.41608447,0.21513146,0.15231077,0.60927635,0.6278081,0.07272727,0.63415945,0.51110846,0.1779325,0.54333794,0.61792886,0.7215216,0.5237946,0.6047011,0.52720463,0.23198384,0.66030246,0.64800525,0.5652022,0.5253956,0.5186546,0.7249694,0.09524691,0.64598215,0.5563539,0.074178234,0.5454793,0.4291627,0.56206125,0.63159657,0.528108,0.5693887,0.47676262,0.63394874,0.32220018,0.34111816,0.6279897,0.8803221,0.25989932,DJ03,3,0.3,2.75,Regular,Positivo
0.29950473,0.44262055,0.6078232,0.39304543,0.49683636,0.5054779,0.025641026,0.61476827,0.5245574,0.6955292,0.57434994,0.56882596,0.5350112,0.54212636,0.6703296,0.49149737,0.57797515,0.44534656,0.6298894,0.25240222,0.5431943,0.3244994,0.4826518,0.49160242,0.8407681,0.62991405,0.61212385,0.58651364,0.25989816,0.6369038,0.5150926,0.31331158,0.7726317,0.051282052,0.45209223,0.3417352,0.59142613,0.52085006,0.6177904,0.41756508,0.7015257,0.70137894,0.514137,0.30652338,0.34615386,0.46887085,0.6111697,0.479789,0.4443347,0.56786436,0.45329598,0.14323403,0.5156122,0.24012358,0.60762954,0.56154287,0.6936514,0.4813337,0.6547634,0.4606048,0.72119397,0.4159979,0.58309025,0.6607427,0.8123659,0.60466856,0.08974359,0.635017,0.49881908,0.79723483,0.5419249,0.55576175,0.39925766,0.520954,0.6480397,0.5440231,0.25006312,0.6256883,0.62215054,0.5650131,0.5110491,0.518758,0.2999584,0.6152124,0.6511736,0.5543836,0.7988926,0.54335433,0.7871773,0.5419166,0.6339791,0.52908087,0.56171054,0.47891396,0.6418636,0.31708157,0.5712165,0.41736138,0.27192223,0.23316182,DJ03,4,-0.1,4.75,Excelente,Negativo
0.3145063,0.44356275,0.61989367,0.42349535,0.5812191,0.46045798,0.0375,0.642169,0.5077743,0.74905664,0.6124106,0.5768923,0.41197646,0.5411068,0.6666231,0.5084275,0.4480224,0.30336958,0.6317902,0.29163358,0.54881036,0.020510187,0.49190596,0.50394374,0.7576948,0.6098233,0.3788322,0.6294908,0.19734927,0.6394131,0.16150348,0.4595978,0.8379427,0.0625,0.5462124,0.28753158,0.48701745,0.49775672,0.61685085,0.4767124,0.79037774,0.7056003,0.43052885,0.20274322,0.45,0.46912163,0.6199669,0.44456378,0.42204237,0.60867804,0.509362,0.3152975,0.44611457,0.10932734,0.6141118,0.5502199,0.752944,0.47992313,0.6816013,0.6057822,0.7288245,0.41613612,0.6119147,0.6445332,0.77030253,0.4902054,0.075,0.6258736,0.33311778,0.7992305,0.5456896,0.5081293,0.3378104,0.5045563,0.32054046,0.4729828,0.31253904,0.65230876,0.5663128,0.5653917,0.51864564,0.5183942,0.31290835,0.700729,0.6758656,0.5486016,0.8008574,0.5328597,0.8108048,0.6593818,0.69586426,0.51713014,0.5248114,0.15126075,0.67061913,0.29972652,0.6729291,0.4104259,0.50960314,0.40186295,DJ03,4,-0.1,4.75,Excelente,Negativo
0.5070017,0.46229878,0.57498837,0.64251256,0.43800318,0.48428383,0.033898305,0.5728686,0.39988586,0.32341808,0.6124106,0.5828298,0.5825344,0.5388403,0.5982972,0.47898668,0.40695116,0.65183616,0.5591183,0.66952,0.6538359,0.5735855,0.48121783,0.48248795,0.81965214,0.20032589,0.6718402,0.66254216,0.26127496,0.6463173,0.61091125,0.33470544,0.7445193,0.09322034,0.63352937,0.33111292,0.5912405,0.54324806,0.25568515,0.5756424,0.6886588,0.41437352,0.56764895,0.5853389,0.45762712,0.5434264,0.57287455,0.42477855,0.48664725,0.62088484,0.5338679,0.50200397,0.4897266,0.7437008,0.31268707,0.48677066,0.7345661,0.48224783,0.64171433,0.60309136,0.7790647,0.527302,0.6207502,0.6631018,0.8336585,0.656404,0.059322033,0.6095045,0.63489175,0.7960405,0.49173748,0.3090324,0.34287286,0.52909666,0.3597554,0.4246113,0.61375964,0.7083064,0.32104433,0.56483763,0.46906152,0.5159487,0.30224434,0.50013036,0.51459,0.56818163,0.7794574,0.53365505,0.79824466,0.4725266,0.6062048,0.56621754,0.63147885,0.58493453,0.5537541,0.58205646,0.6604105,0.4075776,0.41663873,0.48362476,DJ03,4,-0.1,4.75,Excelente,Negativo
0.4824283,0.46161944,0.56943387,0.64017314,0.43694317,0.6154493,0.025974026,0.5711627,0.40172312,0.29918694,0.57434994,0.58250904,0.58349967,0.53905755,0.61039877,0.47876534,0.39804426,0.6464769,0.5534358,0.66952515,0.65525603,0.5726548,0.48099017,0.48233452,0.8482395,0.19943072,0.64956486,0.2854885,0.24170934,0.5827981,0.619517,0.30097085,0.5362776,0.09090909,0.6296429,0.33424264,0.6037369,0.5431308,0.25550094,0.5758481,0.6974331,0.42635068,0.49906328,0.5851325,0.38961038,0.50267047,0.5629596,0.43886283,0.51720655,0.6173005,0.5310932,0.50734955,0.49292508,0.7351295,0.2675495,0.5338746,0.709466,0.48295653,0.65534806,0.59764504,0.7365979,0.531586,0.625902,0.6465695,0.621997,0.65892226,0.09090909,0.6127139,0.6323959,0.620912,0.48563746,0.1753654,0.35005173,0.53112847,0.33900502,0.42074406,0.6539456,0.252141,0.31567472,0.56396866,0.46272358,0.5125561,0.19591212,0.47922015,0.51686466,0.5677161,0.6979604,0.53506577,0.67224354,0.4686268,0.59296215,0.56494474,0.6323054,0.5972738,0.5638127,0.5558546,0.6154772,0.40626332,0.26693988,0.61257184,DJ03,4,-0.1,4.75,Excelente,Negativo
0.50877655,0.4613739,0.51967454,0.63883775,0.44081983,0.5075762,0.012820513,0.58109,0.4032245,0.38189095,0.6124106,0.5834645,0.5784573,0.538345,0.59736115,0.47960448,0.3607469,0.6501039,0.5475146,0.66940975,0.65565765,0.57241017,0.4843504,0.48291877,0.80460304,0.14978977,0.5049088,0.36577082,0.26332924,0.5907307,0.58843297,0.36634457,0.5841065,0.051282052,0.6172948,0.33255842,0.580062,0.54399884,0.2596151,0.5828979,0.72405076,0.38579375,0.6278877,0.5668973,0.4871795,0.53562146,0.5635788,0.42964223,0.53981984,0.62311333,0.5242703,0.41201293,0.49082845,0.73659873,0.25004724,0.50475633,0.77094394,0.48342946,0.6511765,0.6037482,0.7521326,0.5332848,0.62928563,0.6061609,0.794829,0.6489764,0.07692308,0.6079848,0.62744683,0.566102,0.4903288,0.3562287,0.3420847,0.53202456,0.31355134,0.43076667,0.6830756,0.6424947,0.317376,0.56198704,0.45065805,0.51092243,0.23782185,0.58556813,0.49873605,0.5660317,0.5701278,0.53449386,0.7898972,0.51984763,0.593268,0.56299865,0.63152707,0.57392806,0.56436014,0.5548622,0.605638,0.40509552,0.44246197,0.6594239,DJ03,4,-0.1,4.75,Excelente,Negativo
0.5059956,0.45670167,0.33217964,0.61650044,0.43946153,0.5547863,0.015748031,0.55552816,0.4178996,0.3528971,0.57434994,0.5833389,0.57639843,0.5384507,0.5988238,0.47950307,0.38406476,0.6389184,0.53248996,0.66741675,0.64484847,0.5709815,0.49008384,0.4827072,0.706707,0.103222616,0.46387565,0.3688268,0.33296853,0.64562416,0.58487463,0.4592286,0.6627338,0.03937008,0.6192865,0.39995283,0.5433458,0.5460066,0.32050014,0.5948981,0.6631175,0.27544945,0.51475596,0.51269525,0.43307087,0.5086963,0.551874,0.47608766,0.8376054,0.61916333,0.5310117,0.17738977,0.46986428,0.762638,0.2558363,0.5468047,0.6691813,0.48429948,0.62603635,0.61354107,0.7107825,0.5360266,0.6022038,0.6912656,0.7238553,0.6398913,0.11811024,0.56576884,0.61714804,0.6241591,0.48677766,0.43652537,0.41450292,0.5318632,0.27299607,0.44024876,0.9239722,0.6255479,0.32589146,0.56004655,0.41105664,0.4796871,0.29016957,0.5308694,0.44171104,0.56656164,0.6807236,0.5343869,0.71691316,0.54139215,0.5456427,0.5637256,0.63729966,0.5805201,0.5335718,0.57391554,0.47063133,0.41155562,0.4067995,0.93025506,DJ03,4,-0.1,4.75,Excelente,Negativo
0.5123953,0.45968717,0.48951885,0.63196003,0.43974152,0.57875043,0.011764706,0.5697085,0.40801528,0.36083546,0.57434994,0.58314645,0.5790142,0.5386051,0.5954244,0.47941896,0.38598526,0.65139526,0.53945327,0.6686277,0.6486643,0.57178307,0.48531914,0.48276156,0.80389094,0.15204337,0.6207824,0.31374148,0.30226526,0.5563886,0.58945465,0.2823809,0.57749635,0.07058824,0.61853856,0.50565034,0.5639372,0.5446472,0.28570667,0.5870766,0.56239367,0.3305398,0.566456,0.55684584,0.3647059,0.54742354,0.562044,0.47408643,0.6643611,0.6190669,0.5600183,0.3769248,0.49051592,0.7431106,0.28435278,0.52592736,0.6266655,0.48308173,0.5562151,0.61997867,0.6784323,0.5325413,0.6115119,0.5985922,0.61382014,0.6427248,0.105882354,0.59112084,0.6217902,0.63586646,0.49192432,0.17095996,0.4558782,0.5313743,0.29380214,0.43685445,0.7947834,0.31847173,0.32239598,0.5627441,0.45588598,0.5021069,0.28591186,0.47211614,0.48296836,0.56705415,0.67704755,0.53518957,0.60183156,0.56080633,0.5738221,0.5646398,0.633192,0.5977444,0.55761695,0.5567525,0.6060277,0.41038316,0.21039739,0.81547946,DJ03,4,-0.1,4.75,Excelente,Negativo
0.4937463,0.46226487,0.60474885,0.64278775,0.4364559,0.62622476,0.0125,0.5685804,0.3991184,0.28722662,0.5353873,0.58314186,0.5830033,0.5386087,0.605015,0.47864857,0.41379532,0.6520742,0.54036534,0.66973084,0.65570354,0.5723684,0.48195514,0.48226112,0.7643458,0.1786049,0.48687395,0.41870707,0.31156728,0.61438924,0.61603665,0.48885503,0.7860795,0.1,0.67216223,0.27261385,0.5895244,0.54215735,0.24798846,0.5808164,0.8028975,0.36760807,0.48069286,0.5812473,0.325,0.38210928,0.5569191,0.49701378,0.47663018,0.61921996,0.5406837,0.14786978,0.5038606,0.7453558,0.25996485,0.63392013,0.7527093,0.48301613,0.71504503,0.6499265,0.6745541,0.5285963,0.58588046,0.68653494,0.7101238,0.6564667,0.0875,0.6069958,0.63208294,0.7693276,0.481332,0.52842176,0.37432283,0.532184,0.31111687,0.42945227,0.6106953,0.53402084,0.31729153,0.5631684,0.48040846,0.5161435,0.5174327,0.76654226,0.533958,0.5677099,0.77823204,0.53680694,0.784779,0.4951895,0.5934914,0.56519526,0.634565,0.6041197,0.57400465,0.5335887,0.79181194,0.41646004,0.3708263,0.5138924,DJ03,4,-0.1,4.75,Excelente,Negativo
0.4837371,0.4617249,0.55816716,0.64050055,0.43765578,0.6490146,0.015151516,0.5743653,0.40141374,0.31443793,0.5353873,0.5833162,0.58150584,0.5384695,0.60979164,0.47891846,0.3882721,0.64688134,0.53807867,0.6695722,0.6552641,0.57135296,0.4832779,0.48243275,0.66568303,0.16133392,0.21490435,0.6137067,0.07397558,0.75625026,0.59129953,0.7581485,0.9300465,0.121212125,0.6902868,0.06434624,0.5829979,0.54041004,0.25380233,0.58034784,0.91034573,0.36477688,0.5689358,0.5733831,0.37121212,0.2083215,0.55201113,0.49511316,0.5398695,0.62010574,0.52621555,0.026326878,0.49442473,0.7386357,0.23681426,0.74105364,0.8675045,0.48356473,0.86127335,0.6746516,0.6607044,0.5315761,0.5956249,0.83573604,0.7005008,0.6523055,0.09090909,0.599414,0.6252166,0.9075849,0.4847084,0.8589542,0.21659812,0.5334959,0.31748432,0.42774567,0.66291547,0.6280688,0.3276467,0.5619768,0.4678952,0.5131281,0.6529621,0.91972935,0.5582911,0.56684566,0.8488266,0.53745997,0.85006726,0.521709,0.59480697,0.56357455,0.6343467,0.5792849,0.581597,0.51544696,0.89906543,0.415668,0.5849929,0.5983452,DJ03,4,-0.1,4.75,Excelente,Negativo
