Alpha_C4-D-Alpha_PZ,LowBeta_PZ-D-Fatigue,LowBeta_F4-M-HighBeta_PZ,Fatigue,Alpha_PZ-M-LowBeta_C3,HRV_MeanNN-D-HRV_MedianNN,surprise,Fatigue-D-Alpha_C4,Gamma_F3-M-Fatigue,Alpha_PZ-I,HRV_MedianNN,Fatigue-D-Alpha_F4,Alpha_PZ-M-Alpha_F4,Alpha_F4-D-Fatigue,Alpha_PZ-D-Alpha_C4,Alpha_PZ-M-LowBeta_FP1,Alpha_C4-M-Load,Theta_C4-D-Theta_C3,Alpha_F4-D-Alpha_FP1,Fatigue-D-Load,Fatigue-D-Theta_FP1,Alpha_F3-M-Fatigue,Alpha_F4-M-Gamma_C3,Alpha_PZ-M-LowBeta_F3,HRV_pNN20-D-HRV_SD1SD2,Alpha_F4-M-Load,sdnn-D-HRV_pNN50,HRV_PAS-M-HRV_MSE,HRV_MSE-D-hr_mad,HRV_MedianNN-M-HRV_PIP,Alpha_C4-D-Theta_F3,bpm-M-HRV_SD1SD2,HRV_pNN50-M-HRV_PAS,happy,Alpha_C4-D-Alpha_C3,HRV_MeanNN-D-HRV_pNN20,Alpha_F4-D-Theta_FP1,Alpha_C3-D-Alpha_F4,Load-D-Fatigue,Alpha_FP1-D-Alpha_FP2,bpm-M-HRV_pNN50,Alpha_F4-D-Theta_C4,bpm-M-HRV_ApEn,Alpha_F4-M-Fatigue,neutral,HRV_MeanNN-D-HRV_CVI,Theta_F4-D-Theta_C3,bpm,LowBeta_F3-D-HighBeta_FP1,Fatigue-D-Alpha_FP1,HighBeta_PZ-D-HighBeta_C3,HRV_PIP-D-HRV_IALS,LowBeta_PZ-D-LowBeta_F3,Alpha_C4-D-Alpha_FP1,Theta_F4-M-Load,bpm-M-HRV_CVI,HRV_pNN50-M-HRV_ApEn,LowBeta_FP2-M-Theta_F4,bpm-M-HRV_pNN20,Theta_C4-D-Alpha_C3,hr_mad-D-HRV_HTI,Gamma_F3-M-Load,HRV_MeanNN,HRV_MeanNN-M-HRV_PIP,HRV_pNN20-M-HRV_DFA,Alpha_PZ-D-Theta_C3,angry,Fatigue-D-Theta_F3,Alpha_C4-D-Theta_C3,sdnn-M-HRV_PAS,Theta_FP2-D-Alpha_C4,HRV_PSS-D-HRV_PI,bpm-D-HRV_pNN20,Theta_FP1-D-Theta_F4,LowBeta_F4-D-Gamma_C4,LowBeta_C4-D-HighBeta_C4,HighBeta_C4-D-HighBeta_F4,HRV_SD1SD2-M-HRV_DFA,HighBeta_C4,Alpha_F4-M-Theta_F4,HighBeta_PZ-D-LowBeta_F3,LowBeta_C3-M-Gamma_F4,HRV_CVNN-D-HRV_SD2a,HRV_CVI-D-HRV_PI,Alpha_F4-D-Alpha_C3,Alpha_PZ-M-Theta_F4,HRV_MCVNN-M-HRV_PAS,Alpha_FP2-D-Alpha_F4,HRV_pNN50-M-HRV_DFA,Theta_C4-D-Alpha_C4,Fatigue-D-Theta_PZ,Alpha_C4-M-Theta_F4,Alpha_PZ-D-Alpha_F4,Theta_C4-D-Theta_F3,Fatigue-D-Alpha_F3,Gamma_F3-D-Alpha_F3,HRV_pNN20-D-HRV_C1d,HRV_RMSSD-D-HRV_SDSD,HRV_pNN50-D-HRV_CSI_Modified,Gamma_C4-D-Gamma_F4,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.7048918,0.44196564,0.6033968,0.35786188,0.44558033,0.6528449,0.09090909,0.16270858,0.5454276,0.44048318,0.57434994,0.503083,0.5906042,0.54336244,0.3647479,0.4803823,0.31087342,0.7215972,0.7039528,0.6631039,0.42151093,0.5342737,0.46907866,0.48355836,0.7926536,0.34173003,0.67745095,0.43192387,0.3480619,0.54255545,0.725148,0.25220355,0.6346595,0.09090909,0.7679878,0.5986147,0.69017154,0.49062523,0.4050653,0.46597305,0.61482525,0.65155154,0.31325778,0.57082134,0.27272728,0.44286266,0.61897284,0.46494228,0.49226335,0.47070694,0.5765715,0.37131402,0.49618292,0.7937772,0.39033788,0.60974354,0.5477178,0.4790313,0.49802566,0.721666,0.69773746,0.6542553,0.6408698,0.6193533,0.574652,0.6717871,0.09090909,0.4130686,0.68665826,0.71729654,0.4894478,0.44716164,0.47860238,0.49979755,0.33886167,0.48452824,0.4130036,0.28417352,0.4108532,0.57151395,0.5215445,0.51723224,0.28737015,0.8024491,0.67976964,0.5712714,0.7671278,0.4690007,0.6433609,0.24982606,0.35197607,0.5729454,0.53891057,0.7260597,0.40933087,0.4484074,0.52885205,0.40043378,0.042832468,0.41243273,ES01,1,0.5,3.5,Bueno,Positivo
0.69177794,0.44193816,0.6133055,0.35583445,0.44367838,0.6811537,0.06666667,0.16094585,0.54855907,0.40960595,0.57434994,0.49928197,0.5911813,0.5433791,0.39661345,0.4800044,0.29957584,0.7237929,0.69608796,0.6634973,0.4589977,0.5384636,0.4688952,0.483279,0.655083,0.34314167,0.55209786,0.95723486,0.88661474,0.57552814,0.72404826,0.2610794,0.3366298,0.06666667,0.7647856,0.7013252,0.7009758,0.4914405,0.39921296,0.5207813,0.46395016,0.662171,0.8732929,0.5743696,0.46666667,0.6005869,0.61781377,0.3843774,0.473751,0.43480897,0.5957421,0.6604875,0.50836945,0.7781138,0.3392246,0.43128753,0.7997596,0.47937793,0.3285839,0.71091795,0.45959446,0.66406393,0.6525133,0.67004895,0.84266233,0.6815584,0.13333334,0.40623054,0.6892671,0.35538387,0.47661346,0.7678853,0.4800592,0.5015089,0.34557918,0.3946441,0.44420382,0.84360516,0.38830373,0.57139754,0.5542739,0.51666754,0.21959394,0.7086689,0.67936945,0.57100534,0.5734001,0.46046576,0.7847484,0.21200466,0.37893116,0.5725851,0.54369015,0.71458054,0.3798344,0.4675965,0.5280728,0.9858475,0.22972421,0.42346525,ES01,1,0.5,3.5,Bueno,Positivo
0.70888454,0.437786,0.5872518,0.07318959,0.44809166,0.6285747,0.04347826,0.014218673,0.76799023,0.46835026,0.6841968,0.15486518,0.5937963,0.5436953,0.35408726,0.48090473,0.35075217,0.73613364,0.7326386,0.6384858,0.13877383,0.49153197,0.46560255,0.4838972,0.79594564,0.5654291,0.55186146,0.1358881,0.31560692,0.5819062,0.73713106,0.26776832,0.47388664,0.04347826,0.7668217,0.543379,0.7292159,0.38354045,0.5426436,0.46550673,0.692358,0.7352682,0.26560378,0.5889069,0.5217391,0.5796062,0.62737316,0.33875415,0.58410907,0.14342912,0.67266643,0.259726,0.46677953,0.7523531,0.51381415,0.5000594,0.68203855,0.4783288,0.5243519,0.6834432,0.70249605,0.6217576,0.7492765,0.65172243,0.3175031,0.69739145,0.04347826,0.20064516,0.6996827,0.49018553,0.50309175,0.36474475,0.31386876,0.45927992,0.45063442,0.467339,0.33757654,0.07226847,0.4664047,0.5721351,0.514054,0.5170175,0.33935738,0.7874384,0.6988896,0.5722824,0.62037945,0.3561469,0.55795395,0.07931086,0.17429718,0.57371414,0.31803882,0.7056142,0.10660622,0.4781463,0.7485343,0.36772224,0.15966997,0.34338677,ES01,1,0.5,3.5,Bueno,Positivo
0.10543181,0.45428073,0.2056005,0.59785235,0.44762015,0.6757305,0.071428575,0.627909,0.4364227,0.488253,0.6124106,0.57685345,0.58035207,0.5411148,0.7121456,0.48145095,0.6642935,0.5088498,0.57316273,0.3091035,0.5791916,0.5595003,0.47780257,0.484107,0.6497768,0.65470916,0.63574535,0.2500787,0.32421574,0.56028306,0.5531575,0.3767141,0.50237966,0.071428575,0.05792496,0.5998359,0.54114825,0.5429165,0.6163876,0.19168949,0.5342361,0.6753211,0.28494212,0.5729337,0.35714287,0.56357807,0.61488545,0.39214703,0.66711944,0.5834752,0.33583212,0.3753277,0.4847405,0.16974963,0.6218071,0.5040882,0.53369623,0.47931397,0.46966967,0.11871874,0.698045,0.41281646,0.69088143,0.6508002,0.37785548,0.65483314,0.14285715,0.6699984,0.5075539,0.5814866,0.54734534,0.39764,0.409596,0.5170453,0.96396554,0.9805917,0.036262054,0.22565715,0.9960382,0.56987536,0.41803303,0.50632465,0.38127354,0.67377245,0.5208944,0.57030946,0.62105507,0.57261556,0.4673878,0.62385976,0.63425326,0.56226647,0.6063215,0.5877924,0.594461,0.44871467,0.6361188,0.38760006,0.18813948,0.12778465,ES01,1,0.5,3.5,Bueno,Positivo
0.1396452,0.454612,0.26530147,0.6003938,0.44767794,0.6722725,0.06666667,0.6251681,0.43587983,0.488772,0.57434994,0.5754489,0.58210987,0.5413737,0.7048895,0.48145285,0.66720706,0.4732766,0.6398528,0.31291252,0.6197056,0.5575755,0.4762075,0.48414177,0.80910176,0.65623695,0.68872494,0.19465455,0.4036065,0.4736305,0.5824859,0.27240023,0.35009083,0.13333334,0.09022552,0.5116665,0.62724966,0.5411358,0.6162815,0.11934644,0.55715656,0.68587375,0.24892052,0.5873307,0.33333334,0.4538873,0.6134944,0.44254813,0.5900517,0.60560805,0.3501482,0.20551872,0.5117324,0.36815313,0.62194645,0.588789,0.482149,0.47924545,0.55244553,0.13025661,0.64403325,0.4128432,0.64882517,0.550199,0.38973698,0.6451014,0.06666667,0.67277,0.5030784,0.49301374,0.5464048,0.2950622,0.42104855,0.49942097,0.964068,0.95947105,0.054004245,0.100604355,0.9874076,0.5702046,0.45089272,0.5073096,0.23312198,0.70658934,0.5490221,0.5703934,0.55171484,0.5681289,0.4516685,0.5768484,0.6372048,0.563603,0.5994242,0.5970207,0.604471,0.43403465,0.64147353,0.40075776,0.04207781,0.12117793,ES01,1,0.5,3.5,Bueno,Positivo
0.18648602,0.455001,0.3879348,0.6043827,0.4459563,0.70122045,0.05882353,0.61921304,0.43291056,0.46774068,0.49598783,0.5729124,0.58517665,0.5417319,0.6952398,0.48080158,0.6719096,0.4745717,0.6121554,0.3194791,0.60562056,0.5587599,0.4739597,0.4838615,0.6835913,0.65827745,0.6687137,0.3909481,0.37211338,0.4502359,0.61198056,0.38716522,0.5319803,0.05882353,0.17659287,0.5523245,0.62953216,0.53750706,0.61609435,0.14473633,0.56760556,0.6961712,0.32709762,0.6062416,0.29411766,0.36843908,0.6138238,0.5037843,0.48039272,0.5781231,0.40065438,0.4575325,0.5320633,0.2472259,0.6222793,0.64034855,0.47934228,0.47906718,0.51987296,0.17740896,0.6888196,0.4127781,0.574847,0.5396403,0.34035817,0.64568686,0.11764706,0.672507,0.5272095,0.63156337,0.546237,0.5472478,0.51076233,0.504898,0.91448444,0.8942869,0.11482794,0.16386046,0.9300693,0.5706873,0.4732864,0.5114846,0.46043906,0.82806975,0.58685976,0.5708136,0.67693055,0.57078624,0.4457505,0.5098259,0.6300136,0.5659526,0.59088975,0.6047699,0.6046912,0.43695402,0.6322447,0.4208092,0.05958994,0.180487,ES01,1,0.5,3.5,Bueno,Positivo
0.24822958,0.4551775,0.4342345,0.60602194,0.44368997,0.71503395,0.06666667,0.60916954,0.4248577,0.43725199,0.5353873,0.569696,0.587701,0.54205585,0.68215007,0.48022798,0.6765254,0.54645526,0.5812146,0.32325545,0.54696095,0.56059694,0.47183588,0.4834925,0.53141314,0.6598507,0.695668,0.3325571,0.4447317,0.4961147,0.6361774,0.4198853,0.45083722,0.06666667,0.24725471,0.6763396,0.58779943,0.5352222,0.6159842,0.1975368,0.52376187,0.6977907,0.22436704,0.61992663,0.53333336,0.4073216,0.61742103,0.45756036,0.43007728,0.5391256,0.3726283,0.46401432,0.51177144,0.16806726,0.62289697,0.61257035,0.42252186,0.4787962,0.4042172,0.22578852,0.6678125,0.41238508,0.62527114,0.6010923,0.33870488,0.6583463,0.06666667,0.66820306,0.57513136,0.5876661,0.5465693,0.36709362,0.5206511,0.5174394,0.82345647,0.8402629,0.17259888,0.28123665,0.8557341,0.5711653,0.44325063,0.51423895,0.41906703,0.811485,0.6028466,0.5714736,0.6371003,0.57147914,0.46565303,0.4817072,0.61482465,0.5686963,0.58313274,0.6301932,0.5995697,0.43554085,0.49312505,0.40082583,0.061533406,0.24294311,ES01,1,0.5,3.5,Bueno,Positivo
0.21562403,0.45532036,0.46611106,0.6069943,0.4426041,0.6958567,0.06666667,0.6108036,0.42378834,0.42015967,0.57434994,0.5696739,0.58811116,0.54205775,0.6891666,0.47999072,0.6760214,0.5518544,0.5809941,0.32642895,0.55402255,0.56130147,0.47177866,0.48331627,0.6782688,0.6598918,0.50021863,0.18343504,0.5383978,0.4452166,0.6318271,0.33787265,0.28217188,0.13333334,0.19808963,0.63447726,0.59566754,0.5365204,0.61589015,0.22538415,0.5249404,0.69681233,0.3655058,0.6208643,0.4,0.53957325,0.6172722,0.43683034,0.43865988,0.5388288,0.3949842,0.56309146,0.5028598,0.15328875,0.6228601,0.5353914,0.531021,0.47880635,0.4535925,0.19921473,0.5433091,0.41236794,0.65870076,0.5304105,0.19905013,0.66150194,0.06666667,0.66852045,0.5713174,0.2614187,0.5459635,0.46063706,0.47091007,0.516356,0.81011224,0.6748815,0.21516117,0.06890587,0.79141665,0.5711656,0.45924056,0.5144382,0.31930655,0.7562641,0.5943046,0.5715546,0.3807644,0.56997365,0.3316058,0.5114554,0.6167223,0.56851166,0.5857513,0.6358218,0.5977506,0.43894082,0.5584676,0.39553377,0.14242502,0.25191474,ES01,1,0.5,3.5,Bueno,Positivo
0.22638512,0.45526132,0.51322126,0.60718775,0.44278896,0.67335945,0.04761905,0.6100441,0.42323753,0.4228409,0.5353873,0.56922364,0.5882431,0.5420949,0.68688273,0.48002967,0.67628354,0.5393358,0.58651817,0.3275953,0.5622975,0.5619144,0.47153404,0.4833458,0.7826291,0.6600527,0.62214184,0.33127755,0.41254002,0.33221775,0.6321309,0.33596143,0.49384704,0.0952381,0.17396665,0.48731342,0.6081892,0.5372719,0.6158552,0.20290734,0.7061322,0.70072156,0.40626222,0.62236905,0.33333334,0.35139915,0.61656475,0.49592358,0.43649715,0.53959703,0.4281116,0.55111045,0.52328324,0.1623552,0.62271535,0.6652056,0.64438516,0.47886536,0.58677447,0.15534955,0.67784625,0.41235256,0.60627544,0.3775392,0.37901425,0.6601707,0.04761905,0.6677299,0.57201827,0.5633613,0.5456479,0.49374717,0.46310747,0.51584136,0.74349177,0.7247102,0.23639861,0.11561115,0.76937217,0.5711483,0.49186555,0.5153938,0.27972078,0.8933506,0.588718,0.57144845,0.69597334,0.57059103,0.5799246,0.4782151,0.62045866,0.5683598,0.5834714,0.62220925,0.5952275,0.4428984,0.6150617,0.40859437,0.055873834,0.2815318,ES01,1,0.5,3.5,Bueno,Positivo
0.24395958,0.45543978,0.45149192,0.6076047,0.44629872,0.63801134,0.071428575,0.61555266,0.42214057,0.47433418,0.57434994,0.57041806,0.5866166,0.5419925,0.6830867,0.48074317,0.6741262,0.5268389,0.589295,0.32867232,0.55944043,0.56052923,0.47200406,0.48389518,0.7432545,0.65961385,0.6090735,0.5846537,0.28998235,0.5403833,0.6115829,0.3724569,0.74593323,0.14285715,0.155589,0.47108823,0.595117,0.5372637,0.6158228,0.19142328,0.76494473,0.70152587,0.39459574,0.61907953,0.21428572,0.42462742,0.6167401,0.44662327,0.40579817,0.5492105,0.35624778,0.48173103,0.50145453,0.14897849,0.622661,0.59949046,0.72058874,0.47887778,0.5745339,0.15054372,0.6737321,0.41230473,0.6348851,0.6092945,0.47751734,0.65117675,0.14285715,0.66755086,0.56010324,0.77351785,0.5466239,0.42814192,0.41242465,0.51725477,0.77715814,0.69113064,0.23439808,0.23676114,0.76230234,0.57106304,0.43496355,0.51487404,0.35465947,0.7881968,0.58878225,0.57106405,0.76194274,0.5709099,0.6993228,0.4990492,0.6357909,0.56757814,0.57727206,0.59895426,0.60169715,0.42983016,0.63022584,0.40384614,0.22603452,0.272175,ES01,1,0.5,3.5,Bueno,Positivo
0.5814699,0.45638794,0.28096977,0.60549873,0.48896572,0.65450937,0.05263158,0.61355835,0.42831576,0.65576965,0.5353873,0.570944,0.5758506,0.5419433,0.5490886,0.48704022,0.6726248,0.7670689,0.569363,0.35120946,0.54368794,0.5398354,0.47345877,0.4890232,0.429434,0.6585158,0.6148603,0.80787843,0.66916114,0.54940283,0.73798877,0.46019155,0.5673572,0.10526316,0.7393796,0.70296776,0.5718527,0.45354754,0.6151038,0.20548008,0.3733862,0.69467217,0.62304366,0.61530274,0.42105263,0.55565596,0.62971145,0.46515864,0.25322214,0.54009116,0.70092905,0.6080543,0.48101166,0.1346547,0.62247723,0.4996536,0.5436555,0.47882646,0.36114454,0.7225325,0.5248078,0.41300023,0.59800506,0.6279382,0.2022406,0.7163598,0.05263158,0.7098982,0.7022979,0.6230754,0.54678273,0.576561,0.55105114,0.5188818,0.90801024,0.8333596,0.13962117,0.19905572,0.9002232,0.5710572,0.5295916,0.5039113,0.5166957,0.66471446,0.69102067,0.5683394,0.5752572,0.572277,0.25478154,0.52164286,0.71608335,0.5680082,0.49504438,0.7890338,0.6401823,0.3639291,0.48473874,0.865719,0.2860341,0.17881061,ES01,1,0.5,3.5,Bueno,Positivo
0.57652134,0.45663783,0.39303473,0.60815954,0.48806214,0.58462757,0.0625,0.61481494,0.42383352,0.6540708,0.6124106,0.57081866,0.5765752,0.5419553,0.5531506,0.48678613,0.6725424,0.76599836,0.5820027,0.35675058,0.56508106,0.5398145,0.47302467,0.48887938,0.799053,0.6587585,0.47109443,0.48330304,0.40495086,0.6533274,0.73824406,0.3074986,0.6737065,0.0625,0.73903686,0.43169853,0.5979518,0.4508163,0.6149142,0.19753674,0.6439315,0.69927216,0.51880515,0.6182712,0.4375,0.5915857,0.62963456,0.40130228,0.24627876,0.5471698,0.75366265,0.35088798,0.49421972,0.14814469,0.62231505,0.46017912,0.7047025,0.4788756,0.57879686,0.71875715,0.6977992,0.41281277,0.6572099,0.711785,0.7645198,0.7164439,0.125,0.71051437,0.70213,0.6401463,0.54599273,0.46983165,0.35595888,0.51614326,0.857384,0.66114914,0.20806211,0.58730066,0.7761727,0.5710364,0.5766502,0.5062925,0.3010564,0.606644,0.69152683,0.56816053,0.67104596,0.57139367,0.74594927,0.49829566,0.7171242,0.5676785,0.49243516,0.78672,0.6416711,0.35992476,0.6916091,0.3963367,0.37836522,0.20983203,ES01,2,0.4,3.0,Regular,Positivo
0.24101537,0.45535257,0.45030665,0.60721093,0.4440255,0.54651177,0.071428575,0.6111354,0.42642888,0.4419832,0.6491469,0.5693563,0.58781046,0.5420841,0.68372905,0.4804005,0.6755531,0.5432565,0.68827355,0.33265772,0.65322024,0.55063826,0.47171426,0.48359802,0.5810363,0.65988666,0.7317663,0.38992664,0.3072822,0.69119453,0.694843,0.33320734,0.55692804,0.14285715,0.23392771,0.69790447,0.70151275,0.5347626,0.6157013,0.06442326,0.47479966,0.7048733,0.34585378,0.622003,0.35714287,0.6224065,0.6171009,0.36726728,0.39992663,0.6125372,0.37863675,0.3674096,0.56607246,0.5671296,0.62247574,0.42821172,0.5473405,0.47894245,0.345634,0.18736306,0.7234846,0.41260535,0.6855002,0.73908985,0.4792783,0.6630634,0.071428575,0.69208026,0.5820661,0.69729227,0.5429645,0.5445296,0.45035127,0.45588234,0.81262314,0.6979796,0.1983531,0.40489566,0.7956376,0.57108325,0.50300175,0.51486355,0.35459724,0.58014655,0.6055793,0.57120496,0.65721834,0.560279,0.5460374,0.44095507,0.621811,0.5679056,0.58018273,0.71206605,0.6274045,0.38812777,0.50723785,0.38954505,0.2816673,0.23506364,ES01,2,0.4,3.0,Regular,Positivo
0.2548319,0.4552702,0.4042303,0.6065124,0.44724342,0.545664,0.05,0.6157229,0.42734402,0.48590833,0.6491469,0.57131386,0.58575785,0.541907,0.68068945,0.48098373,0.6738026,0.5628087,0.5982355,0.3270205,0.5622726,0.55560607,0.47266728,0.48406696,0.4603867,0.65914017,0.41784227,0.6579597,0.5562337,0.67759347,0.6164403,0.50823563,0.7140661,0.05,0.17600682,0.5820424,0.59002644,0.53721505,0.61587244,0.14393483,0.56194484,0.69427186,0.44047475,0.61495596,0.4,0.650491,0.61737156,0.36286622,0.42805383,0.5605015,0.35583344,0.48267743,0.52465117,0.19386269,0.6225259,0.400511,0.6513193,0.47893548,0.44842598,0.19681592,0.43882304,0.41257685,0.6852186,0.7237055,0.50002754,0.655093,0.1,0.6693467,0.570988,0.65830195,0.5462027,0.4118274,0.38655698,0.51751685,0.79223263,0.72514695,0.1944039,0.53705853,0.82171685,0.5709484,0.43948394,0.51484835,0.40020302,0.4957558,0.5891592,0.5708748,0.62545455,0.5725582,0.5794195,0.5392283,0.61244226,0.56724674,0.5791525,0.6253062,0.61630255,0.4093882,0.59820426,0.389213,0.5890363,0.2514348,ES01,2,0.4,3.0,Regular,Positivo
0.6450242,0.66955525,0.22358973,0.7224007,0.78951687,0.57749236,0.0625,0.66428375,0.3552291,0.7768359,0.6124106,0.5895204,0.025633758,0.40439433,0.48018864,0.5634415,0.6560325,0.49708247,0.4880316,0.58291256,0.70297766,0.57022953,0.52758247,0.5411156,0.47075784,0.6463056,0.31657273,0.43464693,0.5889863,0.61093944,0.5582275,0.5600543,0.5853227,0.0625,0.44436097,0.54571146,0.6476952,0.5335035,0.5906992,0.43374723,0.67105275,0.67903847,0.53526807,0.63497406,0.375,0.59935486,0.57536334,0.43518695,0.48335564,0.666845,0.31824955,0.39944455,0.26841697,0.14293349,0.60098994,0.48668188,0.7073487,0.51092035,0.52387613,0.3788901,0.57874525,0.40938318,0.6546246,0.66135967,0.16023028,0.4998124,0.1875,0.7299996,0.562575,0.43647084,0.5316396,0.34604037,0.42927372,0.5339587,0.26556975,0.20118774,0.3766728,0.12893136,0.71458983,0.38326415,0.4866885,0.51220095,0.4859226,0.55342084,0.6124059,0.060482897,0.4858276,0.5662422,0.40915468,0.4222715,0.74289674,0.06277418,0.5124172,0.46621284,0.6767387,0.31661308,0.6117529,0.39922553,0.61158,0.5570942,ES01,2,0.4,3.0,Regular,Positivo
0.70456195,0.44816846,0.4763299,0.5301047,0.5787802,0.4141356,0.06666667,0.6148697,0.45915654,0.7476123,0.6491469,0.57622385,0.48110253,0.5412375,0.36560714,0.51006615,0.67690957,0.69331926,0.66977346,0.03931461,0.65439373,0.50255543,0.48274237,0.50352895,0.4357017,0.65747553,0.53274184,0.4468761,0.4890508,0.74174523,0.66407007,0.50323963,0.5613467,0.06666667,0.64788073,0.6647116,0.67569095,0.51404697,0.62192,0.56998545,0.42143598,0.66231984,0.31588128,0.45850927,0.4,0.644991,0.61106056,0.44873965,0.68458754,0.6230614,0.48051608,0.3962689,0.45605016,0.6152194,0.61648834,0.45113257,0.41138,0.48618612,0.41987196,0.64504063,0.5795382,0.41036627,0.6400125,0.75193304,0.589326,0.59483,0.06666667,0.6841796,0.64988846,0.56184673,0.50547636,0.5354365,0.5026399,0.5205319,0.36260387,0.40962687,0.54418653,0.65995485,0.423681,0.5594737,0.48138595,0.5126103,0.39395386,0.4312278,0.6615241,0.5024897,0.5024533,0.47411054,0.54140127,0.5576833,0.69711965,0.5225607,0.45371333,0.6989127,0.6314597,0.34379783,0.47854334,0.40330347,0.492773,0.558746,ES01,2,0.4,3.0,Regular,Positivo
0.70371425,0.44860184,0.50355005,0.5372327,0.6177721,0.48503253,0.04347826,0.6265398,0.4548637,0.75747794,0.6491469,0.5763286,0.45630196,0.54121786,0.36780187,0.51788265,0.67232966,0.6885936,0.66984135,0.041473113,0.6572367,0.48234332,0.48194164,0.50963587,0.6110643,0.6579044,0.49779168,0.47657302,0.48776665,0.67262685,0.6253785,0.38622248,0.5449007,0.13043478,0.5566046,0.5759387,0.67961895,0.5175884,0.62186885,0.5694261,0.55528635,0.6538642,0.41802981,0.4713157,0.4347826,0.6299661,0.60759795,0.36948824,0.57043976,0.6234567,0.5119263,0.20663917,0.49129426,0.5166624,0.61652315,0.40430626,0.63301027,0.48603177,0.44054332,0.6413553,0.59590364,0.4103101,0.6648609,0.694882,0.5441442,0.52725726,0.04347826,0.6854523,0.61755383,0.5211643,0.5145841,0.6227544,0.39903486,0.52021134,0.31325653,0.36976063,0.54526865,0.45933002,0.37274593,0.55960196,0.5133423,0.5141537,0.3332837,0.61370003,0.6566381,0.48352376,0.49626726,0.4743419,0.60392517,0.7137837,0.70177627,0.5082925,0.39697784,0.71570235,0.6436225,0.3319211,0.586196,0.3948752,0.48324662,0.5357536,ES01,2,0.4,3.0,Regular,Positivo
0.3145063,0.44356275,0.61989367,0.42349535,0.5812191,0.5869568,0.0625,0.642169,0.5077743,0.74905664,0.6124106,0.5768923,0.41197646,0.5411068,0.6666231,0.5084275,0.4480224,0.30336958,0.6317902,0.29163358,0.54881036,0.020510187,0.49190596,0.50394374,0.75801253,0.6098233,0.5658224,0.39336285,0.3965232,0.64550394,0.16150348,0.24608994,0.5346878,0.0625,0.5462124,0.6607128,0.48701745,0.49775672,0.61685085,0.4767124,0.49165285,0.7056003,0.5200377,0.20274322,0.625,0.57507575,0.6199669,0.44383428,0.42204237,0.60867804,0.509362,0.38435328,0.44611457,0.10932734,0.6141118,0.51663566,0.58178705,0.47992313,0.43555886,0.6057822,0.52454585,0.41613612,0.65805453,0.70412004,0.31258705,0.4902054,0.125,0.6258736,0.33311778,0.5590713,0.5456896,0.6497692,0.48871562,0.5045563,0.32054046,0.4729828,0.31253904,0.092819035,0.5663128,0.5653917,0.51864564,0.5183942,0.26453364,0.7014491,0.6758656,0.5486016,0.56366366,0.5328597,0.4014196,0.6593818,0.69586426,0.51713014,0.5248114,0.15126075,0.67061913,0.29972652,0.4858355,0.42742962,0.11354614,0.40186295,ES01,2,0.4,3.0,Regular,Positivo
0.3510189,0.4468406,0.4853457,0.50970817,0.45146406,0.68169314,0.05,0.57431656,0.47710562,0.52416766,0.6124106,0.553308,0.58618504,0.54281914,0.6569839,0.48172498,0.6535185,0.6614524,0.60411346,0.37993488,0.42467573,0.5391373,0.47123793,0.48460892,0.59358317,0.65317315,0.38807073,0.5644887,0.32429135,0.57446206,0.65822303,0.6138431,0.76028794,0.05,0.5341735,0.3195482,0.59618163,0.51387066,0.6140529,0.2551266,0.803872,0.7079662,0.5739819,0.5851327,0.3,0.5260386,0.6244469,0.40597597,0.4134845,0.45703846,0.44242677,0.1939351,0.4880766,0.16589959,0.6198479,0.5464632,0.81118596,0.4787215,0.6883427,0.49243644,0.7643827,0.41674408,0.6931589,0.6691715,0.5953452,0.68426937,0.2,0.64122844,0.642098,0.70134807,0.54640895,0.43143484,0.28812864,0.516085,0.7881884,0.70752436,0.22922578,0.544185,0.7764681,0.5713168,0.47884887,0.51346344,0.39135394,0.7367938,0.661744,0.57100517,0.73860466,0.56498975,0.7480036,0.45694107,0.59994423,0.56880033,0.5533926,0.65659857,0.57043976,0.40566495,0.7566703,0.38625324,0.61052144,0.2829612,ES01,2,0.4,3.0,Regular,Positivo
