Gamma_F3-D-Theta_PZ,Gamma_FP1-D-Theta_PZ,surprise,Alpha_F4-M-Fatigue,Load-D-Fatigue,Fatigue-D-Load,Alpha_FP2-M-Fatigue,Theta_PZ,Theta_PZ-L,Fatigue-D-Theta_F3,LowBeta_C3-M-Theta_PZ,HRV_PIP-D-HRV_C1d,Theta_FP2-M-Fatigue,happy,HRV_MeanNN-D-HRV_CVI,HRV_MeanNN,LowBeta_C4-D-HighBeta_PZ,Alpha_PZ-D-Fatigue,Theta_FP1-M-Fatigue,HighBeta_PZ-D-HighBeta_F3,Fatigue-D-Alpha_PZ,LowBeta_PZ-D-HighBeta_PZ,HRV_MeanNN-D-HRV_pNN20,LowBeta_F3-D-HighBeta_F3,LowBeta_FP1-D-Theta_PZ,Gamma_F3-D-Theta_F3,Theta_FP2-D-Theta_C4,HRV_MedianNN-M-HRV_PIP,HRV_LnHF-M-HRV_SampEn,Alpha_C4-M-Load,HRV_PIP-M-HRV_Cd,Alpha_FP1-M-Load,HRV_PSS-M-HRV_Cd,sdnn-D-hr_mad,angry,LowBeta_FP2-M-Theta_PZ,neutral,Gamma_F3-M-Theta_PZ,HRV_CVNN-D-HRV_SD2a,HRV_PIP-D-HRV_PI,bpm-M-HRV_PAS,HRV_MedianNN,ibi-D-HRV_PAS,Alpha_C3-M-Load,bpm-M-HRV_CVI,sad,Load-D-Alpha_F4,Alpha_PZ-M-Alpha_FP2,breathingrate-D-HRV_HTI,Fatigue-M-Load,HRV_SampEn,Fatigue-D-Alpha_C3,bpm-M-HRV_ApEn,HighBeta_C3-D-LowBeta_F3,HRV_PIP,HighBeta_PZ-D-LowBeta_F3,HRV_PSS,Alpha_FP2-M-Theta_PZ,HRV_MeanNN-M-HRV_PIP,Theta_F4-M-Fatigue,sdnn-D-HRV_pNN50,Alpha_C4-M-Gamma_FP1,Alpha_PZ-M-Load,HRV_MeanNN-D-HRV_MedianNN,bpm-D-HRV_PIP,Fatigue-D-Alpha_C4,HighBeta_PZ-D-HighBeta_C3,Theta_F3-M-Load,Alpha_C4-D-Load,HRV_HF-D-HRV_SampEn,bpm,Alpha_C4-D-Theta_C3,HighBeta_FP2-D-Gamma_F4,Theta_C4-D-Alpha_FP1,bpm-M-HRV_pNN20,Alpha_C4-M-Fatigue,Alpha_C4-M-Gamma_F3,fear,Gamma_F3-D-Theta_C3,bpm-M-HRV_C2d,LowBeta_C4-D-HighBeta_C4,Gamma_F3-D-Theta_C4,HRV_HTI-M-HRV_CMSE,HRV_MadNN-D-HRV_pNN50,HRV_RMSSD-D-HRV_SDSD,Alpha_C4-M-Theta_FP2,bpm-M-HRV_DFA,bpm-M-HRV_MSE,HRV_SDNN-D-HRV_SD2a,HRV_Cd,Gamma_F4-D-Alpha_FP2,HRV_HTI-M-HRV_PAS,Gamma_C4,LowBeta_C4-D-HighBeta_F4,Alpha_F4-M-Gamma_F3,Fatigue-D-Theta_FP1,HRV_SD1SD2-M-HRV_PIP,Alpha_C4-D-Alpha_C3,HRV_PIP-M-HRV_ApEn,Alpha_FP2-I,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.47312802,0.46701467,0.05882353,0.57918704,0.3995616,0.66347444,0.4436492,0.5560277,0.48005217,0.4595257,0.47086868,0.21754955,0.414146,0.05882353,0.49695778,0.7084951,0.5785395,0.57375824,0.43530098,0.4790947,0.36824462,0.4147676,0.6747417,0.46671876,0.48410484,0.38704577,0.5068885,0.60355735,0.62139606,0.18469834,0.36297196,0.27882177,0.44420964,0.59902173,0.05882353,0.4551845,0.29411766,0.48024097,0.21953928,0.3467118,0.37412882,0.6491469,0.6527979,0.06363533,0.55950505,0.4117647,0.3444519,0.5361906,0.6552693,0.24002019,0.3736138,0.50776654,0.15623541,0.4521036,0.35022348,0.5173893,0.43410897,0.53117675,0.6699977,0.5392865,0.6754876,0.46785727,0.18558027,0.61580485,0.4244815,0.26758975,0.58329964,0.22266436,0.5951084,0.6463111,0.38405976,0.6834451,0.47719222,0.6398224,0.41009182,0.5767694,0.47644547,0.11764706,0.36392677,0.294406,0.46961218,0.488915,0.44547158,0.6724966,0.38181305,0.5545621,0.53612715,0.17330654,0.26352376,0.48609915,0.44522467,0.22292478,0.39752573,0.37112266,0.48533428,0.44706008,0.3136064,0.75688046,0.12771165,0.5054129,ES01,1,0.5,3.5,Bueno,Positivo
0.47245517,0.46694532,0.0625,0.57382125,0.39911216,0.66350394,0.41993827,0.5480175,0.46287698,0.4666281,0.4736837,0.17142543,0.39068365,0.0625,0.46116987,0.6810378,0.60886544,0.57410127,0.42718852,0.4583201,0.3365112,0.45652872,0.6036906,0.47824496,0.4836739,0.38492313,0.5077058,0.5383862,0.5771786,0.19941539,0.4432837,0.27832532,0.5369345,0.63284135,0.0625,0.4614693,0.375,0.4813779,0.23211123,0.4292963,0.41297263,0.6124106,0.6310392,0.0585025,0.57763577,0.375,0.34934524,0.5363557,0.55217767,0.23187229,0.404355,0.50751203,0.20287015,0.41851985,0.31500894,0.48888817,0.34489512,0.53032094,0.61294585,0.53541684,0.71148276,0.46788323,0.20846868,0.6496008,0.46773255,0.24411863,0.5887011,0.2081825,0.5951392,0.61623824,0.40575966,0.6894243,0.47402897,0.61620134,0.47058755,0.58089095,0.4762292,0.0625,0.35936388,0.3597733,0.42372462,0.4866041,0.59864426,0.6905437,0.39032197,0.5545489,0.36576322,0.2546153,0.23513766,0.6738151,0.4368394,0.46028006,0.4168491,0.34501418,0.48537204,0.4489668,0.20115508,0.7619075,0.1543784,0.52159214,ES01,1,0.5,3.5,Bueno,Positivo
0.47242314,0.46849254,0.0625,0.57100105,0.4052833,0.6630888,0.40926337,0.5465097,0.45976567,0.4664297,0.4744193,0.24600498,0.4110815,0.0625,0.45517096,0.65573347,0.5708812,0.57376623,0.43393785,0.44294605,0.36756298,0.41977966,0.6348634,0.45423794,0.4837634,0.38404855,0.50975,0.49675742,0.4943608,0.1968733,0.4360925,0.2584657,0.5410189,0.66009367,0.125,0.46479508,0.3125,0.4816896,0.26178318,0.38153958,0.37014613,0.57434994,0.6549196,0.060407616,0.5864307,0.25,0.35272357,0.535627,0.50557405,0.22890398,0.40083003,0.50274956,0.25049916,0.4277705,0.32879254,0.4932832,0.38913998,0.53014827,0.58659756,0.5394642,0.67938876,0.4686801,0.17425117,0.6888373,0.49548867,0.24305803,0.58243304,0.20555873,0.5951288,0.5036151,0.434651,0.6900841,0.46296582,0.6509309,0.44813865,0.57757926,0.47636232,0.1875,0.3582455,0.40866685,0.57594997,0.48884794,0.4794027,0.7100885,0.39834163,0.55495095,0.49288648,0.41988337,0.2482067,0.6432462,0.4367292,0.284017,0.51125884,0.34324762,0.48538327,0.43082008,0.18944797,0.76067567,0.18846473,0.524646,ES01,1,0.5,3.5,Bueno,Positivo
0.47323874,0.4686723,0.07692308,0.5728116,0.40612134,0.66303074,0.4192712,0.5545563,0.47681308,0.44263622,0.47149944,0.5750942,0.44563296,0.07692308,0.55871284,0.5979313,0.58461076,0.57425636,0.45568877,0.4473942,0.32038113,0.47705716,0.7103013,0.4603736,0.4841872,0.392324,0.5155493,0.500582,0.6053513,0.20405093,0.45581576,0.25842988,0.45579222,0.5819594,0.15384616,0.45809206,0.30769232,0.48068416,0.42093846,0.6153915,0.53838015,0.5353873,0.54202944,0.09619109,0.50186014,0.23076923,0.35367256,0.53659993,0.7581918,0.23465388,0.46927708,0.46604747,0.3280824,0.42943898,0.43312523,0.4926489,0.40844864,0.530768,0.5718231,0.5476008,0.7077506,0.4682192,0.22720703,0.6543396,0.48926583,0.24299806,0.5793519,0.23297803,0.5951272,0.68212247,0.46953976,0.6885372,0.4690708,0.65299094,0.35788873,0.57912296,0.476291,0.15384616,0.36037692,0.5173535,0.55871177,0.48848015,0.21498191,0.59042954,0.4153947,0.55558676,0.62605035,0.53549236,0.46956605,0.523135,0.43890455,0.30669096,0.47262716,0.35179824,0.4853734,0.40798593,0.342816,0.7492843,0.2848818,0.5190326,ES01,1,0.5,3.5,Bueno,Positivo
0.47477916,0.4679724,0.071428575,0.5747884,0.40282,0.6632571,0.43094411,0.56689596,0.5052432,0.42485774,0.46757457,0.4462901,0.41769645,0.071428575,0.56138015,0.6479124,0.6559144,0.574401,0.4388671,0.4553569,0.30422434,0.46857566,0.706375,0.4681424,0.48497605,0.39899793,0.5038333,0.51288176,0.7362426,0.25234124,0.37140757,0.26654702,0.40695545,0.56170404,0.21428572,0.44912615,0.2857143,0.47919184,0.3086972,0.4649784,0.387223,0.57434994,0.6456862,0.12502745,0.51834315,0.2857143,0.35096654,0.53699785,0.34334892,0.23636478,0.26310834,0.43618858,0.34419596,0.44950154,0.36018503,0.49403802,0.37999508,0.5316307,0.59463453,0.53934544,0.7421567,0.46647766,0.24443488,0.6700617,0.49281788,0.20014516,0.55443597,0.24983284,0.59518373,0.69629717,0.4448793,0.68792677,0.47303417,0.669288,0.3808148,0.59205294,0.4755911,0.071428575,0.36693826,0.43976933,0.4879907,0.49285957,0.5861376,0.7842894,0.39998078,0.5557692,0.6324004,0.43998736,0.33130604,0.4857255,0.4395164,0.3818886,0.36228952,0.38497326,0.4853643,0.4354415,0.2538162,0.7511358,0.3020162,0.5124356,ES01,1,0.5,3.5,Bueno,Positivo
0.47668612,0.4698656,0.055555556,0.58184874,0.40611035,0.6630315,0.4565671,0.579354,0.5371512,0.4172244,0.463584,0.2795904,0.45448706,0.055555556,0.5594187,0.6963798,0.63967043,0.5742621,0.4617582,0.48305,0.31976378,0.45215642,0.7491115,0.483269,0.48614657,0.40171817,0.50389946,0.55189806,0.5056591,0.29615662,0.33969015,0.25929978,0.30414307,0.6186834,0.055555556,0.44123638,0.33333334,0.4776493,0.14858358,0.31844947,0.48337662,0.6124106,0.58539444,0.1035443,0.5213385,0.44444445,0.34358385,0.5371432,0.41964692,0.24623097,0.26048544,0.46890613,0.20318663,0.44586512,0.34149572,0.5081614,0.2647249,0.53270227,0.6490235,0.54778695,0.7243012,0.46585914,0.24065985,0.690066,0.44894636,0.17149335,0.57885224,0.26514605,0.5952093,0.42889792,0.40086237,0.6870901,0.47813725,0.70176655,0.3348725,0.6001391,0.47513458,0.055555556,0.3725956,0.29925582,0.46450886,0.49785155,0.25871488,0.77780896,0.38596037,0.55673766,0.5904523,0.26963156,0.10553237,0.457292,0.45239347,0.29562533,0.35200104,0.3894437,0.48531765,0.41174456,0.13111949,0.7661063,0.16621256,0.49221978,ES01,1,0.5,3.5,Bueno,Positivo
0.47684264,0.4696424,0.09090909,0.57082134,0.4050653,0.6631039,0.4351419,0.5806368,0.54063976,0.4130686,0.46308544,0.41514477,0.45066342,0.09090909,0.44286266,0.6408698,0.64556295,0.5742516,0.4587068,0.49819204,0.32089472,0.42986012,0.5986147,0.4842716,0.48621896,0.40372312,0.5036648,0.54255545,0.40803522,0.31087342,0.53622705,0.21828511,0.54890454,0.5719809,0.09090909,0.43987936,0.27272728,0.47744957,0.28737015,0.46342334,0.5236288,0.57434994,0.5544771,0.10664449,0.60974354,0.36363637,0.36989293,0.53682137,0.71581215,0.2503105,0.3995909,0.46946093,0.31325778,0.46154147,0.42121848,0.5215445,0.3656714,0.53237915,0.6193533,0.54853505,0.67745095,0.46557838,0.24412525,0.6528449,0.48905492,0.16270858,0.5765715,0.27215657,0.59522015,0.35307288,0.46494228,0.68665826,0.4815769,0.72370666,0.49802566,0.6033939,0.47496745,0.09090909,0.37504956,0.5029928,0.48452824,0.4966435,0.5455452,0.819771,0.40043378,0.55679494,0.513097,0.37708884,0.27196878,0.6707436,0.43670368,0.4337639,0.32631397,0.40062734,0.4853947,0.42151093,0.17504992,0.7679878,0.266715,0.51436317,ES01,1,0.5,3.5,Bueno,Positivo
0.4756825,0.46920398,0.06666667,0.5743696,0.39921296,0.6634973,0.42335597,0.5731278,0.52077115,0.40623054,0.46568474,0.5977788,0.39055032,0.06666667,0.6005869,0.6525133,0.59486336,0.5744926,0.42421144,0.4986906,0.29341957,0.37018263,0.7013252,0.44249353,0.4854813,0.40668005,0.4947283,0.57552814,0.5876308,0.29957584,0.28347602,0.2522103,0.3391353,0.6531496,0.13333334,0.4451555,0.46666667,0.47842532,0.21959394,0.6069763,0.30303484,0.57434994,0.688244,0.11115336,0.43128753,0.2,0.35441205,0.53704196,0.9262711,0.23955715,0.4362886,0.45438823,0.8732929,0.4814721,0.49268407,0.5542739,0.6862263,0.5317736,0.67004895,0.5355416,0.55209786,0.46582964,0.2579934,0.6811537,0.36094186,0.16094585,0.5957421,0.267738,0.5952307,0.6463268,0.3843774,0.6892671,0.48100585,0.68795955,0.3285839,0.6030222,0.47500655,0.06666667,0.37110594,0.2639503,0.3946441,0.49449486,0.40045452,0.74400896,0.9858475,0.55595183,0.78692454,0.97189313,0.16457751,0.17415883,0.43354177,0.30577382,0.33204603,0.38910344,0.48537436,0.4589977,0.29247794,0.7647856,0.95056844,0.5224925,ES01,1,0.5,3.5,Bueno,Positivo
0.47174487,0.46507207,0.04347826,0.5889069,0.5426436,0.6384858,0.24723502,0.54081494,0.44834313,0.20064516,0.47664925,0.40146184,0.24241884,0.04347826,0.5796062,0.7492765,0.60982627,0.57583404,0.23324104,0.505576,0.08580572,0.36983752,0.543379,0.502726,0.48314345,0.38136387,0.53005147,0.5819062,0.55531496,0.35075217,0.47636035,0.3394846,0.71307683,0.5754822,0.04347826,0.46209046,0.5217391,0.48220935,0.33935738,0.22914128,0.19357666,0.6841968,0.7363056,0.14349633,0.5000594,0.3043478,0.15566307,0.5378424,0.6137872,0.08082393,0.52594787,0.2049141,0.26560378,0.3780696,0.21847932,0.514054,0.36434546,0.5321579,0.65172243,0.5315215,0.55186146,0.46627006,0.27316865,0.6285747,0.4386199,0.014218673,0.67266643,0.25471973,0.59514135,0.6659133,0.33875415,0.6996827,0.46060374,0.56823653,0.5243519,0.5102925,0.4752249,0.04347826,0.35182744,0.55291456,0.467339,0.48252857,0.47466096,0.7518287,0.36772224,0.5573702,0.12874459,0.2960049,0.6549217,0.8334037,0.50574243,0.12773167,0.38925326,0.3159941,0.48492342,0.13877383,0.232606,0.7668217,0.24860291,0.4118842,ES01,1,0.5,3.5,Bueno,Positivo
0.47590837,0.4706501,0.071428575,0.5729337,0.6163876,0.3091035,0.7053543,0.55714947,0.48254803,0.6699984,0.4686264,0.46863565,0.6912016,0.071428575,0.56357807,0.69088143,0.016843386,0.56826365,0.60514486,0.47262695,0.5625885,0.68619627,0.5998359,0.5837738,0.48447204,0.3658242,0.559025,0.56028306,0.56983715,0.6642935,0.475509,0.5770563,0.63234496,0.5427809,0.14285715,0.4511538,0.35714287,0.4825961,0.38127354,0.30707756,0.39845935,0.6124106,0.63940805,0.6274526,0.5040882,0.2857143,0.597845,0.53927577,0.73184305,0.5993873,0.35586953,0.50416934,0.28494212,0.53243583,0.35853446,0.41803303,0.50640893,0.5348691,0.6508002,0.5834153,0.63574535,0.49301246,0.63430697,0.6757305,0.43033698,0.627909,0.33583212,0.56870675,0.4835683,0.57829314,0.39214703,0.5075539,0.5506216,0.2705423,0.46966967,0.52561843,0.49645343,0.071428575,0.39194956,0.48200163,0.9805917,0.46576494,0.35260573,0.7108613,0.38760006,0.55346847,0.25802287,0.2545159,0.5951207,0.6618336,0.8209757,0.2563736,0.9848262,0.23955327,0.48693824,0.5791916,0.3914834,0.05792496,0.2801636,0.19154288,ES01,1,0.5,3.5,Bueno,Positivo
0.47597146,0.47008646,0.06666667,0.5873307,0.6162815,0.31291252,0.7025343,0.5562492,0.48054317,0.67277,0.46891922,0.37498346,0.68708557,0.13333334,0.4538873,0.64882517,0.03892197,0.5680913,0.5782649,0.49558556,0.5649438,0.6705797,0.5116665,0.5699513,0.4843931,0.36471272,0.5580539,0.4736305,0.4692995,0.66720706,0.23930353,0.57534444,0.33871663,0.6206848,0.06666667,0.45092532,0.33333334,0.48289868,0.23312198,0.21692319,0.29878083,0.57434994,0.6902261,0.6273392,0.588789,0.26666668,0.5976673,0.53908765,0.5094184,0.59944034,0.37199527,0.51491,0.24892052,0.55483705,0.28632066,0.45089272,0.43442917,0.5346181,0.550199,0.58467263,0.68872494,0.48980853,0.6343392,0.6722725,0.52568954,0.6251681,0.3501482,0.5685111,0.49235192,0.4440868,0.44254813,0.5030784,0.5508284,0.4129046,0.55244553,0.5403833,0.4946102,0.13333334,0.40107,0.36395925,0.95947105,0.4659944,0.3824322,0.71492356,0.40075776,0.5530624,0.2802246,0.36011088,0.18241574,0.35008433,0.7828271,0.19225647,0.98227346,0.23272288,0.48670012,0.6197056,0.17128544,0.09022552,0.16664514,0.22293784,ES01,1,0.5,3.5,Bueno,Positivo
0.47741696,0.4696097,0.05882353,0.6062416,0.61609435,0.3194791,0.7163444,0.5661907,0.5035377,0.672507,0.46581683,0.6102178,0.69221044,0.05882353,0.36843908,0.574847,0.13926509,0.56836975,0.59559685,0.5286186,0.5610928,0.6652495,0.5523245,0.58087844,0.48478678,0.36667782,0.5585633,0.4502359,0.43608332,0.6719096,0.49384442,0.57767874,0.49737272,0.5244996,0.11764706,0.44385687,0.29411766,0.48146304,0.46043906,0.5292126,0.4975548,0.49598783,0.57497305,0.6270878,0.64034855,0.3529412,0.5973382,0.5398534,0.6293378,0.59952,0.35173598,0.53342617,0.32709762,0.5400564,0.42747256,0.4732864,0.38452622,0.53563035,0.5396403,0.58737624,0.6687137,0.48293683,0.6348186,0.70122045,0.5326294,0.61921304,0.40065438,0.56888735,0.5073621,0.37395257,0.5037843,0.5272095,0.5402734,0.24612951,0.51987296,0.5636637,0.49095047,0.11764706,0.4050213,0.59576064,0.8942869,0.46695372,0.39538956,0.7292248,0.4208092,0.5550284,0.34540716,0.41072205,0.50737315,0.5953193,0.85778683,0.3687588,0.9120949,0.27526858,0.48633167,0.60562056,0.30386996,0.17659287,0.2472033,0.10858999,ES01,1,0.5,3.5,Bueno,Positivo
0.4781655,0.47135815,0.06666667,0.61992663,0.6159842,0.32325545,0.72341496,0.5789521,0.53606635,0.66820306,0.46173048,0.50460607,0.69972605,0.06666667,0.4073216,0.62527114,0.26316038,0.56895894,0.62375784,0.47513333,0.5520704,0.68960744,0.6763396,0.5556321,0.4858207,0.36613107,0.55929685,0.4961147,0.7561816,0.6765254,0.4905621,0.5791694,0.41698736,0.6305209,0.06666667,0.43659624,0.53333336,0.47866112,0.41906703,0.45814788,0.42125368,0.5353873,0.6261238,0.6273537,0.61257035,0.13333334,0.5969362,0.54030657,0.66629404,0.5995458,0.3183744,0.52450395,0.22436704,0.5302103,0.4238953,0.44325063,0.27720457,0.5362474,0.6010923,0.5915819,0.695668,0.47817248,0.63535446,0.71503395,0.47901848,0.60916954,0.3726283,0.5695836,0.52380526,0.7352976,0.45756036,0.57513136,0.5316884,0.15293676,0.4042172,0.58485365,0.4859501,0.13333334,0.39299732,0.50980824,0.8402629,0.46850917,0.44478977,0.73755175,0.40082583,0.55724436,0.35665184,0.39169,0.5251755,0.5949814,0.9045943,0.2333211,0.7782962,0.319974,0.4859273,0.54696095,0.40373954,0.24725471,0.17072453,0.052095555,ES01,1,0.5,3.5,Bueno,Positivo
0.47791588,0.4708634,0.06666667,0.6208643,0.61589015,0.32642895,0.7219697,0.5783405,0.534423,0.66852045,0.46188816,0.3584062,0.696299,0.13333334,0.53957325,0.65870076,0.21669418,0.56925094,0.622366,0.47620493,0.54709554,0.6259993,0.63447726,0.5369829,0.48573285,0.36580136,0.5581549,0.4452166,0.6867146,0.6760214,0.27435896,0.5791919,0.3753587,0.6302034,0.06666667,0.43687904,0.4,0.4786578,0.31930655,0.33122277,0.26194265,0.57434994,0.7069038,0.62770253,0.5353914,0.2,0.5969102,0.54028547,0.62623125,0.5995549,0.36370462,0.5085213,0.3655058,0.5299382,0.2386543,0.45924056,0.3117259,0.53614604,0.5304105,0.5915631,0.50021863,0.47826448,0.6356056,0.6958567,0.5441814,0.6108036,0.3949842,0.56957924,0.5224169,0.70099884,0.43683034,0.5713174,0.53051776,0.1586954,0.4535925,0.58356047,0.48617497,0.13333334,0.39270416,0.4432229,0.6748815,0.46883795,0.25058413,0.5791727,0.39553377,0.5565747,0.17773587,0.3848581,0.3787729,0.50781876,0.8858387,0.1360156,0.76097214,0.2753647,0.4859082,0.55402255,0.23075333,0.19808963,0.28303498,0.06481637,ES01,1,0.5,3.5,Bueno,Positivo
0.47733083,0.47033942,0.04761905,0.62236905,0.6158552,0.3275953,0.72342,0.5758503,0.52782315,0.6677299,0.46268052,0.25079432,0.6951265,0.0952381,0.35139915,0.60627544,0.24521293,0.56918615,0.6198469,0.503024,0.5482313,0.5923853,0.48731342,0.5278068,0.48548093,0.3663585,0.5580713,0.33221775,0.39294067,0.67628354,0.13529083,0.5791693,0.19253828,0.56353784,0.04761905,0.43829212,0.33333334,0.4788975,0.27972078,0.31570572,0.33307952,0.5353873,0.6738422,0.6279771,0.6652056,0.2857143,0.5968478,0.5403424,0.6104635,0.59955317,0.5140395,0.49297935,0.40626222,0.5390467,0.14847025,0.49186555,0.19312666,0.5361851,0.3775392,0.59073997,0.62214184,0.47802973,0.63555086,0.67335945,0.6616331,0.6100441,0.4281116,0.56967247,0.5236717,0.40556392,0.49592358,0.57201827,0.5250952,0.14560641,0.58677447,0.5849945,0.48586673,0.1904762,0.39304948,0.41574463,0.7247102,0.4680026,0.6419839,0.7849615,0.40859437,0.556442,0.32009375,0.53568095,0.19885676,0.3605878,0.8926274,0.26070517,0.6793945,0.32719183,0.48587143,0.5622975,0.13543469,0.17396665,0.2234549,0.05377889,ES01,1,0.5,3.5,Bueno,Positivo
0.47511086,0.4672533,0.071428575,0.61907953,0.6158228,0.32867232,0.72232074,0.563518,0.4971662,0.66755086,0.4664409,0.4115265,0.6977993,0.14285715,0.42462742,0.6348851,0.3197896,0.56799257,0.62110394,0.44599515,0.56625193,0.68491566,0.47108823,0.53177553,0.4843132,0.36593473,0.55921644,0.5403833,0.42149013,0.6741262,0.45775998,0.57891047,0.48614758,0.4173333,0.14285715,0.44424677,0.21428572,0.48026127,0.35465947,0.41761053,0.5007443,0.57434994,0.57256174,0.6277374,0.59949046,0.14285715,0.5969825,0.54009646,0.041134108,0.59955907,0.5843248,0.50711924,0.39459574,0.53409195,0.41662657,0.43496355,0.420715,0.53591156,0.6092945,0.59047765,0.6090735,0.47903877,0.63465476,0.63801134,0.46916318,0.61555266,0.35624778,0.56971765,0.5160957,0.52492476,0.44662327,0.56010324,0.52994627,0.14645246,0.5745339,0.57614976,0.48722568,0.2857143,0.3903044,0.44283614,0.69113064,0.46641612,0.8316575,0.72679275,0.40384614,0.55644774,0.3443507,0.56781906,0.40414333,0.5507115,0.88421285,0.72173816,0.71583855,0.30652922,0.4859288,0.55944043,0.34629965,0.155589,0.38930324,0.063012846,ES01,1,0.5,3.5,Bueno,Positivo
0.46375674,0.45434898,0.05263158,0.61530274,0.6151038,0.35120946,0.72246355,0.28227007,0.1911095,0.7098982,0.5824798,0.6392542,0.6988611,0.10526316,0.55565596,0.59800506,0.30567357,0.5584265,0.6243115,0.43530372,0.62681854,0.36524263,0.70296776,0.39914152,0.47790474,0.320276,0.5592327,0.54940283,0.45137876,0.6726248,0.66371465,0.57878864,0.6369042,0.41291803,0.05263158,0.5933651,0.42105263,0.51895994,0.5166957,0.62004066,0.61008054,0.5353873,0.4704793,0.6022685,0.4996536,0.2631579,0.5968775,0.53855574,0.49949148,0.5993285,0.58722377,0.6888545,0.62304366,0.36983764,0.535977,0.5295916,0.42281073,0.53119034,0.6279382,0.5909901,0.6148603,0.47877857,0.625758,0.65450937,0.4381329,0.61355835,0.70092905,0.55156827,0.5244572,0.5786718,0.46515864,0.7022979,0.54338914,0.14737196,0.36114454,0.57690305,0.48788697,0.10526316,0.32979757,0.6024982,0.8333596,0.4688433,0.6213967,0.55619764,0.865719,0.55679715,0.26747578,0.77623606,0.67017233,0.72609466,0.91080743,0.729288,0.90146124,0.2630761,0.4860738,0.54368794,0.5040509,0.7393796,0.71018815,0.05848002,ES01,1,0.5,3.5,Bueno,Positivo
0.4635083,0.4542484,0.0625,0.6182712,0.6149142,0.35675058,0.72257924,0.27654368,0.18806204,0.71051437,0.5846896,0.5352883,0.6949182,0.0625,0.5915857,0.6572099,0.34432063,0.5582595,0.61962247,0.4754078,0.62732214,0.27486297,0.43169853,0.38595095,0.4778381,0.31911927,0.5583372,0.6533274,0.35406324,0.6725424,0.54819816,0.57865626,0.50202805,0.48458385,0.125,0.59515035,0.4375,0.5179393,0.3010564,0.5266673,0.4902851,0.6124106,0.5803761,0.6022728,0.46017912,0.1875,0.59681684,0.5385414,0.9262711,0.5993769,0.552233,0.689495,0.51880515,0.36925563,0.5698726,0.5766502,0.52659565,0.530974,0.711785,0.5904677,0.47109443,0.47880238,0.6259476,0.58462757,0.34691972,0.61481494,0.75366265,0.5513583,0.52402896,0.35031658,0.40130228,0.70213,0.535619,0.14519194,0.57879686,0.5782972,0.48735216,0.125,0.3295575,0.37910435,0.66114914,0.4672605,0.51397145,0.63833815,0.3963367,0.5560005,0.5870208,0.4114309,0.33461437,0.48028228,0.8918457,0.40200976,0.8200125,0.26053718,0.48598582,0.56508106,0.3759228,0.73903686,0.658221,0.061860994,ES01,2,0.4,3.0,Regular,Positivo
0.47790805,0.47065488,0.071428575,0.622003,0.6157013,0.33265772,0.7106481,0.5748776,0.52528423,0.69208026,0.46301237,0.55532116,0.68060493,0.14285715,0.6224065,0.6855002,0.2520478,0.56878436,0.5327232,0.5005893,0.55487734,0.6770112,0.69790447,0.51082814,0.4855875,0.3411377,0.554974,0.69119453,0.6217417,0.6755531,0.62853646,0.57476103,0.72475857,0.525857,0.071428575,0.43895075,0.35714287,0.47952896,0.35459724,0.4827,0.46716198,0.6491469,0.5967537,0.6272609,0.42821172,0.14285715,0.59682465,0.53966165,0.6438006,0.59951967,0.38049665,0.5260971,0.34585378,0.58563393,0.5625624,0.50300175,0.6936461,0.53543675,0.73908985,0.58962274,0.7317663,0.47878888,0.6351406,0.54651177,0.31105986,0.6111354,0.37863675,0.5645433,0.52340764,0.65037537,0.36726728,0.5820661,0.52828074,0.50411534,0.345634,0.58331203,0.4867838,0.21428572,0.38983735,0.42721942,0.6979796,0.46737838,0.5910402,0.7336372,0.38954505,0.55399054,0.39168364,0.29679674,0.52402943,0.63403463,0.7602021,0.3756821,0.76187193,0.26589745,0.4859314,0.65322024,0.45341232,0.23392771,0.4758035,0.16954868,ES01,2,0.4,3.0,Regular,Positivo
0.47924578,0.47215584,0.05,0.61495596,0.61587244,0.3270205,0.72269815,0.5808441,0.54120725,0.6693467,0.46115994,0.49757475,0.69494104,0.05,0.650491,0.6852186,0.26177913,0.5677617,0.6193483,0.47652128,0.5692029,0.72840166,0.5820424,0.561906,0.4860325,0.36771664,0.5581941,0.67759347,0.2823917,0.6738026,0.47887745,0.578491,0.50541466,0.53690684,0.1,0.43569425,0.4,0.4788359,0.40020302,0.41301835,0.5668034,0.6491469,0.5160509,0.62746763,0.400511,0.25,0.59710115,0.5400795,0.45890918,0.5995359,0.73511565,0.51826835,0.44047475,0.53901076,0.5273399,0.43948394,0.595931,0.5362333,0.7237055,0.5895158,0.41784227,0.48058912,0.63439894,0.545664,0.32099918,0.6157229,0.35583344,0.56939566,0.51541066,0.3642662,0.36286622,0.570988,0.5271395,0.21869911,0.44842598,0.57427204,0.48839447,0.15,0.38897502,0.33994117,0.72514695,0.46859682,0.7054162,0.50894946,0.389213,0.55591804,0.33364147,0.5007042,0.62076855,0.42390075,0.8908039,0.7551206,0.7426052,0.27459773,0.48608512,0.5622726,0.6783961,0.17600682,0.5883248,0.058259886,ES01,2,0.4,3.0,Regular,Positivo
