Gamma_F3-D-Theta_PZ,Gamma_FP1-D-Theta_PZ,surprise,Alpha_F4-M-Fatigue,Load-D-Fatigue,Fatigue-D-Load,Alpha_FP2-M-Fatigue,Theta_PZ,Theta_PZ-L,Fatigue-D-Theta_F3,LowBeta_C3-M-Theta_PZ,HRV_PIP-D-HRV_C1d,Theta_FP2-M-Fatigue,happy,HRV_MeanNN-D-HRV_CVI,HRV_MeanNN,LowBeta_C4-D-HighBeta_PZ,Alpha_PZ-D-Fatigue,Theta_FP1-M-Fatigue,HighBeta_PZ-D-HighBeta_F3,Fatigue-D-Alpha_PZ,LowBeta_PZ-D-HighBeta_PZ,HRV_MeanNN-D-HRV_pNN20,LowBeta_F3-D-HighBeta_F3,LowBeta_FP1-D-Theta_PZ,Gamma_F3-D-Theta_F3,Theta_FP2-D-Theta_C4,HRV_MedianNN-M-HRV_PIP,HRV_LnHF-M-HRV_SampEn,Alpha_C4-M-Load,HRV_PIP-M-HRV_Cd,Alpha_FP1-M-Load,HRV_PSS-M-HRV_Cd,sdnn-D-hr_mad,angry,LowBeta_FP2-M-Theta_PZ,neutral,Gamma_F3-M-Theta_PZ,HRV_CVNN-D-HRV_SD2a,HRV_PIP-D-HRV_PI,bpm-M-HRV_PAS,HRV_MedianNN,ibi-D-HRV_PAS,Alpha_C3-M-Load,bpm-M-HRV_CVI,sad,Load-D-Alpha_F4,Alpha_PZ-M-Alpha_FP2,breathingrate-D-HRV_HTI,Fatigue-M-Load,HRV_SampEn,Fatigue-D-Alpha_C3,bpm-M-HRV_ApEn,HighBeta_C3-D-LowBeta_F3,HRV_PIP,HighBeta_PZ-D-LowBeta_F3,HRV_PSS,Alpha_FP2-M-Theta_PZ,HRV_MeanNN-M-HRV_PIP,Theta_F4-M-Fatigue,sdnn-D-HRV_pNN50,Alpha_C4-M-Gamma_FP1,Alpha_PZ-M-Load,HRV_MeanNN-D-HRV_MedianNN,bpm-D-HRV_PIP,Fatigue-D-Alpha_C4,HighBeta_PZ-D-HighBeta_C3,Theta_F3-M-Load,Alpha_C4-D-Load,HRV_HF-D-HRV_SampEn,bpm,Alpha_C4-D-Theta_C3,HighBeta_FP2-D-Gamma_F4,Theta_C4-D-Alpha_FP1,bpm-M-HRV_pNN20,Alpha_C4-M-Fatigue,Alpha_C4-M-Gamma_F3,fear,Gamma_F3-D-Theta_C3,bpm-M-HRV_C2d,LowBeta_C4-D-HighBeta_C4,Gamma_F3-D-Theta_C4,HRV_HTI-M-HRV_CMSE,HRV_MadNN-D-HRV_pNN50,HRV_RMSSD-D-HRV_SDSD,Alpha_C4-M-Theta_FP2,bpm-M-HRV_DFA,bpm-M-HRV_MSE,HRV_SDNN-D-HRV_SD2a,HRV_Cd,Gamma_F4-D-Alpha_FP2,HRV_HTI-M-HRV_PAS,Gamma_C4,LowBeta_C4-D-HighBeta_F4,Alpha_F4-M-Gamma_F3,Fatigue-D-Theta_FP1,HRV_SD1SD2-M-HRV_PIP,Alpha_C4-D-Alpha_C3,HRV_PIP-M-HRV_ApEn,Alpha_FP2-I,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.65587014,0.9623746,0.023255814,0.672696,0.5764324,0.61204565,0.7214344,0.5607712,0.49076605,0.7313942,0.46796626,0.677569,0.70811445,0.058139537,0.6447194,0.5709829,0.3957637,0.0074704518,0.6192981,0.9999929,0.6817592,0.5416557,0.72751784,0.09508057,0.5937439,0.33330134,0.30514547,0.6730825,0.68347424,0.69554096,0.66006017,0.5339328,0.63148487,0.58031124,0.08139535,0.6525014,0.54651165,0.64084923,0.51233613,0.7419021,0.43464053,0.6124106,0.61794645,0.6316328,0.24092802,0.20930232,0.5993031,0.33163127,0.7324048,0.6017053,0.21141642,0.7187982,0.22732072,0.9999936,0.6168982,0.9999909,0.56732076,0.33270025,0.6410112,0.6006326,0.44490835,0.9626894,0.6413596,0.35612178,0.21288905,0.66473347,0.5485032,0.5690522,0.0018924806,0.619474,0.29609698,0.6048159,0.11674246,0.84238476,0.16593337,0.66815466,0.6657205,0.08139535,0.8970369,0.3899239,0.5266534,0.61579317,0.22628829,0.28959203,0.42112118,0.30465776,0.37054375,0.12669203,0.6108154,0.6130304,0.26775903,0.3578971,0.5134737,0.57020265,0.69900286,0.7041154,0.5243473,0.49554956,0.41114,0.7597657,DJ01,4,-0.3,4.5,Excelente,Negativo
1.0,1.0,0.011111111,0.6725514,0.55956095,0.6288489,0.026261996,0.5530231,0.473479,0.731418,1.0,0.55551076,0.3378406,0.022222223,0.6530942,0.66324097,0.44986838,0.013411257,2.2167237e-09,0.9999999,0.68165725,0.5493159,0.7385482,4.1465057e-07,1.0,0.298247,4.0047448e-11,0.64885366,0.42565843,0.6950168,0.44083694,5.904252e-11,0.4749575,0.50107723,0.055555556,1.0,0.5555556,1.0,0.2918413,0.56970227,0.42319378,0.6491469,0.6249568,0.0054600467,0.39961633,0.3,0.59929585,2.2253838e-11,0.56591064,0.6017044,0.4081562,0.7196517,0.23278265,0.99999946,0.45487303,0.99999976,0.5041305,4.0108968e-11,0.66448736,0.599656,0.631893,1.0,0.6410574,0.48028514,0.37766802,0.6646087,1.0,8.969516e-11,0.027878568,0.39194044,0.3845744,0.71777374,1.4248e-11,0.8447378,0.29943353,0.6680396,1.0,0.055555556,0.34282058,0.395324,0.484997,1.0,0.5794067,0.566403,0.39515465,1.511123e-09,0.32762754,0.2564178,0.32739675,0.46513817,0.26234668,0.28086632,0.48573688,0.6647951,1.0,0.70412606,0.26973695,0.82440895,0.25485444,0.76584566,DJ01,4,-0.3,4.5,Excelente,Negativo
0.52881485,0.7064535,0.021276595,0.67284214,0.5787414,0.60877395,0.7465896,0.55542594,0.47872272,0.7309604,0.46948355,0.29078466,0.7156703,0.056737587,0.6325179,0.6866259,0.50935876,0.009208901,0.66651726,0.5780296,0.68172586,0.55060744,0.7819564,0.49622712,0.48459473,0.5915594,0.44456372,0.6479991,0.43101448,0.6957758,0.60293615,0.5817108,0.7332552,0.41477066,0.07801419,0.45996946,0.4893617,0.5340703,0.21599858,0.38320732,0.37345162,0.6491469,0.65316,0.6316572,0.42940927,0.25531915,0.5993035,0.51660573,0.5024923,0.6017054,0.27017438,0.71880054,0.39432493,0.5536325,0.45277646,0.58684915,0.58823097,0.5108369,0.69199073,0.60038143,0.6857196,0.67862177,0.6414022,0.5499012,0.3672368,0.66462857,0.5455294,0.57763994,0.005007477,0.31687903,0.37504348,0.6388138,0.52540386,0.6984277,0.26173225,0.66831267,0.52971953,0.09929078,0.5469326,0.37635908,0.3871536,0.5085219,0.8099984,0.68168473,0.38857275,0.46392673,0.7608436,0.3359763,0.21238767,0.73024553,0.32259545,0.32740954,0.33962852,0.7578979,0.56512344,0.7039706,0.17549668,0.5685822,0.4856653,0.71084625,DJ01,4,-0.3,4.5,Excelente,Negativo
0.47368643,0.47562712,0.010752688,0.4953948,0.6031732,0.5272183,0.6746764,0.5506427,0.46838397,0.7210441,0.47100762,0.4666488,0.56223494,0.043010753,0.6806879,0.7138263,0.43197626,0.5284907,0.59671926,0.49213347,0.6613592,0.5283863,0.7996244,0.49259564,0.48340386,0.34337112,0.44997197,0.6629102,0.6486716,0.68581814,0.6838032,0.57608753,0.6828631,0.45914248,0.07526882,0.45631555,0.43010753,0.48206818,0.3332854,0.625425,0.537052,0.6491469,0.54317766,0.6266778,0.3953063,0.32258064,0.5991939,0.5210571,0.4578576,0.6013952,0.23603144,0.6976987,0.315592,0.4623333,0.48988727,0.5093739,0.37466478,0.51644206,0.7403,0.31021053,0.6066745,0.48565832,0.6364249,0.6317513,0.32692203,0.6506138,0.5585909,0.5710037,0.47978923,0.5974147,0.35432267,0.6215336,0.531111,0.5499678,0.24567842,0.65022236,0.48481557,0.11827957,0.37395036,0.48688188,0.44328105,0.46217573,0.35229403,0.55685216,0.3804674,0.4711921,0.6356014,0.18568277,0.5485324,0.80140716,0.32979453,0.47788084,0.42553583,0.624538,0.49976978,0.6985124,0.343739,0.57249105,0.4179191,0.6920734,DJ01,4,-0.3,4.5,Excelente,Negativo
0.47743368,0.49289167,0.02112676,0.5248381,0.60409683,0.52045554,0.68809557,0.5535252,0.47456628,0.7149521,0.4701244,0.73331785,0.58848166,0.07746479,0.64315087,0.60171425,0.37788197,0.52361125,0.61231863,0.4983836,0.66329634,0.5325202,0.75796044,0.5078293,0.48353282,0.39151078,0.45520106,0.68439734,0.42347118,0.6860371,0.75899875,0.57751065,0.7166083,0.66741115,0.09154929,0.4526937,0.40140846,0.48510277,0.46238843,0.75412786,0.65147054,0.6124106,0.4183744,0.62639135,0.31635338,0.32394367,0.5991783,0.5228133,0.55829734,0.6014076,0.253315,0.6996807,0.22096685,0.45707652,0.64355737,0.5032873,0.50918704,0.520442,0.6887177,0.36418444,0.5203102,0.5016367,0.63612854,0.43342224,0.25595242,0.6509088,0.55714977,0.5737742,0.47231826,0.2953527,0.34849164,0.61713105,0.5453974,0.5184313,0.19977622,0.64981216,0.48828563,0.08450704,0.38759518,0.5517402,0.6171133,0.46782428,0.6987812,0.38779634,0.4132944,0.48337096,0.6936341,0.19415571,0.56762606,0.7601693,0.34702563,0.7553323,0.53929657,0.70851284,0.5003553,0.697032,0.340283,0.5938061,0.35134476,0.67562765,DJ01,4,-0.3,4.5,Excelente,Negativo
0.4829943,0.5235932,0.02,0.51265925,0.60359913,0.5241714,0.683191,0.5469095,0.4605871,0.7167089,0.47219434,0.55761355,0.57841724,0.06,0.67659795,0.62218106,0.38661647,0.5298145,0.6027649,0.5184481,0.66076416,0.5334111,0.7650325,0.5061256,0.48321688,0.41510013,0.44507092,0.66860974,0.5462296,0.68644077,0.5800911,0.576551,0.5729098,0.5988804,0.1,0.45677257,0.53,0.49330395,0.4508072,0.5666282,0.45360613,0.6491469,0.6058306,0.62651455,0.27116692,0.23,0.5991847,0.5237349,0.5453456,0.60140073,0.3222886,0.6987487,0.22072984,0.47635975,0.50433445,0.52348554,0.45215815,0.5181445,0.6398911,0.34860882,0.5692289,0.52951425,0.6366626,0.3664523,0.27318838,0.6499926,0.55954033,0.57315797,0.48235732,0.5267597,0.31248745,0.62277097,0.5340365,0.58049816,0.17785375,0.6509702,0.49328762,0.06,0.4139931,0.38983473,0.4758764,0.47602916,0.2504136,0.37869734,0.40733138,0.48292413,0.29808414,0.20407939,0.5861753,0.6312251,0.3364033,0.4004016,0.433668,0.6479292,0.50781876,0.6980166,0.4736326,0.59850186,0.3328168,0.68243974,DJ01,4,-0.3,4.5,Excelente,Negativo
0.46733606,0.47454378,0.021978023,0.49278462,0.6016548,0.53717846,0.6660308,0.21226326,0.1567032,0.7270618,0.6668097,0.6972187,0.5452932,0.06593407,0.65801245,0.58335257,0.734824,0.1945203,0.5555295,0.5286074,0.6801664,0.012186487,0.7902037,0.13480254,0.47769028,0.34128484,0.4491445,0.58545643,0.6887764,0.6862087,0.6095437,0.5667719,0.523666,0.70391124,0.13186814,0.6670982,0.45054945,0.60425407,0.39678627,0.64451325,0.36909512,0.57434994,0.65547657,0.49968767,0.26679906,0.26373628,0.5991876,0.34664172,0.19278888,0.6013741,0.15677828,0.7186812,0.8616281,0.48520333,0.51465654,0.8133123,0.33643997,0.44348988,0.59910065,0.28050807,0.7443576,0.5460109,0.5904613,0.50615275,0.28209245,0.6490253,0.89589816,0.56015503,0.49780822,0.5899624,0.3240584,0.70835257,0.52745014,0.7255603,0.14197874,0.65205824,0.4992281,0.06593407,0.3354834,0.5042606,0.42301682,0.47814614,0.32138643,0.30515695,0.98765117,0.47201434,0.19319832,0.97189313,0.38610345,0.6659206,0.3247685,0.51491225,0.38404834,0.64158446,0.51940733,0.7004732,0.16953704,0.81697863,0.9534948,0.69970155,DJ01,4,-0.3,4.5,Excelente,Negativo
0.46646675,0.4726082,0.013793103,0.4600223,0.6019449,0.53537464,0.66424865,0.12994932,0.121102974,0.7278564,0.7573217,0.24520198,0.53881323,0.062068965,0.60059,0.67096597,0.8217019,0.1224039,0.5380465,0.5191011,0.6807403,0.002951152,0.25589865,0.07896671,0.47721362,0.33813122,0.4407963,0.711148,0.21142125,0.6850502,0.26204154,0.56480604,0.2734285,0.34519932,0.11034483,0.7437585,0.41379312,0.667865,0.17250952,0.2951506,0.31924713,0.6841968,0.68056494,0.45354724,0.44351503,0.28965518,0.59920377,0.2873683,0.26708847,0.60136914,0.753241,0.71891767,0.6133615,0.47609514,0.5107661,0.8601238,0.6618579,0.41569674,0.7001477,0.27812573,0.32890278,0.57315284,0.57267386,0.37790394,0.3470978,0.65043867,0.93625915,0.55582273,0.48711893,0.12920327,0.37925604,0.70984536,0.5405866,0.74683213,0.6929688,0.6499252,0.5072234,0.11034483,0.33385405,0.15580449,0.43010944,0.48480982,0.631134,0.6852894,0.3944047,0.46031812,0.2880687,0.56151426,0.11353074,0.1350146,0.33631036,0.44078404,0.3948922,0.76134807,0.5309604,0.7008515,0.4857018,0.8182895,0.7578023,0.7001247,DJ02,3,-0.5,2.25,Regular,Negativo
0.50153303,0.50042117,0.022222223,0.6432154,0.5176525,0.64761585,0.7324657,0.63080037,0.71598226,0.6852806,0.44529337,0.3682518,0.6963544,0.022222223,0.54908717,0.66324097,0.60628146,0.5467558,0.6577883,0.49245343,0.64850426,0.6781048,0.07901818,0.5577615,0.49817705,0.56046695,0.474906,0.6092753,0.21587451,0.67855287,0.5412208,0.5734473,0.73874295,0.43886697,0.07777778,0.41033533,0.43333334,0.47193536,0.42409018,0.43402287,0.26175094,0.6491469,0.70698863,0.6269664,0.49780345,0.33333334,0.59746,0.5384391,0.6234392,0.60065913,0.77994967,0.6374741,0.6698948,0.47887534,0.3626226,0.45784554,0.571646,0.53564036,0.6163084,0.56440777,0.35162604,0.46796912,0.6304193,0.48028514,0.4401792,0.63547885,0.4630036,0.572527,0.583596,0.18238184,0.40189382,0.39224234,0.62100595,0.6401908,0.8344164,0.66235125,0.47677085,0.11111111,0.7210177,0.49376842,0.57242316,0.50294816,0.7064948,0.5580164,0.39440423,0.5531512,0.6467255,0.52178013,0.6196649,0.74816704,0.7550687,0.3531593,0.72527015,0.70703655,0.48839918,0.68026865,0.4147884,0.33959562,0.7613325,0.4737822,DJ02,3,-0.5,2.25,Regular,Negativo
0.51127553,0.5110307,0.020408163,0.6591738,0.52401,0.64572716,0.7372879,0.6394245,0.7557423,0.677985,0.442533,0.30532667,0.7098442,0.05102041,0.60113156,0.6207832,0.564954,0.54124063,0.66235197,0.52315396,0.6537826,0.60416913,0.22339931,0.53492,0.5042398,0.5947387,0.51187843,0.57862216,0.1552806,0.6813055,0.3933209,0.5741173,0.5612052,0.24363163,0.071428575,0.40538496,0.41836736,0.47067398,0.41618204,0.29979464,0.28270194,0.6491469,0.6976063,0.6260527,0.42800134,0.29591838,0.5963613,0.5388897,0.51987016,0.60074997,0.86728746,0.6569871,0.71774894,0.49932733,0.2992447,0.5052552,0.44914255,0.5365303,0.5205409,0.5906106,0.5711538,0.46706006,0.6295414,0.36284757,0.47997674,0.63317925,0.5023878,0.5736729,0.5837604,0.086501315,0.40939948,0.366595,0.617067,0.687131,0.70486647,0.6630083,0.4760973,0.14285715,0.7652179,0.42933884,0.50179005,0.513385,0.71778536,0.76208663,0.40938267,0.55746055,0.4838522,0.6457423,0.50895923,0.6194714,0.8432225,0.34377098,0.57061285,0.61625403,0.48674515,0.6666691,0.36685568,0.48886952,0.79184794,0.36363903,DJ02,3,-0.5,2.25,Regular,Negativo
0.5128136,0.51021636,0.014814815,0.6567125,0.52221197,0.6462852,0.7363597,0.6396022,0.756597,0.6850289,0.44248173,0.5190939,0.7074243,0.06666667,0.57084674,0.5653046,0.584681,0.53546095,0.6608291,0.5418411,0.6577982,0.6238415,0.472376,0.5559402,0.50436825,0.5645588,0.50705355,0.49003044,0.23960997,0.67704076,0.3160195,0.57102627,0.34854394,0.50517875,0.08148148,0.40524405,0.4888889,0.47074318,0.3587283,0.2453666,0.4698268,0.57434994,0.5949255,0.62510246,0.4874943,0.26666668,0.5966623,0.5382271,0.48102847,0.600748,0.76609725,0.6658329,0.7500585,0.50453424,0.31611592,0.5062498,0.33053273,0.5364391,0.4589523,0.5867023,0.5860839,0.46847183,0.6275522,0.46005666,0.5664946,0.640153,0.4966201,0.5730253,0.5807831,0.2564896,0.49039266,0.3669628,0.61565727,0.7202178,0.5601569,0.6614939,0.4775708,0.08148148,0.69302523,0.5135413,0.48439756,0.50818205,0.7181472,0.72976387,0.84861124,0.5556668,0.45094657,0.8338245,0.27426958,0.45372966,0.80567646,0.5896999,0.5989774,0.5906331,0.48706415,0.67358536,0.15142255,0.44879884,0.78389657,0.39418095,DJ02,3,-0.5,2.25,Regular,Negativo
0.5177773,0.5095616,0.010869565,0.66265255,0.52597404,0.6450946,0.7379227,0.6392629,0.75496626,0.68090737,0.4426337,0.3543999,0.71127725,0.054347824,0.4416358,0.5008446,0.6766033,0.5338083,0.66261435,0.5812287,0.6587474,0.6780892,0.30982357,0.5973269,0.5040453,0.6172148,0.5180206,0.3583472,0.1667505,0.67781895,0.31560472,0.5704623,0.40279797,0.5627241,0.10869565,0.40532777,0.4673913,0.47120523,0.45631194,0.26591915,0.47889686,0.4566382,0.58859,0.6248436,0.5989695,0.26086956,0.59587157,0.5384947,0.7182787,0.6007747,0.78768647,0.6693606,0.66184545,0.5485835,0.33632895,0.5106306,0.44866967,0.5365809,0.392191,0.5969746,0.6362251,0.46841532,0.6274062,0.64170337,0.63818306,0.6398501,0.44142687,0.5735504,0.5804165,0.036199566,0.5622968,0.29306898,0.61235255,0.74527025,0.6926827,0.6615228,0.47819224,0.097826086,0.79955405,0.5015619,0.49076742,0.5221985,0.50952893,0.6483122,0.44035193,0.5570971,0.5208166,0.61133456,0.3509194,0.42049634,0.8392165,0.30277142,0.6008921,0.5618911,0.48663458,0.66556233,0.33967206,0.48095196,0.60136753,0.34434253,DJ02,3,-0.5,2.25,Regular,Negativo
0.5105492,0.5091182,0.010204081,0.6467055,0.520075,0.6469232,0.7345068,0.63724214,0.74536353,0.6839288,0.44323748,0.41745695,0.70148194,0.030612245,0.55976766,0.5097014,0.624285,0.53673655,0.65995663,0.5117731,0.65701175,0.6779119,0.47672606,0.55595195,0.5024049,0.5745386,0.5259082,0.5556623,0.28580895,0.67240626,0.6486083,0.5738109,0.66424084,0.4564469,0.071428575,0.40680775,0.47959185,0.4711766,0.38691732,0.5408987,0.5979369,0.49598783,0.48409075,0.6265566,0.47709885,0.31632653,0.5973395,0.53788847,0.253534,0.60069424,0.73017365,0.64666104,0.5942686,0.5076914,0.64145166,0.4775945,0.6848258,0.53617597,0.586583,0.55898225,0.5659497,0.4703366,0.6272056,0.5556358,0.44933322,0.6437973,0.45135456,0.57285976,0.57863754,0.36749268,0.515097,0.250204,0.61863923,0.4045606,0.5390773,0.6599297,0.47903028,0.091836736,0.7527018,0.44360858,0.51849455,0.4780681,0.8071931,0.5819654,0.43685058,0.55232406,0.77229536,0.62044734,0.23465794,0.5527087,0.796796,0.7102456,0.6819037,0.67397684,0.4881284,0.6753171,0.36338526,0.23401093,0.66806674,0.43447194,DJ02,3,-0.5,2.25,Regular,Negativo
0.51171154,0.5154129,0.020833334,0.63812274,0.5245195,0.6455647,0.7318851,0.6370829,0.7446145,0.6836596,0.44329244,0.532501,0.70011896,0.034722224,0.57344556,0.47127348,0.4761966,0.5429952,0.6587367,0.5453659,0.6522906,0.6195409,0.6184107,0.58073795,0.5023867,0.5714902,0.4968188,0.58838,0.2552113,0.6742794,0.5761597,0.5743269,0.4840013,0.31286478,0.090277776,0.407048,0.5208333,0.47131896,0.45538273,0.6474307,0.58210546,0.5353873,0.50084144,0.6274366,0.36270866,0.27083334,0.59766275,0.53793424,0.1886741,0.60064846,0.67838323,0.6275173,0.32492316,0.50158066,0.61764395,0.48946574,0.52873945,0.53598213,0.5269535,0.5712771,0.54304343,0.47056308,0.6288916,0.35098395,0.37481982,0.6409399,0.4767202,0.57265294,0.5799671,0.19386958,0.4439367,0.28571546,0.640179,0.5961364,0.31903762,0.66026103,0.47861686,0.0625,0.75752044,0.39452398,0.8626493,0.5008689,0.6510425,0.2411225,0.44950274,0.5528176,0.5717617,0.3500859,0.2962875,0.45548612,0.86737895,0.69924283,0.95492554,0.93092215,0.48893356,0.6761579,0.40000874,0.18853165,0.3841786,0.47211477,DJ02,3,-0.5,2.25,Regular,Negativo
0.49697447,0.49495557,0.010309278,0.62161815,0.5161769,0.6480223,0.7278274,0.62259716,0.681166,0.6901897,0.44791442,0.45342728,0.68728685,0.05154639,0.5066331,0.44072595,0.68643373,0.54492605,0.6554075,0.43952292,0.6504584,0.8147947,0.52957946,0.5841706,0.4943366,0.54066765,0.4855651,0.5006065,0.27786392,0.67057,0.41992292,0.57208925,0.3001016,0.5189853,0.072164945,0.41490996,0.48453608,0.47344872,0.44583386,0.3596735,0.57940245,0.49598783,0.5035955,0.62595654,0.46224207,0.25773194,0.598016,0.53737766,0.23237804,0.60056,0.62894547,0.6450346,0.5795986,0.5066545,0.5312422,0.38703248,0.4073392,0.5346713,0.43707883,0.5300299,0.6469761,0.47112656,0.6285922,0.3917046,0.5017709,0.6426239,0.32756513,0.5713074,0.5800708,0.21616918,0.51571697,0.3333691,0.6371138,0.54661256,0.44450995,0.6595933,0.47941393,0.12371134,0.69852495,0.3998424,0.8834379,0.48803112,0.69604284,0.44143918,0.45754194,0.54725236,0.5172585,0.4192898,0.23047987,0.32165542,0.77469087,0.7100234,0.9669711,0.9231878,0.49072635,0.6826057,0.38199922,0.24970059,0.60743487,0.5299759,DJ02,3,-0.5,2.25,Regular,Negativo
0.49830642,0.49441165,0.019417476,0.6329954,0.51269174,0.64894146,0.72975534,0.6242036,0.6877638,0.69054663,0.44742495,0.36434132,0.6905946,0.029126214,0.47030088,0.47119132,0.7707537,0.5447576,0.6561827,0.43521947,0.6506274,0.7903343,0.55510354,0.5664075,0.4949518,0.5499451,0.48102683,0.46613473,0.28112358,0.6763554,0.31034195,0.572342,0.13758115,0.5804538,0.08737864,0.41395506,0.5145631,0.47323436,0.21652217,0.3044544,0.6522931,0.4566382,0.4172393,0.62660134,0.57841563,0.27184466,0.5978002,0.537719,0.039770626,0.60062176,0.5521141,0.6404207,0.7580379,0.51102114,0.5556704,0.39729702,0.3399962,0.5349074,0.48851773,0.5427859,0.7309928,0.4686894,0.62924194,0.57548004,0.57069373,0.63775957,0.3357062,0.5716188,0.58317465,0.17229076,0.58049655,0.4161624,0.6184265,0.5813088,0.5185781,0.6618742,0.47767174,0.0776699,0.6952611,0.3056173,0.564283,0.49281383,0.697186,0.5889289,0.846053,0.55068195,0.80070305,0.77505255,0.032542333,0.15048213,0.6918262,0.74764144,0.7221831,0.6433897,0.48979628,0.68328446,0.24079217,0.31761342,0.79168916,0.51745844,DJ02,3,-0.5,2.25,Regular,Negativo
0.50704014,0.51138914,0.0070422534,0.6358496,0.5173259,0.647707,0.7289128,0.63454634,0.7328422,0.68281025,0.44410342,0.39045978,0.69515884,0.02112676,0.5710738,0.49869922,0.6089165,0.5398395,0.65823966,0.504503,0.65487164,0.66548353,0.6731663,0.54564005,0.5004868,0.5829721,0.479265,0.48880264,0.5052678,0.67594355,0.37298596,0.5708442,0.38541204,0.46570444,0.09859155,0.4084609,0.52112675,0.47156417,0.4430655,0.42357162,0.51964134,0.5353873,0.55773145,0.624844,0.41171172,0.26056337,0.5977747,0.5369513,0.30479026,0.6006684,0.35740814,0.6633341,0.48033157,0.5118987,0.40890104,0.47901618,0.42918757,0.53544354,0.4342318,0.5571424,0.56200415,0.46974882,0.6279736,0.41437724,0.49953565,0.63948405,0.44755703,0.5728442,0.5818008,0.49113986,0.4691163,0.33577052,0.62732553,0.67531717,0.31578967,0.66142833,0.47775927,0.09154929,0.7385442,0.40323794,0.5796454,0.49884385,0.22641653,0.3663573,0.44002867,0.551564,0.49751824,0.30217233,0.32013148,0.41467255,0.7223812,0.35032496,0.8359932,0.7332732,0.48926547,0.67962897,0.35635984,0.44121453,0.4755151,0.5287536,DJ02,3,-0.5,2.25,Regular,Negativo
0.50925386,0.5323466,0.028846154,0.6245111,0.51379395,0.6486569,0.7281918,0.6339289,0.73002046,0.68172663,0.44433543,0.48059362,0.6850098,0.03846154,0.58938485,0.5102354,0.74135023,0.55408674,0.65583265,0.44760743,0.6374998,0.72566855,0.6830769,0.5260085,0.50036097,0.6012495,0.4641483,0.509168,0.58367956,0.6776413,0.42873096,0.57242775,0.49131072,0.51394093,0.07692308,0.4097133,0.375,0.47195724,0.50836974,0.45466605,0.40570304,0.57434994,0.635269,0.62662286,0.38756692,0.42307693,0.597983,0.5386205,0.26744202,0.600587,0.3449138,0.6373749,0.4398984,0.5489295,0.35283378,0.4410607,0.374916,0.5353785,0.4139246,0.5289969,0.59079105,0.4713384,0.6325449,0.32849866,0.50264925,0.63493216,0.3448758,0.57255083,0.5842066,0.58840084,0.45028093,0.37342784,0.60901713,0.5889777,0.29670182,0.6622555,0.47726852,0.057692308,0.770513,0.5115339,0.5924043,0.49540764,0.55886596,0.49473763,0.43888986,0.550012,0.69469863,0.28217712,0.48240152,0.5961641,0.68929005,0.50764424,0.69826233,0.7807632,0.49064812,0.68293947,0.29967153,0.34788528,0.41793045,0.5316287,DJ02,3,-0.5,2.25,Regular,Negativo
0.4753636,0.46877968,0.010638298,0.03320042,0.529581,0.64385045,0.27215883,0.5708278,0.51494265,0.45758614,0.4653108,0.6137666,0.0634006,0.07446808,0.5705863,0.5103215,0.65130186,0.5733884,0.25801224,0.27590507,0.39724004,0.78056765,0.6264502,0.5336317,0.48510927,0.40852484,0.4708347,0.6053703,0.36322582,0.23635504,0.55236536,0.43213606,0.4559198,0.3003847,0.095744684,0.44667396,0.44680852,0.47872806,0.44180316,0.5049278,0.5903102,0.57434994,0.49229538,0.48765188,0.39239025,0.30851063,0.59131867,0.53219444,0.19585253,0.48535565,0.55256885,0.36383015,0.4287545,0.44406375,0.55895185,0.2738773,0.4303007,0.52694553,0.53734213,0.0076558352,0.714149,0.47669357,0.47448882,0.3286888,0.39894444,0.5243155,0.251263,0.4617938,0.59258497,0.37225837,0.44125494,0.5752076,0.5300242,0.4820429,0.33899757,0.47709873,0.48420694,0.06382979,0.39091992,0.46410733,0.8982627,0.4676636,0.78244007,0.44107094,0.43744904,0.50980264,0.6747073,0.40736383,0.33867842,0.50432783,0.38347927,0.77223617,0.5145064,0.87896603,0.49273303,0.6108769,0.31751832,0.4010631,0.5011772,0.6376849,DJ02,3,-0.5,2.25,Regular,Negativo
0.47463152,0.4676018,0.021582734,0.050060425,0.53266716,0.64272094,0.35078368,0.56406665,0.49846247,0.47041014,0.46728125,0.7697135,0.09926423,0.05755396,0.59653276,0.51688933,0.6453401,0.57315946,0.3128815,0.33560455,0.41291505,0.8066687,0.66629386,0.5480752,0.48449802,0.40538657,0.49261057,0.70001996,0.29103127,0.2714829,0.6637975,0.45395714,0.5767039,0.2163002,0.07913669,0.44950992,0.41007194,0.47973022,0.49116656,0.7004035,0.6447934,0.6124106,0.42743304,0.45429456,0.29913592,0.35971224,0.590695,0.5334108,0.49041966,0.4893717,0.53937006,0.44044188,0.3834469,0.46058944,0.67973614,0.3193502,0.5937407,0.5282661,0.6187018,0.0089468835,0.54197884,0.4757396,0.47071224,0.24034669,0.254363,0.51482606,0.29342663,0.46059108,0.59267443,0.188172,0.3622116,0.59860927,0.5194437,0.3641466,0.23508576,0.48965192,0.48360786,0.07194245,0.3850975,0.45261475,0.90405786,0.46570984,0.76532316,0.34160966,0.43639737,0.51935434,0.61356896,0.46106544,0.45726234,0.51797694,0.4032843,0.795312,0.4487542,0.8410739,0.4920285,0.5932205,0.39520797,0.52656883,0.58275104,0.60659003,DJ02,3,-0.5,2.25,Regular,Negativo
