HRV_LFHF-D-HRV_MSE,Gamma_F3-D-Gamma_C4,HRV_HF-D-vlf,bpm-D-vlf,HRV_RMSSD-D-HRV_MSE,HRV_PAS-D-HRV_MSE,hf-D-vlf,Fatigue-M-Engagement,lf-D-vlf,Gamma_FP1-D-Gamma_F4,p_total-D-lf,Alpha_FP1-D-Fatigue,HRV_VHF-D-vlf,Theta_FP1-D-Fatigue,Alpha_FP1-M-Engagement,Alpha_FP1-D-Engagement,breathingrate-D-HRV_MSE,Gamma_F3-D-Theta_FP1,p_total-D-HRV_LF,hf-D-lf,Alpha_FP1-M-Theta_FP1,Gamma_FP1-D-Alpha_FP1,Alpha_FP1-M-Gamma_F4,sad,HRV_PIP-D-HRV_PSS,Fatigue-D-Load,Alpha_FP1-D-Theta_FP1,Load,sdnn-D-HRV_MSE,HRV_HFn-D-HRV_MSE,p_total-D-hf,HRV_DFA-D-HRV_MSE,bpm-D-hf,HRV_HF-D-lf,Gamma_C4,HRV_S-D-hf,HRV_CSI-D-HRV_MSE,hr_mad-D-p_total,HRV_S-D-p_total,HRV_LFHF-D-hf,Fatigue-D-Theta_FP1,Load-D-Gamma_F4,HRV_LnHF-D-HRV_MSE,Fatigue-D-Alpha_FP1,LowBeta_FP1-D-LowBeta_F3,Alpha_FP1,HighBeta_C4,hr_mad-D-hf,Fatigue-D-Gamma_F4,HRV_LF-D-lf,HRV_TINN-D-hf,Gamma_C4-M-Fatigue,Gamma_F4-M-Engagement,Fatigue,bpm-D-lf,Alpha_FP1-M-Gamma_F3,bpm-D-HRV_MSE,Alpha_FP1-D-Gamma_FP1,HRV_TINN-D-lf,Gamma_F4-D-Theta_FP1,vlf-D-lf,HRV_LFHF-D-p_total,HRV_HF-D-hf,Theta_FP1,HRV_LFHF-D-lf,HRV_TINN-D-p_total,vlf-L,neutral,Gamma_F3,vlf-D-HRV_HF,Gamma_C3-D-Gamma_C4,angry,LowBeta_C3,Gamma_PZ-D-Fatigue,vlf-M-HRV_LFHF,HRV_LF-D-HRV_MSE,p_total-D-HRV_VHF,happy,Gamma_F4-D-Alpha_FP1,p_total-D-hr_mad,Engagement-D-Gamma_F4,HRV_VHF-D-HRV_MSE,Gamma_F4-D-Gamma_F3,Gamma_C3-D-LowBeta_C3,HRV_SampEn-D-HRV_MSE,HRV_LF-D-hf,HRV_LF-D-p_total,Theta_FP1-D-Gamma_F4,LowBeta_FP2-D-HighBeta_FP1,Gamma_F4-D-Gamma_FP2,Alpha_FP1-D-Alpha_F3,LowBeta_C4-D-HighBeta_C4,Gamma_C3,Gamma_F3-D-Alpha_FP2,Alpha_FP1-D-Gamma_C4,p_total-D-HRV_RMSSD,Gamma_F3-D-LowBeta_FP1,LowBeta_C4,Gamma_C3-M-Gamma_C4,Gamma_F4-D-Engagement,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.46320274,0.42599842,0.38086447,0.36661425,0.46320522,0.46320522,0.38026208,0.2681799,0.4101698,0.4573763,0.46320564,0.19334215,0.42379105,0.5791636,0.19380684,0.3221224,0.46320617,0.5492143,0.46289062,0.46320614,0.39323512,0.20219004,0.55179554,0.041666668,0.49340177,0.6142425,0.80516136,0.33990794,0.4632057,0.4632059,0.44787487,0.46320587,0.46320614,0.44999292,0.53684366,0.46320614,0.46320578,0.46320614,0.46320614,0.46320614,0.6505735,0.64677,0.5367946,0.7984637,0.287202,0.19799861,0.15089756,0.46320614,0.71152323,0.4499641,0.46320614,0.7858274,0.58371234,0.17868473,0.44749612,0.55380243,0.46320596,0.8404409,0.44921947,0.45938563,0.45842367,0.46320614,0.46320614,0.64602685,0.4546065,0.46320614,0.5591502,0.7916667,0.5797086,0.45122778,0.42226407,0.041666668,0.598859,0.2542339,0.45269278,0.46320596,0.4508766,0.041666668,0.29200417,0.46280155,0.22951972,0.46320632,0.38847288,0.43872604,0.4632062,0.46320614,0.46320614,0.36995313,0.43833306,0.6400272,0.24827057,0.20058896,0.58540034,0.17417349,0.78992707,0.46306765,0.43710363,0.27952334,0.40245318,0.705683,DJ03,3,0.3,2.75,Regular,Positivo
0.46320266,0.45668277,0.38086447,0.36661425,0.4632054,0.4632057,0.38026208,0.26531684,0.4101698,0.5513189,0.46320564,0.18283188,0.42379105,0.5778494,0.18977913,0.3132075,0.46320552,0.57269573,0.46289074,0.46320614,0.3935959,0.23276626,0.54722434,0.015625,0.57428724,0.61554885,0.81296664,0.33967477,0.4632058,0.4632062,0.4478322,0.4632059,0.46320614,0.44999292,0.5821728,0.46320614,0.46320596,0.46320614,0.46320614,0.46320614,0.6523013,0.6467319,0.5367945,0.7992639,0.33263648,0.19216527,0.24944867,0.46320614,0.7107688,0.4499641,0.46320614,0.7907179,0.588158,0.17687257,0.44749612,0.5728783,0.4632062,0.71721226,0.44921947,0.45603034,0.4584244,0.46320614,0.46320614,0.6463184,0.4546065,0.46320614,0.56248546,0.640625,0.55902594,0.4512278,0.4353114,0.015625,0.5976968,0.2520073,0.45269278,0.46320584,0.4508768,0.296875,0.29005894,0.46280158,0.21778433,0.46320614,0.3715673,0.43641844,0.46320608,0.46320614,0.46320614,0.37046626,0.40959165,0.52284914,0.2754682,0.36398563,0.5871264,0.18271357,0.81322056,0.4630676,0.4567673,0.31374884,0.3857753,0.7084792,DJ03,3,0.3,2.75,Regular,Positivo
0.4632028,0.5032236,0.38086447,0.36661425,0.46320567,0.46320546,0.38026208,0.25981426,0.4101698,0.7285918,0.46320564,0.1708638,0.42379105,0.57871586,0.1924004,0.31785274,0.4632062,0.66383755,0.4628909,0.46320614,0.3880192,0.32306752,0.5552834,0.5,0.42827645,0.6152164,0.8283202,0.33922237,0.46320602,0.4632063,0.44783553,0.46320626,0.46320614,0.44999292,0.49670172,0.46320614,0.46320602,0.46320614,0.46320614,0.46320614,0.6511665,0.6474784,0.536794,0.8001567,0.30047703,0.19550203,0.05351046,0.46320614,0.7194266,0.4499641,0.46320614,0.78840184,0.5833447,0.17287724,0.44749612,0.6277605,0.4632061,0.52049816,0.44921947,0.47310805,0.45843306,0.46320614,0.46320614,0.6479086,0.4546065,0.46320614,0.60077614,0.41304347,0.48302063,0.45122796,0.41007856,0.02173913,0.59740883,0.2342537,0.45269284,0.46320552,0.45087698,0.02173913,0.29193786,0.46280143,0.23264849,0.46320593,0.34288138,0.4379117,0.46320593,0.46320614,0.46320614,0.36801594,0.28657767,0.5602148,0.24926217,0.06308145,0.5857508,0.23630169,0.7771592,0.46306735,0.5489593,0.20885892,0.41542596,0.7049318,DJ03,3,0.3,2.75,Regular,Positivo
0.4632025,0.6666985,0.38086447,0.36661425,0.46320534,0.46320564,0.38026208,0.26280582,0.4101698,0.9481669,0.46320564,0.17452073,0.42379105,0.5770708,0.18742199,0.31038386,0.46320578,0.7765976,0.46289027,0.46320614,0.39273286,0.5423202,0.5396982,0.5,0.61876726,0.61525625,0.81991756,0.33946905,0.4632056,0.46320605,0.44779104,0.46320564,0.46320614,0.44999292,0.5760762,0.46320614,0.46320564,0.46320614,0.46320614,0.46320614,0.65330684,0.6466582,0.53679496,0.7998858,0.3431011,0.18970235,0.14919221,0.46320614,0.709981,0.4499641,0.46320614,0.7918951,0.5921773,0.1750215,0.44749612,0.7350038,0.46320593,0.37572575,0.44921947,0.45352632,0.45842507,0.46320614,0.46320614,0.6467698,0.4546065,0.46320614,0.53447986,0.41304347,0.33555645,0.45122775,0.43327683,0.02173913,0.59614223,0.24692391,0.45269275,0.4632065,0.4508763,0.02173913,0.28848594,0.46280137,0.20410551,0.46320662,0.29922712,0.4360068,0.4632062,0.46320614,0.46320614,0.37086037,0.2689094,0.3241885,0.2731037,0.27757165,0.587102,0.33979592,0.81321514,0.46306732,0.7078227,0.23310493,0.38782382,0.71170276,DJ03,3,0.3,2.75,Regular,Positivo
0.46320266,0.82286584,0.38086447,0.36661425,0.46320552,0.46320537,0.38026208,0.2746675,0.4101698,0.98080486,0.46320564,0.17844199,0.42379105,0.5666481,0.15825407,0.2655836,0.46320608,0.831437,0.4628904,0.46320614,0.41968676,0.6559849,0.5891617,0.8913044,0.34516016,0.615474,0.7879757,0.34043086,0.46320584,0.46320593,0.44777384,0.4632053,0.46320614,0.44999292,0.6133867,0.46320614,0.46320555,0.46320614,0.46320614,0.46320614,0.6656003,0.64630747,0.536795,0.79959345,0.24738395,0.15611029,0.41221067,0.46320614,0.7058459,0.4499641,0.46320614,0.78739494,0.5834206,0.18359002,0.44749612,0.86033285,0.46320578,0.3431451,0.44921947,0.43271926,0.45842475,0.46320614,0.46320614,0.6410896,0.4546065,0.46320614,0.5517692,0.02173913,0.18682198,0.45122775,0.82185614,0.02173913,0.02679642,0.17879751,0.45269278,0.4632067,0.45087665,0.02173913,0.28749493,0.46280146,0.23296681,0.46320623,0.27920458,0.586788,0.463206,0.46320614,0.46320614,0.37456158,0.20811798,0.22581138,0.39107224,0.42370096,0.18785463,0.44670323,0.85923076,0.4630675,0.8058774,0.45348382,0.762595,0.7048552,DJ03,3,0.3,2.75,Regular,Positivo
0.46320724,0.8787667,0.38086447,0.36661425,0.46320692,0.46320543,0.38026208,0.2748729,0.4101698,0.9819103,0.46320564,0.1669929,0.42379105,0.5613073,0.14483413,0.26072705,0.4632058,0.87463975,0.46289036,0.46320614,0.42573377,0.7454654,0.67016506,0.7916667,0.13658787,0.6081861,0.78744334,0.34044728,0.4632063,0.46320543,0.4477747,0.4632061,0.46320614,0.44999292,0.60520416,0.46320614,0.46320596,0.46320614,0.46320614,0.46320614,0.67116004,0.6480529,0.53679353,0.80044186,0.14980881,0.14672606,0.39739844,0.46320614,0.7273672,0.4499641,0.46320614,0.78783005,0.5497288,0.18229195,0.44749612,0.90778625,0.4632061,0.32336575,0.44921947,0.46184456,0.45842388,0.46320614,0.46320614,0.64017814,0.4546065,0.46320614,0.50729126,0.041666668,0.12453298,0.4512278,0.8948837,0.041666668,0.0064227083,0.13801669,0.4526928,0.46320635,0.45088103,0.041666668,0.2952568,0.4628013,0.31856918,0.46320564,0.28056306,0.6180286,0.46320617,0.46320614,0.46320614,0.36958745,0.17008322,0.1953392,0.46603718,0.40237048,0.10598317,0.48802504,0.8650311,0.4630671,0.8654442,0.45016965,0.8596496,0.6828376,DJ03,3,0.3,2.75,Regular,Positivo
0.46320558,0.40198475,0.903296,0.8881282,0.463207,0.46320617,0.85241574,0.743685,0.69871354,0.3337186,0.46320564,0.5588387,0.83679926,0.57862216,0.19358985,0.12892061,0.4632073,0.31606355,0.46289036,0.46320614,0.82171375,0.18137993,0.8941956,0.296875,0.16984032,0.7083962,0.40511996,0.37372255,0.4632074,0.46320623,0.4477627,0.46320635,0.46320614,0.44999292,0.3483872,0.46320614,0.46320653,0.46320614,0.46320614,0.46320614,0.65129,0.63484955,0.53679353,0.70996386,0.24510315,0.121525094,0.29278126,0.46320614,0.49958503,0.4499641,0.46320614,0.25928855,0.481244,0.7229095,0.44749612,0.6138774,0.46320638,0.9326783,0.44921947,0.33516034,0.45842114,0.46320614,0.46320614,0.51490206,0.4546065,0.46320614,0.22016512,0.359375,0.5626481,0.45122772,0.37609047,0.015625,0.6542991,0.66236687,0.45269272,0.46320748,0.45087683,0.296875,0.32533053,0.46280143,0.62295026,0.4632062,0.5530966,0.4622107,0.46320698,0.46320614,0.46320614,0.41895482,0.19609417,0.9358328,0.23477393,0.105741106,0.5798721,0.1617608,0.8043479,0.46306726,0.46196562,0.56855154,0.47398466,0.5226264,DJ03,3,0.3,2.75,Regular,Positivo
0.46320277,0.43712625,0.38086447,0.36661425,0.46320564,0.4632057,0.38026208,0.25658268,0.4101698,0.43964362,0.46320564,0.15893307,0.42379105,0.5773124,0.18812571,0.28694582,0.46320567,0.5502677,0.4628903,0.46320614,0.39153758,0.19810416,0.59073013,0.041666668,0.19705246,0.6260971,0.8375339,0.3389539,0.46320596,0.46320662,0.44782394,0.46320587,0.46320614,0.44999292,0.6380306,0.46320614,0.46320617,0.46320614,0.46320614,0.46320614,0.65299624,0.6483141,0.5367945,0.8010307,0.30917627,0.18104486,0.6413608,0.46320614,0.72669464,0.4499641,0.46320614,0.7984668,0.5766246,0.172386,0.44749612,0.5506706,0.46320638,0.8589348,0.44921947,0.48595977,0.45842332,0.46320614,0.46320614,0.6477505,0.4546065,0.46320614,0.50630265,0.041666668,0.59420305,0.45122775,0.47956598,0.041666668,0.57289296,0.18776411,0.45269275,0.4632065,0.45087636,0.7916667,0.2935113,0.46280143,0.27656844,0.46320653,0.41226733,0.45619124,0.46320584,0.46320614,0.46320614,0.36640543,0.4542101,0.43244302,0.33030778,0.6581794,0.5634328,0.15444586,0.84579486,0.46306726,0.42403334,0.5561017,0.38749543,0.6940509,DJ03,3,0.3,2.75,Regular,Positivo
0.46320257,0.9976223,0.38086447,0.36661425,0.46320546,0.46320632,0.38026208,0.29135624,0.4101698,0.50006014,0.46320564,0.21783681,0.42379105,0.5678645,0.16150777,0.2899478,0.4632062,0.9939968,0.46289027,0.46320614,0.42732397,0.22919741,0.64785,0.45238096,0.61059785,0.6068905,0.74714833,0.34174395,0.46320558,0.46320683,0.44778383,0.4632062,0.46320614,0.44999292,0.60708696,0.46320614,0.46320632,0.46320614,0.46320614,0.46320614,0.66426903,0.6469461,0.536794,0.7965263,0.8989519,0.16694844,0.63474065,0.46320614,0.71527106,0.4499641,0.46320614,0.7784713,0.55006784,0.19375181,0.44749612,0.9962076,0.46320668,0.72981775,0.44921947,0.4487646,0.458431,0.46320614,0.46320614,0.63781196,0.4546065,0.46320614,0.5143945,0.45238096,0.0022206348,0.45122775,0.9968518,0.023809524,0.5637688,0.030630998,0.45269275,0.4632057,0.45087627,0.023809524,0.29775962,0.4628013,0.31493843,0.4632062,0.24310346,0.99869525,0.46320575,0.46320614,0.46320614,0.37163758,0.5924131,0.36003014,0.54337484,0.6934366,0.0027005863,0.9441346,0.8467869,0.46306708,0.99783343,0.52815866,0.99510115,0.6838464,DJ03,3,0.3,2.75,Regular,Positivo
0.46320295,0.4391017,0.38086447,0.36661425,0.4632053,0.46320593,0.38026208,0.251058,0.4101698,0.437654,0.46320564,0.14503379,0.42379105,0.577698,0.18926892,0.3250829,0.46320647,0.57672226,0.4628905,0.46320614,0.38095343,0.19676119,0.56160706,0.7916667,0.4993062,0.6100283,0.8535684,0.33849007,0.46320575,0.46320626,0.44779485,0.46320647,0.46320614,0.44999292,0.6405845,0.46320614,0.46320635,0.46320614,0.46320614,0.46320614,0.6524978,0.64836484,0.53679407,0.8020334,0.2811766,0.19652364,0.6210428,0.46320614,0.7304308,0.4499641,0.46320614,0.804003,0.5784816,0.16585119,0.44749612,0.5440731,0.46320647,0.86504394,0.44921947,0.49543604,0.45842472,0.46320614,0.46320614,0.6501655,0.4546065,0.46320614,0.52254796,0.041666668,0.5929724,0.45122778,0.45380005,0.041666668,0.6147698,0.18906502,0.45269275,0.46320578,0.45087644,0.041666668,0.29307598,0.4628015,0.23747426,0.46320626,0.40238658,0.43780926,0.463206,0.46320614,0.46320614,0.36532456,0.40664998,0.45455518,0.31627387,0.5419474,0.5901746,0.15907972,0.8327366,0.46306735,0.4270589,0.5973677,0.36342996,0.7037679,DJ03,3,0.3,2.75,Regular,Positivo
0.4632031,0.43049335,0.38086447,0.36661425,0.46320534,0.46320602,0.38026208,0.25264388,0.4101698,0.43659654,0.46320564,0.15643868,0.42379105,0.5806534,0.19838609,0.3216076,0.4632065,0.57713526,0.46289033,0.46320614,0.38069946,0.18843175,0.51597166,0.34545454,0.6762735,0.61743426,0.8489334,0.33862388,0.46320564,0.4632062,0.44793135,0.46320623,0.46320614,0.44999292,0.601104,0.46320614,0.46320623,0.46320614,0.46320614,0.46320614,0.64856726,0.6470636,0.5367942,0.8012117,0.24305798,0.200451,0.5179032,0.46320614,0.7141579,0.4499641,0.46320614,0.7995543,0.5996138,0.1681252,0.44749612,0.54370874,0.46320647,0.90263295,0.44921947,0.46646038,0.45843148,0.46320614,0.46320614,0.65000856,0.4546065,0.46320614,0.5842871,0.25454545,0.59107316,0.45122784,0.43794855,0.34545454,0.61261034,0.20253477,0.45269284,0.46320605,0.45087633,0.018181818,0.28741542,0.46280134,0.18376659,0.46320644,0.37781584,0.43596533,0.4632056,0.46320614,0.46320614,0.36892366,0.3616618,0.64216125,0.24378958,0.38775423,0.5912243,0.1701521,0.8128474,0.46306726,0.43153995,0.5767282,0.37574145,0.7164476,DJ03,3,0.3,2.75,Regular,Positivo
0.46320328,0.4192811,0.38086447,0.36661425,0.4632052,0.4632063,0.38026208,0.2463329,0.4101698,0.4256688,0.46320564,0.13500322,0.42379105,0.5789834,0.19317189,0.32888526,0.46320674,0.5970034,0.4628904,0.46320614,0.37598768,0.1967448,0.57731104,0.42857143,0.88629264,0.61088884,0.86749613,0.33808824,0.46320534,0.4632062,0.4478831,0.4632067,0.46320614,0.44999292,0.5489195,0.46320614,0.46320626,0.46320614,0.46320614,0.46320614,0.6508126,0.64916843,0.5367936,0.80275005,0.2589048,0.20030232,0.24381341,0.46320614,0.7390502,0.4499641,0.46320614,0.80120325,0.5702103,0.16267762,0.44749612,0.54472476,0.4632065,0.86511856,0.44921947,0.52129376,0.4584326,0.46320614,0.46320614,0.6515859,0.4546065,0.46320614,0.54829204,0.11111111,0.58987045,0.45122787,0.42258278,0.2936508,0.60701054,0.173006,0.45269278,0.46320546,0.45087644,0.15079366,0.2962656,0.46280122,0.26478884,0.4632059,0.4105422,0.4367372,0.46320572,0.46320614,0.46320614,0.3627496,0.38415962,0.5289193,0.2760904,0.20298773,0.5891604,0.16535288,0.7923221,0.4630671,0.4312115,0.40679958,0.39482838,0.6970397,DJ03,3,0.3,2.75,Regular,Positivo
0.46320435,0.4237929,0.38086447,0.36661425,0.46320656,0.46320882,0.38026208,0.24727695,0.4101698,0.43142918,0.46320564,0.14090183,0.42379105,0.58038616,0.19752768,0.33335534,0.46320674,0.59697145,0.46289092,0.46320614,0.37520668,0.19121076,0.5323041,0.296875,0.8697754,0.611731,0.8647019,0.33816892,0.4632068,0.46320695,0.44780642,0.4632079,0.46320614,0.44999292,0.5693009,0.46320614,0.46320727,0.46320614,0.46320614,0.46320614,0.648931,0.64809364,0.5367927,0.8023292,0.23939815,0.20462273,0.17286207,0.46320614,0.7270836,0.4499641,0.46320614,0.801686,0.5893765,0.16346079,0.44749612,0.54257,0.46320754,0.8902209,0.44921947,0.49248853,0.45843133,0.46320614,0.46320614,0.6515978,0.4546065,0.46320614,0.59986055,0.359375,0.5900218,0.451228,0.4270272,0.015625,0.60449845,0.1876757,0.4526929,0.46320614,0.45087683,0.015625,0.29064927,0.46280187,0.20628923,0.46320644,0.38761047,0.4334679,0.46320572,0.46320614,0.46320614,0.36565188,0.38088363,0.63903135,0.24350707,0.11981189,0.5913748,0.17095545,0.7961033,0.46306747,0.4321683,0.38726053,0.38605165,0.7111903,DJ03,3,0.3,2.75,Regular,Positivo
0.46320394,0.43631834,0.38086447,0.36661425,0.46320584,0.4632067,0.38026208,0.25419834,0.4101698,0.44362643,0.46320564,0.16153383,0.42379105,0.58099496,0.19946691,0.32943726,0.46320602,0.5778487,0.46289057,0.46320614,0.38048095,0.19059087,0.51047146,0.45238096,0.5853428,0.61468774,0.8444143,0.3387545,0.4632061,0.4632064,0.44785362,0.46320656,0.46320614,0.44999292,0.6153369,0.46320614,0.4632065,0.46320614,0.46320614,0.46320614,0.6481,0.6468339,0.5367937,0.80084133,0.23268461,0.20419024,0.40327224,0.46320614,0.7121445,0.4499641,0.46320614,0.7999099,0.60008776,0.16879383,0.44749612,0.54364127,0.46320656,0.8930068,0.44921947,0.46345502,0.4584324,0.46320614,0.46320614,0.6498522,0.4546065,0.46320614,0.6122143,0.45238096,0.5889076,0.45122796,0.44338724,0.023809524,0.6048116,0.2184287,0.45269296,0.4632064,0.45087686,0.023809524,0.28738803,0.46280167,0.17712405,0.4632062,0.37492514,0.4340886,0.46320578,0.46320614,0.46320614,0.3693526,0.35013652,0.6921852,0.22790112,0.3886608,0.5909131,0.17406571,0.8151398,0.4630675,0.43374562,0.46366593,0.3712924,0.7179904,DJ03,3,0.3,2.75,Regular,Positivo
0.46320274,0.42599842,0.38086447,0.36661425,0.46320522,0.46320522,0.38026208,0.2681799,0.4101698,0.4573763,0.46320564,0.19334215,0.42379105,0.5791636,0.19380684,0.3221224,0.46320617,0.5492143,0.46289062,0.46320614,0.39323512,0.20219004,0.55179554,0.02173913,0.49340177,0.6142425,0.80516136,0.33990794,0.4632057,0.4632059,0.44787487,0.46320587,0.46320614,0.44999292,0.53684366,0.46320614,0.46320578,0.46320614,0.46320614,0.46320614,0.6505735,0.64677,0.5367946,0.7984637,0.287202,0.19799861,0.15089756,0.46320614,0.71152323,0.4499641,0.46320614,0.7858274,0.58371234,0.17868473,0.44749612,0.55380243,0.46320596,0.8404409,0.44921947,0.45938563,0.45842367,0.46320614,0.46320614,0.64602685,0.4546065,0.46320614,0.5591502,0.5,0.5797086,0.45122778,0.42226407,0.41304347,0.598859,0.2542339,0.45269278,0.46320596,0.4508766,0.02173913,0.29200417,0.46280155,0.22951972,0.46320632,0.38847288,0.43872604,0.4632062,0.46320614,0.46320614,0.36995313,0.43833306,0.6400272,0.24827057,0.20058896,0.58540034,0.17417349,0.78992707,0.46306765,0.43710363,0.27952334,0.40245318,0.705683,DJ03,3,0.3,2.75,Regular,Positivo
0.46320266,0.45668277,0.38086447,0.36661425,0.4632054,0.4632057,0.38026208,0.26531684,0.4101698,0.5513189,0.46320564,0.18283188,0.42379105,0.5778494,0.18977913,0.3132075,0.46320552,0.57269573,0.46289074,0.46320614,0.3935959,0.23276626,0.54722434,0.016666668,0.57428724,0.61554885,0.81296664,0.33967477,0.4632058,0.4632062,0.4478322,0.4632059,0.46320614,0.44999292,0.5821728,0.46320614,0.46320596,0.46320614,0.46320614,0.46320614,0.6523013,0.6467319,0.5367945,0.7992639,0.33263648,0.19216527,0.24944867,0.46320614,0.7107688,0.4499641,0.46320614,0.7907179,0.588158,0.17687257,0.44749612,0.5728783,0.4632062,0.71721226,0.44921947,0.45603034,0.4584244,0.46320614,0.46320614,0.6463184,0.4546065,0.46320614,0.56248546,0.31666666,0.55902594,0.4512278,0.4353114,0.31666666,0.5976968,0.2520073,0.45269278,0.46320584,0.4508768,0.31666666,0.29005894,0.46280158,0.21778433,0.46320614,0.3715673,0.43641844,0.46320608,0.46320614,0.46320614,0.37046626,0.40959165,0.52284914,0.2754682,0.36398563,0.5871264,0.18271357,0.81322056,0.4630676,0.4567673,0.31374884,0.3857753,0.7084792,DJ03,3,0.3,2.75,Regular,Positivo
0.4632028,0.5032236,0.38086447,0.36661425,0.46320567,0.46320546,0.38026208,0.25981426,0.4101698,0.7285918,0.46320564,0.1708638,0.42379105,0.57871586,0.1924004,0.31785274,0.4632062,0.66383755,0.4628909,0.46320614,0.3880192,0.32306752,0.5552834,0.041666668,0.42827645,0.6152164,0.8283202,0.33922237,0.46320602,0.4632063,0.44783553,0.46320626,0.46320614,0.44999292,0.49670172,0.46320614,0.46320602,0.46320614,0.46320614,0.46320614,0.6511665,0.6474784,0.536794,0.8001567,0.30047703,0.19550203,0.05351046,0.46320614,0.7194266,0.4499641,0.46320614,0.78840184,0.5833447,0.17287724,0.44749612,0.6277605,0.4632061,0.52049816,0.44921947,0.47310805,0.45843306,0.46320614,0.46320614,0.6479086,0.4546065,0.46320614,0.60077614,0.7916667,0.48302063,0.45122796,0.41007856,0.041666668,0.59740883,0.2342537,0.45269284,0.46320552,0.45087698,0.041666668,0.29193786,0.46280143,0.23264849,0.46320593,0.34288138,0.4379117,0.46320593,0.46320614,0.46320614,0.36801594,0.28657767,0.5602148,0.24926217,0.06308145,0.5857508,0.23630169,0.7771592,0.46306735,0.5489593,0.20885892,0.41542596,0.7049318,DJ03,3,0.3,2.75,Regular,Positivo
0.4632025,0.6666985,0.38086447,0.36661425,0.46320534,0.46320564,0.38026208,0.26280582,0.4101698,0.9481669,0.46320564,0.17452073,0.42379105,0.5770708,0.18742199,0.31038386,0.46320578,0.7765976,0.46289027,0.46320614,0.39273286,0.5423202,0.5396982,0.34545454,0.61876726,0.61525625,0.81991756,0.33946905,0.4632056,0.46320605,0.44779104,0.46320564,0.46320614,0.44999292,0.5760762,0.46320614,0.46320564,0.46320614,0.46320614,0.46320614,0.65330684,0.6466582,0.53679496,0.7998858,0.3431011,0.18970235,0.14919221,0.46320614,0.709981,0.4499641,0.46320614,0.7918951,0.5921773,0.1750215,0.44749612,0.7350038,0.46320593,0.37572575,0.44921947,0.45352632,0.45842507,0.46320614,0.46320614,0.6467698,0.4546065,0.46320614,0.53447986,0.25454545,0.33555645,0.45122775,0.43327683,0.018181818,0.59614223,0.24692391,0.45269275,0.4632065,0.4508763,0.34545454,0.28848594,0.46280137,0.20410551,0.46320662,0.29922712,0.4360068,0.4632062,0.46320614,0.46320614,0.37086037,0.2689094,0.3241885,0.2731037,0.27757165,0.587102,0.33979592,0.81321514,0.46306732,0.7078227,0.23310493,0.38782382,0.71170276,DJ03,3,0.3,2.75,Regular,Positivo
0.46320266,0.82286584,0.38086447,0.36661425,0.46320552,0.46320537,0.38026208,0.2746675,0.4101698,0.98080486,0.46320564,0.17844199,0.42379105,0.5666481,0.15825407,0.2655836,0.46320608,0.831437,0.4628904,0.46320614,0.41968676,0.6559849,0.5891617,0.34545454,0.34516016,0.615474,0.7879757,0.34043086,0.46320584,0.46320593,0.44777384,0.4632053,0.46320614,0.44999292,0.6133867,0.46320614,0.46320555,0.46320614,0.46320614,0.46320614,0.6656003,0.64630747,0.536795,0.79959345,0.24738395,0.15611029,0.41221067,0.46320614,0.7058459,0.4499641,0.46320614,0.78739494,0.5834206,0.18359002,0.44749612,0.86033285,0.46320578,0.3431451,0.44921947,0.43271926,0.45842475,0.46320614,0.46320614,0.6410896,0.4546065,0.46320614,0.5517692,0.34545454,0.18682198,0.45122775,0.82185614,0.25454545,0.02679642,0.17879751,0.45269278,0.4632067,0.45087665,0.018181818,0.28749493,0.46280146,0.23296681,0.46320623,0.27920458,0.586788,0.463206,0.46320614,0.46320614,0.37456158,0.20811798,0.22581138,0.39107224,0.42370096,0.18785463,0.44670323,0.85923076,0.4630675,0.8058774,0.45348382,0.762595,0.7048552,DJ03,3,0.3,2.75,Regular,Positivo
0.46320724,0.8787667,0.38086447,0.36661425,0.46320692,0.46320543,0.38026208,0.2748729,0.4101698,0.9819103,0.46320564,0.1669929,0.42379105,0.5613073,0.14483413,0.26072705,0.4632058,0.87463975,0.46289036,0.46320614,0.42573377,0.7454654,0.67016506,0.5,0.13658787,0.6081861,0.78744334,0.34044728,0.4632063,0.46320543,0.4477747,0.4632061,0.46320614,0.44999292,0.60520416,0.46320614,0.46320596,0.46320614,0.46320614,0.46320614,0.67116004,0.6480529,0.53679353,0.80044186,0.14980881,0.14672606,0.39739844,0.46320614,0.7273672,0.4499641,0.46320614,0.78783005,0.5497288,0.18229195,0.44749612,0.90778625,0.4632061,0.32336575,0.44921947,0.46184456,0.45842388,0.46320614,0.46320614,0.64017814,0.4546065,0.46320614,0.50729126,0.02173913,0.12453298,0.4512278,0.8948837,0.02173913,0.0064227083,0.13801669,0.4526928,0.46320635,0.45088103,0.02173913,0.2952568,0.4628013,0.31856918,0.46320564,0.28056306,0.6180286,0.46320617,0.46320614,0.46320614,0.36958745,0.17008322,0.1953392,0.46603718,0.40237048,0.10598317,0.48802504,0.8650311,0.4630671,0.8654442,0.45016965,0.8596496,0.6828376,DJ03,3,0.3,2.75,Regular,Positivo
