HRV_LFHF-D-HRV_MSE,Gamma_F3-D-Gamma_C4,HRV_HF-D-vlf,bpm-D-vlf,HRV_RMSSD-D-HRV_MSE,HRV_PAS-D-HRV_MSE,hf-D-vlf,Fatigue-M-Engagement,lf-D-vlf,Gamma_FP1-D-Gamma_F4,p_total-D-lf,Alpha_FP1-D-Fatigue,HRV_VHF-D-vlf,Theta_FP1-D-Fatigue,Alpha_FP1-M-Engagement,Alpha_FP1-D-Engagement,breathingrate-D-HRV_MSE,Gamma_F3-D-Theta_FP1,p_total-D-HRV_LF,hf-D-lf,Alpha_FP1-M-Theta_FP1,Gamma_FP1-D-Alpha_FP1,Alpha_FP1-M-Gamma_F4,sad,HRV_PIP-D-HRV_PSS,Fatigue-D-Load,Alpha_FP1-D-Theta_FP1,Load,sdnn-D-HRV_MSE,HRV_HFn-D-HRV_MSE,p_total-D-hf,HRV_DFA-D-HRV_MSE,bpm-D-hf,HRV_HF-D-lf,Gamma_C4,HRV_S-D-hf,HRV_CSI-D-HRV_MSE,hr_mad-D-p_total,HRV_S-D-p_total,HRV_LFHF-D-hf,Fatigue-D-Theta_FP1,Load-D-Gamma_F4,HRV_LnHF-D-HRV_MSE,Fatigue-D-Alpha_FP1,LowBeta_FP1-D-LowBeta_F3,Alpha_FP1,HighBeta_C4,hr_mad-D-hf,Fatigue-D-Gamma_F4,HRV_LF-D-lf,HRV_TINN-D-hf,Gamma_C4-M-Fatigue,Gamma_F4-M-Engagement,Fatigue,bpm-D-lf,Alpha_FP1-M-Gamma_F3,bpm-D-HRV_MSE,Alpha_FP1-D-Gamma_FP1,HRV_TINN-D-lf,Gamma_F4-D-Theta_FP1,vlf-D-lf,HRV_LFHF-D-p_total,HRV_HF-D-hf,Theta_FP1,HRV_LFHF-D-lf,HRV_TINN-D-p_total,vlf-L,neutral,Gamma_F3,vlf-D-HRV_HF,Gamma_C3-D-Gamma_C4,angry,LowBeta_C3,Gamma_PZ-D-Fatigue,vlf-M-HRV_LFHF,HRV_LF-D-HRV_MSE,p_total-D-HRV_VHF,happy,Gamma_F4-D-Alpha_FP1,p_total-D-hr_mad,Engagement-D-Gamma_F4,HRV_VHF-D-HRV_MSE,Gamma_F4-D-Gamma_F3,Gamma_C3-D-LowBeta_C3,HRV_SampEn-D-HRV_MSE,HRV_LF-D-hf,HRV_LF-D-p_total,Theta_FP1-D-Gamma_F4,LowBeta_FP2-D-HighBeta_FP1,Gamma_F4-D-Gamma_FP2,Alpha_FP1-D-Alpha_F3,LowBeta_C4-D-HighBeta_C4,Gamma_C3,Gamma_F3-D-Alpha_FP2,Alpha_FP1-D-Gamma_C4,p_total-D-HRV_RMSSD,Gamma_F3-D-LowBeta_FP1,LowBeta_C4,Gamma_C3-M-Gamma_C4,Gamma_F4-D-Engagement,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.4578401,0.44415691,0.43092325,0.42540294,0.4578442,0.45784563,0.42587924,0.34903777,0.43127015,0.45576182,0.45232394,0.68294406,0.44156405,0.19856606,0.7505049,0.29381028,0.45784277,0.28549173,0.45747977,0.39950302,0.80779505,0.39631233,0.23595466,0.006756757,0.7853932,0.18881388,0.2589972,0.81212944,0.45784432,0.45784476,0.44003218,0.45784417,0.3421205,0.3048839,0.65810627,0.42094648,0.4578439,0.17152971,0.4251839,0.31675214,0.72814584,0.14329642,0.5421559,0.30331573,0.47614387,0.7030472,0.74514836,0.20646961,0.13056329,0.25517043,0.4636925,0.4702455,0.70577306,0.64343804,0.31458822,0.3732119,0.45784363,0.4454464,0.4120833,0.2662917,0.45232946,0.30390224,0.31743294,0.18422982,0.40870753,0.4627775,0.5314197,0.8445946,0.5902889,0.44400066,0.45494998,0.006756757,0.6046521,0.6611235,0.44569835,0.45784256,0.44359815,0.12837838,0.3879549,0.45737743,0.62933815,0.45784226,0.3461859,0.43269092,0.45784217,0.24168384,0.22903164,0.8594455,0.6525849,0.5467084,0.37618357,0.4390173,0.5921429,0.66769063,0.3345231,0.45768282,0.4151013,0.7597236,0.3540188,0.49799317,DT03,2,0.8,3.75,Bueno,Positivo
0.45784068,0.4497931,0.81583434,0.95310044,0.45784342,0.4578436,0.98085904,0.35364848,0.9930916,0.4616313,0.45231742,0.68351567,0.6524137,0.19434586,0.75000703,0.32159778,0.4578436,0.2854827,0.45747966,0.39032188,0.8073901,0.4422282,0.2435112,0.296875,0.802566,0.18826744,0.25878483,0.8202951,0.4578437,0.457843,0.44001174,0.45784312,0.31108314,0.26534784,0.6677735,0.4782406,0.45784312,0.27066833,0.51870006,0.370615,0.72853374,0.16604078,0.5421565,0.29682103,0.4677219,0.7058591,0.76338977,0.2806567,0.16941752,0.25313842,0.54924613,0.47405583,0.70135146,0.6437931,0.28450245,0.3730859,0.45784262,0.4100609,0.44946736,0.26698682,0.45232373,0.39009273,0.2725157,0.18020129,0.42174518,0.589162,0.1597942,0.640625,0.58732265,0.44400048,0.4618859,0.015625,0.60863477,0.6636266,0.44569826,0.45784232,0.44359678,0.015625,0.40376267,0.45737666,0.64703405,0.4578423,0.35961854,0.4375248,0.45784223,0.24158798,0.23895621,0.8322303,0.60609376,0.3785301,0.40702888,0.44946018,0.5888588,0.65876186,0.3338608,0.4576828,0.41903663,0.7715557,0.35364604,0.46583167,DT03,2,0.8,3.75,Bueno,Positivo
0.45792443,0.4557242,0.43092325,0.42540294,0.457847,0.45784605,0.42587924,0.35355183,0.43127015,0.4630446,0.9971578,0.6829811,0.44156405,0.18979499,0.7493827,0.33327073,0.45784432,0.28569442,0.47028098,0.9916374,0.8061996,0.45910692,0.24699968,0.3898305,0.84448445,0.18796797,0.25878918,0.820127,0.45784405,0.45784146,0.9897128,0.45784375,0.25853017,0.23174047,0.6747036,0.4533683,0.45784494,0.10553982,0.14903124,0.9811137,0.7289493,0.17826755,0.54215103,0.30289802,0.49166232,0.7061463,0.7576916,0.17200571,0.19169825,0.39139882,0.44778073,0.48259774,0.6992956,0.6358472,0.4521322,0.37401646,0.45784432,0.3995674,0.9531647,0.2673268,0.99715775,0.21764691,0.22722359,0.18082768,0.99675226,0.16381836,0.9521673,0.5423729,0.58342594,0.903572,0.47258297,0.016949153,0.60080826,0.6644254,0.86413336,0.45784345,0.99534667,0.016949153,0.40982914,0.47381994,0.6524088,0.45784202,0.3635051,0.44431263,0.45784244,0.20481725,0.15262188,0.81925684,0.69533336,0.33938646,0.43485776,0.42256013,0.5809164,0.6496676,0.33522877,0.46329468,0.4209501,0.77814287,0.35815272,0.45494112,DT03,2,0.8,3.75,Bueno,Positivo
0.45783958,0.46294582,0.43092325,0.42540294,0.4578426,0.45784172,0.42587924,0.35070294,0.43127015,0.49063018,0.45233712,0.6753217,0.44156405,0.13668592,0.7409119,0.52410364,0.45784274,0.2871173,0.4574794,0.57246006,0.76177907,0.8255144,0.32265037,0.24675325,0.32623032,0.18399274,0.2589192,0.8151141,0.45784253,0.45784265,0.43999466,0.45784247,0.3205669,0.32850373,0.6637918,0.35757077,0.45784235,0.32544988,0.4381767,0.3339514,0.7336586,0.37016273,0.5421576,0.38052434,0.7126366,0.71661335,0.7280541,0.30164027,0.5331618,0.31888056,0.45118043,0.55579156,0.64805627,0.5205438,0.35681647,0.3730861,0.45784235,0.28829256,0.5201816,0.27541783,0.45232764,0.35281807,0.29996163,0.20341697,0.42743453,0.53260684,0.4948081,0.7012987,0.57303834,0.44400057,0.49445748,0.012987013,0.5949704,0.6100061,0.44569832,0.45784226,0.44359833,0.012987013,0.553948,0.45737654,0.71853805,0.4578421,0.49206117,0.4725716,0.45784244,0.2627611,0.27712527,0.60819215,0.6377616,0.15455796,0.8753975,0.39766076,0.5542368,0.5332245,0.32162464,0.45768282,0.4183928,0.76373523,0.38563272,0.26109767,DT03,2,0.8,3.75,Bueno,Positivo
0.45783895,0.46125174,0.43092325,0.42540294,0.4578424,0.45784223,0.42587924,0.34914884,0.43127015,0.47338924,0.45233026,0.67969203,0.44156405,0.17111221,0.74661416,0.39904797,0.45784262,0.28646305,0.45747885,0.43074858,0.7853379,0.57527626,0.26799712,0.3783784,0.45365205,0.18655351,0.25899193,0.81232977,0.45784238,0.45784298,0.44003654,0.45784232,0.5504593,0.7626743,0.6767938,0.66955805,0.4578424,0.43561035,0.62391436,0.37384698,0.7306296,0.25381547,0.542158,0.33838505,0.5335599,0.7094831,0.74044,0.45680386,0.32905242,0.5421422,0.48443007,0.5176479,0.6862317,0.5857483,0.5360055,0.37415317,0.45784244,0.34835172,0.4456479,0.26975134,0.452333,0.37060323,0.78216267,0.1942987,0.42726552,0.4733298,0.5072647,0.5135135,0.57858443,0.4440005,0.48512027,0.027027028,0.6023078,0.6477379,0.4456983,0.45784253,0.44359502,0.027027028,0.4494352,0.4573764,0.67984086,0.4578428,0.39869642,0.4579038,0.45784223,0.59452343,0.5791187,0.7363939,0.5545839,0.22534777,0.59504676,0.40650624,0.56924665,0.6050056,0.3321783,0.45768255,0.42369688,0.77027035,0.36752903,0.38938484,DT03,2,0.8,3.75,Bueno,Positivo
0.45783883,0.44803652,0.43092325,0.42540294,0.45784223,0.4578425,0.42587924,0.3533567,0.43127015,0.45097578,0.6553216,0.6840851,0.44156405,0.20008495,0.75077116,0.29147524,0.45784247,0.2850559,0.99731094,0.3565246,0.8155818,0.38898847,0.23564683,0.4957265,0.78635377,0.18888007,0.25879794,0.8197874,0.45784238,0.45784262,0.9741496,0.457842,0.21228826,0.22683693,0.68350834,0.11481778,0.4578421,0.105534986,0.14899759,0.24402687,0.7280055,0.13570146,0.5421582,0.29025382,0.44833282,0.7032975,0.7579763,0.1381724,0.12018989,0.19496505,0.14346893,0.47055298,0.70600134,0.6583129,0.20081742,0.37227172,0.45784238,0.45228577,0.22497009,0.26610652,0.655343,0.21746221,0.22645257,0.17673779,0.38765416,0.16378498,0.98509395,0.31623933,0.5935033,0.9955503,0.4638595,0.008547009,0.60957724,0.67885315,0.996182,0.45784238,0.91196954,0.16239317,0.3877645,0.9973106,0.62972236,0.45784327,0.34758997,0.43293765,0.45784274,0.16436647,0.15261571,0.8667979,0.59562784,0.55454457,0.35747203,0.42605624,0.59312385,0.6593164,0.34048772,0.9973114,0.41309714,0.776878,0.34459528,0.49734983,DT03,2,0.8,3.75,Bueno,Positivo
0.45784166,0.45103768,0.43092325,0.42540297,0.4578425,0.4578428,0.42587927,0.35410798,0.43127015,0.45641506,0.45232007,0.6832225,0.44156405,0.19082512,0.74953324,0.3089161,0.4578426,0.28525633,0.4574791,0.4097641,0.8177605,0.422423,0.24283057,0.016949153,0.5545468,0.18834221,0.25876427,0.821092,0.45784256,0.45784208,0.4400108,0.4578424,0.49216464,0.27167186,0.6745056,0.71524733,0.45784262,0.55572665,0.7359675,0.7540497,0.7288555,0.15903863,0.542157,0.3001645,0.48815292,0.7030865,0.72172344,0.49865794,0.15877514,0.34196612,0.7177697,0.4746003,0.7022522,0.64707524,0.45768023,0.3738124,0.45784253,0.4239316,0.5676576,0.26669878,0.45232466,0.86473864,0.2766556,0.1750727,0.5267713,0.7525922,0.38922852,0.6101695,0.5879951,0.4440005,0.46751967,0.016949153,0.6018352,0.67370117,0.4456983,0.45784214,0.44359687,0.3220339,0.39892533,0.4573763,0.6433217,0.4578421,0.35681814,0.43898746,0.4578426,0.35494918,0.37182716,0.8434131,0.567755,0.4193549,0.44482702,0.43061057,0.5858888,0.6499764,0.33843327,0.45768258,0.41675586,0.7427576,0.35391217,0.473031,DT03,2,0.8,3.75,Bueno,Positivo
0.45783955,0.45966402,0.43092325,0.42540294,0.45784253,0.45784253,0.42587927,0.35727897,0.43127015,0.46007282,0.45231533,0.6837309,0.44156405,0.18915582,0.7493512,0.32257086,0.4578422,0.28544253,0.4574797,0.35189316,0.81874484,0.44684505,0.24649562,0.3898305,0.64808476,0.18808725,0.25862518,0.82650983,0.4578428,0.45784253,0.4400296,0.4578426,0.30747232,0.27380392,0.6811068,0.34082198,0.45784244,0.34372082,0.36098832,0.33036932,0.7290075,0.16820818,0.54215753,0.2943498,0.51099837,0.70460767,0.72766536,0.36356556,0.17571427,0.2490021,0.2828394,0.4753836,0.7000564,0.6500149,0.2697663,0.37505484,0.45784223,0.4070793,0.29955742,0.2669964,0.4523252,0.32204083,0.29204234,0.17183731,0.4084366,0.300074,0.47159398,0.3220339,0.5814342,0.44400054,0.47833392,0.016949153,0.59632087,0.67430294,0.4456983,0.45784217,0.44359583,0.23728813,0.406818,0.4573765,0.6511558,0.45784247,0.36030534,0.44651216,0.45784268,0.24842119,0.23699784,0.83186024,0.7529913,0.35813856,0.45295438,0.43062997,0.57783663,0.65409786,0.33846608,0.45768297,0.42225337,0.74801826,0.35852608,0.4575309,DT03,2,0.8,3.75,Bueno,Positivo
0.45785436,0.46922582,0.43092325,0.42540294,0.45784378,0.45784304,0.42587927,0.3515646,0.43127015,0.46705028,0.45232227,0.6817027,0.44156405,0.18272632,0.7483588,0.35361466,0.4578424,0.2864151,0.45748007,0.43455452,0.79989463,0.5107027,0.25772133,0.6101695,0.364371,0.18748617,0.25887945,0.81664264,0.45784304,0.45784155,0.4400058,0.4578431,0.26214683,0.2303997,0.6820536,0.43411684,0.45784286,0.20813702,0.49124637,0.7547857,0.7295896,0.21636815,0.5421558,0.31708133,0.51853675,0.7068077,0.7213547,0.22621304,0.25503424,0.24113855,0.42432135,0.4984075,0.6936231,0.61742896,0.24985915,0.3766957,0.45784253,0.37318176,0.41287768,0.2684357,0.4523247,0.87535006,0.23004411,0.18548654,0.5377477,0.47660798,0.46756902,0.3220339,0.57233196,0.444001,0.48193982,0.016949153,0.59928644,0.66777426,0.4456987,0.4578425,0.44368306,0.016949153,0.4281396,0.457377,0.66949457,0.45784202,0.37506464,0.45093536,0.4578429,0.21646993,0.2126928,0.7790938,0.5984749,0.27146116,0.5138848,0.39993435,0.5746545,0.66751176,0.33634132,0.45768303,0.43202624,0.75697774,0.3609202,0.4162414,DT03,2,0.8,3.75,Bueno,Positivo
0.45784172,0.48586762,0.43092325,0.42540294,0.45784283,0.45784256,0.42587924,0.3531547,0.43127015,0.46734047,0.45236087,0.68223286,0.44156405,0.18409118,0.7485779,0.3334328,0.45784307,0.2869188,0.45747873,0.7448687,0.8111164,0.48997906,0.2545349,0.027027028,0.42938766,0.18779856,0.25880706,0.81943524,0.45784256,0.45784217,0.43999192,0.4578422,0.52853996,0.57061756,0.68276006,0.8021099,0.45784238,0.68980336,0.8634356,0.78453714,0.72946644,0.20045693,0.5421574,0.3112597,0.5135649,0.70449436,0.7281021,0.5508125,0.22592446,0.95828396,0.9182205,0.48987705,0.69612694,0.6302922,0.8057373,0.38175467,0.4578426,0.38289756,0.9736425,0.2678733,0.4523347,0.92314315,0.3968039,0.17895336,0.69096345,0.95690656,0.48566008,0.8648649,0.55616015,0.44400057,0.4851464,0.027027028,0.6014402,0.6748215,0.4456984,0.4578433,0.44359547,0.027027028,0.41939983,0.4573762,0.66455054,0.45784226,0.3589964,0.45480686,0.45784253,0.7903365,0.89018303,0.79901844,0.57815176,0.2951613,0.5037135,0.43346682,0.57176965,0.7047909,0.3390081,0.4576825,0.45074078,0.7470683,0.3631429,0.42812267,DT03,2,0.8,3.75,Bueno,Positivo
0.9973115,0.50128603,0.99150586,0.97474575,0.9973115,0.9973115,0.944038,0.35287118,0.86120564,0.45313063,0.45233998,0.68408245,0.9963673,0.20103644,0.75088966,0.27594432,0.9973115,0.28730708,0.45747888,0.64726657,0.8212244,0.38433316,0.23492739,0.26027396,0.25194034,0.18914554,0.25881988,0.81894,0.9973115,0.9973115,0.43997836,0.9973115,0.38342354,0.5656363,0.69120705,0.34301326,0.9973115,0.39976335,0.4605771,0.37453705,0.7279175,0.13131891,0.0026884999,0.2902845,0.45406142,0.7013223,0.73947793,0.32468033,0.11097211,0.5988104,0.27257982,0.47039667,0.7069657,0.6633969,0.49703422,0.38619217,0.9973115,0.45684543,0.38603097,0.26592994,0.45232373,0.44225073,0.43331164,0.17459026,0.4528279,0.34505153,0.1597942,0.6849315,0.5438641,0.44400048,0.48915252,0.01369863,0.59976286,0.6868791,0.44569826,0.9973115,0.44359496,0.01369863,0.38429296,0.45737642,0.6281699,0.9973115,0.32270953,0.454651,0.9973115,0.44788033,0.5694506,0.8738267,0.68176615,0.6124497,0.3536797,0.45490876,0.57147545,0.77174383,0.3446543,0.45768267,0.46921805,0.7472728,0.36025733,0.4999359,DT03,2,0.8,3.75,Bueno,Positivo
0.45783934,0.4368584,0.43092325,0.42540297,0.4578424,0.45784223,0.42587924,0.30993122,0.43127015,0.4422647,0.45231435,0.201393,0.44156405,0.62125105,0.2341399,0.34562984,0.45784217,0.5318046,0.45747882,0.33669472,0.34924814,0.2316692,0.52220094,0.018181818,0.19988859,0.6076897,0.7943852,0.32815272,0.45784256,0.457843,0.44003788,0.4578424,0.59187645,0.57306385,0.67504907,0.558018,0.45784265,0.52385336,0.5268046,0.43070304,0.5867435,0.65767014,0.5421578,0.78415704,0.34721702,0.22405249,0.7265389,0.5381753,0.6810382,0.4909562,0.5083497,0.757427,0.5949343,0.21368262,0.45947403,0.5116557,0.45784274,0.8191455,0.38597956,0.45906815,0.45232564,0.4384153,0.728618,0.6693468,0.42707723,0.49179813,0.43152502,0.58181816,0.6020965,0.44400048,0.48747176,0.34545454,0.57337546,0.23344819,0.44569826,0.4578429,0.44359502,0.018181818,0.31316438,0.4573763,0.25078565,0.45784286,0.3924954,0.45309204,0.4578424,0.69165844,0.6754739,0.34813437,0.58537406,0.38372725,0.3532721,0.649998,0.5661432,0.18457125,0.8047024,0.4576826,0.41240078,0.6299063,0.37087926,0.7299099,DT03,3,0.8,3.75,Bueno,Positivo
0.45783916,0.9949446,0.43092325,0.42540297,0.45784223,0.4578428,0.42587924,0.35093263,0.43127015,0.49521777,0.45234466,0.26680732,0.44156405,0.6126126,0.20438957,0.3495847,0.45784262,0.9884541,0.4574788,0.6039498,0.38184366,0.26575592,0.58301973,0.45238096,0.5780103,0.5905736,0.6977661,0.33062276,0.4578422,0.45784318,0.44000268,0.4578427,0.9068434,0.9211295,0.64718723,0.7530944,0.45784277,0.7172642,0.79320425,0.54206365,0.5993026,0.6564601,0.5421574,0.77786255,0.8915917,0.20744199,0.7203394,0.60724485,0.66574377,0.7818104,0.6781338,0.7372608,0.57133204,0.23855679,0.9823169,0.992851,0.457843,0.68022066,0.7304749,0.42589065,0.45233238,0.64898753,0.7948202,0.6605218,0.51521164,0.7392947,0.44006836,0.45238096,0.004707064,0.4440005,0.99451363,0.023809524,0.56502694,0.044407453,0.44569826,0.45784217,0.44359493,0.023809524,0.31703985,0.4573762,0.28493407,0.45784256,0.24203688,0.9971519,0.45784232,0.6585697,0.74023724,0.35277206,0.7680828,0.3158628,0.5571692,0.6814981,0.004960465,0.9650897,0.8058506,0.45768243,0.9953972,0.60247076,0.991625,0.72084326,DT03,3,0.8,3.75,Bueno,Positivo
0.4578395,0.43859616,0.43092325,0.42540297,0.4578421,0.45784244,0.42587924,0.3033572,0.43127015,0.44051856,0.45232502,0.18548238,0.44156405,0.6216031,0.23540297,0.3955656,0.45784286,0.555308,0.457479,0.44076523,0.33967432,0.2301858,0.49193662,0.023809524,0.4748607,0.5933644,0.8123332,0.32774204,0.45784238,0.4578427,0.44001234,0.45784295,0.58595276,0.42769825,0.6773392,0.39670545,0.4578428,0.460336,0.44067606,0.44048586,0.58619004,0.65771496,0.5421575,0.78555495,0.31981125,0.24213694,0.70739543,0.4283446,0.6860428,0.4039043,0.32468474,0.7630706,0.5965828,0.20601112,0.5837245,0.5055962,0.45784283,0.8261133,0.3552358,0.4675541,0.4523269,0.48783785,0.4312025,0.6714904,0.44710535,0.36001557,0.44872084,0.88095236,0.6010096,0.4440005,0.4642565,0.023809524,0.6117528,0.23488949,0.4456983,0.45784226,0.4435951,0.023809524,0.3127669,0.45737636,0.21615429,0.45784262,0.3837265,0.43680003,0.45784256,0.4108754,0.4345909,0.34717643,0.5119965,0.404824,0.33951294,0.54753554,0.590266,0.19023693,0.7896747,0.45768267,0.41507265,0.66954756,0.34915453,0.73852265,DT03,3,0.8,3.75,Bueno,Positivo
0.4578396,0.43102193,0.43092325,0.42540294,0.45784214,0.45784253,0.42587924,0.30524594,0.43127015,0.43959042,0.45231494,0.19855224,0.44156405,0.62429976,0.24543492,0.3910464,0.4578429,0.555676,0.45747885,0.2717515,0.33944494,0.22096427,0.44550744,0.6849315,0.6405636,0.59995955,0.8071155,0.3278605,0.45784226,0.45784265,0.4401322,0.45784274,0.8693349,0.45621932,0.64177436,0.75655574,0.45784268,0.656192,0.5089167,0.68067896,0.58183056,0.65656406,0.5421576,0.7844095,0.2818284,0.24669988,0.60497767,0.8533668,0.66425437,0.46061128,0.657577,0.7585334,0.6153287,0.2086841,0.5598256,0.50526196,0.45784283,0.87005574,0.37431198,0.4416514,0.45233282,0.5734203,0.72406036,0.671351,0.44911286,0.46112072,0.5156384,0.26027396,0.5993323,0.44400057,0.44994196,0.01369863,0.6097704,0.24972737,0.44569835,0.45784247,0.443595,0.01369863,0.30759177,0.45737624,0.16869621,0.45784277,0.3619404,0.4351651,0.4578422,0.8252362,0.6193425,0.35036638,0.43954057,0.59167355,0.26746467,0.41122347,0.59121364,0.2037547,0.7670775,0.4576826,0.41903022,0.64985085,0.36026627,0.7497323,DT03,3,0.8,3.75,Bueno,Positivo
0.4578398,0.42114943,0.43092325,0.42540297,0.457842,0.45784277,0.42587924,0.2977222,0.43127015,0.42999345,0.45232093,0.17387263,0.44156405,0.62277627,0.2397064,0.4005018,0.4578431,0.5734219,0.45747888,0.32032537,0.33519244,0.23016769,0.508194,0.041666668,0.856421,0.5941301,0.8281658,0.32738626,0.457842,0.45784265,0.44008982,0.45784315,0.97783357,0.4340904,0.5941638,0.8442888,0.45784274,0.90970427,0.6651857,0.90312153,0.58431983,0.65842575,0.54215705,0.78655314,0.29772034,0.24652733,0.29427782,0.95717597,0.6975898,0.46523777,0.9460086,0.76021314,0.58923876,0.20227462,0.8851653,0.5061942,0.45784286,0.82619864,0.6441965,0.4907938,0.4523338,0.8790894,0.5701031,0.6727509,0.53521603,0.8370457,0.47632766,0.7916667,0.5982702,0.4440006,0.43603605,0.041666668,0.604632,0.21699132,0.44569832,0.45784196,0.4435951,0.041666668,0.3156777,0.45737612,0.2403369,0.4578423,0.39096397,0.43584952,0.4578423,0.6906331,0.56010705,0.34489444,0.4760467,0.4771428,0.2997905,0.23865227,0.5893504,0.19789925,0.74410474,0.45768246,0.41874012,0.47772136,0.37750354,0.73256123,DT03,3,0.8,3.75,Bueno,Positivo
0.4578407,0.42512324,0.43092325,0.42540294,0.4578432,0.45784497,0.42587924,0.29884896,0.43127015,0.4350536,0.45233455,0.18071327,0.44156405,0.624056,0.24449344,0.4062934,0.4578431,0.5733932,0.45747936,0.48444465,0.33448812,0.22404498,0.46198562,0.027027028,0.8381025,0.59487957,0.8249703,0.3274577,0.45784327,0.4578433,0.4400225,0.4578442,0.4300691,0.3177368,0.61284757,0.40836853,0.4578436,0.26344582,0.43170068,0.39562464,0.5822336,0.6574751,0.5421563,0.78596693,0.27813625,0.25153548,0.20695367,0.28514487,0.6815592,0.3161421,0.60856444,0.7607053,0.60625,0.20319737,0.4538755,0.5042175,0.45784378,0.85532683,0.5695364,0.46491298,0.45233268,0.4122162,0.30804664,0.6727615,0.44037086,0.617851,0.532895,0.8648649,0.5984038,0.44400072,0.44006157,0.027027028,0.60232776,0.23335019,0.4456984,0.45784256,0.44359544,0.027027028,0.31054977,0.4573767,0.18859416,0.45784277,0.37062252,0.43295047,0.45784232,0.28566837,0.28037417,0.34746653,0.47075987,0.5884313,0.2671802,0.1530255,0.59134954,0.20473425,0.7483114,0.4576828,0.4195852,0.45678318,0.36957535,0.7450884,DT03,3,0.8,3.75,Bueno,Positivo
0.45784038,0.4361476,0.43092325,0.42540294,0.4578426,0.45784312,0.42587924,0.30709594,0.43127015,0.44575933,0.45232478,0.20434827,0.44156405,0.62461126,0.24661943,0.40121764,0.45784247,0.55631167,0.45747906,0.3624729,0.33924758,0.22335814,0.4399927,0.45238096,0.554335,0.5975123,0.8020517,0.32797617,0.45784268,0.45784283,0.44006395,0.457843,0.46194726,0.34239352,0.654637,0.42481858,0.45784292,0.34015796,0.38104764,0.46751645,0.581313,0.6563609,0.5421572,0.783893,0.27134115,0.25103468,0.48131865,0.41157094,0.661561,0.37208304,0.444973,0.75889546,0.615749,0.20946935,0.38965484,0.5052001,0.45784292,0.85861266,0.3779343,0.4389719,0.45233363,0.44969973,0.3831453,0.6712123,0.4393293,0.39926812,0.5466875,0.45238096,0.5974199,0.4440007,0.45485657,0.023809524,0.602615,0.2670429,0.44569847,0.4578428,0.44359547,0.023809524,0.30756667,0.4573765,0.16282527,0.45784256,0.3593785,0.4335009,0.45784235,0.44823006,0.39035073,0.35074657,0.42069796,0.6441279,0.2514171,0.4120365,0.59093267,0.2085251,0.7696647,0.4576828,0.4209784,0.537312,0.35625035,0.7510941,DT03,3,0.8,3.75,Bueno,Positivo
0.4578393,0.4270652,0.43092325,0.42540294,0.45784205,0.4578418,0.42587924,0.32367894,0.43127015,0.45781678,0.45230815,0.23997436,0.44156405,0.62294066,0.24040525,0.3917163,0.4578426,0.5308712,0.4574791,0.27219114,0.35078636,0.23617658,0.48185253,0.016949153,0.46946,0.59711576,0.75896084,0.32899737,0.45784232,0.4578424,0.4400826,0.45784244,0.45624113,0.31954515,0.583036,0.34537345,0.4578423,0.42099455,0.30947384,0.3943091,0.5840545,0.6563044,0.54215795,0.78057295,0.3257419,0.24385183,0.17966646,0.53270924,0.66073006,0.29436538,0.36428827,0.74464154,0.60122484,0.22104855,0.30889833,0.51453656,0.4578424,0.79831153,0.29499257,0.4353456,0.45232597,0.3589852,0.43809408,0.6678167,0.41025263,0.32280266,0.48809996,0.6101695,0.58929694,0.44400054,0.43574727,0.016949153,0.5971569,0.30534443,0.44569832,0.45784238,0.44359523,0.016949153,0.3117879,0.4573764,0.20912099,0.45784265,0.3713871,0.43761286,0.45784274,0.4357877,0.35873425,0.35127887,0.56134516,0.5894624,0.2719723,0.23628056,0.5859567,0.20865643,0.741446,0.4576829,0.42394468,0.3371093,0.38439462,0.7402178,DT03,3,0.8,3.75,Bueno,Positivo
0.45783925,0.454055,0.43092325,0.42540294,0.4578422,0.45784223,0.42587924,0.32029164,0.43127015,0.5402155,0.45231476,0.22830492,0.44156405,0.62174124,0.2359663,0.38009483,0.45784202,0.55172217,0.4574792,0.33124977,0.35111338,0.2696374,0.4771735,0.33035713,0.5440271,0.5982794,0.7674095,0.32879096,0.4578424,0.45784265,0.44004512,0.45784244,0.4284682,0.3377071,0.6245874,0.34623873,0.45784247,0.38063237,0.3460327,0.35060635,0.58597183,0.65627074,0.5421578,0.7816911,0.36989787,0.2370612,0.30113217,0.42212215,0.65972114,0.2943905,0.3256801,0.7495726,0.6051691,0.2189322,0.34115934,0.53214973,0.4578426,0.6673408,0.31041133,0.43235725,0.45232657,0.33684033,0.40060467,0.6680755,0.4107457,0.3248517,0.49173108,0.51785713,0.57103264,0.44400054,0.4475576,0.008928572,0.59609145,0.3029895,0.44569832,0.45784232,0.44359544,0.125,0.3100101,0.45737645,0.19874963,0.4578425,0.35640264,0.43556687,0.45784262,0.34425402,0.3188247,0.35173374,0.5166479,0.47115773,0.29917133,0.38982677,0.58751446,0.21905065,0.76749843,0.45768288,0.44132414,0.37589526,0.36932576,0.7426915,DT03,3,0.8,3.75,Bueno,Positivo
