Gamma_F3-D-Gamma_F4,HRV_SampEn-D-HRV_MSE,neutral,sad,surprise,p_total-D-lf,Load,HRV_VHF-D-vlf,angry,fear,HRV_S-D-hr_mad,happy,breathingrate-D-HRV_MSE,ibi-D-HRV_MSE,bpm-D-vlf,Fatigue-M-Engagement,HRV_HF-D-vlf,Gamma_F4-D-Gamma_FP1,p_total-D-HRV_VHF,lf-D-vlf,Gamma_F3-D-Gamma_C4,HRV_RMSSD-D-HRV_MSE,bpm-D-HRV_MSE,Fatigue-D-Theta_FP1,hf-D-vlf,HRV_HF-D-HRV_MSE,HRV_DFA-D-HRV_MSE,Theta_FP1-D-Fatigue,HRV_LFHF-D-HRV_MSE,Gamma_F3-M-Gamma_F4,hr_mad-D-HRV_S,Alpha_FP1-D-Gamma_C4,p_total-D-breathingrate,Alpha_FP1,HRV_MadNN-D-HRV_MSE,HRV_HTI-D-HRV_MSE,HRV_LFHF-D-HRV_HF,HRV_LFHF-D-hf,Gamma_PZ-D-Gamma_F4,hf-M-HRV_HF,Theta_FP1-D-Gamma_F4,Gamma_PZ-D-Gamma_C4,Gamma_F4-D-Theta_FP1,LowBeta_F3-D-HighBeta_F3,Alpha_FP1-D-Engagement,LowBeta_FP1-M-Gamma_C4,Alpha_FP1-M-Engagement,HRV_LFHF-D-lf,vlf-M-HRV_LFHF,Theta_FP1,hf-D-HRV_VHF,Load-D-Gamma_F4,Alpha_FP1-M-Theta_FP1,HRV_HFn-D-HRV_MSE,p_total-D-hf,Gamma_C3-D-LowBeta_C3,Fatigue-D-Load,sdnn-D-HRV_S,hf-D-HRV_MSE,lf-D-HRV_MSE,Gamma_F3-M-Load,HRV_S-D-p_total,vlf-D-lf,HRV_RMSSD-D-HRV_CorrDim,lf-M-HRV_LFHF,Fatigue-D-Alpha_FP1,HRV_VHF-D-HRV_MSE,vlf-L,HRV_CVNN-D-HRV_pNN50,lf-M-HRV_VHF,vlf-D-hf,vlf-M-hf,HRV_CorrDim-D-HRV_MSE,HRV_LnHF-D-HRV_MSE,LowBeta_C3-D-Gamma_C4,hf-D-HRV_LF,HRV_RMSSD-D-HRV_DFA,Gamma_C4-M-Fatigue,Gamma_C4,Gamma_F4-D-Alpha_FP1,Fatigue-D-Engagement,LowBeta_F3-D-HighBeta_C3,Fatigue,hf-D-breathingrate,vlf-D-HRV_HF,lf-D-HRV_VHF,Alpha_FP1-M-Fatigue,vlf-M-HRV_LF,Gamma_F3-D-LowBeta_FP1,lf-D-HRV_LF,HRV_PAS-D-HRV_MSE,Alpha_FP1-M-Gamma_F3,LowBeta_C3-M-Gamma_C4,LowBeta_FP1-D-Gamma_F4,LowBeta_FP1-D-Gamma_C4,Gamma_F3-D-Theta_FP1,LowBeta_C3-D-Engagement,lf-M-HRV_HF,HRV_HF-D-lf,bpm-D-lf,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.33381578,0.45289478,0.027027028,0.8648649,0.027027028,0.44670218,0.32250005,0.44033816,0.027027028,0.027027028,0.32414725,0.027027028,0.45289412,0.4528942,0.42407078,0.77935874,0.43057853,0.65218574,0.43683127,0.43026865,0.4199453,0.45289394,0.45289433,0.23339212,0.4246117,0.452895,0.45289433,0.7118376,0.45289072,0.5937263,0.9052482,0.35694757,0.4525603,0.6105946,0.4528944,0.4528944,0.44525668,0.32586226,0.25833234,0.45441303,0.31401613,0.3258147,0.651061,0.63141495,0.7761238,0.694238,0.53927994,0.41727015,0.43920967,0.68383497,0.41866302,0.68054485,0.29539844,0.45289448,0.43278933,0.46475926,0.71541184,0.8910455,0.45287153,0.45284674,0.6788382,0.2693724,0.44669762,0.38433477,0.44661614,0.3662283,0.45289496,0.5424784,0.31458697,0.4537331,0.43280426,0.4528927,0.45289472,0.5471062,0.35057604,0.452525,0.2873749,0.32133886,0.35484704,0.63356525,0.39784583,0.9001334,0.6777209,0.45400506,0.43728995,0.42013812,0.39052147,0.45262074,0.42761418,0.4524283,0.4528938,0.42585167,0.6317452,0.26989245,0.40541545,0.534961,0.68227684,0.4536777,0.5360356,0.4066567,DT01,4,-0.1,4.75,Excelente,Negativo
0.313788,0.4528947,0.4,0.5555556,0.011111111,0.44667727,0.3200038,0.44033816,0.011111111,0.011111111,0.34902972,0.011111111,0.4528942,0.45289427,0.4240708,0.73855096,0.43057853,0.74017745,0.4368312,0.43026865,0.41045326,0.4528939,0.4528942,0.22344808,0.4246117,0.45289528,0.4528941,0.7126026,0.45289075,0.7007022,0.7824573,0.3403195,0.45255998,0.61446655,0.45289436,0.45289412,0.44516787,0.37642977,0.23177734,0.45389378,0.31084895,0.31994334,0.77803695,0.58959234,0.77601653,0.71441174,0.54538965,0.41457707,0.43920958,0.6872002,0.4182129,0.68317,0.29098734,0.45289448,0.43280515,0.48268312,0.72119886,0.7606718,0.45287105,0.45284694,0.6806852,0.32921395,0.44668847,0.3893523,0.44713032,0.40024653,0.45289484,0.45797655,0.27912298,0.45383906,0.43278334,0.4528927,0.4528946,0.5471063,0.30244043,0.45144194,0.38692126,0.3259509,0.28087783,0.73633504,0.383429,0.6550352,0.62841356,0.45222574,0.43728986,0.42058718,0.44208506,0.45262066,0.45543355,0.45228508,0.4528939,0.42776364,0.70415926,0.22413988,0.2674884,0.5688447,0.67658633,0.4544183,0.55895054,0.35716817,DT01,4,-0.1,4.75,Excelente,Negativo
0.31994334,0.45289516,0.5423729,0.3898305,0.016949153,0.44667897,0.31831303,0.4403382,0.016949153,0.016949153,0.34959382,0.016949153,0.45289493,0.45289487,0.4240708,0.7081626,0.43057856,0.70084023,0.43683106,0.43026865,0.40999895,0.4528943,0.4528948,0.23358078,0.4246117,0.4528957,0.45289445,0.7118229,0.45289084,0.6751407,0.77955407,0.33474573,0.45255968,0.6209511,0.45289472,0.45289442,0.4451307,0.46157017,0.24676949,0.45247868,0.31072694,0.35090888,0.7838974,0.54645944,0.79093564,0.70466226,0.5390242,0.43631333,0.43920955,0.68981564,0.41752514,0.6831358,0.28724667,0.45289525,0.4327855,0.5327265,0.70043236,0.8086513,0.45287082,0.45284623,0.6824492,0.5951269,0.44668698,0.38363588,0.44512862,0.44797307,0.4528957,0.3396126,0.27121183,0.4530338,0.4327753,0.4528927,0.4528952,0.5471057,0.31781462,0.4512406,0.43114388,0.38139933,0.2737231,0.7173149,0.35046682,0.13525154,0.556155,0.45093963,0.43728983,0.41911796,0.5152124,0.45262063,0.46442923,0.4519325,0.45289484,0.42588255,0.73357874,0.23090726,0.24287742,0.59455144,0.68223417,0.45274782,0.8515768,0.68648845,DT01,4,-0.1,4.75,Excelente,Negativo
0.52039057,0.4703652,0.6101695,0.3220339,0.016949153,0.47036484,0.43943635,0.7409748,0.016949153,0.016949153,0.37908897,0.016949153,0.47036448,0.47036618,0.83748746,0.7341243,0.9612141,0.39238384,0.46053,0.4244355,0.4503025,0.47036546,0.47036436,0.2520066,0.40069807,0.47036508,0.47036508,0.6524134,0.47036222,0.3172398,0.6218523,0.30149812,0.47015774,0.73920196,0.47036535,0.47036466,0.46332812,0.999781,0.6436683,0.4687125,0.4311724,0.49104047,0.32912347,0.4120992,0.77243036,0.32300228,0.71672434,0.8920801,0.46197462,0.59486425,0.44026935,0.53775847,0.35006407,0.47036558,0.45781663,0.4259917,0.45186782,0.40744805,0.47034925,0.47033304,0.5724139,0.999781,0.4665368,0.5102775,0.46118385,0.14603788,0.47036475,0.17077684,0.5186105,0.4695127,0.458066,0.47036406,0.4703651,0.52963513,0.6027733,0.46702373,0.62814,0.3865937,0.7000457,0.43192405,0.6223532,0.49420708,0.76618606,0.4665773,0.4608097,0.43336254,0.534531,0.4701959,0.40194583,0.46771914,0.470365,0.35819876,0.28817445,0.7491293,0.7427942,0.39749122,0.56290436,0.46913525,0.9994247,0.99754876,DT02,1,0.8,3.75,Bueno,Positivo
0.5230351,0.47036526,0.6101695,0.3220339,0.016949153,0.47036484,0.4393423,0.43313435,0.016949153,0.016949153,0.41948232,0.016949153,0.47036472,0.47036505,0.39104846,0.7335416,0.40108082,0.38913614,0.4605307,0.4244355,0.44798592,0.4703647,0.47036487,0.25022888,0.40069807,0.47036487,0.47036502,0.6525845,0.47036242,0.31619155,0.48662284,0.2978507,0.47015855,0.74143255,0.47036502,0.470365,0.46394786,0.47036523,0.6448882,0.4705924,0.43077,0.4766969,0.32976687,0.40774247,0.77688605,0.32996622,0.71712685,0.46349815,0.46197468,0.59589326,0.44547787,0.5369272,0.34865585,0.47036514,0.4580132,0.42626438,0.44598356,0.50159127,0.47035125,0.4703341,0.57263064,0.47036523,0.46654767,0.43264613,0.4630197,0.14507353,0.4703651,0.5373315,0.38048673,0.46988744,0.45807886,0.47036406,0.4703651,0.5296352,0.59277207,0.4719108,0.39652517,0.38936096,0.6940617,0.43285537,0.6124731,0.49574104,0.7592533,0.47223064,0.4608098,0.4356514,0.5457925,0.47019592,0.40058407,0.46897572,0.4703646,0.35734254,0.29144654,0.75748545,0.7370691,0.40011245,0.5686159,0.46961877,0.45982873,0.45784768,DT02,1,0.8,3.75,Bueno,Positivo
0.4878259,0.4703655,0.5625,0.20535715,0.008928572,0.47036484,0.437846,0.6559999,0.008928572,0.008928572,0.5078274,0.20535715,0.4703657,0.47036567,0.9022891,0.72415876,0.8306843,0.3714315,0.46053573,0.9942357,0.4488758,0.47036555,0.4703648,0.26544383,0.98732877,0.47036448,0.47036543,0.6511039,0.470364,0.32836956,0.3308428,0.2952113,0.47015905,0.7436571,0.4703657,0.47036573,0.46847627,0.47036523,0.5795665,0.47073004,0.42075098,0.49263662,0.34897304,0.4117656,0.7866134,0.32402375,0.7136144,0.46349815,0.46197462,0.5979607,0.4704645,0.5490798,0.34655115,0.47036508,0.4581011,0.4347494,0.4229338,0.29161707,0.47035334,0.47034258,0.5737018,0.47036523,0.4665368,0.4840644,0.48569033,0.1643743,0.4703647,0.17077684,0.5042216,0.47041658,0.458066,0.47036406,0.47036532,0.5296345,0.60246164,0.47551802,0.5391853,0.4193924,0.6932684,0.4628104,0.5687385,0.45853516,0.7229772,0.47287962,0.4608097,0.49174777,0.57636476,0.4701959,0.40451294,0.47728,0.47036567,0.3567786,0.29812044,0.6703775,0.72144145,0.40708998,0.5842485,0.47140607,0.45982873,0.45784768,DT02,1,0.8,3.75,Bueno,Positivo
0.5228962,0.4703655,0.91525424,0.016949153,0.016949153,0.47036484,0.43429554,0.63525575,0.016949153,0.016949153,0.77451056,0.016949153,0.47036487,0.4703657,0.8985682,0.70105517,0.8609706,0.38533124,0.4605316,0.5774681,0.45939496,0.47036555,0.47036475,0.25712118,0.7947102,0.47036457,0.4703654,0.6519184,0.4703634,0.32448518,0.18696387,0.29308233,0.47015828,0.7451105,0.47036567,0.47036567,0.4666531,0.47036523,0.68236476,0.46954405,0.42226952,0.57709956,0.34560403,0.35375407,0.78717256,0.32331806,0.7155087,0.46349815,0.46197462,0.6011796,0.45259926,0.5461979,0.3439215,0.47036523,0.4580105,0.47269198,0.4262023,0.24271612,0.47035074,0.4703341,0.5739554,0.47036523,0.4665368,0.48363218,0.4634672,0.17550996,0.47036466,0.17077684,0.50030804,0.4696048,0.458066,0.47036406,0.47036532,0.5296346,0.6211729,0.47041982,0.54796857,0.43508476,0.6904567,0.44736427,0.55715054,0.22085094,0.70154685,0.47029772,0.4608097,0.44062558,0.5932672,0.4701959,0.41816863,0.46889016,0.47036532,0.35834232,0.31345233,0.7200313,0.70995945,0.42619568,0.5735613,0.46942207,0.45982873,0.45784768,DT02,1,0.8,3.75,Bueno,Positivo
0.5000817,0.47036573,0.18181819,0.53246754,0.012987013,0.47036484,0.44857994,0.5092669,0.012987013,0.24675325,0.6966937,0.012987013,0.4703652,0.47036636,0.8952151,0.78664297,0.70722663,0.3366785,0.46053666,0.58785266,0.5677162,0.47036687,0.4703651,0.3407307,0.9266516,0.47036433,0.47036594,0.64305794,0.47036746,0.44308847,0.2113576,0.28486562,0.47015855,0.74952835,0.47036567,0.47036576,0.47982836,0.47036523,0.65677774,0.46951514,0.40750203,0.8911246,0.38928282,0.13628156,0.816505,0.40945995,0.6944009,0.46349815,0.46197462,0.5928541,0.4961383,0.56444705,0.34819815,0.47036496,0.45799604,0.6447925,0.34049457,0.2173037,0.47035235,0.47033447,0.5225235,0.47036523,0.4665368,0.7197812,0.46617416,0.17680047,0.47036454,0.17077684,0.67025197,0.4695493,0.458066,0.47036406,0.47036484,0.5296334,0.8247259,0.47184741,0.7086912,0.44096288,0.6702544,0.56959796,0.47881058,0.001304574,0.6814259,0.4728054,0.4608097,0.4543194,0.6153501,0.4701959,0.5108526,0.46878162,0.47036576,0.37752378,0.52237713,0.5088848,0.80535847,0.47600588,0.56723386,0.46931213,0.45982873,0.45784768,DT02,1,0.8,3.75,Bueno,Positivo
0.48494115,0.47036558,0.6727273,0.25454545,0.018181818,0.47036484,0.451179,0.43313435,0.018181818,0.018181818,0.7067819,0.018181818,0.47036496,0.4703656,0.39104846,0.800067,0.40108082,0.34814173,0.4605401,0.4244355,0.50670975,0.47036716,0.47036508,0.3074455,0.4006981,0.4703641,0.47036576,0.6467886,0.47036546,0.38183174,0.20779139,0.29235354,0.4701585,0.744739,0.4703661,0.4703654,0.48051533,0.47036523,0.61376077,0.4691011,0.41686133,0.75019133,0.3585578,0.27068916,0.800437,0.36983696,0.70344913,0.46349815,0.46197465,0.5886151,0.49753475,0.553792,0.35265073,0.47036493,0.4580821,0.544062,0.3809193,0.1327685,0.47035092,0.47033626,0.54122174,0.47036523,0.4665376,0.709324,0.47179615,0.13907,0.47036448,0.42362574,0.7708617,0.4695708,0.4580694,0.47036406,0.47036496,0.5296337,0.7394146,0.47175553,0.8039998,0.38732505,0.6839079,0.5191823,0.5559642,0.017876014,0.75532484,0.47043878,0.46080977,0.5249893,0.55762565,0.4701959,0.45317543,0.47213057,0.4703651,0.36756113,0.40879413,0.5664898,0.7808786,0.41866162,0.5673811,0.46949756,0.45982873,0.45784768,DT02,1,0.8,3.75,Bueno,Positivo
0.43404844,0.4703656,0.34545454,0.34545454,0.018181818,0.47036484,0.43848014,0.73485875,0.25454545,0.018181818,0.6915555,0.018181818,0.47036606,0.47036546,0.90916437,0.72816133,0.8361222,0.34520826,0.4605313,0.8088311,0.44885752,0.4703659,0.47036475,0.30306563,0.74844056,0.47036445,0.47036523,0.64725685,0.47036478,0.35326257,0.21323171,0.29843742,0.47015807,0.7410787,0.47036576,0.47036505,0.47062,0.47036523,0.47176918,0.46935785,0.41057315,0.5153497,0.37773374,0.39541233,0.7925291,0.3436984,0.7044425,0.46349815,0.46197462,0.5963916,0.44696414,0.5639993,0.3484115,0.47036466,0.4581038,0.43095857,0.3958064,0.15780468,0.47035044,0.4703359,0.5732735,0.47036523,0.4665368,0.544081,0.47162107,0.19286698,0.47036475,0.17077684,0.61677665,0.46992052,0.458066,0.47036406,0.47036514,0.52963465,0.6014089,0.46898463,0.6990975,0.44338983,0.69508016,0.51405567,0.5292241,0.4579527,0.6939001,0.46815825,0.4608097,0.44653314,0.5881803,0.4701959,0.39544147,0.469972,0.47036517,0.35756925,0.29480302,0.5487953,0.7681409,0.4019399,0.6083865,0.4698767,0.45982873,0.45784768,DT02,1,0.8,3.75,Bueno,Positivo
0.41861463,0.4703655,0.48076922,0.30769232,0.009615385,0.47036484,0.4379308,0.45232418,0.009615385,0.009615385,0.99312234,0.1826923,0.47036496,0.47036663,0.8807984,0.7246962,0.53534716,0.33687127,0.4605796,0.9944077,0.44975808,0.47036925,0.47036505,0.31820977,0.88543546,0.47036394,0.4703664,0.6456166,0.47037274,0.36554646,0.12657659,0.2971095,0.4701596,0.74164253,0.47036698,0.47036582,0.5372028,0.47036523,0.4389225,0.46899518,0.40636998,0.5242732,0.3939949,0.39536986,0.7978034,0.35738832,0.70048606,0.46349815,0.46197462,0.59704435,0.6212008,0.5693718,0.3477842,0.47036442,0.45822585,0.43294847,0.3807608,0.105205655,0.4703519,0.4703451,0.5732057,0.47036523,0.4665368,0.8498036,0.5337576,0.20902005,0.47036445,0.17077684,0.92692757,0.46959,0.458066,0.47036406,0.470365,0.5296324,0.598388,0.4724739,0.91262513,0.4596119,0.69131255,0.53927046,0.50397307,0.45325872,0.67021835,0.47271627,0.4608097,0.92448896,0.60354006,0.4701959,0.39366105,0.47971904,0.4703653,0.3577576,0.2987191,0.50823015,0.781575,0.4052927,0.62056273,0.4697573,0.45982873,0.45784768,DT02,1,0.8,3.75,Bueno,Positivo
0.49817565,0.4703653,0.8648649,0.027027028,0.027027028,0.999781,0.4349592,0.54287547,0.027027028,0.027027028,0.87667793,0.027027028,0.4703653,0.47036654,0.8287394,0.7054618,0.81483173,0.37799895,0.46053353,0.4244355,0.44783205,0.47036693,0.47036442,0.2600903,0.9013628,0.47036445,0.47036478,0.65162915,0.4703665,0.3226794,0.1615959,0.29746768,0.47015822,0.74261624,0.47036597,0.47036493,0.4744675,0.47036523,0.6029254,0.4697606,0.42187613,0.49083558,0.34645852,0.4148885,0.7827757,0.32519367,0.71483094,0.9997045,0.46197462,0.5996737,0.47469902,0.54813164,0.3456624,0.4703646,0.45797047,0.42414847,0.43177205,0.1455197,0.47035152,0.47033304,0.57716507,0.47036523,0.4665368,0.6921819,0.46118385,0.17453365,0.47036454,0.17077684,0.72742975,0.4695127,0.458066,0.47036406,0.47036493,0.52963436,0.6022432,0.46983725,0.96340257,0.43057495,0.6991517,0.45058507,0.5688177,0.4857716,0.7128853,0.47090486,0.4608097,0.43336254,0.5801579,0.4701959,0.39901555,0.46771914,0.47036523,0.35661367,0.28920642,0.70709366,0.74439,0.41055322,0.57971054,0.46913525,0.9783795,0.9970471,DT02,1,0.8,3.75,Bueno,Positivo
0.50710803,0.47036573,0.8648649,0.027027028,0.027027028,0.47036484,0.43619794,0.43313435,0.027027028,0.027027028,0.8565435,0.027027028,0.4703647,0.47036627,0.39104846,0.7135795,0.40108082,0.38154274,0.460548,0.4244355,0.4502481,0.47036907,0.47036585,0.25886545,0.40069807,0.47036433,0.47036648,0.65174866,0.4703648,0.3216591,0.16631019,0.2971325,0.47015896,0.74272966,0.47036633,0.47036672,0.47212106,0.47036523,0.61528355,0.46895877,0.4240265,0.48911297,0.34193444,0.3981746,0.78261477,0.32859412,0.715125,0.46349815,0.46197468,0.5987965,0.49764535,0.5451775,0.34624097,0.47036618,0.45828992,0.4269885,0.4326201,0.11208684,0.47035047,0.4703397,0.5752687,0.47036523,0.46653795,0.9838472,0.47179702,0.16715634,0.47036448,0.47821954,0.8803872,0.46956187,0.4580802,0.47036406,0.47036433,0.5296326,0.60205734,0.47050312,0.88977206,0.42209852,0.6980453,0.44627333,0.5760828,0.48766777,0.7227277,0.47010887,0.4608098,0.68402964,0.5741661,0.4701959,0.4009189,0.4768748,0.47036672,0.3570819,0.29074645,0.72296715,0.747767,0.40965897,0.57849556,0.46978292,0.45982873,0.45784768,DT02,1,0.8,3.75,Bueno,Positivo
0.52961737,0.4703656,0.8648649,0.027027028,0.027027028,0.47036484,0.43595767,0.6174589,0.027027028,0.027027028,0.6580393,0.027027028,0.47036487,0.47036555,0.91327333,0.71201605,0.9034751,0.40036234,0.46053237,0.6702143,0.44758198,0.47036555,0.47036487,0.24497111,0.86075443,0.47036475,0.47036475,0.6530879,0.4703623,0.31283692,0.2265546,0.29726973,0.47015846,0.7430567,0.47036546,0.47036558,0.46401888,0.47036523,0.6630244,0.46996132,0.42927733,0.48295277,0.33222783,0.4060854,0.77881676,0.31287608,0.7182816,0.46349815,0.46197462,0.5991108,0.45748985,0.5379165,0.34592822,0.47036576,0.45802242,0.42713916,0.44578737,0.22105384,0.47035113,0.4703348,0.57644796,0.47036523,0.4665368,0.47830746,0.46336663,0.15694825,0.47036463,0.17077684,0.525567,0.46965006,0.458066,0.47036406,0.47036535,0.5296347,0.60375863,0.47326058,0.784442,0.41276863,0.7007504,0.429128,0.5953891,0.46066067,0.7358978,0.4712898,0.4608097,0.44652843,0.5663676,0.4701959,0.4028506,0.47050875,0.47036555,0.35632464,0.28767473,0.76583713,0.7228493,0.4081977,0.56812155,0.46969405,0.45982873,0.45784768,DT02,1,0.8,3.75,Bueno,Positivo
0.54529595,0.47036454,0.5135135,0.027027028,0.027027028,0.47036484,0.90797114,0.43313435,0.027027028,0.3783784,0.82712436,0.027027028,0.47036555,0.4703672,0.39104846,0.296125,0.40108082,0.4055539,0.46053472,0.4244355,0.4436276,0.4703674,0.47036675,0.7928814,0.40069807,0.47036588,0.4703674,0.10119284,0.47036347,0.31491914,0.17336075,0.3473242,0.47015935,0.68755984,0.47036514,0.470366,0.4636827,0.47036523,0.7899367,0.4704261,0.939456,0.629406,0.23733498,0.39140558,0.24894357,0.34118414,0.76716954,0.46349815,0.46197477,0.08923231,0.46514317,0.062460706,0.8965421,0.47036827,0.45810184,0.4302298,0.10827706,0.35497892,0.47035384,0.47034124,0.104384825,0.47036523,0.46654484,0.6360251,0.46616882,0.38551563,0.47036475,0.6013022,0.8072442,0.46981505,0.45809773,0.47036406,0.47036532,0.52963257,0.5378893,0.47516033,0.50187033,0.482997,0.6529299,0.3772664,0.89990354,0.5179683,0.6155592,0.4741592,0.46080995,0.4699571,0.5272582,0.47019595,0.41746297,0.47470087,0.4703696,0.37705585,0.31902885,0.7661835,0.6187571,0.24994528,0.0774656,0.47060588,0.45982873,0.45784768,DT02,2,0.1,3.5,Bueno,Positivo
0.51798135,0.4703646,0.7,0.25555557,0.011111111,0.47036484,0.91368985,0.70513886,0.011111111,0.011111111,0.62888753,0.011111111,0.4703667,0.47036633,0.9091645,0.30006725,0.78445137,0.39522728,0.4605328,0.930581,0.44925717,0.47036633,0.47036535,0.7932047,0.9435572,0.47036457,0.47036597,0.0982027,0.47036424,0.32481948,0.24002878,0.3466692,0.47015846,0.69034225,0.4703652,0.4703649,0.4683108,0.47036523,0.7226515,0.46987253,0.92211103,0.623245,0.23802291,0.37049213,0.27074972,0.33283505,0.76667404,0.46349815,0.46197462,0.08645803,0.45660418,0.077126384,0.89624935,0.4703658,0.45807314,0.43504015,0.10784293,0.32141742,0.47035283,0.4703396,0.09551702,0.47036523,0.4665368,0.6311483,0.47198132,0.37985182,0.4703648,0.17077684,0.7630899,0.4701122,0.458066,0.47036406,0.47036493,0.52963346,0.5462187,0.47516915,0.5852739,0.48678097,0.6625547,0.3930527,0.8930026,0.50828063,0.6159029,0.470366,0.4608097,0.45811614,0.5323344,0.4701959,0.42138976,0.47492298,0.47036675,0.3769302,0.31025097,0.7028932,0.6329352,0.24993637,0.08575584,0.47016138,0.45982873,0.45784768,DT02,2,0.1,3.5,Bueno,Positivo
0.5109508,0.47036493,0.3220339,0.3898305,0.016949153,0.47038946,0.9135735,0.43313435,0.016949153,0.016949153,0.98659706,0.23728813,0.47036773,0.47036758,0.39104846,0.2999845,0.40108082,0.39283863,0.9995245,0.4244355,0.45518145,0.47037134,0.47036773,0.79355097,0.40069807,0.47036377,0.47036687,0.095013306,0.4704823,0.32999894,0.13066459,0.348022,0.48491076,0.6906265,0.47036594,0.47036785,0.99976337,0.47036523,0.6876422,0.46890032,0.9133087,0.6110603,0.23835945,0.36379096,0.279942,0.33351776,0.76605254,0.46349815,0.9392438,0.08688732,0.99891603,0.085458696,0.8953874,0.47036362,0.9985493,0.4417956,0.10760527,0.10375251,0.47036403,0.4703383,0.092188686,0.47036523,0.99976295,0.9977241,0.5660455,0.3851525,0.47036445,0.97355014,0.990914,0.4695191,0.9985495,0.47044617,0.47036433,0.5296258,0.5603927,0.48155323,0.96277136,0.49525842,0.669458,0.39911732,0.8840666,0.49224725,0.6082213,0.4784627,0.9638126,0.85893583,0.53857297,0.48226422,0.42329895,0.47020262,0.4703702,0.37785807,0.30876943,0.68357104,0.65895104,0.25014514,0.08860931,0.4691674,0.45982873,0.45784768,DT02,2,0.1,3.5,Bueno,Positivo
0.38780782,0.47036493,0.41304347,0.5,0.02173913,0.47036484,0.910077,0.43313435,0.02173913,0.02173913,0.49232444,0.02173913,0.4703655,0.47036505,0.39104846,0.29754803,0.40108082,0.3526647,0.460535,0.4244355,0.46239495,0.47036514,0.470365,0.7974675,0.40069807,0.47036475,0.47036502,0.06053496,0.47036272,0.423646,0.34963882,0.33455542,0.47015855,0.7009999,0.47036508,0.47036523,0.46473026,0.47036523,0.41594794,0.47084248,0.7248609,0.6906687,0.24638495,0.27904907,0.43580645,0.37643203,0.75760925,0.46349815,0.46197474,0.10287557,0.47252354,0.25468853,0.86162937,0.4703653,0.45804915,0.4699292,0.10446653,0.3374542,0.470352,0.4703362,0.08703312,0.47036523,0.46654227,0.5311654,0.46711636,0.45033523,0.47036457,0.56153995,0.5314281,0.4697411,0.45808005,0.47036406,0.4703648,0.529635,0.5516754,0.47363365,0.54631346,0.56760806,0.65858966,0.544164,0.7159089,0.3955375,0.4985027,0.47123167,0.46080983,0.46407282,0.6305531,0.47019595,0.42074737,0.47139728,0.4703641,0.37693042,0.31936488,0.3780974,0.7135062,0.2515488,0.17302577,0.47032085,0.45982873,0.45784768,DT02,2,0.1,3.5,Bueno,Positivo
0.46044546,0.4703646,0.041666668,0.7916667,0.041666668,0.47036484,0.90811306,0.43313435,0.041666668,0.041666668,0.5285654,0.041666668,0.47036535,0.47036517,0.39104846,0.2962199,0.40108082,0.3764167,0.46053034,0.4244355,0.46070275,0.4703649,0.47036508,0.7949498,0.40069807,0.47036642,0.47036484,0.08230397,0.47036183,0.35603562,0.30921963,0.3450049,0.47015816,0.6939308,0.47036538,0.47036472,0.46217522,0.47036523,0.5727195,0.47061104,0.8492456,0.62977993,0.24076115,0.3028497,0.33227417,0.33826584,0.76329535,0.46349815,0.46197468,0.096303634,0.44200003,0.14365861,0.8799178,0.47036576,0.45810792,0.45532453,0.10648499,0.447199,0.47035033,0.47033477,0.093632564,0.47036523,0.46654984,0.4151962,0.46276405,0.41548574,0.47036552,0.57516986,0.40312734,0.4703208,0.45811287,0.47036406,0.47036546,0.5296356,0.561819,0.46898288,0.5315832,0.529968,0.67154074,0.4387967,0.8260675,0.4475713,0.560181,0.46853963,0.46080977,0.43567163,0.5787731,0.47019595,0.42603943,0.46924794,0.4703648,0.3779944,0.3065827,0.5573005,0.677117,0.25090325,0.11439417,0.47061685,0.45982873,0.45784768,DT02,2,0.1,3.5,Bueno,Positivo
0.5421994,0.47036532,0.5135135,0.3783784,0.027027028,0.47036824,0.91333824,0.43313435,0.027027028,0.027027028,0.40159285,0.027027028,0.4703651,0.47036472,0.39104846,0.29981756,0.40108082,0.41448957,0.96841216,0.4244355,0.44750264,0.47036463,0.47036502,0.79276454,0.40069807,0.47036615,0.47036436,0.10227666,0.47036168,0.31368214,0.5394393,0.35322016,0.99978095,0.68780744,0.47036514,0.47036466,0.4621305,0.47036523,0.73315716,0.99978095,0.94387645,0.55552256,0.23715174,0.3769117,0.24711499,0.3182994,0.76743454,0.46349815,0.99964017,0.0840981,0.9777953,0.057809398,0.90211904,0.47036526,0.9946621,0.43047535,0.10832968,0.6192543,0.47135162,0.47241879,0.10163261,0.47036523,0.73780924,0.39798194,0.99977356,0.3740852,0.47036624,0.9929221,0.35797048,0.99978095,0.99466103,0.999781,0.47036543,0.52963585,0.56463236,0.9997809,0.6400754,0.4833024,0.6782333,0.37707645,0.9089143,0.5323724,0.6299885,0.9997809,0.9995535,0.99868894,0.5167507,0.99978095,0.4154631,0.9997809,0.4703652,0.37611836,0.2985233,0.7643029,0.65423554,0.24951561,0.07717953,0.99978095,0.45982873,0.45784768,DT02,2,0.1,3.5,Bueno,Positivo
