Gamma_F3-D-Gamma_F4,HRV_SampEn-D-HRV_MSE,neutral,sad,surprise,p_total-D-lf,Load,HRV_VHF-D-vlf,angry,fear,HRV_S-D-hr_mad,happy,breathingrate-D-HRV_MSE,ibi-D-HRV_MSE,bpm-D-vlf,Fatigue-M-Engagement,HRV_HF-D-vlf,Gamma_F4-D-Gamma_FP1,p_total-D-HRV_VHF,lf-D-vlf,Gamma_F3-D-Gamma_C4,HRV_RMSSD-D-HRV_MSE,bpm-D-HRV_MSE,Fatigue-D-Theta_FP1,hf-D-vlf,HRV_HF-D-HRV_MSE,HRV_DFA-D-HRV_MSE,Theta_FP1-D-Fatigue,HRV_LFHF-D-HRV_MSE,Gamma_F3-M-Gamma_F4,hr_mad-D-HRV_S,Alpha_FP1-D-Gamma_C4,p_total-D-breathingrate,Alpha_FP1,HRV_MadNN-D-HRV_MSE,HRV_HTI-D-HRV_MSE,HRV_LFHF-D-HRV_HF,HRV_LFHF-D-hf,Gamma_PZ-D-Gamma_F4,hf-M-HRV_HF,Theta_FP1-D-Gamma_F4,Gamma_PZ-D-Gamma_C4,Gamma_F4-D-Theta_FP1,LowBeta_F3-D-HighBeta_F3,Alpha_FP1-D-Engagement,LowBeta_FP1-M-Gamma_C4,Alpha_FP1-M-Engagement,HRV_LFHF-D-lf,vlf-M-HRV_LFHF,Theta_FP1,hf-D-HRV_VHF,Load-D-Gamma_F4,Alpha_FP1-M-Theta_FP1,HRV_HFn-D-HRV_MSE,p_total-D-hf,Gamma_C3-D-LowBeta_C3,Fatigue-D-Load,sdnn-D-HRV_S,hf-D-HRV_MSE,lf-D-HRV_MSE,Gamma_F3-M-Load,HRV_S-D-p_total,vlf-D-lf,HRV_RMSSD-D-HRV_CorrDim,lf-M-HRV_LFHF,Fatigue-D-Alpha_FP1,HRV_VHF-D-HRV_MSE,vlf-L,HRV_CVNN-D-HRV_pNN50,lf-M-HRV_VHF,vlf-D-hf,vlf-M-hf,HRV_CorrDim-D-HRV_MSE,HRV_LnHF-D-HRV_MSE,LowBeta_C3-D-Gamma_C4,hf-D-HRV_LF,HRV_RMSSD-D-HRV_DFA,Gamma_C4-M-Fatigue,Gamma_C4,Gamma_F4-D-Alpha_FP1,Fatigue-D-Engagement,LowBeta_F3-D-HighBeta_C3,Fatigue,hf-D-breathingrate,vlf-D-HRV_HF,lf-D-HRV_VHF,Alpha_FP1-M-Fatigue,vlf-M-HRV_LF,Gamma_F3-D-LowBeta_FP1,lf-D-HRV_LF,HRV_PAS-D-HRV_MSE,Alpha_FP1-M-Gamma_F3,LowBeta_C3-M-Gamma_C4,LowBeta_FP1-D-Gamma_F4,LowBeta_FP1-D-Gamma_C4,Gamma_F3-D-Theta_FP1,LowBeta_C3-D-Engagement,lf-M-HRV_HF,HRV_HF-D-lf,bpm-D-lf,ID,Take,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.5268708,0.3990576,0.45238096,0.023809524,0.023809524,0.45784262,0.24439666,0.3888362,0.45238096,0.023809524,0.38227838,0.023809524,0.2285369,0.27805898,0.36072785,0.21566533,0.37199786,0.30682212,0.43123278,0.41209015,0.45297414,0.3612422,0.5726581,0.7727112,0.3785775,0.49589232,0.41335067,0.23019913,0.35834134,0.3337968,0.5839052,0.7688898,0.8480498,0.23832732,0.48043877,0.40309215,0.40526986,0.45784262,0.6151645,0.57452536,0.5269045,0.43407914,0.3773223,0.45513946,0.24909633,0.35589963,0.23234057,0.44791397,0.5189552,0.63981164,0.4150319,0.65164226,0.56078625,0.53946024,0.5878917,0.4306283,0.4814909,0.5963099,0.5428513,0.63413936,0.7796166,0.45784262,0.4052065,0.37824446,0.4805584,0.762207,0.4697881,0.65599567,0.4282837,0.70323837,0.46486115,0.6122335,0.6271462,0.6218676,0.4948255,0.6407019,0.3572269,0.76472235,0.6147472,0.28927648,0.21976425,0.5824795,0.21535249,0.80364597,0.5332763,0.4431291,0.6193702,0.5062698,0.44590154,0.6710587,0.41166633,0.5380349,0.3445565,0.6739084,0.52520055,0.49817848,0.7344266,0.7530641,0.44256827,0.439669,DJ01,3,0.2,4.25,Excelente,Positivo
0.5860086,0.29156235,0.34545454,0.018181818,0.018181818,0.45784262,0.2407327,0.3888362,0.34545454,0.25454545,0.41739154,0.018181818,0.5818883,0.38015065,0.36072785,0.21088554,0.37199786,0.22604147,0.43751216,0.41209015,0.4938032,0.42126322,0.5326429,0.7716467,0.3785775,0.31404778,0.5799592,0.23352149,0.3784612,0.36280048,0.4737394,0.73116326,0.4140859,0.24194725,0.44117075,0.30057827,0.43310237,0.45784262,0.5973707,0.35849598,0.49045473,0.37719342,0.3943372,0.4278746,0.25326675,0.4063502,0.23547296,0.44791397,0.78920954,0.6573011,0.4225588,0.65864766,0.545093,0.5855497,0.59945786,0.43193957,0.48073557,0.50269306,0.4259387,0.4600081,0.76444614,0.45784262,0.7403629,0.44505572,0.42913908,0.76309603,0.35937813,0.708197,0.5001956,0.3774653,0.7844064,0.7413628,0.3874289,0.47224283,0.42291805,0.73256284,0.3490372,0.76251614,0.5371979,0.2909588,0.21623115,0.5742768,0.21122834,0.3607932,0.9355451,0.44164345,0.6338509,0.5635583,0.52734125,0.62743,0.33409137,0.58858216,0.40186635,0.65054375,0.4048546,0.5978454,0.7349901,0.37184715,0.44256827,0.439669,DJ01,3,0.2,4.25,Excelente,Positivo
0.7333341,0.5131726,0.45238096,0.45238096,0.023809524,0.45784262,0.2427261,0.3888362,0.023809524,0.023809524,0.37304014,0.023809524,0.3623673,0.2647696,0.36072785,0.21348247,0.37199786,0.17168292,0.41321152,0.41209015,0.6393952,0.3488592,0.41288912,0.773653,0.3785775,0.8045039,0.29122597,0.2272438,0.33905432,0.40677804,0.62103623,0.76888406,0.42083463,0.23564893,0.34413397,0.17988935,0.3891894,0.45784262,0.6261167,0.73142564,0.53274125,0.4233337,0.37484398,0.43090558,0.24656764,0.36434215,0.22952068,0.44791397,0.40538126,0.6448134,0.39398926,0.65094715,0.5583699,0.43916625,0.44165164,0.4302668,0.48082614,0.5880241,0.38988972,0.4055556,0.7202134,0.45784262,0.43367124,0.3840779,0.41628253,0.76282614,0.72578984,0.61591595,0.3760724,0.7129532,0.4215524,0.4431877,0.5212981,0.7608319,0.49019754,0.31726736,0.43486837,0.7658452,0.6092667,0.28786758,0.21810812,0.60417986,0.21344374,0.44155452,0.36315346,0.42945537,0.6236112,0.52916956,0.67207724,0.36834133,0.38921407,0.69102836,0.34928936,0.69428104,0.5260148,0.72822434,0.7339818,0.7242296,0.44256827,0.439669,DJ01,3,0.2,4.25,Excelente,Positivo
0.83315086,0.33664104,0.47435898,0.24358974,0.012820513,0.45784262,0.25059792,0.3888362,0.24358974,0.012820513,0.37856978,0.012820513,0.5146039,0.261098,0.36072785,0.22381899,0.37199786,0.16095513,0.42605495,0.41209015,0.7879668,0.38503182,0.32343835,0.7850456,0.3785775,0.76953655,0.18256865,0.19039409,0.35778865,0.49017742,0.59835887,0.818896,0.5298425,0.19853364,0.4443595,0.21862254,0.39278486,0.45784262,0.7458555,0.94933486,0.5867878,0.6897943,0.35441402,0.95853597,0.20708622,0.43209735,0.19438826,0.44791397,0.5079583,0.58013,0.41681075,0.6476323,0.63123596,0.3571898,0.3819939,0.56338495,0.4813208,0.49907273,0.6605098,0.4815831,0.6389473,0.45784262,0.42008677,0.41928428,0.46332452,0.7625351,0.5245419,0.64083177,0.42671055,0.7096321,0.38031578,0.66887677,0.41368046,0.77541554,0.9322013,0.44445986,0.70148045,0.7615581,0.6427105,0.2869797,0.22555941,0.61770463,0.22225091,0.61566865,0.3912908,0.43480214,0.57122993,0.69250506,0.7673516,0.39384067,0.29919896,0.82075894,0.75796735,0.73260945,0.7568006,0.7941545,0.07440594,0.88695973,0.44256827,0.439669,DJ01,3,0.2,4.25,Excelente,Positivo
0.82583606,0.47308764,0.58181816,0.34545454,0.018181818,0.45784262,0.2507338,0.3888362,0.018181818,0.018181818,0.6570534,0.018181818,0.3743949,0.45096678,0.36072785,0.22399852,0.37199786,0.16047053,0.58177614,0.41209015,0.8459838,0.7139198,0.53202116,0.79012465,0.3785775,0.21110001,0.5113381,0.17343402,0.87717927,0.59294766,0.23141167,0.8253771,0.4823385,0.1879548,0.8229364,0.576298,0.8043575,0.45784262,0.70185995,0.30201414,0.51385576,0.77066684,0.3830931,0.98558116,0.2028786,0.4538663,0.17808276,0.44791397,0.68294066,0.5694667,0.6746599,0.6639975,0.64672834,0.13596073,0.3848865,0.5914248,0.46484447,0.19369338,0.4938426,0.42029426,0.59477955,0.45784262,0.38635716,0.75138605,0.59325075,0.7633801,0.22485523,0.5757491,0.7980747,0.2547846,0.35913017,0.39191833,0.14818148,0.31020093,0.9701068,0.40979767,0.7816111,0.761972,0.6353946,0.29392892,0.22321934,0.60377127,0.22092128,0.5558852,0.584098,0.50987184,0.56774837,0.38835242,0.829233,0.3875349,0.3247052,0.8746321,0.86605287,0.6347446,0.7694246,0.8470201,0.02515245,0.27770585,0.44256827,0.439669,DJ01,3,0.2,4.25,Excelente,Positivo
0.3773512,0.9309834,0.8648649,0.027027028,0.027027028,0.45784262,0.58385897,0.9836635,0.027027028,0.027027028,0.51615465,0.027027028,0.94560397,0.80658317,0.8888076,0.6894668,0.92284006,0.7979493,0.43195617,0.68358797,0.4049364,0.734728,0.67647827,0.7717626,0.84751683,0.5511259,0.6169468,0.23316048,0.73938096,0.4391329,0.31762874,0.75949985,0.3607048,0.15902923,0.9366323,0.67601746,0.47672892,0.45784262,0.3506624,0.5209261,0.9490741,0.38491565,0.26252896,0.34188563,0.09418713,0.49437457,0.23689313,0.44791397,0.2665113,0.0044415416,0.4297339,0.5340801,0.9961562,0.5534268,0.34502953,0.45327678,0.69508344,0.33758876,0.815215,0.5554104,0.45844778,0.45784262,0.28585473,0.5063343,0.52143836,0.6761509,0.51317143,0.15757805,0.57358694,0.43088385,0.2791963,0.30424276,0.8371871,0.3169373,0.2957477,0.41802675,0.72704965,0.28756872,0.3973507,0.32076508,0.73273337,0.6080406,0.7156856,0.42813787,0.29161265,0.43786967,0.0045553246,0.27998525,0.4504748,0.3801577,0.5882561,0.5756981,0.47414714,0.31686473,0.24450822,0.24664956,0.5246626,0.43447626,0.44256827,0.439669,DJ01,3,0.2,4.25,Excelente,Positivo
0.28854948,0.3713046,0.7916667,0.041666668,0.041666668,0.45784262,0.564746,0.3888362,0.041666668,0.041666668,0.3673453,0.041666668,0.41781345,0.29270163,0.36072785,0.7527377,0.37199786,0.78205544,0.417606,0.41209015,0.37657663,0.34921607,0.2802696,0.35624972,0.3785775,0.6725336,0.29438582,0.67532617,0.3766351,0.9098319,0.64582175,0.30291533,0.6348905,0.61928207,0.4426072,0.28259933,0.39930725,0.45784262,0.1771489,0.9531163,0.20550337,0.3324664,0.8806568,0.6209569,0.6198982,0.9548624,0.6193501,0.44791397,0.5457483,0.38654858,0.40511787,0.69031084,0.47243932,0.26199946,0.31542963,0.4533181,0.75649816,0.54373556,0.7629162,0.42053843,0.39834642,0.45784262,0.4663409,0.3843613,0.44960776,0.43120852,0.7762952,0.6420686,0.3347141,0.8415017,0.36390835,0.73808765,0.5205174,0.7559763,0.20451649,0.5404521,0.43217877,0.13875607,0.092865296,0.89747834,0.68623775,0.62674147,0.72199935,0.7985866,0.41207814,0.42932153,0.29769635,0.6827711,0.4127993,0.36717045,0.23827471,0.42033425,0.89488095,0.15986298,0.22430505,0.39785457,0.42711282,0.7136162,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.2805972,0.59904224,0.88095236,0.023809524,0.023809524,0.45784262,0.5745894,0.3888362,0.023809524,0.023809524,0.3765294,0.023809524,0.42585257,0.35977075,0.36072785,0.7648222,0.37199786,0.8647767,0.41603646,0.41209015,0.36066175,0.3599087,0.4538814,0.30096132,0.3785775,0.5492857,0.40346736,0.69361454,0.34895185,0.9636577,0.6065684,0.2761696,0.3384176,0.6400943,0.32835934,0.3966547,0.40023324,0.45784262,0.16532809,0.43359387,0.18598919,0.29623324,0.9543198,0.53740925,0.6393496,0.9410689,0.6408975,0.44791397,0.67597485,0.42021635,0.39763767,0.70094675,0.44751564,0.5647496,0.47323775,0.47310168,0.7696698,0.5938532,0.32920963,0.31329495,0.3706386,0.45784262,0.9687186,0.38235348,0.3833319,0.38758668,0.5288896,0.6971197,0.3288293,0.34247497,0.81736624,0.60767686,0.5850772,0.63591254,0.14327742,0.38766032,0.36138234,0.083629824,0.039325222,0.9633451,0.710804,0.60441923,0.74070203,0.3338428,0.6719947,0.42836687,0.32098982,0.68283224,0.47815186,0.34205574,0.35971084,0.41548115,0.9374058,0.13513854,0.07331623,0.41942582,0.4658187,0.32672048,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.3025426,0.6541587,0.58181816,0.018181818,0.018181818,0.45784262,0.49997494,0.3888362,0.018181818,0.018181818,0.3677844,0.34545454,0.4419568,0.40472755,0.36072785,0.66474056,0.37199786,0.910974,0.41699892,0.41209015,0.37123162,0.33624426,0.4408218,0.2422992,0.3785775,0.67586124,0.4659066,0.7111177,0.36131135,0.7375704,0.64385897,0.30047375,0.33282354,0.6439969,0.3408241,0.3212648,0.39678046,0.45784262,0.19785173,0.3643372,0.21618637,0.2850868,0.8362444,0.56106967,0.6198175,0.7893395,0.6614875,0.44791397,0.4761006,0.52625245,0.39179474,0.67617816,0.41509748,0.60645896,0.8870822,0.45564127,0.84773976,0.70410824,0.2305738,0.48274016,0.51717305,0.45784262,0.4555908,0.36199173,0.43240207,0.41872782,0.4997603,0.6435426,0.24755402,0.540521,0.7612161,0.3847806,0.66796786,0.6617741,0.22353922,0.23428501,0.2925243,0.19820401,0.14640789,0.8031145,0.70378125,0.5649735,0.68857056,0.22433253,0.44143662,0.4355485,0.37894168,0.5363965,0.44713175,0.44852597,0.29937342,0.40043408,0.8150171,0.17355205,0.12905535,0.4333392,0.33054748,0.6651919,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.32322803,0.56435233,0.8648649,0.027027028,0.027027028,0.45784262,0.45581073,0.3888362,0.027027028,0.027027028,0.35146698,0.027027028,0.2901077,0.36096174,0.36072785,0.5969348,0.37199786,0.883681,0.41078004,0.41209015,0.38450047,0.32442424,0.34133175,0.22634678,0.3785775,0.8347058,0.18070167,0.71565783,0.35136592,0.59496486,0.72233903,0.31643543,0.39338195,0.6455953,0.29658937,0.44406956,0.3897432,0.45784262,0.22961316,0.54833376,0.23793042,0.29820108,0.7513927,0.55945694,0.6153924,0.6813152,0.6668081,0.44791397,0.7036556,0.5856767,0.38858807,0.6592316,0.39777854,0.4513113,0.61386466,0.44607094,0.86464053,0.6395193,0.27634057,0.34728724,0.57561344,0.45784262,0.870554,0.36274844,0.3984946,0.45303532,0.7879434,0.6962603,0.24367835,0.5803821,0.8718238,0.5566538,0.60131705,0.7537577,0.2817305,0.2336814,0.5528939,0.29961818,0.25027713,0.6768458,0.6623831,0.58944833,0.6339185,0.3374839,0.5035618,0.4276907,0.4320138,0.90787476,0.4376039,0.32595667,0.38399756,0.39663538,0.70563835,0.21402046,0.19217345,0.4588684,0.31523278,0.5522943,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.367498,0.34902468,0.45238096,0.45238096,0.023809524,0.45784262,0.46119708,0.3888362,0.023809524,0.023809524,0.3686816,0.023809524,0.7315874,0.3133021,0.36072785,0.6055065,0.37199786,0.73021233,0.4121076,0.41209015,0.4043929,0.34765288,0.3191475,0.227835,0.3785775,0.6879811,0.32821134,0.7152371,0.38334316,0.46133608,0.6398751,0.3348652,0.25041345,0.64702654,0.40438953,0.37861115,0.39963958,0.45784262,0.30557913,0.60403174,0.31243148,0.32759494,0.5604863,0.5370105,0.6198143,0.57175493,0.666317,0.44791397,0.5468535,0.58144826,0.39321756,0.60625666,0.39824757,0.3182875,0.38521114,0.43452987,0.8580446,0.5626823,0.3482321,0.3289763,0.5744682,0.45784262,0.6606075,0.37406456,0.40393373,0.4484085,0.69460964,0.6431227,0.2993932,0.4934571,0.5119909,0.48046947,0.60469997,0.7395343,0.35469687,0.27366975,0.39632422,0.3506089,0.37940037,0.52911156,0.6617201,0.63122743,0.637787,0.2598335,0.41672698,0.42776573,0.4313938,0.67601365,0.43347937,0.31651387,0.24418597,0.39511338,0.5796469,0.31094712,0.29684374,0.4524321,0.3521999,0.44863358,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.32275495,0.5906669,0.58181816,0.34545454,0.018181818,0.45784262,0.53580767,0.3888362,0.018181818,0.018181818,0.34984595,0.018181818,0.35336024,0.2888738,0.36072785,0.71521276,0.37199786,0.67055184,0.4340915,0.41209015,0.40656626,0.33018148,0.348707,0.3135224,0.3785775,0.42004132,0.27018386,0.689643,0.43710208,0.6484464,0.7307016,0.32719263,0.6654806,0.6399593,0.3355522,0.32513186,0.43100622,0.45784262,0.22521567,0.6181151,0.2598845,0.35246718,0.67973924,0.51976216,0.6449134,0.7205007,0.63612115,0.44791397,0.50136054,0.47091687,0.42285582,0.6457165,0.43299094,0.25954613,0.50152224,0.45180747,0.7480038,0.70584667,0.5728749,0.5944594,0.466214,0.45784262,0.34929556,0.39811403,0.56611097,0.4300829,0.42677432,0.6091356,0.32064334,0.6900976,0.36146373,0.5044266,0.34127676,0.6631815,0.314216,0.4946353,0.41869527,0.2768434,0.29513094,0.69701713,0.6429833,0.6551068,0.6808565,0.6669587,0.42865956,0.44398525,0.37784454,0.47827694,0.43372926,0.52027196,0.3656537,0.4047343,0.6715438,0.21507107,0.30754805,0.41425666,0.5213751,0.731453,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.30978253,0.54194254,0.8648649,0.027027028,0.027027028,0.45784262,0.52976686,0.3888362,0.027027028,0.027027028,0.34932467,0.027027028,0.26329723,0.29568744,0.36072785,0.7070089,0.37199786,0.67432594,0.4216091,0.41209015,0.40898207,0.3223354,0.32227466,0.3405335,0.3785775,0.46949294,0.29106355,0.68075216,0.37982854,0.73750037,0.7334089,0.32363784,0.6929356,0.64161754,0.2687557,0.42079043,0.41201523,0.45784262,0.20461674,0.6550755,0.23091456,0.37368333,0.7774357,0.60580605,0.66016,0.7581424,0.6256352,0.44791397,0.72451866,0.48246995,0.40745977,0.6658456,0.42869905,0.30076736,0.42721528,0.45565388,0.6896525,0.7152614,0.5480649,0.44126144,0.46164033,0.45784262,0.5788939,0.37522438,0.45395175,0.4514864,0.56351626,0.6820798,0.27417052,0.65690374,0.5117142,0.77550906,0.4718681,0.6877196,0.30889994,0.54268503,0.38015768,0.30259225,0.2795874,0.7776972,0.58434206,0.6876085,0.6450046,0.7538207,0.6117563,0.43254608,0.41418025,0.7200502,0.4329321,0.43678945,0.52528465,0.40643466,0.69160825,0.19103938,0.3237984,0.42587715,0.5958962,0.5690349,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.31488138,0.47737947,0.6849315,0.01369863,0.01369863,0.45784262,0.5012165,0.3888362,0.26027396,0.01369863,0.3448898,0.01369863,0.14621839,0.32154536,0.36072785,0.66656053,0.37199786,0.6604975,0.41420272,0.41209015,0.4113804,0.30272076,0.35805964,0.35589474,0.3785775,0.56445265,0.37516025,0.6754509,0.32840016,0.7071204,0.7567652,0.32412013,0.6951175,0.64401096,0.22998379,0.46831852,0.39547014,0.45784262,0.21182697,0.5030452,0.22999877,0.37141472,0.78094095,0.5627057,0.67124397,0.7619615,0.6193379,0.44791397,0.5655119,0.52467686,0.39518404,0.66570675,0.41552585,0.46536183,0.45921817,0.47297826,0.6475024,0.7791886,0.34543756,0.34430578,0.49348405,0.45784262,0.7942809,0.36752692,0.39257756,0.48437628,0.6196828,0.67958856,0.23346077,0.47054136,0.6730288,0.5805442,0.43842927,0.6917152,0.3225392,0.4238036,0.2853516,0.36091274,0.29376742,0.75267833,0.51872665,0.6193265,0.58841044,0.7304549,0.56042045,0.4287207,0.4691531,0.6116254,0.42729804,0.3798313,0.40468585,0.40538195,0.68502176,0.2030111,0.36061478,0.4474521,0.6412668,0.4164268,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.3281796,0.6388195,0.8648649,0.027027028,0.027027028,0.45784262,0.5148091,0.3888362,0.027027028,0.027027028,0.31656414,0.027027028,0.27395004,0.27708542,0.36072785,0.6861574,0.37199786,0.6872755,0.41721827,0.41209015,0.4075915,0.30372208,0.3902293,0.30938008,0.3785775,0.74714947,0.35220113,0.6909632,0.32735327,0.61372656,0.90590936,0.3317223,0.79125834,0.6383456,0.34352776,0.36935458,0.3892666,0.45784262,0.23206207,0.88054156,0.2649487,0.34273788,0.6652935,0.59650826,0.6395325,0.73052794,0.6376316,0.44791397,0.85779583,0.4952119,0.39874145,0.6429062,0.4270645,0.43195003,0.5016439,0.4504232,0.7622611,0.8815656,0.60523915,0.47341833,0.49458507,0.45784262,0.80592746,0.34584942,0.42990807,0.44631717,0.79326415,0.7349879,0.2555043,0.8918295,0.7292582,0.9799271,0.67354554,0.7473852,0.32433018,0.54562634,0.29946977,0.30495566,0.31691355,0.6643628,0.6301163,0.6982522,0.65998596,0.79791826,0.7076319,0.43020728,0.3939699,0.96575326,0.42049834,0.44311568,0.24608016,0.40403447,0.64720047,0.2336246,0.36752838,0.42204592,0.50799793,0.8155764,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.31110486,0.5501595,0.45238096,0.023809524,0.023809524,0.45784262,0.48196962,0.3888362,0.023809524,0.023809524,0.33873856,0.45238096,0.34394395,0.29491016,0.36072785,0.63779896,0.37199786,0.76776344,0.4143694,0.41209015,0.40002102,0.2976092,0.31571653,0.29417458,0.3785775,0.8489052,0.23723468,0.69572216,0.32962066,0.7214418,0.78988206,0.31836078,0.5036819,0.64140964,0.32659054,0.19161856,0.38671246,0.45784262,0.20573793,0.7972476,0.22092788,0.3377555,0.816816,0.56181306,0.63940364,0.7505484,0.6431836,0.44791397,0.40811747,0.5444865,0.39360124,0.67335653,0.4114377,0.4248207,0.57285595,0.46448505,0.77584517,0.7654726,0.38942772,0.5075908,0.5179709,0.45784262,0.38167548,0.35258836,0.4464558,0.4674222,0.7399045,0.6209287,0.21429291,0.9130849,0.42618388,0.45780516,0.5592911,0.78421175,0.28493622,0.30790672,0.382813,0.3091244,0.24454728,0.76587266,0.59996927,0.6076587,0.620744,0.45568475,0.35884875,0.4315811,0.435659,0.56822985,0.44249514,0.42180428,0.29245132,0.4055568,0.72066396,0.18966994,0.24558462,0.45662868,0.46911073,0.9402348,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.31635988,0.91065705,0.45238096,0.45238096,0.023809524,0.45784262,0.45972103,0.3888363,0.023809524,0.023809524,0.33924085,0.023809524,0.8032479,0.6877947,0.36072785,0.6031653,0.3719979,0.7319963,0.40803042,0.41209015,0.39965856,0.4052689,0.74800336,0.30966824,0.3785775,0.9301351,0.42445835,0.6908716,0.34564573,0.6959572,0.78715706,0.3138787,0.22822417,0.646541,0.5503607,0.38154152,0.38564533,0.45784262,0.22055647,0.4148357,0.21933712,0.3639072,0.82329357,0.5265241,0.65755844,0.7408994,0.6373986,0.44791397,0.27591905,0.5824326,0.3857904,0.67296773,0.39821532,0.90585536,0.48432812,0.5039035,0.72538066,0.80712646,0.29321355,0.39308694,0.5403008,0.45784262,0.3109913,0.34491304,0.38301075,0.4962605,0.97049034,0.4308917,0.205407,0.62493485,0.3114207,0.31069896,0.9623357,0.5525659,0.2975344,0.2700058,0.41934043,0.35932535,0.23767886,0.74739206,0.5266689,0.4486517,0.5641581,0.21424411,0.30033222,0.42708892,0.49467945,0.29423764,0.44960675,0.37071264,0.698423,0.40405905,0.75015676,0.19609366,0.22399542,0.48359752,0.50770456,0.47320068,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.28854948,0.3713046,0.5232558,0.011627907,0.011627907,0.45784262,0.564746,0.3888362,0.011627907,0.011627907,0.3673453,0.43023255,0.41781345,0.29270163,0.36072785,0.7527377,0.37199786,0.78205544,0.417606,0.41209015,0.37657663,0.34921607,0.2802696,0.35624972,0.3785775,0.6725336,0.29438582,0.67532617,0.3766351,0.9098319,0.64582175,0.30291533,0.6348905,0.61928207,0.4426072,0.28259933,0.39930725,0.45784262,0.1771489,0.9531163,0.20550337,0.3324664,0.8806568,0.6209569,0.6198982,0.9548624,0.6193501,0.44791397,0.5457483,0.38654858,0.40511787,0.69031084,0.47243932,0.26199946,0.31542963,0.4533181,0.75649816,0.54373556,0.7629162,0.42053843,0.39834642,0.45784262,0.4663409,0.3843613,0.44960776,0.43120852,0.7762952,0.6420686,0.3347141,0.8415017,0.36390835,0.73808765,0.5205174,0.7559763,0.20451649,0.5404521,0.43217877,0.13875607,0.092865296,0.89747834,0.68623775,0.62674147,0.72199935,0.7985866,0.41207814,0.42932153,0.29769635,0.6827711,0.4127993,0.36717045,0.23827471,0.42033425,0.89488095,0.15986298,0.22430505,0.39785457,0.42711282,0.7136162,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.2805972,0.59904224,0.7916667,0.041666668,0.041666668,0.45784262,0.5745894,0.3888362,0.041666668,0.041666668,0.3765294,0.041666668,0.42585257,0.35977075,0.36072785,0.7648222,0.37199786,0.8647767,0.41603646,0.41209015,0.36066175,0.3599087,0.4538814,0.30096132,0.3785775,0.5492857,0.40346736,0.69361454,0.34895185,0.9636577,0.6065684,0.2761696,0.3384176,0.6400943,0.32835934,0.3966547,0.40023324,0.45784262,0.16532809,0.43359387,0.18598919,0.29623324,0.9543198,0.53740925,0.6393496,0.9410689,0.6408975,0.44791397,0.67597485,0.42021635,0.39763767,0.70094675,0.44751564,0.5647496,0.47323775,0.47310168,0.7696698,0.5938532,0.32920963,0.31329495,0.3706386,0.45784262,0.9687186,0.38235348,0.3833319,0.38758668,0.5288896,0.6971197,0.3288293,0.34247497,0.81736624,0.60767686,0.5850772,0.63591254,0.14327742,0.38766032,0.36138234,0.083629824,0.039325222,0.9633451,0.710804,0.60441923,0.74070203,0.3338428,0.6719947,0.42836687,0.32098982,0.68283224,0.47815186,0.34205574,0.35971084,0.41548115,0.9374058,0.13513854,0.07331623,0.41942582,0.4658187,0.32672048,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
0.3025426,0.6541587,0.8648649,0.027027028,0.027027028,0.45784262,0.49997494,0.3888362,0.027027028,0.027027028,0.3677844,0.027027028,0.4419568,0.40472755,0.36072785,0.66474056,0.37199786,0.910974,0.41699892,0.41209015,0.37123162,0.33624426,0.4408218,0.2422992,0.3785775,0.67586124,0.4659066,0.7111177,0.36131135,0.7375704,0.64385897,0.30047375,0.33282354,0.6439969,0.3408241,0.3212648,0.39678046,0.45784262,0.19785173,0.3643372,0.21618637,0.2850868,0.8362444,0.56106967,0.6198175,0.7893395,0.6614875,0.44791397,0.4761006,0.52625245,0.39179474,0.67617816,0.41509748,0.60645896,0.8870822,0.45564127,0.84773976,0.70410824,0.2305738,0.48274016,0.51717305,0.45784262,0.4555908,0.36199173,0.43240207,0.41872782,0.4997603,0.6435426,0.24755402,0.540521,0.7612161,0.3847806,0.66796786,0.6617741,0.22353922,0.23428501,0.2925243,0.19820401,0.14640789,0.8031145,0.70378125,0.5649735,0.68857056,0.22433253,0.44143662,0.4355485,0.37894168,0.5363965,0.44713175,0.44852597,0.29937342,0.40043408,0.8150171,0.17355205,0.12905535,0.4333392,0.33054748,0.6651919,0.44256827,0.439669,DJ01,4,-0.3,4.5,Excelente,Negativo
