bpm,ibi,sdnn,hr_mad,breathingrate,vlf,lf,hf,p_total,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_TINN,HRV_HTI,HRV_HF,HRV_VHF,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_ApEn,HRV_SampEn,HRV_MSE,HRV_CMSE,HRV_RCMSE,HRV_DFA,HRV_CorrDim,Alpha_FP1,Alpha_F3,Alpha_C3,Alpha_PZ,Alpha_C4,Alpha_F4,Alpha_FP2,LowBeta_FP1,LowBeta_F3,LowBeta_C3,LowBeta_PZ,LowBeta_C4,LowBeta_F4,LowBeta_FP2,HighBeta_FP1,HighBeta_F3,HighBeta_C3,HighBeta_PZ,HighBeta_C4,HighBeta_F4,HighBeta_FP2,Gamma_FP1,Gamma_F3,Gamma_C3,Gamma_PZ,Gamma_C4,Gamma_F4,Gamma_FP2,Theta_FP1,Theta_F3,Theta_C3,Theta_PZ,Theta_C4,Theta_F4,Theta_FP2,Fatigue,Load,neutral,surprise,sad,happy,fear,angry,PSI_Score,MCE_Score,MCE_Category,PSI_Category
0.9108230775816335,0.030396270384771884,0.050922282227066164,0.014958768343300947,0.7206005175178062,0.5117180366197633,0.5117180449576375,0.5117180359203016,0.5117180366197657,0.2642448942529446,0.3238524581819343,0.27766374561444757,0.2642974677065456,0.2806944539473983,0.2654760206018326,0.4745488495155658,0.24787949406529364,0.225937825882958,0.22918491441930997,0.26111524615348064,0.2619033212686579,0.3758514546344356,0.7607829888657851,0.6066686798140224,0.7599401493722717,0.27041807390107275,0.4991116074084794,0.2642974677065455,0.28558695655515615,0.32919290053480726,0.40356080032148245,0.6602201209395598,0.21356996537400666,0.3152956194508395,0.5326980880286702,0.48883877497947853,0.42281855969300497,0.5621613870313686,0.4203967794720945,0.4106904428040473,0.4143141041241542,0.3933478560159798,0.28568929742004895,0.7143107025799519,0.25633452270824214,0.27254137973988063,0.6458272621851865,0.3541727378148135,0.2918061237692301,0.27962566514275694,0.5340705087752404,0.4659294912247616,0.2756079278547237,0.27623103956121764,0.24238894018641655,0.44439962125477345,0.42694051918056874,0.4449301649983517,0.45910658947091865,0.4847234401895122,0.5361164628092292,0.28611520472156493,0.5847437028670859,0.45556487901344156,0.566473469289696,0.6499399289162142,0.28205344500507096,0.1500325814744013,0.550229473476257,0.322993278545979,0.4836986605980213,0.3944976698706949,0.29201766998210155,0.5818276629391282,0.6828692027057595,0.4536517969058229,0.2452647279850141,0.46614130823050326,0.3456762772648034,0.2875974902140213,0.5091652723410223,0.5986267261115836,0.44656502451676816,0.45384780282332826,0.45886268977742545,0.34412706841890933,0.3171512134442969,0.48049090443351805,0.5247897581979168,0.3371829372879213,0.586794374355929,0.5136295830872393,0.571885421590356,0.6095841076002113,0.38154331093852345,0.2301751713372383,0.6078036864807401,0.6129319332510855,0.5309734513274337,0.008849557522123894,0.2743362831858407,0.05309734513274336,0.08849557522123894,0.04424778761061947,0.7,2.75,Regular,Positivo
0.5383834745481274,0.49824634195129874,0.319332219697539,0.37430211825213316,0.5655391787546995,0.511718036619754,0.5117180433446746,0.5117180352085027,0.5117180366196218,0.41668899681520344,0.5163931454381986,0.41939762763435584,0.4167658249727949,0.3902420079210064,0.3873714421344291,0.5528139793423597,0.3223949190351519,0.2752406847832836,0.3786415808529186,0.29977108853498996,0.3085955607303907,0.43651270091211636,0.464077609846684,0.6381587052969062,0.6413461234822467,0.4275234227781619,0.5215347220780537,0.41676582497279474,0.4188454634912941,0.44961658362296775,0.4941599960761625,0.5653897711518865,0.33719063764189705,0.42622456913170864,0.49102517070710705,0.47699634176591466,0.3924809004396024,0.6388179418919445,0.5090510650383212,0.5948705777513948,0.5123692111300059,0.36829232195774014,0.41309094287346493,0.5869090571265335,0.41511296806544457,0.4181773981370462,0.6054929353914914,0.3945070646085082,0.42259912699548957,0.4146646102830763,0.5737294106036216,0.426270589396377,0.4196655472432827,0.41644691434019915,0.21438529274028745,0.3755025198437653,0.37496072793295554,0.5386780327388001,0.5402984741111905,0.4480728194957858,0.48377877103258315,0.2961474264949583,0.6087523546223832,0.5664279130187942,0.6325732913474963,0.6691293664317277,0.30078919319084874,0.15688867013155863,0.564678540504701,0.32168685543564723,0.47793332148747936,0.38089411713088095,0.29496604553641603,0.5917971877120971,0.6933196929022033,0.43718599565935723,0.24826362905485114,0.46417068659498867,0.3244348387540308,0.2942787216313537,0.482393857732216,0.5665582098454433,0.4456350040913822,0.4535456275606752,0.4581556803253993,0.31838814056520465,0.32665190278766665,0.475772477225487,0.5133349827558563,0.330088921258894,0.5964195907870938,0.5211947389641365,0.5841140719635907,0.6053090066259973,0.37961595885831434,0.22707230935547448,0.6054732879485754,0.6129763818356466,0.46601941747572817,0.009708737864077669,0.21359223300970873,0.1262135922330097,0.1262135922330097,0.05825242718446602,0.7,2.75,Regular,Positivo
0.7601845077997581,0.2225437229640564,0.17666357817715955,0.2250216526304405,0.19670922988973447,0.5117180366197633,0.511718032371289,0.5117180346507876,0.5117180366193943,0.28621621539889397,0.3399797006693116,0.27336512844064215,0.28627268182206567,0.27142166776611143,0.2853930699605499,0.435643364254114,0.18586277631865536,0.17471075719647083,0.199037692238761,0.23242160551826774,0.26907561650895,0.37065264962270306,0.22925954149531577,0.7601301577750768,0.7847686010861643,0.5960003762359032,0.6477189763082646,0.28627268182206556,0.26300279360793954,0.5541917868416895,0.4035738807375008,0.47564708632816843,0.21358185128802692,0.24615226796857903,0.4185290121976662,0.38562025899106356,0.33154127377621,0.41914139298265707,0.6826311690133495,0.7636324147709879,0.57811824986757,0.12205275813861577,0.41307821734463246,0.5869217826553657,0.2860034343456896,0.2866656549982482,0.7241893027560763,0.27581069724392376,0.276492275001194,0.2502990196376215,0.7120790791688753,0.2879209208311272,0.2804242906814835,0.2655639740961905,0.2269310544109391,0.3990237511752478,0.4889193432174352,0.5285479309774382,0.5176756613980689,0.37141816434395986,0.48058271195531627,0.46922368192592356,0.607385914314572,0.5734774102683236,0.6343004225335088,0.668737748490035,0.4679280903951819,0.37555074432835994,0.5202030702872341,0.34203388024802045,0.5080542625013142,0.40303718141278494,0.29691366393130636,0.5581401729485792,0.6487566131616788,0.5802346772264052,0.26920592596199105,0.5036697319086436,0.3788320735426814,0.29488041214782296,0.6201672288788016,0.727479135006521,0.5733302344215274,0.454303237333681,0.4770113430123512,0.37449371026949513,0.32791438754113417,0.5367723244668715,0.7032026276427068,0.42019111186862557,0.59662118502847,0.5257092445888314,0.5883109318478367,0.6118656439350436,0.46249786676717874,0.3667829242004306,0.5956868450430138,0.6136835015417973,0.4198473282442748,0.007633587786259542,0.29770992366412213,0.04580152671755725,0.1297709923664122,0.09923664122137404,0.7,2.75,Regular,Positivo
0.7750328955876149,0.20168498412404262,0.3269533266534977,0.6691009446936697,0.5655391787546995,0.5117180366197633,0.5117180435340472,0.5117180354517635,0.5117180366196723,0.27797861648853023,0.32303936712419745,0.28572565803588434,0.27803045965240475,0.2898987667592062,0.280910107354101,0.3975144897679794,0.18586277631865536,0.18640588966062843,0.199037692238761,0.2587202589141835,0.2988748823292237,0.37065264962270306,0.23810510492144724,0.7407471467997108,0.7900587501607046,0.4962629654372686,0.6213286099584683,0.2780304596524048,0.2889906406406693,0.38148700249307294,0.4103217571705287,0.6198549861316325,0.21986716137515677,0.3077410437090254,0.4032554064196583,0.36261933132566665,0.18941199161051642,0.5139705839452334,0.5588541407462402,0.705734685041833,0.49941699937797335,0.23681696064843716,0.3738095900312847,0.6261904099687157,0.2755004338187334,0.2806795704052325,0.5723743880283286,0.42762561197167176,0.2890102249188947,0.2892203974839977,0.5132628806100947,0.48673711938990744,0.28292374973329953,0.2851908472976648,0.23187890533124508,0.39064402484142563,0.47752827984550983,0.598650602527321,0.5945396844446009,0.36459445854902117,0.4647871412005043,0.4824661524436987,0.6057066187686827,0.5614974409397393,0.6016137203402375,0.6602575261214535,0.4811217135874049,0.3986676967763624,0.5002464336137847,0.3894045378590526,0.5713426805864139,0.5166322728339382,0.3051774023216711,0.5234007577264602,0.6162253739251066,0.5017102950347897,0.41059330835994223,0.7113492226779159,0.6179275580764553,0.30295515205341633,0.5439129142397361,0.6457416319209665,0.48386956530668557,0.46193046900216833,0.5484047864675046,0.6884397813435655,0.33239458040068215,0.49697766585372083,0.5835387576008151,0.441073193623193,0.5907450149272578,0.5222823595516127,0.5752660959913958,0.6094350981525134,0.4863096196852765,0.4114690631083172,0.5971447798329054,0.6153616296558345,0.45098039215686275,0.0196078431372549,0.23529411764705882,0.0784313725490196,0.13725490196078433,0.0784313725490196,0.7,2.75,Regular,Positivo
0.7874616084233704,0.18419382035033077,0.1183977722441055,0.35028796891180675,0.5655391787546995,0.5117180366197633,0.5117180434355065,0.5117180351361872,0.511718036619621,0.1883784420547781,0.299399876934887,0.19386368751057698,0.18842635382455367,0.1948971580368998,0.18871321709499014,0.4745488495155658,0.3223949190351519,0.30410599002801486,0.2985695844678849,0.2538269133098384,0.2554424556753975,0.21795710286105158,0.5501187414737052,0.8128126887390936,0.8184257004996744,0.7852624620887328,0.7430023822404768,0.18842635382455364,0.1956450809301267,0.384206121970224,0.32633324941959985,0.6177269442554141,0.15840284782643752,0.21082211628125364,0.5608079896173974,0.5199515104749685,0.5011826093124383,0.6108556599053165,0.333415392912339,0.14870425281922903,0.5925179042820469,0.42962777322368206,0.5803452465468241,0.41965475345317504,0.19814242387051706,0.17975329796314207,0.3330661044181128,0.6669338955818872,0.17786000305744915,0.21663069636744126,0.3771664061960575,0.6228335938039431,0.1860023025154803,0.1988005026042663,0.33192309032308587,0.5133269631163281,0.6429947526168907,0.8318230416846977,0.8220454576566163,0.4038106596775679,0.7996818602209306,0.2854916637132423,0.5613018875350559,0.4592301541146417,0.5267886225349355,0.6559821790731374,0.3056545261542843,0.14308585089636247,0.8536214157584071,0.9635773993731389,0.9708301102190108,0.9737237670233229,0.31943641392773797,0.8421234148922658,0.9495557485841153,0.968819131860306,0.99912866147009,0.9997982088429574,0.9995200940927421,0.3157734304899916,0.9607219832825007,0.9923026978335673,0.8915979680961761,0.5404575135533579,0.9033443718527474,0.9996366214433624,0.3647862325133366,0.7284170968868278,0.9779052585631282,0.33054033483658374,0.5631935622142438,0.47277562323405287,0.5169785458441297,0.6073675411085799,0.37919661778564656,0.22160729541416446,0.548327217721598,0.6086114414942396,0.4897959183673469,0.01020408163265306,0.20408163265306123,0.08163265306122448,0.12244897959183673,0.09183673469387756,0.7,2.75,Regular,Positivo
0.6576666602911416,0.3601445877049044,0.22043140308222234,0.12034384640201605,0.5655391787546995,0.5117180366197617,0.5117180409636659,0.5117180354340054,0.511718036619633,0.10078481847229075,0.19296596631835355,0.11246075681190344,0.10079979639353216,0.13192750562202163,0.11788376274334,0.3605905268790097,0.13654509553848856,0.1446244122027194,0.13173889515692225,0.22810607122329013,0.24178060673960491,0.24838753962428067,0.5035706991293176,0.8311068657427012,0.8246066170311703,0.7067929175521982,0.7885985787150827,0.10079979639353222,0.12033036718205257,0.27860473396204954,0.21684881638898088,0.6985661314607439,0.1093702852309517,0.14966083249675532,0.5365594114038907,0.47419944148420756,0.30618738159323916,0.650188739312722,0.3949058638077603,0.8181231429676,0.38852314477002037,0.262110029436549,0.2590137274865814,0.7409862725134185,0.09524664770931496,0.10701383773846133,0.6270418457870717,0.372958154212928,0.12270831338181017,0.11861895362350275,0.48950675747730443,0.5104932425226949,0.10923608802506034,0.11280973273754283,0.23154562451676122,0.4321097782136018,0.5401578282762033,0.657527104197584,0.6597980210911586,0.27813944377287225,0.6979830817561459,0.2898744615245028,0.5844672729872186,0.5125116606764153,0.5635830369130046,0.6574798009207131,0.3204478229356108,0.1596709806774821,0.7471153466845875,0.7740314312644619,0.8678489054456979,0.8805138292308451,0.3113982391816854,0.758202923460545,0.8823259903870291,0.8804937479202835,0.93421510456138,0.9863245267995291,0.9797824192246517,0.3055889868760256,0.8754113301581171,0.9551714361795306,0.7923002619627252,0.49520549554383714,0.7372391827870045,0.9791444343572367,0.3428589261647705,0.6536241750543411,0.9279622212686828,0.31043799260998106,0.5819416246461538,0.4978392098651001,0.5552449346928161,0.6073194258337541,0.3667265076782899,0.20614799784276833,0.574489950362278,0.607383337053674,0.4444444444444444,0.023809523809523808,0.30158730158730157,0.023809523809523808,0.14285714285714285,0.06349206349206349,0.7,2.75,Regular,Positivo
0.7295033991979659,0.2651655269440205,0.3591573644338894,0.3319311197294739,0.07441516469265433,0.5117180366197633,0.511718040926634,0.5117180355219978,0.5117180366196481,0.1902503843572241,0.2488181266100425,0.19001710288659332,0.19028395147878893,0.20468018365344418,0.20452509064882882,0.3975144897679794,0.13654509553848856,0.13459078444664274,0.126692961297127,0.22330317813746853,0.2836510468250797,0.36720327320673213,0.5333133246405258,0.7569407231793032,0.7619450280502857,0.7273115759201835,0.6431309916174648,0.19028395147878888,0.18724189193457685,0.44078118933996085,0.32279114520698726,0.5726024187286457,0.15641708331326848,0.19145042242767882,0.6906633476445502,0.6348538863729478,0.7097981000878159,0.5048143396150048,0.6167067567801882,0.9300591185783734,0.39287873050633654,0.14141559552250935,0.20377009491282075,0.7962299050871788,0.1780684246374879,0.20354305736869138,0.4626752999329607,0.5373247000670396,0.178759914396068,0.19701670008090444,0.2739732286333005,0.7260267713666995,0.178066764638465,0.19951213585816913,0.19667765388039807,0.29252494331093865,0.4306225442590837,0.593572624580862,0.5855138203352959,0.39064342630374116,0.5155344678336816,0.40208126688825774,0.6036527657682801,0.5659921289758219,0.6192858390210902,0.6640805634919934,0.40883223261383,0.2867577014141145,0.6574685755911625,0.33189297673406426,0.49837802425332123,0.4311482384171505,0.3042800976867596,0.675091658672505,0.7888809250501249,0.8600822005690058,0.27480457901844624,0.4966163126472706,0.4256797878441899,0.2955701631392282,0.8573271423170856,0.9377326543320427,0.8038467543946101,0.4539180459999106,0.4693002193477629,0.44846986523314863,0.325032016154847,0.6578033526583456,0.92923832422295,0.4039007069712388,0.5978134891033331,0.5192728351809407,0.5848302747866091,0.6093697192449288,0.4477335160620013,0.340058202119906,0.5825792831787898,0.6133838125839072,0.5473684210526316,0.010526315789473684,0.25263157894736843,0.042105263157894736,0.08421052631578947,0.06315789473684211,0.7,2.75,Regular,Positivo
0.8321365251884929,0.12223256356283806,0.08398365289477502,0.4490841076412118,0.6672155384618517,0.5117180366197633,0.5117180323009813,0.5117180352672989,0.5117180366194909,0.0398693506653405,0.11839359568689944,0.03293182025143641,0.039867458738350424,0.04955943410455104,0.05929245444706427,0.3788770928893401,0.08355197844061178,0.08361933353288724,0.05826774952927455,0.2114715906015498,0.2692488406359065,0.1326593098113433,0.5493403973818852,0.8578472439315012,0.8299537287999703,0.9021159216716514,0.8751600230185387,0.03986745873835044,0.027607273045651352,0.5963519812984778,0.0631951793560282,0.43671487204958803,0.060022130432910326,0.020248419918304422,0.6440465576306592,0.5977674038665709,0.4882108707093122,0.7343114862617004,0.6251606418411616,0.8058469312898108,0.6041665007317678,0.20728820235946607,0.5262448356744015,0.4737551643255959,0.04312820064539061,0.037170950073814525,0.3946562253417887,0.6053437746582128,0.023529155074588488,0.03306360799095942,0.38355014298929435,0.616449857010705,0.030194018965617665,0.03454239748116801,0.3818102687392913,0.6006225812708647,0.657888327836106,0.5990098162401809,0.5627483238602967,0.23087386409714553,0.762497491122851,0.41344242476547693,0.6082040584181986,0.5740325594983747,0.6282270315955968,0.6653339535271465,0.42041792986951476,0.30057695707925564,0.7166797234515552,0.3491757299240655,0.503783314332406,0.443111528210625,0.3070258748938473,0.7237333269798495,0.8375992615319978,0.920558486034226,0.2975160517910509,0.5123694224435081,0.4621035898939593,0.29902734855727464,0.9128990088810108,0.9686698766967979,0.8711060843361302,0.45529577075063515,0.47340817706276844,0.49672050353682007,0.33102998814906814,0.7055774039534884,0.965311106170722,0.4114528510860802,0.5932763785620017,0.5213122595928039,0.5828007532521987,0.6085649634265877,0.45402456416750464,0.3511579233996749,0.5744049020930908,0.6136434222371606,0.4523809523809524,0.03571428571428571,0.2261904761904762,0.05952380952380952,0.10714285714285714,0.11904761904761904,0.7,2.75,Regular,Positivo
0.9205590431353728,0.0223670373490479,0.13070243062796427,0.38831671880686025,0.3736172206753858,0.5117180366197633,0.5117180449576375,0.5117180352226045,0.5117180366196553,0.10386730560456936,0.14073860767462731,0.11068733898559596,0.10386912778887769,0.1463480665452043,0.1372294927552847,0.3605905268790097,0.13654509553848856,0.1446244122027194,0.10813628564249836,0.21576596981828397,0.23641637613926011,0.1880382696396002,0.7184389294022945,0.768835815715175,0.8113371207388989,0.7967784070756759,0.6607948936043176,0.10386912778887773,0.11411195769661822,0.3394430731546585,0.2146400029536961,0.6523817693826792,0.10857129739863448,0.1319674501351302,0.6079270231714384,0.5420038641879942,0.5126408116906167,0.57543138876787,0.4287659074290194,0.6057952896392303,0.4739007447008763,0.07477360712538311,0.3339420965917429,0.6660579034082558,0.10156120061408858,0.10656811165499112,0.6185779789591066,0.38142202104089246,0.11585858229701003,0.11302234477884103,0.538872490815298,0.46112750918470335,0.1088841109874654,0.10963252806080423,0.3207124545655427,0.4967669595988561,0.501320479610424,0.4556907933837451,0.405501398780414,0.7752332291106611,0.6780101377356078,0.4056043469621556,0.6100539728657924,0.5787592568506634,0.6291419565006051,0.6665475540511435,0.4214377221622574,0.2999363026933275,0.560239699355279,0.3295435789151836,0.4855595367551964,0.40357067340222513,0.30097887819193225,0.5794737908859132,0.6801617977175504,0.5298196607512764,0.25031216052631805,0.47650613657196317,0.34476028889779087,0.2910533624768282,0.5645665778833752,0.6667889420222327,0.5224097440462716,0.45239470973524926,0.4564208668034148,0.3466971004118778,0.31856796537336013,0.5127180603211441,0.6324900521752799,0.430070836318252,0.5971624036291998,0.5257991765847226,0.5880708332920345,0.6087816754465969,0.4664469712481857,0.374429996246012,0.5995719999564632,0.6150479197062693,0.4818181818181818,0.01818181818181818,0.3,0.05454545454545454,0.07272727272727272,0.07272727272727272,0.7,2.75,Regular,Positivo
0.5852317633544769,0.4469993273853601,0.3006262167432017,0.23644373936719534,0.7985811055154772,0.5117180366197595,0.5117180387756545,0.5117180356534419,0.5117180366196358,0.07437140091243957,0.2830842751811219,0.0841181679128061,0.07440260915851778,0.08071612901221943,0.07067063050734108,0.435643364254114,0.24787949406529364,0.23916423861280506,0.2624024392308444,0.23418533622591248,0.2684480362338764,0.07330832719318042,0.3391816463606554,0.8212072193232939,0.8287929059394245,0.4900200444494423,0.7628409606891575,0.0744026091585178,0.09102053103860985,0.27302879078974507,0.1678776067171468,0.7027718970696673,0.09269034552552796,0.11680797079960796,0.5062356711611014,0.44584059616664673,0.5132372522440364,0.5259210673939568,0.3419151036499585,0.5485881191773772,0.4108661998743261,0.17072558668580273,0.2959297114811006,0.7040702885188977,0.07134793136052797,0.07790798264500412,0.6936862999711051,0.30631370002889435,0.09677979568024693,0.08617250817426596,0.5974527152473025,0.4025472847526969,0.08407848069635945,0.081934119477608,0.3681807361857331,0.6281936002967599,0.722264396411279,0.9468757463054542,0.9375376062312999,0.3727709892537825,0.9139569338125492,0.4125484186749125,0.6096307219395112,0.574936380568979,0.6365480371872059,0.6668740929457424,0.4167410935642235,0.29308630264710755,0.5770730105295256,0.33376394313938124,0.4891696550012154,0.394070918896169,0.30057766511838885,0.591030506416534,0.6948157861629335,0.5182206796928831,0.27405222178560373,0.47836735579162554,0.3477935973204544,0.29527250762719076,0.5516091894394085,0.6531452304662534,0.49965329479237736,0.4542293543540964,0.46144335493830924,0.3449834363187597,0.3203226288761119,0.5024857336719636,0.6000215133810002,0.4200010902127333,0.5913190523819343,0.5205786077068046,0.5873454147065449,0.6084617261906479,0.458050804629425,0.3621873538546234,0.5999352705826964,0.6144624086425847,0.4065934065934066,0.02197802197802198,0.25274725274725274,0.10989010989010989,0.13186813186813187,0.07692307692307693,0.7,2.75,Regular,Positivo
