fileName,Error
DJ01-EM02-A.csv,'Signal can't be analyzed for file DJ01-EM02-A.csv because it is too short (less than 13 minutes of information)'
DJ01-EM02-C.csv,'Signal can't be analyzed for file DJ01-EM02-C.csv because it is too short (less than 13 minutes of information)'
DJ02-EM02-A.csv,'Signal can't be analyzed for file DJ02-EM02-A.csv because it is too short (less than 13 minutes of information)'
DT02-EM02-A.csv,'Signal can't be analyzed for file DT02-EM02-A.csv because it is too short (less than 13 minutes of information)'
ES01-EM02-A.csv,'Signal can't be analyzed for file ES01-EM02-A.csv because it is too short (less than 13 minutes of information)'
ES01-EM02-B.csv,'Signal can't be analyzed for file ES01-EM02-A.csv because it is too short (less than 13 minutes of information)'
