EmotionDetected,EmotionNumber,Percentage,Second
neutral,0,56.42199516296387,0.0
neutral,0,81.13877773284912,4.166666666666666
happy,3,75.77679753303528,8.333333333333332
Pass,7,Pass,12.5
Pass,7,Pass,16.666666666666664
surprise,1,93.29753518104553,20.833333333333332
neutral,0,75.84052085876465,25.0
neutral,0,44.915401329446,29.166666666666664
neutral,0,34.845373034477234,33.33333333333333
angry,6,62.47866004959821,37.5
angry,6,48.8897084528034,41.666666666666664
neutral,0,62.48056739800365,45.83333333333333
happy,3,80.68271279335022,50.0
Pass,7,Pass,54.166666666666664
surprise,1,97.61270880699158,58.33333333333333
neutral,0,95.31830521335037,62.5
neutral,0,52.77851223945618,66.66666666666666
neutral,0,52.67583727836609,70.83333333333333
neutral,0,99.40786361694336,75.0
neutral,0,79.22477002291501,79.16666666666666
neutral,0,56.47807640098615,83.33333333333333
surprise,1,84.64287427919353,87.5
surprise,1,97.84562587738037,91.66666666666666
Pass,7,Pass,95.83333333333333
Pass,7,Pass,100.0
happy,3,33.562054209464286,104.16666666666666
neutral,0,87.67632842063904,108.33333333333333
fear,4,47.436365485191345,112.5
neutral,0,84.15700102788216,116.66666666666666
fear,4,47.13442027568817,120.83333333333333
neutral,0,89.79947566986084,125.0
neutral,0,73.8964855670929,129.16666666666666
fear,4,59.4595730304718,133.33333333333331
fear,4,67.93599128723145,137.5
fear,4,45.27657926082611,141.66666666666666
neutral,0,83.81829857826233,145.83333333333331
happy,3,32.511258125305176,150.0
neutral,0,84.42827052733057,154.16666666666666
neutral,0,64.53970459340242,158.33333333333331
neutral,0,43.15924048423767,162.5
neutral,0,72.62300848960876,166.66666666666666
neutral,0,43.08935660656432,170.83333333333331
happy,3,49.086856842041016,175.0
neutral,0,78.91173958778381,179.16666666666666
neutral,0,63.889201151037355,183.33333333333331
fear,4,49.621182680130005,187.5
neutral,0,82.49962329864502,191.66666666666666
happy,3,81.99922335143228,195.83333333333331
neutral,0,62.76291012763977,200.0
fear,4,39.02937406476582,204.16666666666666
neutral,0,36.541810631752014,208.33333333333331
neutral,0,48.4607994556427,212.5
neutral,0,58.384332560559066,216.66666666666666
neutral,0,35.356298089027405,220.83333333333331
neutral,0,64.26593661308289,225.0
fear,4,43.308982253074646,229.16666666666666
neutral,0,91.0880446434021,233.33333333333331
surprise,1,69.09961472754303,237.5
neutral,0,97.57912158966064,241.66666666666666
neutral,0,95.86473107337952,245.83333333333331
neutral,0,84.43018701256436,250.0
neutral,0,84.91305112838745,254.16666666666666
neutral,0,91.54026508331299,258.3333333333333
neutral,0,85.82068681716919,262.5
neutral,0,77.08482009678006,266.66666666666663
neutral,0,59.522438049316406,270.8333333333333
neutral,0,40.69707989692688,275.0
neutral,0,59.1985821723938,279.16666666666663
fear,4,71.56966924667358,283.3333333333333
fear,4,79.50562238693237,287.5
neutral,0,50.270915031433105,291.66666666666663
angry,6,32.26872278861539,295.8333333333333
Pass,7,Pass,300.0
neutral,0,93.03444623947144,304.16666666666663
Pass,7,Pass,308.3333333333333
surprise,1,91.88123345375061,312.5
happy,3,83.56491327285767,316.66666666666663
neutral,0,70.69986462593079,320.8333333333333
neutral,0,80.44607639312744,325.0
neutral,0,74.7875615827776,329.16666666666663
neutral,0,80.73064570013557,333.3333333333333
happy,3,66.29538536071777,337.5
happy,3,69.88496543348248,341.66666666666663
neutral,0,83.6946427822113,345.8333333333333
neutral,0,86.76748871803284,350.0
happy,3,52.704387580825376,354.16666666666663
neutral,0,64.7358775138855,358.3333333333333
neutral,0,57.46683478355408,362.5
neutral,0,67.28410926867834,366.66666666666663
neutral,0,72.1466600894928,370.8333333333333
neutral,0,51.02709519540129,375.0
neutral,0,96.80426120758057,379.16666666666663
neutral,0,92.52977967262268,383.3333333333333
neutral,0,92.46394038200378,387.5
neutral,0,95.0437068939209,391.66666666666663
neutral,0,81.68206810951233,395.8333333333333
neutral,0,92.76207685470581,400.0
neutral,0,80.58543801307678,404.16666666666663
surprise,1,99.91387128829956,408.3333333333333
surprise,1,95.47486955227022,412.5
neutral,0,90.49338102340698,416.66666666666663
neutral,0,93.60297918319702,420.8333333333333
neutral,0,86.49237155914307,425.0
neutral,0,86.93924468393593,429.16666666666663
Pass,7,Pass,433.3333333333333
neutral,0,68.05461049079895,437.5
neutral,0,60.03150939941406,441.66666666666663
neutral,0,63.01479935646057,445.8333333333333
neutral,0,77.56285071372986,450.0
surprise,1,96.05740904808044,454.16666666666663
surprise,1,99.9537706375122,458.3333333333333
neutral,0,65.9521996974945,462.5
Pass,7,Pass,466.66666666666663
happy,3,61.86522841453552,470.8333333333333
happy,3,99.9920129776001,475.0
neutral,0,90.00759720802307,479.16666666666663
neutral,0,48.89122545719147,483.3333333333333
neutral,0,44.11613047122955,487.5
surprise,1,79.14735674858093,491.66666666666663
happy,3,66.00043368344708,495.8333333333333
neutral,0,84.29204821586609,500.0
sad,2,30.51643669605255,504.16666666666663
Pass,7,Pass,508.3333333333333
Pass,7,Pass,512.5
fear,4,36.59423589706421,516.6666666666666
surprise,1,52.04958915710449,520.8333333333333
surprise,1,93.23914606804526,525.0
surprise,1,75.00235736341985,529.1666666666666
neutral,0,92.07262945608076,533.3333333333333
neutral,0,34.10678207874298,537.5
neutral,0,45.26560306549072,541.6666666666666
angry,6,43.88020038604736,545.8333333333333
Pass,7,Pass,550.0
angry,6,58.27188393212749,554.1666666666666
neutral,0,23.118121809847462,558.3333333333333
sad,2,33.694495714366944,562.5
Pass,7,Pass,566.6666666666666
neutral,0,75.61557743642196,570.8333333333333
surprise,1,56.73057436943054,575.0
sad,2,47.73643937868602,579.1666666666666
Pass,7,Pass,583.3333333333333
neutral,0,56.52586817741394,587.5
neutral,0,37.970808148384094,591.6666666666666
sad,2,45.53132355213165,595.8333333333333
neutral,0,44.49159801006317,600.0
angry,6,36.64590259145529,604.1666666666666
Pass,7,Pass,608.3333333333333
neutral,0,57.79028534889221,612.5
angry,6,45.74493816555283,616.6666666666666
angry,6,67.93083548545837,620.8333333333333
sad,2,60.073623661614874,625.0
neutral,0,81.03499412536621,629.1666666666666
neutral,0,56.227970123291016,633.3333333333333
neutral,0,84.9211028171243,637.5
neutral,0,71.29522562026978,641.6666666666666
neutral,0,85.00844836235046,645.8333333333333
neutral,0,81.74605260765865,650.0
neutral,0,86.5417079279771,654.1666666666666
surprise,1,95.93902206057442,658.3333333333333
neutral,0,69.01736855506897,662.5
neutral,0,63.49271535873413,666.6666666666666
neutral,0,77.87781953811646,670.8333333333333
neutral,0,74.94559734735473,675.0
neutral,0,89.40356969833374,679.1666666666666
Pass,7,Pass,683.3333333333333
surprise,1,99.53438040819051,687.5
neutral,0,51.6230046749115,691.6666666666666
neutral,0,95.12542486190796,695.8333333333333
angry,6,47.31678052644614,700.0
neutral,0,56.37902617454529,704.1666666666666
fear,4,42.14446246623993,708.3333333333333
neutral,0,72.64531254768372,712.5
happy,3,58.25706124305725,716.6666666666666
neutral,0,70.94867652348736,720.8333333333333
Pass,7,Pass,725.0
surprise,1,64.67127203941345,729.1666666666666
surprise,1,96.91141247749329,733.3333333333333
angry,6,79.78910087282067,737.5
happy,3,58.85773301124573,741.6666666666666
Pass,7,Pass,745.8333333333333
neutral,0,77.5806725025177,750.0
neutral,0,92.5631046295166,754.1666666666666
neutral,0,72.6023018360138,758.3333333333333
neutral,0,93.1096613407135,762.5
neutral,0,67.67808794975281,766.6666666666666
neutral,0,98.44847312262495,770.8333333333333
neutral,0,90.30642509460449,775.0
neutral,0,62.4250054359436,779.1666666666666
surprise,1,98.33252429962158,783.3333333333333
neutral,0,95.61164949009714,787.5
neutral,0,92.27656722068787,791.6666666666666
neutral,0,60.213518142700195,795.8333333333333
neutral,0,54.948604106903076,800.0
