,Subject,Lecture,Ch,Band,Power
124,DJ02,Robo,F4,Beta,2.9728461233213475
125,DJ02,Robo,FP2,Beta,1.4956881268352005
126,DJ03,Desi,FP1,Theta,2.4258827196139037
127,DJ03,Desi,F3,Theta,3.2300242402537895
128,DJ03,Desi,C3,Theta,4.130365021004337
129,DJ03,Desi,PZ,Theta,6.568129937456798
130,DJ03,Desi,C4,Theta,3.741345058320051
131,DJ03,Desi,F4,Theta,2.6495267744369424
132,DJ03,Desi,FP2,Theta,2.1065260229387532
133,DJ03,Desi,FP1,Alpha,0.6429366308302488
134,DJ03,Desi,F3,Alpha,0.9479760588183814
135,DJ03,Desi,C3,Alpha,1.2034028324237818
136,DJ03,Desi,PZ,Alpha,2.1212576164127253
137,DJ03,Desi,C4,Alpha,1.3454307352974098
138,DJ03,Desi,F4,Alpha,0.9242346151546763
139,DJ03,Desi,FP2,Alpha,0.5735432499324621
140,DJ03,Desi,FP1,Beta,0.6810468853195443
141,DJ03,Desi,F3,Beta,1.178828564454744
142,DJ03,Desi,C3,Beta,1.4828807997505886
143,DJ03,Desi,PZ,Beta,2.14969840182188
144,DJ03,Desi,C4,Beta,1.6669583742469716
145,DJ03,Desi,F4,Beta,1.334616463039501
146,DJ03,Desi,FP2,Beta,0.6290693340102119
147,DJ03,Prog,FP1,Theta,3.012171041949984
148,DJ03,Prog,F3,Theta,3.5926874671216584
149,DJ03,Prog,C3,Theta,4.469321171550291
150,DJ03,Prog,PZ,Theta,6.537526119212814
151,DJ03,Prog,C4,Theta,3.8172764705557234
152,DJ03,Prog,F4,Theta,3.3300080897641355
153,DJ03,Prog,FP2,Theta,2.729495520153328
154,DJ03,Prog,FP1,Alpha,0.8941518965505963
155,DJ03,Prog,F3,Alpha,1.228412676713271
156,DJ03,Prog,C3,Alpha,1.4643684243739328
157,DJ03,Prog,PZ,Alpha,2.585999503081324
158,DJ03,Prog,C4,Alpha,1.511287956731767
159,DJ03,Prog,F4,Alpha,1.2691659998362965
160,DJ03,Prog,FP2,Alpha,0.8071336000826528
161,DJ03,Prog,FP1,Beta,0.9312636090419247
162,DJ03,Prog,F3,Beta,1.7752368826367428
163,DJ03,Prog,C3,Beta,1.8989391550493024
164,DJ03,Prog,PZ,Beta,2.1082392162111416
165,DJ03,Prog,C4,Beta,1.636943687321766
166,DJ03,Prog,F4,Beta,1.9429131104152617
167,DJ03,Prog,FP2,Beta,0.8196468569143474
168,DJ03,Robo,FP1,Theta,0.13730299127627266
169,DJ03,Robo,F3,Theta,0.5631788201793595
170,DJ03,Robo,C3,Theta,2.0753827469947166
171,DJ03,Robo,PZ,Theta,3.5768521757520837
172,DJ03,Robo,C4,Theta,2.802286544881457
173,DJ03,Robo,F4,Theta,0.21978442886488742
174,DJ03,Robo,FP2,Theta,0.1344951080313039
175,DJ03,Robo,FP1,Alpha,0.07391114045695736
176,DJ03,Robo,F3,Alpha,0.33602031536882626
177,DJ03,Robo,C3,Alpha,0.8640684296315152
178,DJ03,Robo,PZ,Alpha,1.6306316647195835
179,DJ03,Robo,C4,Alpha,1.446776251414539
180,DJ03,Robo,F4,Alpha,0.12342224118032775
181,DJ03,Robo,FP2,Alpha,0.07148496269025506
182,DJ03,Robo,FP1,Beta,0.21412843800322665
183,DJ03,Robo,F3,Beta,1.2617916028548353
184,DJ03,Robo,C3,Beta,1.8545084595944872
185,DJ03,Robo,PZ,Beta,2.0559055315230497
186,DJ03,Robo,C4,Beta,2.7669788079051068
187,DJ03,Robo,F4,Beta,0.31866920772804447
188,DJ03,Robo,FP2,Beta,0.18077883652311516
189,DT01,Desi,FP1,Theta,2.082157552290932
190,DT01,Desi,F3,Theta,2.486440686518364
191,DT01,Desi,C3,Theta,2.6613858484824213
192,DT01,Desi,PZ,Theta,4.670247524804132
193,DT01,Desi,C4,Theta,2.6114857804088127
194,DT01,Desi,F4,Theta,2.1460727944584503
195,DT01,Desi,FP2,Theta,1.6160373236395074
196,DT01,Desi,FP1,Alpha,0.648622696152267
197,DT01,Desi,F3,Alpha,0.8840457928791314
198,DT01,Desi,C3,Alpha,0.9733342827067785
199,DT01,Desi,PZ,Alpha,1.9534669546262098
200,DT01,Desi,C4,Alpha,1.127237997501417
201,DT01,Desi,F4,Alpha,0.8522789044101932
202,DT01,Desi,FP2,Alpha,0.5438469248699122
203,DT01,Desi,FP1,Beta,0.916957946244721
204,DT01,Desi,F3,Beta,1.4030516408948794
205,DT01,Desi,C3,Beta,1.310388475251357
206,DT01,Desi,PZ,Beta,2.2056515462024757
207,DT01,Desi,C4,Beta,1.3274620800939259
208,DT01,Desi,F4,Beta,1.2781906561844019
209,DT01,Desi,FP2,Beta,0.7515717106152
210,DT01,Prog,FP1,Theta,1.3671628664020066
211,DT01,Prog,F3,Theta,2.352013195170983
212,DT01,Prog,C3,Theta,2.409676790727279
213,DT01,Prog,PZ,Theta,4.133017301067879
214,DT01,Prog,C4,Theta,2.5219956777503576
215,DT01,Prog,F4,Theta,1.1745880209073383
216,DT01,Prog,FP2,Theta,1.3256351625766938
217,DT01,Prog,FP1,Alpha,0.47227484352407356
218,DT01,Prog,F3,Alpha,0.983790252263551
219,DT01,Prog,C3,Alpha,0.9271589712218743
220,DT01,Prog,PZ,Alpha,1.8130609154465995
221,DT01,Prog,C4,Alpha,1.044382233353608
222,DT01,Prog,F4,Alpha,0.43434396996598534
223,DT01,Prog,FP2,Alpha,0.5416667758491669
224,DT01,Prog,FP1,Beta,0.7676753362886656
225,DT01,Prog,F3,Beta,1.6073288401737706
226,DT01,Prog,C3,Beta,1.2238734064437196
227,DT01,Prog,PZ,Beta,2.126213404434044
228,DT01,Prog,C4,Beta,1.3175756826756415
229,DT01,Prog,F4,Beta,0.8117177699547773
230,DT01,Prog,FP2,Beta,0.8463301396779602
231,DT01,Robo,FP1,Theta,2.166328103538168
232,DT01,Robo,F3,Theta,2.024799303020528
233,DT01,Robo,C3,Theta,2.7393241770181525
234,DT01,Robo,PZ,Theta,4.140336685780677
235,DT01,Robo,C4,Theta,3.16606297665617
236,DT01,Robo,F4,Theta,2.264612788047771
237,DT01,Robo,FP2,Theta,2.1655289192395957
238,DT01,Robo,FP1,Alpha,0.7351169607902507
239,DT01,Robo,F3,Alpha,0.8333476980586385
240,DT01,Robo,C3,Alpha,1.1357030778676547
241,DT01,Robo,PZ,Alpha,1.7187916615057812
242,DT01,Robo,C4,Alpha,1.234327197179551
243,DT01,Robo,F4,Alpha,0.8411577769431624
244,DT01,Robo,FP2,Alpha,0.704151990595527
245,DT01,Robo,FP1,Beta,0.9158398288209988
246,DT01,Robo,F3,Beta,2.4252852359451325
247,DT01,Robo,C3,Beta,1.4220098744506646
248,DT01,Robo,PZ,Beta,2.281673569352292
249,DT01,Robo,C4,Beta,1.6192858579807745
250,DT01,Robo,F4,Beta,2.1657248535118523
251,DT01,Robo,FP2,Beta,0.8352808276701702
252,ES01,Desi,FP1,Theta,0.3669350978758439
253,ES01,Desi,F3,Theta,1.573450992840811
254,ES01,Desi,C3,Theta,1.9784273453477206
255,ES01,Desi,PZ,Theta,4.977555455407973
256,ES01,Desi,C4,Theta,2.7964947552274735
257,ES01,Desi,F4,Theta,2.1488943844138975
258,ES01,Desi,FP2,Theta,0.43160129676494274
259,ES01,Desi,FP1,Alpha,0.31727285145187506
260,ES01,Desi,F3,Alpha,0.9767933069058401
261,ES01,Desi,C3,Alpha,1.5369738540379332
262,ES01,Desi,PZ,Alpha,3.3213195309706083
263,ES01,Desi,C4,Alpha,2.563954517308827
264,ES01,Desi,F4,Alpha,1.1483678757478342
265,ES01,Desi,FP2,Alpha,0.2185773542766138
266,ES01,Desi,FP1,Beta,0.24690697138362483
267,ES01,Desi,F3,Beta,1.1111415257402864
268,ES01,Desi,C3,Beta,1.3149972050048906
269,ES01,Desi,PZ,Beta,2.312682695245047
270,ES01,Desi,C4,Beta,1.6104196518459435
271,ES01,Desi,F4,Beta,1.5744806792480446
272,ES01,Desi,FP2,Beta,0.28288932840118897
273,ES01,Prog,FP1,Theta,0.9228003903518958
274,ES01,Prog,F3,Theta,1.9783095628852043
275,ES01,Prog,C3,Theta,1.2391314529855302
276,ES01,Prog,PZ,Theta,1.694234041183197
277,ES01,Prog,C4,Theta,1.8123670877648221
278,ES01,Prog,F4,Theta,1.7995115808399373
279,ES01,Prog,FP2,Theta,0.9150923597243029
280,ES01,Prog,FP1,Alpha,0.4760446142938436
281,ES01,Prog,F3,Alpha,1.0200451597378322
282,ES01,Prog,C3,Alpha,1.0732844343043297
283,ES01,Prog,PZ,Alpha,1.2771256998338587
284,ES01,Prog,C4,Alpha,3.77431541044489
285,ES01,Prog,F4,Alpha,0.8746602480616278
286,ES01,Prog,FP2,Alpha,0.3959725272776055
287,ES01,Prog,FP1,Beta,0.49133062879997214
288,ES01,Prog,F3,Beta,1.3176988410260233
289,ES01,Prog,C3,Beta,0.8121561059957111
290,ES01,Prog,PZ,Beta,0.8136823026414884
291,ES01,Prog,C4,Beta,1.1841942885733214
292,ES01,Prog,F4,Beta,1.109476079265875
293,ES01,Prog,FP2,Beta,0.42046547451464167
294,ES01,Robo,FP1,Theta,1.3785630099170259
295,ES01,Robo,F3,Theta,2.644718569452814
296,ES01,Robo,C3,Theta,2.051100932130293
297,ES01,Robo,PZ,Theta,0.8290869900690792
298,ES01,Robo,C4,Theta,1.98656443725848
299,ES01,Robo,F4,Theta,2.1201194042173555
300,ES01,Robo,FP2,Theta,1.004804139087326
301,ES01,Robo,FP1,Alpha,0.6003545199550779
302,ES01,Robo,F3,Alpha,1.1773846710144702
303,ES01,Robo,C3,Alpha,1.2700592076180084
304,ES01,Robo,PZ,Alpha,0.41251903034010584
305,ES01,Robo,C4,Alpha,1.8592976053970698
306,ES01,Robo,F4,Alpha,1.0768914814674455
307,ES01,Robo,FP2,Alpha,0.44463605907927
308,ES01,Robo,FP1,Beta,0.8718839500456754
309,ES01,Robo,F3,Beta,1.8078483057158952
310,ES01,Robo,C3,Beta,1.2848430850274475
311,ES01,Robo,PZ,Beta,0.45783608375531154
312,ES01,Robo,C4,Beta,1.1674380213597844
313,ES01,Robo,F4,Beta,1.3599384595873134
314,ES01,Robo,FP2,Beta,0.5078815830572829
315,ES02,Desi,FP1,Theta,0.6646903668583143
316,ES02,Desi,F3,Theta,2.870019132547846
317,ES02,Desi,C3,Theta,2.730721055175376
318,ES02,Desi,PZ,Theta,0.07799534832279859
319,ES02,Desi,C4,Theta,2.1372190207267168
320,ES02,Desi,F4,Theta,3.270218828579589
321,ES02,Desi,FP2,Theta,1.4482195632422172
322,ES02,Desi,FP1,Alpha,0.2986182505354488
323,ES02,Desi,F3,Alpha,1.362008471037656
324,ES02,Desi,C3,Alpha,1.3925277133800806
325,ES02,Desi,PZ,Alpha,0.04052810344269111
326,ES02,Desi,C4,Alpha,1.8324335396852331
327,ES02,Desi,F4,Alpha,1.4530394369631379
328,ES02,Desi,FP2,Alpha,0.6334846650892827
329,ES02,Desi,FP1,Beta,0.5587511388175511
330,ES02,Desi,F3,Beta,2.9452074023552326
331,ES02,Desi,C3,Beta,2.760617204781716
332,ES02,Desi,PZ,Beta,0.06186709721646416
333,ES02,Desi,C4,Beta,1.7742175195987793
334,ES02,Desi,F4,Beta,2.8392614584728495
335,ES02,Desi,FP2,Beta,1.2008356231862216
336,ES02,Prog,FP1,Theta,1.1156552674182085
337,ES02,Prog,F3,Theta,0.8134544726268662
338,ES02,Prog,C3,Theta,3.9144683074381996
339,ES02,Prog,PZ,Theta,7.923420346427659
340,ES02,Prog,C4,Theta,4.390042569269207
341,ES02,Prog,F4,Theta,3.367471961762677
342,ES02,Prog,FP2,Theta,1.6598206124944892
343,ES02,Prog,FP1,Alpha,0.4211794378278946
344,ES02,Prog,F3,Alpha,0.351621334429838
345,ES02,Prog,C3,Alpha,1.7729559313433219
346,ES02,Prog,PZ,Alpha,3.117448958647686
347,ES02,Prog,C4,Alpha,2.0683545359719666
348,ES02,Prog,F4,Alpha,1.5381119508594403
349,ES02,Prog,FP2,Alpha,0.6521947706968574
350,ES02,Prog,FP1,Beta,0.7195590816633697
351,ES02,Prog,F3,Beta,0.7308438607755828
352,ES02,Prog,C3,Beta,3.482100134942651
353,ES02,Prog,PZ,Beta,3.4016397741745465
354,ES02,Prog,C4,Beta,3.6428340673761714
355,ES02,Prog,F4,Beta,3.8881891337509904
356,ES02,Prog,FP2,Beta,1.3523233381473738
357,ES02,Robo,FP1,Theta,0.7309709104320127
358,ES02,Robo,F3,Theta,2.166003902601947
359,ES02,Robo,C3,Theta,3.0272649547686323
360,ES02,Robo,PZ,Theta,6.9177549479201375
361,ES02,Robo,C4,Theta,3.9166264145199006
362,ES02,Robo,F4,Theta,2.72376799427598
363,ES02,Robo,FP2,Theta,1.693769317181494
364,ES02,Robo,FP1,Alpha,0.344913113096615
365,ES02,Robo,F3,Alpha,1.0292025969076446
366,ES02,Robo,C3,Alpha,1.4040832233983098
367,ES02,Robo,PZ,Alpha,3.1489274860394065
368,ES02,Robo,C4,Alpha,1.6309983540486688
369,ES02,Robo,F4,Alpha,1.2288639528213738
370,ES02,Robo,FP2,Alpha,0.7376017592492566
371,ES02,Robo,FP1,Beta,0.5510791066818633
372,ES02,Robo,F3,Beta,2.0572054539951554
373,ES02,Robo,C3,Beta,2.0944108643903903
374,ES02,Robo,PZ,Beta,3.9645845439863545
375,ES02,Robo,C4,Beta,2.498222191628255
376,ES02,Robo,F4,Beta,2.2175380621191714
377,ES02,Robo,FP2,Beta,1.2063994298725147
378,MJ01,Desi,FP1,Theta,0.40291100704051896
379,MJ01,Desi,F3,Theta,0.9440187587826576
380,MJ01,Desi,C3,Theta,1.413973958653488
381,MJ01,Desi,PZ,Theta,0.17687276502178734
382,MJ01,Desi,C4,Theta,1.0954683756620218
383,MJ01,Desi,F4,Theta,0.9307272498285033
384,MJ01,Desi,FP2,Theta,0.3036182226705062
385,MJ01,Desi,FP1,Alpha,0.26934786616119144
386,MJ01,Desi,F3,Alpha,0.6041249019689434
387,MJ01,Desi,C3,Alpha,2.152946442934326
388,MJ01,Desi,PZ,Alpha,0.15906559557034447
389,MJ01,Desi,C4,Alpha,1.1732711439129269
390,MJ01,Desi,F4,Alpha,0.7142882802869189
391,MJ01,Desi,FP2,Alpha,0.2177129251023385
392,MJ01,Desi,FP1,Beta,0.4559199175370199
393,MJ01,Desi,F3,Beta,1.1312501443564988
394,MJ01,Desi,C3,Beta,1.6977378213918903
395,MJ01,Desi,PZ,Beta,0.18663823431690713
396,MJ01,Desi,C4,Beta,1.534986444174418
397,MJ01,Desi,F4,Beta,1.520486746689725
398,MJ01,Desi,FP2,Beta,0.36177415856235634
399,MJ01,Prog,FP1,Theta,0.2748111987344323
400,MJ01,Prog,F3,Theta,0.8708185486171202
401,MJ01,Prog,C3,Theta,1.5847050416667898
402,MJ01,Prog,PZ,Theta,1.2472383606449673
403,MJ01,Prog,C4,Theta,1.1067916251572465
404,MJ01,Prog,F4,Theta,0.8870982274232674
405,MJ01,Prog,FP2,Theta,0.16084126272058377
406,MJ01,Prog,FP1,Alpha,0.16205053129296837
407,MJ01,Prog,F3,Alpha,0.5226854773048947
408,MJ01,Prog,C3,Alpha,1.5613840706452544
409,MJ01,Prog,PZ,Alpha,0.8412124927745498
410,MJ01,Prog,C4,Alpha,0.5805192655303875
411,MJ01,Prog,F4,Alpha,0.5664007195150494
412,MJ01,Prog,FP2,Alpha,0.09457159601196843
413,MJ01,Prog,FP1,Beta,0.19724670482144022
414,MJ01,Prog,F3,Beta,0.8613865737971256
415,MJ01,Prog,C3,Beta,2.8693824562167154
416,MJ01,Prog,PZ,Beta,0.9789673595016084
417,MJ01,Prog,C4,Beta,0.7589843432079225
418,MJ01,Prog,F4,Beta,1.2508133983370842
419,MJ01,Prog,FP2,Beta,0.11913340657608948
420,MJ01,Robo,FP1,Theta,0.539705585874882
421,MJ01,Robo,F3,Theta,1.2153386737882836
422,MJ01,Robo,C3,Theta,1.953805039026861
423,MJ01,Robo,PZ,Theta,2.7239446543378905
424,MJ01,Robo,C4,Theta,0.8105704019391191
425,MJ01,Robo,F4,Theta,1.4076833823611425
426,MJ01,Robo,FP2,Theta,0.6323043226426742
427,MJ01,Robo,FP1,Alpha,0.39101466967405996
428,MJ01,Robo,F3,Alpha,0.8690816301502802
429,MJ01,Robo,C3,Alpha,1.420765411548987
430,MJ01,Robo,PZ,Alpha,1.8900517319582189
431,MJ01,Robo,C4,Alpha,0.560894758087729
432,MJ01,Robo,F4,Alpha,1.0414558941758802
433,MJ01,Robo,FP2,Alpha,0.4556564038918065
434,MJ01,Robo,FP1,Beta,0.9576006447294056
435,MJ01,Robo,F3,Beta,2.3679646943626698
436,MJ01,Robo,C3,Beta,3.233401671353679
437,MJ01,Robo,PZ,Beta,2.632592953595539
438,MJ01,Robo,C4,Beta,1.1583325333281467
439,MJ01,Robo,F4,Beta,2.6157405507299862
440,MJ01,Robo,FP2,Beta,1.1465219978860148
441,MT01,Desi,FP1,Theta,0.32802811717460617
442,MT01,Desi,F3,Theta,0.6428319273927183
443,MT01,Desi,C3,Theta,1.001835903727571
444,MT01,Desi,PZ,Theta,1.7544809348243813
445,MT01,Desi,C4,Theta,0.8485580709544732
446,MT01,Desi,F4,Theta,0.2707522361503364
447,MT01,Desi,FP2,Theta,0.5037901960028267
448,MT01,Desi,FP1,Alpha,0.1701459195063102
449,MT01,Desi,F3,Alpha,0.37250114440433774
450,MT01,Desi,C3,Alpha,0.556132661103893
451,MT01,Desi,PZ,Alpha,1.2620219562183026
452,MT01,Desi,C4,Alpha,1.6269315056293494
453,MT01,Desi,F4,Alpha,0.16884858818483722
454,MT01,Desi,FP2,Alpha,0.26232184455647933
455,MT01,Desi,FP1,Beta,0.31351144435768663
456,MT01,Desi,F3,Beta,0.7281458348676799
457,MT01,Desi,C3,Beta,1.1440823596864436
458,MT01,Desi,PZ,Beta,1.4642475052138924
459,MT01,Desi,C4,Beta,1.3016947687558826
460,MT01,Desi,F4,Beta,0.27491386601966855
461,MT01,Desi,FP2,Beta,0.49143156434620117
462,MT01,Prog,FP1,Theta,0.17971899818594617
463,MT01,Prog,F3,Theta,0.5959140236597592
464,MT01,Prog,C3,Theta,0.8467971720110206
465,MT01,Prog,PZ,Theta,1.477814282567333
466,MT01,Prog,C4,Theta,0.8917932828613777
467,MT01,Prog,F4,Theta,0.3098315023938848
468,MT01,Prog,FP2,Theta,0.4095774182781589
469,MT01,Prog,FP1,Alpha,0.11635792732049213
470,MT01,Prog,F3,Alpha,0.4359239848472148
471,MT01,Prog,C3,Alpha,0.73637063460516
472,MT01,Prog,PZ,Alpha,1.2761283901846292
473,MT01,Prog,C4,Alpha,0.8705253701111033
474,MT01,Prog,F4,Alpha,0.2071957687799538
475,MT01,Prog,FP2,Alpha,0.27325093761808383
476,MT01,Prog,FP1,Beta,0.1436723591745125
477,MT01,Prog,F3,Beta,1.6395198182633426
478,MT01,Prog,C3,Beta,0.8543322509710193
479,MT01,Prog,PZ,Beta,1.312022871473477
480,MT01,Prog,C4,Beta,1.2967177948743722
481,MT01,Prog,F4,Beta,0.6247203948322543
482,MT01,Prog,FP2,Beta,0.7608887937284823
483,MT01,Robo,FP1,Theta,0.39200258767055296
484,MT01,Robo,F3,Theta,0.5732888440563707
485,MT01,Robo,C3,Theta,1.006347330174673
486,MT01,Robo,PZ,Theta,1.5544872068324898
487,MT01,Robo,C4,Theta,0.852353274283294
488,MT01,Robo,F4,Theta,0.1661904942972626
489,MT01,Robo,FP2,Theta,0.3389035967156708
490,MT01,Robo,FP1,Alpha,0.21167362829544414
491,MT01,Robo,F3,Alpha,0.35655299726239054
492,MT01,Robo,C3,Alpha,0.5645061724965665
493,MT01,Robo,PZ,Alpha,1.1796217263722126
494,MT01,Robo,C4,Alpha,1.6224306780166653
495,MT01,Robo,F4,Alpha,0.08951076375929518
496,MT01,Robo,FP2,Alpha,0.18064476940501362
497,MT01,Robo,FP1,Beta,0.32611522427616146
498,MT01,Robo,F3,Beta,1.1219339952879233
499,MT01,Robo,C3,Beta,0.9302457028218541
500,MT01,Robo,PZ,Beta,1.4953238348450688
501,MT01,Robo,C4,Beta,1.3884663095692622
502,MT01,Robo,F4,Beta,0.1658026839478132
503,MT01,Robo,FP2,Beta,0.3295245017411522
504,ST01,Desi,FP1,Theta,7.7081700815527014
505,ST01,Desi,F3,Theta,10.376428563273993
506,ST01,Desi,C3,Theta,11.786336219043605
507,ST01,Desi,PZ,Theta,17.074604374530672
508,ST01,Desi,C4,Theta,11.22607478225675
509,ST01,Desi,F4,Theta,8.51904320135134
510,ST01,Desi,FP2,Theta,7.2424555184001065
511,ST01,Desi,FP1,Alpha,4.286971723176482
512,ST01,Desi,F3,Alpha,5.796082524687462
513,ST01,Desi,C3,Alpha,6.5699255000708305
514,ST01,Desi,PZ,Alpha,7.321248489270872
515,ST01,Desi,C4,Alpha,13.1730027719798
516,ST01,Desi,F4,Alpha,4.950687925043567
