,Subject,Lecture,Ch1,Ch2,Cor,Band
440,DJ03,Desi,F4,FP2,0.7097795059244305,Beta
441,DJ03,Prog,FP1,F3,0.8615160077371312,Theta
442,DJ03,Prog,FP1,C3,0.7139786492794312,Theta
443,DJ03,Prog,FP1,PZ,0.5752266016161838,Theta
444,DJ03,Prog,FP1,C4,0.5889002798190082,Theta
445,DJ03,Prog,FP1,F4,0.5971683361508782,Theta
446,DJ03,Prog,FP1,FP2,0.9952912891533551,Theta
447,DJ03,Prog,F3,C3,0.5139666228872739,Theta
448,DJ03,Prog,F3,PZ,0.2535903183317588,Theta
449,DJ03,Prog,F3,C4,0.2779673042624736,Theta
450,DJ03,Prog,F3,F4,0.43844445146218436,Theta
451,DJ03,Prog,F3,FP2,0.8212996842872429,Theta
452,DJ03,Prog,C3,PZ,0.5886359985982487,Theta
453,DJ03,Prog,C3,C4,0.5341263838701784,Theta
454,DJ03,Prog,C3,F4,0.3030007407631542,Theta
455,DJ03,Prog,C3,FP2,0.7362756893496459,Theta
456,DJ03,Prog,PZ,C4,0.6575426031110397,Theta
457,DJ03,Prog,PZ,F4,0.22623757276949605,Theta
458,DJ03,Prog,PZ,FP2,0.6058542898419275,Theta
459,DJ03,Prog,C4,F4,0.42212686913445,Theta
460,DJ03,Prog,C4,FP2,0.6532138722573214,Theta
461,DJ03,Prog,F4,FP2,0.6065562587025506,Theta
462,DJ03,Prog,FP1,F3,0.7833072119092602,Alpha
463,DJ03,Prog,FP1,C3,0.5738566442842572,Alpha
464,DJ03,Prog,FP1,PZ,0.40010586210193055,Alpha
465,DJ03,Prog,FP1,C4,0.41368639653793504,Alpha
466,DJ03,Prog,FP1,F4,0.4328582340971372,Alpha
467,DJ03,Prog,FP1,FP2,0.9912042755338476,Alpha
468,DJ03,Prog,F3,C3,0.3742417113891977,Alpha
469,DJ03,Prog,F3,PZ,0.07315865188068267,Alpha
470,DJ03,Prog,F3,C4,0.10087285207597681,Alpha
471,DJ03,Prog,F3,F4,0.24738831062032557,Alpha
472,DJ03,Prog,F3,FP2,0.7230189575853814,Alpha
473,DJ03,Prog,C3,PZ,0.35447112824141425,Alpha
474,DJ03,Prog,C3,C4,0.2785205233096393,Alpha
475,DJ03,Prog,C3,F4,0.1378449750400408,Alpha
476,DJ03,Prog,C3,FP2,0.5915563921107451,Alpha
477,DJ03,Prog,PZ,C4,0.4701020082386565,Alpha
478,DJ03,Prog,PZ,F4,0.07186103760203978,Alpha
479,DJ03,Prog,PZ,FP2,0.4317611679462294,Alpha
480,DJ03,Prog,C4,F4,0.279440793504698,Alpha
481,DJ03,Prog,C4,FP2,0.5025152454139594,Alpha
482,DJ03,Prog,F4,FP2,0.45123304256515057,Alpha
483,DJ03,Prog,FP1,F3,0.7774853187184799,Beta
484,DJ03,Prog,FP1,C3,0.4846747208328555,Beta
485,DJ03,Prog,FP1,PZ,0.2433714129015613,Beta
486,DJ03,Prog,FP1,C4,0.2415778900485335,Beta
487,DJ03,Prog,FP1,F4,0.20276884291964717,Beta
488,DJ03,Prog,FP1,FP2,0.9879735377357624,Beta
489,DJ03,Prog,F3,C3,0.3297806875704076,Beta
490,DJ03,Prog,F3,PZ,0.01693976117140912,Beta
491,DJ03,Prog,F3,C4,0.01682598536187393,Beta
492,DJ03,Prog,F3,F4,0.030843763405880308,Beta
493,DJ03,Prog,F3,FP2,0.700950920749184,Beta
494,DJ03,Prog,C3,PZ,0.23044699632663224,Beta
495,DJ03,Prog,C3,C4,0.11002690595983948,Beta
496,DJ03,Prog,C3,F4,0.01944268584640581,Beta
497,DJ03,Prog,C3,FP2,0.49803891241146064,Beta
498,DJ03,Prog,PZ,C4,0.31507855599511175,Beta
499,DJ03,Prog,PZ,F4,0.026115213275854532,Beta
500,DJ03,Prog,PZ,FP2,0.2754884731601887,Beta
501,DJ03,Prog,C4,F4,0.2862354722669444,Beta
502,DJ03,Prog,C4,FP2,0.3373269903392643,Beta
503,DJ03,Prog,F4,FP2,0.2407675295178231,Beta
504,DJ03,Robo,FP1,F3,0.7587792578494011,Theta
505,DJ03,Robo,FP1,C3,0.02583938132518205,Theta
506,DJ03,Robo,FP1,PZ,0.40547253308408543,Theta
507,DJ03,Robo,FP1,C4,0.2873683898387679,Theta
508,DJ03,Robo,FP1,F4,0.004357340595524148,Theta
509,DJ03,Robo,FP1,FP2,0.004019439197803299,Theta
510,DJ03,Robo,F3,C3,0.0049776728023144395,Theta
511,DJ03,Robo,F3,PZ,0.0697460317515753,Theta
512,DJ03,Robo,F3,C4,0.06025760122849458,Theta
513,DJ03,Robo,F3,F4,0.19174324361607775,Theta
514,DJ03,Robo,F3,FP2,0.1642287204333558,Theta
515,DJ03,Robo,C3,PZ,0.416874222383947,Theta
516,DJ03,Robo,C3,C4,0.14934381249390902,Theta
517,DJ03,Robo,C3,F4,0.31704397412271507,Theta
518,DJ03,Robo,C3,FP2,0.5144116200008378,Theta
519,DJ03,Robo,PZ,C4,0.21742214611995625,Theta
520,DJ03,Robo,PZ,F4,0.5754999730274538,Theta
521,DJ03,Robo,PZ,FP2,0.5593446459176812,Theta
522,DJ03,Robo,C4,F4,0.0459418884923967,Theta
523,DJ03,Robo,C4,FP2,0.22089520979810826,Theta
524,DJ03,Robo,F4,FP2,0.8801552834396082,Theta
525,DJ03,Robo,FP1,F3,0.7643579413109373,Alpha
526,DJ03,Robo,FP1,C3,0.005557174343701413,Alpha
527,DJ03,Robo,FP1,PZ,0.3188270684475988,Alpha
528,DJ03,Robo,FP1,C4,0.21903607519058382,Alpha
529,DJ03,Robo,FP1,F4,0.018726732419252923,Alpha
530,DJ03,Robo,FP1,FP2,0.01772953679606756,Alpha
531,DJ03,Robo,F3,C3,0.03319693585374148,Alpha
532,DJ03,Robo,F3,PZ,0.03327005707747317,Alpha
533,DJ03,Robo,F3,C4,0.0348352493655449,Alpha
534,DJ03,Robo,F3,F4,0.29376620046601193,Alpha
535,DJ03,Robo,F3,FP2,0.30018785774695644,Alpha
536,DJ03,Robo,C3,PZ,0.29634188227042724,Alpha
537,DJ03,Robo,C3,C4,0.07533499258055179,Alpha
538,DJ03,Robo,C3,F4,0.2780755005718153,Alpha
539,DJ03,Robo,C3,FP2,0.44511199227285125,Alpha
540,DJ03,Robo,PZ,C4,0.1504221547702975,Alpha
541,DJ03,Robo,PZ,F4,0.5374913036855368,Alpha
542,DJ03,Robo,PZ,FP2,0.482998185904053,Alpha
543,DJ03,Robo,C4,F4,0.029320018617361783,Alpha
544,DJ03,Robo,C4,FP2,0.16247227662637548,Alpha
545,DJ03,Robo,F4,FP2,0.890378060900505,Alpha
546,DJ03,Robo,FP1,F3,0.8796296009044957,Beta
547,DJ03,Robo,FP1,C3,0.10234771926365402,Beta
548,DJ03,Robo,FP1,PZ,0.10658068526107134,Beta
549,DJ03,Robo,FP1,C4,0.18915612736186807,Beta
550,DJ03,Robo,FP1,F4,0.3479595089134174,Beta
551,DJ03,Robo,FP1,FP2,0.3324706089692176,Beta
552,DJ03,Robo,F3,C3,0.13191944002782938,Beta
553,DJ03,Robo,F3,PZ,0.004081734287327788,Beta
554,DJ03,Robo,F3,C4,0.05953427726749047,Beta
555,DJ03,Robo,F3,F4,0.6268599108443775,Beta
556,DJ03,Robo,F3,FP2,0.6192469808592017,Beta
557,DJ03,Robo,C3,PZ,0.21901044772236428,Beta
558,DJ03,Robo,C3,C4,0.009881190099595394,Beta
559,DJ03,Robo,C3,F4,0.28295748073637067,Beta
560,DJ03,Robo,C3,FP2,0.4319668295378706,Beta
561,DJ03,Robo,PZ,C4,0.062002041337528076,Beta
562,DJ03,Robo,PZ,F4,0.3178928379698582,Beta
563,DJ03,Robo,PZ,FP2,0.2836340586571547,Beta
564,DJ03,Robo,C4,F4,0.01817703101130083,Beta
565,DJ03,Robo,C4,FP2,0.025062914241609578,Beta
566,DJ03,Robo,F4,FP2,0.9106351612512522,Beta
567,DT01,Desi,FP1,F3,0.8885164914212499,Theta
568,DT01,Desi,FP1,C3,0.3803444668818605,Theta
569,DT01,Desi,FP1,PZ,0.18655131139042658,Theta
570,DT01,Desi,FP1,C4,0.22448263252950973,Theta
571,DT01,Desi,FP1,F4,0.45219584750617453,Theta
572,DT01,Desi,FP1,FP2,0.7142553674256396,Theta
573,DT01,Desi,F3,C3,0.3120812166407434,Theta
574,DT01,Desi,F3,PZ,0.05134331112913377,Theta
575,DT01,Desi,F3,C4,0.043508534792059184,Theta
576,DT01,Desi,F3,F4,0.2118195088410843,Theta
577,DT01,Desi,F3,FP2,0.4272840416409811,Theta
578,DT01,Desi,C3,PZ,0.3201563453476045,Theta
579,DT01,Desi,C3,C4,0.1729043905261692,Theta
580,DT01,Desi,C3,F4,0.04384960182210862,Theta
581,DT01,Desi,C3,FP2,0.19439397048925997,Theta
582,DT01,Desi,PZ,C4,0.3714215331676406,Theta
583,DT01,Desi,PZ,F4,0.06767841667261168,Theta
584,DT01,Desi,PZ,FP2,0.1835604422623317,Theta
585,DT01,Desi,C4,F4,0.32208109222715964,Theta
586,DT01,Desi,C4,FP2,0.3766717794701491,Theta
587,DT01,Desi,F4,FP2,0.9125153686147363,Theta
588,DT01,Desi,FP1,F3,0.8644506247981434,Alpha
589,DT01,Desi,FP1,C3,0.21523274158096792,Alpha
590,DT01,Desi,FP1,PZ,0.08275191948921257,Alpha
591,DT01,Desi,FP1,C4,0.11497435261727199,Alpha
592,DT01,Desi,FP1,F4,0.29334491743838514,Alpha
593,DT01,Desi,FP1,FP2,0.5667760708974536,Alpha
594,DT01,Desi,F3,C3,0.17732724188446466,Alpha
595,DT01,Desi,F3,PZ,0.009896477354447906,Alpha
596,DT01,Desi,F3,C4,0.0058922520474168575,Alpha
597,DT01,Desi,F3,F4,0.0839210981618584,Alpha
598,DT01,Desi,F3,FP2,0.2622540816240552,Alpha
599,DT01,Desi,C3,PZ,0.1806329658349169,Alpha
600,DT01,Desi,C3,C4,0.04448243619916673,Alpha
601,DT01,Desi,C3,F4,0.002582988922119956,Alpha
602,DT01,Desi,C3,FP2,0.06868251798324586,Alpha
603,DT01,Desi,PZ,C4,0.21032274617237348,Alpha
604,DT01,Desi,PZ,F4,0.00758979892998587,Alpha
605,DT01,Desi,PZ,FP2,0.06442039228876432,Alpha
606,DT01,Desi,C4,F4,0.17752021088671102,Alpha
607,DT01,Desi,C4,FP2,0.21298584629969713,Alpha
608,DT01,Desi,F4,FP2,0.9015931592427787,Alpha
609,DT01,Desi,FP1,F3,0.8717378230877172,Beta
610,DT01,Desi,FP1,C3,0.190770812992794,Beta
611,DT01,Desi,FP1,PZ,0.04853191561169362,Beta
612,DT01,Desi,FP1,C4,0.06851774344166614,Beta
613,DT01,Desi,FP1,F4,0.1906266149390377,Beta
614,DT01,Desi,FP1,FP2,0.452282951418592,Beta
615,DT01,Desi,F3,C3,0.16011628724307764,Beta
616,DT01,Desi,F3,PZ,0.005705605368021964,Beta
617,DT01,Desi,F3,C4,0.0033140756534877653,Beta
618,DT01,Desi,F3,F4,0.02830384512633377,Beta
619,DT01,Desi,F3,FP2,0.16903714702621117,Beta
620,DT01,Desi,C3,PZ,0.17502438135968224,Beta
621,DT01,Desi,C3,C4,0.031333159705378234,Beta
622,DT01,Desi,C3,F4,0.004034509242615,Beta
623,DT01,Desi,C3,FP2,0.03833296206104501,Beta
624,DT01,Desi,PZ,C4,0.21624770742731886,Beta
625,DT01,Desi,PZ,F4,0.0029338580231998037,Beta
626,DT01,Desi,PZ,FP2,0.03260126078975358,Beta
627,DT01,Desi,C4,F4,0.13941007333316083,Beta
628,DT01,Desi,C4,FP2,0.16844767104681227,Beta
629,DT01,Desi,F4,FP2,0.901069356058848,Beta
630,DT01,Prog,FP1,F3,0.5373705046364515,Theta
631,DT01,Prog,FP1,C3,0.4236457628649841,Theta
632,DT01,Prog,FP1,PZ,0.35016534684493544,Theta
633,DT01,Prog,FP1,C4,0.37168526173898214,Theta
634,DT01,Prog,FP1,F4,0.9135709489601206,Theta
635,DT01,Prog,FP1,FP2,0.5759759381344367,Theta
636,DT01,Prog,F3,C3,0.20510643222732935,Theta
637,DT01,Prog,F3,PZ,0.022576065019157154,Theta
638,DT01,Prog,F3,C4,0.026788518270198597,Theta
639,DT01,Prog,F3,F4,0.4004290216600336,Theta
640,DT01,Prog,F3,FP2,0.4567186147721586,Theta
641,DT01,Prog,C3,PZ,0.2703819854263797,Theta
642,DT01,Prog,C3,C4,0.1555306496303656,Theta
643,DT01,Prog,C3,F4,0.23209828340752658,Theta
644,DT01,Prog,C3,FP2,0.4855451953798126,Theta
645,DT01,Prog,PZ,C4,0.3744641442559773,Theta
646,DT01,Prog,PZ,F4,0.21577798402731957,Theta
647,DT01,Prog,PZ,FP2,0.4833071014705336,Theta
648,DT01,Prog,C4,F4,0.4592153600493719,Theta
649,DT01,Prog,C4,FP2,0.4428096154923721,Theta
650,DT01,Prog,F4,FP2,0.3829757221474003,Theta
651,DT01,Prog,FP1,F3,0.45053771543637816,Alpha
652,DT01,Prog,FP1,C3,0.30971340545522674,Alpha
653,DT01,Prog,FP1,PZ,0.22705081977577585,Alpha
654,DT01,Prog,FP1,C4,0.23563590441050913,Alpha
655,DT01,Prog,FP1,F4,0.8812135059404429,Alpha
656,DT01,Prog,FP1,FP2,0.3860007564804392,Alpha
657,DT01,Prog,F3,C3,0.11570991265160102,Alpha
658,DT01,Prog,F3,PZ,0.004294487431646173,Alpha
659,DT01,Prog,F3,C4,0.002872780811542987,Alpha
660,DT01,Prog,F3,F4,0.2958777645899954,Alpha
661,DT01,Prog,F3,FP2,0.3774523507216346,Alpha
662,DT01,Prog,C3,PZ,0.17893723632985375,Alpha
663,DT01,Prog,C3,C4,0.06987549207104804,Alpha
664,DT01,Prog,C3,F4,0.12348213140229462,Alpha
665,DT01,Prog,C3,FP2,0.33327873896795585,Alpha
666,DT01,Prog,PZ,C4,0.24726201615580795,Alpha
667,DT01,Prog,PZ,F4,0.0926951457163108,Alpha
668,DT01,Prog,PZ,FP2,0.38350823083964947,Alpha
669,DT01,Prog,C4,F4,0.32724588849269487,Alpha
670,DT01,Prog,C4,FP2,0.3664178527168412,Alpha
671,DT01,Prog,F4,FP2,0.1947508510376808,Alpha
672,DT01,Prog,FP1,F3,0.3951813404119452,Beta
673,DT01,Prog,FP1,C3,0.2066875140926214,Beta
674,DT01,Prog,FP1,PZ,0.11879471217388661,Beta
675,DT01,Prog,FP1,C4,0.15682908968002374,Beta
676,DT01,Prog,FP1,F4,0.8930410446856082,Beta
677,DT01,Prog,FP1,FP2,0.14524200897330927,Beta
678,DT01,Prog,F3,C3,0.12138178199714036,Beta
679,DT01,Prog,F3,PZ,0.0052499578819342274,Beta
680,DT01,Prog,F3,C4,0.004468996771271953,Beta
681,DT01,Prog,F3,F4,0.21808474318550694,Beta
682,DT01,Prog,F3,FP2,0.3588937029684062,Beta
683,DT01,Prog,C3,PZ,0.17320728485527587,Beta
684,DT01,Prog,C3,C4,0.05091861194927832,Beta
685,DT01,Prog,C3,F4,0.055574610663062296,Beta
686,DT01,Prog,C3,FP2,0.32118344606304833,Beta
687,DT01,Prog,PZ,C4,0.2582614434669332,Beta
688,DT01,Prog,PZ,F4,0.038072897483677086,Beta
689,DT01,Prog,PZ,FP2,0.3017816287385161,Beta
690,DT01,Prog,C4,F4,0.20302700916394328,Beta
691,DT01,Prog,C4,FP2,0.25488069650046713,Beta
692,DT01,Prog,F4,FP2,0.03928692644189176,Beta
693,DT01,Robo,FP1,F3,0.3284944625264068,Theta
694,DT01,Robo,FP1,C3,0.645955121260514,Theta
695,DT01,Robo,FP1,PZ,0.8548734139184252,Theta
696,DT01,Robo,FP1,C4,0.7463831289303582,Theta
697,DT01,Robo,FP1,F4,0.4817328883177808,Theta
698,DT01,Robo,FP1,FP2,0.9586210376305568,Theta
699,DT01,Robo,F3,C3,0.2964375674332047,Theta
700,DT01,Robo,F3,PZ,0.12636705185427557,Theta
701,DT01,Robo,F3,C4,0.26459103938805134,Theta
702,DT01,Robo,F3,F4,0.9546915546862493,Theta
703,DT01,Robo,F3,FP2,0.458149346236003,Theta
704,DT01,Robo,C3,PZ,0.39086438842368393,Theta
705,DT01,Robo,C3,C4,0.33059832647842063,Theta
706,DT01,Robo,C3,F4,0.30922861542049485,Theta
707,DT01,Robo,C3,FP2,0.5533242012535005,Theta
708,DT01,Robo,PZ,C4,0.49831090709130993,Theta
709,DT01,Robo,PZ,F4,0.27403111392234325,Theta
710,DT01,Robo,PZ,FP2,0.845468451994961,Theta
711,DT01,Robo,C4,F4,0.3868818525750569,Theta
712,DT01,Robo,C4,FP2,0.6730774933834376,Theta
713,DT01,Robo,F4,FP2,0.635292207965321,Theta
714,DT01,Robo,FP1,F3,0.13050201005533565,Alpha
715,DT01,Robo,FP1,C3,0.5216212030560059,Alpha
716,DT01,Robo,FP1,PZ,0.8002982403821765,Alpha
717,DT01,Robo,FP1,C4,0.6076270229817574,Alpha
718,DT01,Robo,FP1,F4,0.26106693955435256,Alpha
719,DT01,Robo,FP1,FP2,0.9318143514461534,Alpha
720,DT01,Robo,F3,C3,0.13458666950590786,Alpha
721,DT01,Robo,F3,PZ,0.014926385243254394,Alpha
722,DT01,Robo,F3,C4,0.09668919160970771,Alpha
723,DT01,Robo,F3,F4,0.9408385028095484,Alpha
724,DT01,Robo,F3,FP2,0.2598388233747352,Alpha
725,DT01,Robo,C3,PZ,0.24214695160244828,Alpha
726,DT01,Robo,C3,C4,0.14588755582223883,Alpha
727,DT01,Robo,C3,F4,0.13051187750864995,Alpha
728,DT01,Robo,C3,FP2,0.4014627658298644,Alpha
729,DT01,Robo,PZ,C4,0.31351651214627685,Alpha
730,DT01,Robo,PZ,F4,0.09099796570665022,Alpha
731,DT01,Robo,PZ,FP2,0.7885875221893943,Alpha
732,DT01,Robo,C4,F4,0.19015259678632862,Alpha
733,DT01,Robo,C4,FP2,0.5060658106066611,Alpha
734,DT01,Robo,F4,FP2,0.44739421716000755,Alpha
735,DT01,Robo,FP1,F3,0.019709415852297844,Beta
736,DT01,Robo,FP1,C3,0.5184307137519644,Beta
737,DT01,Robo,FP1,PZ,0.7809763008859598,Beta
738,DT01,Robo,FP1,C4,0.599000552784694,Beta
739,DT01,Robo,FP1,F4,0.05423849390251178,Beta
740,DT01,Robo,FP1,FP2,0.8285884362354311,Beta
741,DT01,Robo,F3,C3,0.03941335269627774,Beta
742,DT01,Robo,F3,PZ,0.1071927031911765,Beta
743,DT01,Robo,F3,C4,0.015100285155692828,Beta
744,DT01,Robo,F3,F4,0.9724560939858451,Beta
745,DT01,Robo,F3,FP2,0.1712101162198191,Beta
746,DT01,Robo,C3,PZ,0.2538387196271973,Beta
747,DT01,Robo,C3,C4,0.10196270888291208,Beta
748,DT01,Robo,C3,F4,0.045933370187331735,Beta
749,DT01,Robo,C3,FP2,0.4064696157483085,Beta
750,DT01,Robo,PZ,C4,0.3440778819737325,Beta
751,DT01,Robo,PZ,F4,0.06315701180911194,Beta
752,DT01,Robo,PZ,FP2,0.5485202975004096,Beta
753,DT01,Robo,C4,F4,0.0362218139597289,Beta
754,DT01,Robo,C4,FP2,0.43276316196775744,Beta
755,DT01,Robo,F4,FP2,0.28242622766391,Beta
756,ES01,Desi,FP1,F3,0.8012932288892611,Theta
757,ES01,Desi,FP1,C3,0.02034459451024775,Theta
758,ES01,Desi,FP1,PZ,0.0041213045816407175,Theta
759,ES01,Desi,FP1,C4,0.5760982314008097,Theta
760,ES01,Desi,FP1,F4,0.022635779661575647,Theta
761,ES01,Desi,FP1,FP2,0.012534995241029669,Theta
762,ES01,Desi,F3,C3,0.015259920953079854,Theta
763,ES01,Desi,F3,PZ,0.17629002974335112,Theta
764,ES01,Desi,F3,C4,0.606315462878957,Theta
765,ES01,Desi,F3,F4,0.07979479211096188,Theta
766,ES01,Desi,F3,FP2,0.02462987146865569,Theta
767,ES01,Desi,C3,PZ,0.08342630699015806,Theta
768,ES01,Desi,C3,C4,0.042913726619893164,Theta
769,ES01,Desi,C3,F4,0.4688549020543942,Theta
770,ES01,Desi,C3,FP2,0.49601601748210106,Theta
771,ES01,Desi,PZ,C4,0.1527884558154809,Theta
772,ES01,Desi,PZ,F4,0.046558554621326895,Theta
773,ES01,Desi,PZ,FP2,0.008654262648883842,Theta
774,ES01,Desi,C4,F4,0.008686494189098073,Theta
775,ES01,Desi,C4,FP2,0.001383796712263124,Theta
776,ES01,Desi,F4,FP2,0.8504832921965477,Theta
777,ES01,Desi,FP1,F3,0.8036204651702539,Alpha
778,ES01,Desi,FP1,C3,0.06070214310051323,Alpha
779,ES01,Desi,FP1,PZ,0.09196571550027664,Alpha
780,ES01,Desi,FP1,C4,0.6332133548658662,Alpha
781,ES01,Desi,FP1,F4,0.09189416573198847,Alpha
782,ES01,Desi,FP1,FP2,0.013659840212143323,Alpha
783,ES01,Desi,F3,C3,0.034984952961565716,Alpha
784,ES01,Desi,F3,PZ,0.03738928322276634,Alpha
785,ES01,Desi,F3,C4,0.5847705720152744,Alpha
786,ES01,Desi,F3,F4,0.16156736468578264,Alpha
787,ES01,Desi,F3,FP2,0.02117249160073236,Alpha
788,ES01,Desi,C3,PZ,0.11096715324544155,Alpha
789,ES01,Desi,C3,C4,0.2720558978746019,Alpha
790,ES01,Desi,C3,F4,0.4120576480663837,Alpha
791,ES01,Desi,C3,FP2,0.33079071952643024,Alpha
792,ES01,Desi,PZ,C4,0.029912333770823453,Alpha
793,ES01,Desi,PZ,F4,0.06713142274908594,Alpha
794,ES01,Desi,PZ,FP2,0.024995034665714826,Alpha
795,ES01,Desi,C4,F4,0.06864859335703902,Alpha
796,ES01,Desi,C4,FP2,0.002559828382477269,Alpha
797,ES01,Desi,F4,FP2,0.7503726877470992,Alpha
798,ES01,Desi,FP1,F3,0.8497185825762045,Beta
799,ES01,Desi,FP1,C3,0.03126301874724208,Beta
800,ES01,Desi,FP1,PZ,0.013573518010555903,Beta
801,ES01,Desi,FP1,C4,0.5235701254187919,Beta
802,ES01,Desi,FP1,F4,0.10319325809683563,Beta
803,ES01,Desi,FP1,FP2,0.010645825345024833,Beta
804,ES01,Desi,F3,C3,0.03086292603109046,Beta
805,ES01,Desi,F3,PZ,0.10886525850768178,Beta
806,ES01,Desi,F3,C4,0.4678665363561286,Beta
807,ES01,Desi,F3,F4,0.21127710755046608,Beta
808,ES01,Desi,F3,FP2,0.08479960571233014,Beta
809,ES01,Desi,C3,PZ,0.0849228089170635,Beta
810,ES01,Desi,C3,C4,0.09526255081073992,Beta
811,ES01,Desi,C3,F4,0.2960735834641844,Beta
812,ES01,Desi,C3,FP2,0.372705746534215,Beta
813,ES01,Desi,PZ,C4,0.09869954175576748,Beta
814,ES01,Desi,PZ,F4,0.03663576243391885,Beta
815,ES01,Desi,PZ,FP2,0.006903817842035674,Beta
816,ES01,Desi,C4,F4,0.03297636968425357,Beta
817,ES01,Desi,C4,FP2,0.014175808415904278,Beta
818,ES01,Desi,F4,FP2,0.8705742870932455,Beta
819,ES01,Prog,FP1,F3,0.9015347247736124,Theta
820,ES01,Prog,FP1,C3,0.015034818342519733,Theta
821,ES01,Prog,FP1,PZ,0.28667816198626,Theta
822,ES01,Prog,FP1,C4,0.16071006639729235,Theta
823,ES01,Prog,FP1,F4,0.2800239108218896,Theta
824,ES01,Prog,FP1,FP2,0.7595582655800915,Theta
825,ES01,Prog,F3,C3,0.12370260679335277,Theta
826,ES01,Prog,F3,PZ,0.22921772422287526,Theta
827,ES01,Prog,F3,C4,0.16929398636899584,Theta
828,ES01,Prog,F3,F4,0.0696524276652947,Theta
829,ES01,Prog,F3,FP2,0.4646074780562801,Theta
830,ES01,Prog,C3,PZ,0.03260790342578799,Theta
831,ES01,Prog,C3,C4,0.3386204569119451,Theta
832,ES01,Prog,C3,F4,0.27783723679101685,Theta
833,ES01,Prog,C3,FP2,0.07306415661498136,Theta
834,ES01,Prog,PZ,C4,0.0013320042670108743,Theta
835,ES01,Prog,PZ,F4,0.41259732758634315,Theta
836,ES01,Prog,PZ,FP2,0.3873328498945171,Theta
837,ES01,Prog,C4,F4,0.007290300348276759,Theta
838,ES01,Prog,C4,FP2,0.03986357291946718,Theta
839,ES01,Prog,F4,FP2,0.7621459975379341,Theta
840,ES01,Prog,FP1,F3,0.8881135437122841,Alpha
841,ES01,Prog,FP1,C3,0.10283238123944302,Alpha
842,ES01,Prog,FP1,PZ,0.05307889878819133,Alpha
843,ES01,Prog,FP1,C4,0.28628516118982245,Alpha
844,ES01,Prog,FP1,F4,0.08058269216515865,Alpha
845,ES01,Prog,FP1,FP2,0.6632140813870407,Alpha
846,ES01,Prog,F3,C3,0.2442907691740282,Alpha
847,ES01,Prog,F3,PZ,0.044597613394140576,Alpha
848,ES01,Prog,F3,C4,0.24134134442940738,Alpha
849,ES01,Prog,F3,F4,0.007370180964081853,Alpha
850,ES01,Prog,F3,FP2,0.3602868752124496,Alpha
851,ES01,Prog,C3,PZ,0.019732403919179402,Alpha
852,ES01,Prog,C3,C4,0.47021415349024603,Alpha
853,ES01,Prog,C3,F4,0.31357316754633574,Alpha
854,ES01,Prog,C3,FP2,0.03234214480075165,Alpha
855,ES01,Prog,PZ,C4,0.16551150167166342,Alpha
856,ES01,Prog,PZ,F4,0.3074650726539863,Alpha
857,ES01,Prog,PZ,FP2,0.12188143348493403,Alpha
858,ES01,Prog,C4,F4,0.07086918072897952,Alpha
859,ES01,Prog,C4,FP2,0.061427467422120095,Alpha
860,ES01,Prog,F4,FP2,0.5868503764510483,Alpha
861,ES01,Prog,FP1,F3,0.8808991450376465,Beta
862,ES01,Prog,FP1,C3,0.07255126238672621,Beta
863,ES01,Prog,FP1,PZ,0.11271866723067524,Beta
864,ES01,Prog,FP1,C4,0.14246297572860794,Beta
865,ES01,Prog,FP1,F4,0.05003426386396563,Beta
866,ES01,Prog,FP1,FP2,0.5577870043290732,Beta
867,ES01,Prog,F3,C3,0.2417068415276623,Beta
868,ES01,Prog,F3,PZ,0.0553525525581827,Beta
869,ES01,Prog,F3,C4,0.13577658610389542,Beta
870,ES01,Prog,F3,F4,0.035415665108243566,Beta
871,ES01,Prog,F3,FP2,0.23737526863638425,Beta
872,ES01,Prog,C3,PZ,0.016037084209591847,Beta
873,ES01,Prog,C3,C4,0.3905447172301919,Beta
874,ES01,Prog,C3,F4,0.41926938914731915,Beta
875,ES01,Prog,C3,FP2,0.10178269076792319,Beta
876,ES01,Prog,PZ,C4,0.03047477433814793,Beta
877,ES01,Prog,PZ,F4,0.360911574158136,Beta
878,ES01,Prog,PZ,FP2,0.3097058172385574,Beta
879,ES01,Prog,C4,F4,0.05948859816253055,Beta
880,ES01,Prog,C4,FP2,0.032170164388781786,Beta
881,ES01,Prog,F4,FP2,0.6264890741832342,Beta
882,ES01,Robo,FP1,F3,0.9807277668117764,Theta
883,ES01,Robo,FP1,C3,0.1725197560569207,Theta
884,ES01,Robo,FP1,PZ,0.3388743966546998,Theta
885,ES01,Robo,FP1,C4,0.03260699147595203,Theta
886,ES01,Robo,FP1,F4,0.09728877012562304,Theta
887,ES01,Robo,FP1,FP2,0.7455574732532759,Theta
888,ES01,Robo,F3,C3,0.19356398707701394,Theta
889,ES01,Robo,F3,PZ,0.21969922620968,Theta
890,ES01,Robo,F3,C4,0.06250982957230378,Theta
891,ES01,Robo,F3,F4,0.03555010489566632,Theta
892,ES01,Robo,F3,FP2,0.6226294370276702,Theta
893,ES01,Robo,C3,PZ,0.010024859985061356,Theta
894,ES01,Robo,C3,C4,0.02999741160359041,Theta
895,ES01,Robo,C3,F4,0.100630689678885,Theta
896,ES01,Robo,C3,FP2,0.020783184286500615,Theta
897,ES01,Robo,PZ,C4,0.009986384947616273,Theta
898,ES01,Robo,PZ,F4,0.8327407355142269,Theta
