fileName,Error
DT01-EM03-B.CSV,'Signal can't be analyzed for file DT01-EM03-B.CSV because it is too short (less than 13 minutes of information)'
DT01-EM03-C.CSV,'Signal can't be analyzed for file DT01-EM03-C.CSV because it is too short (less than 13 minutes of information)'
DT02-EM03-C.csv,'Signal can't be analyzed for file DT02-EM03-C.csv because it is too short (less than 13 minutes of information)'
