,Feature,Correlation,P
356,HRV_PAS-M-HRV_MSE,0.1699462299270372,1.2751822399216717e-06
357,HRV_PAS-D-HRV_CMSE,0.11626962832377732,0.0009639903254362883
358,HRV_PAS-M-HRV_DFA,0.1325019421330375,0.00016621152404267678
359,HRV_PAS-M-HRV_CorrDim,0.24106930318066327,4.423272193392882e-12
360,HRV_GI-M-HRV_SI,0.11334414437651436,0.0012943414361750527
361,HRV_GI-D-HRV_AI,0.07594406842046136,0.03141293792461216
362,HRV_SI-M-HRV_AI,0.17064212582921615,1.1520440702978796e-06
363,HRV_C1d-M-HRV_C1a,0.08625937614915606,0.01448100405344549
364,HRV_C1d-M-HRV_Cd,0.08605621935753996,0.014714740781924305
365,HRV_C2d-M-HRV_DFA,0.11548157038392261,0.0010443183430119693
366,HRV_ApEn-M-HRV_CMSE,0.1223684654410665,0.0005103719175024781
367,HRV_ApEn-M-HRV_DFA,0.08380866031497058,0.017530516594641186
368,HRV_ApEn-D-HRV_DFA,0.12687335968771585,0.0003130960599676447
369,HRV_ApEn-M-HRV_CorrDim,0.2645678521660036,2.5042709988303958e-14
370,HRV_SampEn-D-sdnn,0.3295761146965963,8.4685014104394945e-22
371,HRV_SampEn-D-breathingrate,0.2070736366409599,3.159831713015021e-09
372,HRV_SampEn-D-HRV_RMSSD,0.37348809759216567,5.539931644737317e-28
373,HRV_SampEn-D-HRV_PAS,0.2631762129508608,3.453020134245274e-14
374,HRV_SampEn-M-HRV_CMSE,0.2980368942198777,6.175424646777455e-18
375,HRV_SampEn-D-HRV_CMSE,0.11453234513862602,0.0011492683947182591
376,HRV_SampEn-M-HRV_DFA,0.19828154651575414,1.4586784367337206e-08
377,HRV_SampEn-D-HRV_DFA,0.284816523580917,1.8817503659401843e-16
378,HRV_MSE-D-sdnn,0.23332772904469018,2.1688670921986147e-11
379,HRV_MSE-D-breathingrate,0.1707736925320696,1.1300844428948756e-06
380,HRV_MSE-D-HRV_MadNN,0.22633625628240467,8.690468905908243e-11
381,HRV_MSE-D-HRV_MCVNN,0.30832306955533617,3.815952686243007e-19
382,HRV_MSE-D-HRV_IQRNN,0.2878705205044854,8.683216593285399e-17
383,HRV_MSE-D-HRV_HTI,0.1646348371391324,2.7311060814177587e-06
384,HRV_MSE-D-HRV_LF,0.13676300465704672,0.00010118518795646781
385,HRV_MSE-D-HRV_PAS,0.21971532421935522,3.104055899626388e-10
386,HRV_MSE-D-HRV_SampEn,0.1386337831773684,8.099787325075933e-05
387,HRV_MSE-M-HRV_CMSE,0.24798666605183248,1.018772608033021e-12
388,HRV_MSE-M-HRV_DFA,0.13427309348977357,0.00013546888273621697
389,HRV_MSE-D-HRV_DFA,0.24701829208718926,1.254670140693542e-12
390,HRV_MSE-D-HRV_CorrDim,0.13073878234348787,0.00020323335271878033
391,HRV_CMSE-D-breathingrate,0.11369395400285136,0.0012499694034458807
392,HRV_CMSE-D-HRV_RMSSD,0.2303569067029006,3.93346348985626e-11
393,HRV_CMSE-D-HRV_TINN,0.23676455605780775,1.078188684893263e-11
394,HRV_CMSE-D-HRV_LF,0.16168256279112292,4.127976456455736e-06
395,HRV_CMSE-D-HRV_LFHF,0.19475016753684615,2.6450557354095557e-08
396,HRV_CMSE-D-HRV_LnHF,0.2932144177311212,2.1927972310196758e-17
397,HRV_CMSE-D-HRV_PAS,0.11273858974126061,0.0013745988334040236
398,HRV_CMSE-D-HRV_SampEn,0.1353984481765024,0.00011880487090877817
399,HRV_CMSE-D-HRV_RCMSE,0.18230133603075896,1.9766559680209937e-07
400,HRV_CMSE-D-HRV_DFA,0.21156555922144948,1.408445269046837e-09
401,HRV_CMSE-M-HRV_CorrDim,0.2601538116436671,6.892616135378081e-14
402,HRV_CMSE-D-HRV_CorrDim,0.19023972830015007,5.567686584874648e-08
403,HRV_DFA-D-hr_mad,0.1655118016425633,2.412331085707456e-06
404,HRV_DFA-M-HRV_CorrDim,0.20506655675470814,4.507486483768607e-09
405,HRV_CorrDim-D-sdnn,0.24726463303505358,1.1900259597216843e-12
406,HRV_CorrDim-D-hr_mad,0.09220615578346128,0.008939209511938525
407,HRV_CorrDim-D-breathingrate,0.2312522204893973,3.290274711461444e-11
408,HRV_CorrDim-D-HRV_HTI,0.19517190852126148,2.4649942866444984e-08
409,HRV_CorrDim-D-HRV_HFn,0.12492546115100846,0.0003875209231535565
410,HRV_CorrDim-D-HRV_PAS,0.2515452391008589,4.702762950086643e-13
411,HRV_CorrDim-D-HRV_DFA,0.2674288276087944,1.2860867870838213e-14
412,Alpha_FP1,0.09228320731465298,0.008881962280718842
413,Alpha_F3,0.0897633976621986,0.010933262282551393
414,Alpha_C4,0.25230650858120374,3.979707863868514e-13
415,LowBeta_FP1,0.2912804202077024,3.62053830612885e-17
416,LowBeta_F3,0.2957614549086352,1.1262596565289042e-17
417,LowBeta_C3,0.11979091423687427,0.0006701388096594947
418,LowBeta_PZ,0.20750918270343627,2.924021987867026e-09
419,LowBeta_C4,0.3850957903474166,8.738175427011243e-30
420,LowBeta_F4,0.317681363301344,2.749530443071756e-20
421,LowBeta_FP2,0.20464505365385785,4.854390095401297e-09
422,HighBeta_FP1,0.3030631032681084,1.6065860607328897e-18
423,HighBeta_F3,0.3231673201525511,5.6301873530238156e-21
424,HighBeta_PZ,0.25439871660587665,2.508134046661152e-13
425,HighBeta_C4,0.20964486177477526,1.9941188725882732e-09
426,HighBeta_F4,0.3316397398103226,4.557170979690461e-22
427,Gamma_FP1,0.15455635795368988,1.085801273150076e-05
428,Gamma_PZ,0.1694744414292206,1.365749826922431e-06
429,Gamma_C4,0.4867624624571447,5.323858947054919e-49
430,Gamma_FP2,0.3668055321848994,5.601420585754223e-27
431,Theta_F3,0.1177711356243762,0.0008265274317380527
432,Theta_C4,0.11684251146069671,0.0009092236669034573
433,Fatigue,0.09963331435625761,0.004713755725348815
434,Load,0.11871049043264317,0.0007500076212532011
435,Alpha_FP1-I,0.18021368554164152,2.7334793926674633e-07
436,Alpha_FP1-D-Alpha_F3,0.14413950815148005,4.138982308439658e-05
437,Alpha_FP1-D-Alpha_C3,0.09635429628251438,0.0062851272499534734
438,Alpha_FP1-D-Alpha_FP2,0.24808008727435987,9.984599558650837e-13
439,Alpha_FP1-D-Gamma_F3,0.20066485916690277,9.701123718358026e-09
440,Alpha_FP1-D-Gamma_C3,0.181164685993688,2.3593098354942275e-07
441,Alpha_FP1-M-Gamma_F4,0.3638092987375644,1.5530830784373387e-26
442,Alpha_FP1-D-Gamma_F4,0.21460618359091133,8.067408904012475e-10
443,Alpha_FP1-D-Gamma_FP2,0.18377730196153705,1.5682445269607836e-07
444,Alpha_FP1-D-Theta_F3,0.16311876152412633,3.3795670039040387e-06
445,Alpha_FP1-D-Theta_F4,0.13970698001786214,7.119954626773032e-05
446,Alpha_FP1-D-Theta_FP2,0.09090112950694798,0.009960051983558805
447,Alpha_FP1-M-Fatigue,0.16222311024130204,3.829369939592897e-06
448,Alpha_F3-I,0.28887205649838843,6.72406954859642e-17
449,Alpha_F3-D-Alpha_FP1,0.07482925954989973,0.033995452940916576
450,Alpha_F3-D-Alpha_C3,0.08105194268682456,0.021619239211194862
451,Alpha_F3-D-Alpha_PZ,0.12362441113265496,0.0004460947917163448
452,Alpha_F3-D-Alpha_F4,0.18312278015533218,1.7381573574973048e-07
453,Alpha_F3-D-Alpha_FP2,0.16185101185280903,4.032612436081624e-06
454,Alpha_F3-D-Gamma_FP1,0.07922297514270582,0.024768527006789706
455,Alpha_F3-D-Gamma_F3,0.24282328322508095,3.061351344490089e-12
456,Alpha_F3-M-Gamma_F4,0.3623135899610197,2.5735793609805601e-26
457,Alpha_F3-D-Gamma_FP2,0.12125929921009168,0.0005742002371524066
458,Alpha_F3-D-Theta_FP1,0.11031277096990365,0.001744194863682439
459,Alpha_F3-D-Theta_C3,0.07265487645319658,0.03955622461510508
460,Alpha_F3-D-Theta_PZ,0.18476660833206432,1.341475266682319e-07
461,Alpha_F3-D-Theta_FP2,0.14274951980434408,4.9149327766171016e-05
462,Alpha_F3-M-Fatigue,0.26094481273544734,5.756978925646954e-14
463,Alpha_C3-I,0.2306801438617675,3.688219347527197e-11
464,Alpha_C3-L,0.17484302938807453,6.186478820655673e-07
465,Alpha_C3-D-Alpha_F3,0.12733004104307566,0.00029769648580567565
466,Alpha_C3-D-Theta_F3,0.09656236978723363,0.0061729258000065715
467,Alpha_C3-D-Theta_F4,0.10323477265034042,0.0034042533691738537
468,Alpha_C3-M-Fatigue,0.12943080963195713,0.00023555003520688356
469,Alpha_PZ-I,0.20674215846557575,3.3515820298533804e-09
470,Alpha_PZ-L,0.16894495968881418,1.4747442898425035e-06
471,Alpha_PZ-D-Alpha_F4,0.12451328784169777,0.0004052518128738099
472,Alpha_PZ-D-Alpha_FP2,0.10634715230554449,0.002549088414985504
473,Alpha_PZ-D-Gamma_F3,0.11669390041316405,0.0009231472300398844
474,Alpha_PZ-D-Gamma_FP2,0.1718094261029547,9.707114555064368e-07
475,Alpha_PZ-D-Theta_F3,0.14548633761225752,3.498912907400846e-05
476,Alpha_PZ-D-Theta_PZ,0.12482289315749606,0.00039186428151710706
477,Alpha_PZ-D-Theta_F4,0.11623954548223218,0.000966948788978737
478,Alpha_PZ-D-Theta_FP2,0.08703475369984018,0.013618680049908525
479,Alpha_PZ-M-Fatigue,0.1983327608075189,1.4460255613372067e-08
480,Alpha_C4-D-Alpha_F3,0.1354449896589571,0.00011815908551658015
481,Alpha_C4-D-Alpha_C3,0.10338191373057566,0.00335857615640113
482,Alpha_C4-D-Alpha_F4,0.2187294166644757,3.7391595119088985e-10
483,Alpha_C4-M-Alpha_FP2,0.1133775670031954,0.0012900400372593875
484,Alpha_C4-D-Alpha_FP2,0.245725013892383,1.6547301544664522e-12
485,Alpha_C4-M-Gamma_F3,0.09173758264031096,0.009294483015875259
486,Alpha_C4-D-Gamma_F3,0.24687054896200045,1.2950773459680758e-12
487,Alpha_C4-D-Gamma_C3,0.22917349731247266,4.974809343695243e-11
488,Alpha_C4-D-Gamma_PZ,0.1928933155833621,3.601142241513288e-08
489,Alpha_C4-D-Gamma_F4,0.31111525038752946,1.758037656060426e-19
490,Alpha_C4-M-Gamma_FP2,0.4185984361644004,2.0802612660147775e-35
491,Alpha_C4-D-Gamma_FP2,0.19457880312406187,2.721803433968086e-08
492,Alpha_C4-D-Theta_F3,0.12174877686854182,0.0005451689496578023
493,Alpha_C4-D-Theta_FP2,0.15524006298008142,9.91398703224087e-06
494,Alpha_C4-M-Fatigue,0.40647226843057677,2.678724154013141e-33
495,Alpha_C4-D-Fatigue,0.10702097537230015,0.002391979196286435
496,Alpha_F4-I,0.07274430388509286,0.03931318940746254
497,Alpha_F4-D-Alpha_FP1,0.13116653280423474,0.00019360068513758343
498,Alpha_F4-D-Alpha_F3,0.19850469702615398,1.4043209831424717e-08
499,Alpha_F4-D-Alpha_C3,0.18310850919463387,1.7420531025637006e-07
500,Alpha_F4-D-Alpha_PZ,0.16856964432239074,1.5570083442838237e-06
501,Alpha_F4-D-Gamma_FP1,0.1569616363676778,7.871115109540887e-06
502,Alpha_F4-M-Gamma_F4,0.3834255339137891,1.604071115601397e-29
503,Alpha_F4-D-Gamma_F4,0.27345816222694475,3.0753292081039755e-15
504,Alpha_F4-M-Gamma_FP2,0.26585081935789023,1.8592153360010864e-14
505,Alpha_F4-D-Gamma_FP2,0.22853207241470358,5.647134298363906e-11
506,Alpha_F4-D-Theta_F3,0.1927163829596787,3.708009534279895e-08
507,Alpha_F4-D-Theta_C3,0.16548829440477308,2.420390397399317e-06
508,Alpha_F4-D-Theta_C4,0.26360429976719085,3.1287369698894114e-14
509,Alpha_F4-D-Theta_F4,0.20029129123816397,1.0345011627666946e-08
510,Alpha_F4-D-Theta_FP2,0.09364049921835282,0.00792573483356029
511,Alpha_F4-M-Fatigue,0.2161804066325941,6.025852521195275e-10
512,Alpha_FP2-D-Alpha_FP1,0.2721923316343676,4.165262326603736e-15
513,Alpha_FP2-D-Alpha_F3,0.315524292704225,5.0837839968688445e-20
514,Alpha_FP2-D-Alpha_C3,0.3045477094466048,1.073943341100076e-18
515,Alpha_FP2-D-Alpha_PZ,0.24342607604695388,2.6958353207691647e-12
516,Alpha_FP2-D-Alpha_C4,0.2167860140170735,5.382842487461444e-10
517,Alpha_FP2-M-Gamma_FP1,0.07099091336058233,0.04431577671039252
518,Alpha_FP2-D-Gamma_FP1,0.24215840310864095,3.520854368725318e-12
519,Alpha_FP2-D-Gamma_PZ,0.1305732115784739,0.00020708112879783914
520,Alpha_FP2-M-Gamma_C4,0.14315288826878977,4.6766245345036204e-05
521,Alpha_FP2-M-Gamma_F4,0.38704763349696636,4.277662122104883e-30
522,Alpha_FP2-D-Gamma_F4,0.38104285076982425,3.7924112775460523e-29
523,Alpha_FP2-M-Gamma_FP2,0.2433743443687375,2.7254496490258487e-12
524,Alpha_FP2-D-Gamma_FP2,0.3270745204345998,1.7835395499219545e-21
525,Alpha_FP2-D-Theta_FP1,0.28532536656717034,1.655331096560358e-16
526,Alpha_FP2-D-Theta_F3,0.27501022031724065,2.1154653962506846e-15
527,Alpha_FP2-D-Theta_C3,0.2672001824304132,1.3568374840480953e-14
528,Alpha_FP2-D-Theta_PZ,0.2266483431499129,8.176211007010074e-11
529,Alpha_FP2-D-Theta_C4,0.19400024303806745,2.9971822337404624e-08
530,LowBeta_FP1-D-LowBeta_F3,0.20532388324893797,4.3076712067111205e-09
531,LowBeta_FP1-D-LowBeta_C3,0.1286398093775938,0.00025736665770607523
532,LowBeta_FP1-D-HighBeta_FP1,0.14937285617031792,2.1368581760213912e-05
533,LowBeta_FP1-D-HighBeta_F3,0.24584652757629838,1.6123635707348535e-12
534,LowBeta_FP1-D-Gamma_FP1,0.2324640785968381,2.580834334101472e-11
535,LowBeta_FP1-D-Gamma_C4,0.4143076316778822,1.1873535538749464e-34
536,LowBeta_FP1-D-Gamma_F4,0.46666729307945265,1.1419693296847568e-44
537,LowBeta_FP1-D-Gamma_FP2,0.3211524691681754,1.0118838725131234e-20
538,LowBeta_FP1-D-Theta_FP1,0.13806141780809056,8.673058589504199e-05
539,LowBeta_FP1-D-Theta_F3,0.2621251954979653,4.395660211513731e-14
540,LowBeta_FP1-D-Theta_C3,0.1608973192821323,4.601717402473182e-06
541,LowBeta_F3-D-LowBeta_PZ,0.33305095497480275,2.9749342211333467e-22
542,LowBeta_F3-D-LowBeta_F4,0.14105001957136246,6.0510304056210055e-05
543,LowBeta_F3-D-LowBeta_FP2,0.10401608621016814,0.0031680156250243584
544,LowBeta_F3-D-HighBeta_FP1,0.2263897617184356,8.60011432831873e-11
545,LowBeta_F3-D-HighBeta_F3,0.20207111706025727,7.60818892752892e-09
546,LowBeta_F3-D-HighBeta_C3,0.23557530954665648,1.3748923842951685e-11
547,LowBeta_F3-D-HighBeta_PZ,0.24381630230225765,2.4823707919003227e-12
548,LowBeta_F3-D-HighBeta_F4,0.14675231753342716,2.9837674078662675e-05
549,LowBeta_F3-D-Gamma_PZ,0.1594057509355479,5.648426860113999e-06
550,LowBeta_C3-D-LowBeta_FP2,0.07971432983396767,0.023885746282704987
551,LowBeta_C3-D-HighBeta_FP1,0.1583853822347912,6.49161312988219e-06
552,LowBeta_C3-D-HighBeta_F4,0.07321462672101874,0.03805573299760057
553,LowBeta_C3-D-Gamma_PZ,0.15698372392306445,7.847722031806803e-06
554,LowBeta_C3-M-Gamma_C4,0.41062927758116247,5.180749485236086e-34
555,LowBeta_C3-D-Gamma_C4,0.3811517698363096,3.646701678658412e-29
556,LowBeta_PZ-D-HighBeta_PZ,0.09860241765074153,0.00516455540720359
557,LowBeta_PZ-D-HighBeta_F4,0.22370412430788544,1.4485221002378358e-10
558,LowBeta_C4-M-LowBeta_F4,0.37998072133013144,5.552682692416682e-29
559,LowBeta_C4-D-HighBeta_F3,0.08917272492732055,0.011471055527600103
560,LowBeta_C4-D-HighBeta_C4,0.35228310704792165,7.107627151546902e-25
561,LowBeta_F4-D-HighBeta_PZ,0.09332214771294331,0.008141356722920294
562,LowBeta_F4-D-HighBeta_C4,0.1977436792774957,1.5982156558990067e-08
563,LowBeta_FP2-D-HighBeta_FP1,0.13504507810075086,0.00012381751906838303
564,LowBeta_FP2-D-HighBeta_C3,0.16715926434383563,1.907294787943193e-06
565,LowBeta_FP2-D-Gamma_C4,0.36450706916001663,1.2259426656994719e-26
566,HighBeta_FP1-D-HighBeta_C3,0.2914266199469702,3.486333346978075e-17
567,HighBeta_FP1-D-HighBeta_F4,0.1730728456299867,8.05417348577224e-07
568,HighBeta_F3-D-HighBeta_PZ,0.25355966832162036,3.0197950888001693e-13
569,HighBeta_F3-D-HighBeta_C4,0.19497391051720897,2.5479989429561384e-08
570,HighBeta_F3-D-HighBeta_F4,0.24530039167951412,1.811513471399622e-12
571,HighBeta_C3-D-HighBeta_F4,0.20785604898289234,2.748544981352521e-09
572,HighBeta_PZ-D-HighBeta_C4,0.10275662518299503,0.003556610023290162
573,HighBeta_FP2-D-Gamma_F3,0.16242705014240638,3.722172898808662e-06
574,HighBeta_FP2-D-Gamma_C3,0.19588146354201252,2.188510067761573e-08
575,HighBeta_FP2-D-Gamma_PZ,0.15780912665250835,7.019585565376888e-06
576,HighBeta_FP2-D-Gamma_C4,0.14887962123545978,2.276420705866261e-05
577,Gamma_FP1-D-Alpha_F3,0.11850952981621869,0.000765803382085425
578,Gamma_FP1-D-Alpha_F4,0.11166262532216836,0.0015285962963936571
579,Gamma_FP1-D-Alpha_FP2,0.18949324129652345,6.286785760194324e-08
580,Gamma_FP1-D-Gamma_F3,0.248530121370044,9.060360471746937e-13
581,Gamma_FP1-D-Gamma_F4,0.23758934120848235,9.102040813852842e-12
582,Gamma_FP1-D-Gamma_FP2,0.21889686349990406,3.6230169936301205e-10
583,Gamma_FP1-D-Theta_F3,0.13617777311666157,0.00010841697585009177
584,Gamma_FP1-D-Theta_FP2,0.07768699066222945,0.02771236575156487
585,Gamma_FP1-M-Fatigue,0.250398878926802,6.040546372780696e-13
586,Gamma_F3-D-Alpha_FP1,0.193948256689848,3.023207200293693e-08
587,Gamma_F3-D-Alpha_F3,0.3138980768337289,8.053512046128741e-20
588,Gamma_F3-D-Alpha_C3,0.22160273282823656,2.1681585938004237e-10
589,Gamma_F3-D-Alpha_PZ,0.18187201560689392,2.113567072883767e-07
590,Gamma_F3-D-Alpha_F4,0.08199800571661378,0.020131224970955774
591,Gamma_F3-D-Gamma_FP1,0.22206271381976556,1.9856285703090173e-10
592,Gamma_F3-D-Gamma_PZ,0.10717508642206758,0.0023573130073591612
593,Gamma_F3-M-Gamma_C4,0.18171695414194233,2.165229700111166e-07
594,Gamma_F3-D-Gamma_F4,0.33494280909119467,1.6736333189007068e-22
595,Gamma_F3-D-Gamma_FP2,0.3080304857043343,4.1367877629720274e-19
596,Gamma_F3-D-Theta_C4,0.22787134135837428,6.432275441817133e-11
597,Gamma_F3-D-Theta_FP2,0.08134367018039709,0.021150521277551657
598,Gamma_F3-M-Fatigue,0.10870270537430553,0.0020376942655284227
599,Gamma_F3-D-Fatigue,0.14815031199473067,2.498741568043681e-05
600,Gamma_C3-D-Gamma_PZ,0.12131525183256353,0.0005708103637883263
601,Gamma_C3-M-Gamma_C4,0.24376639951546708,2.508717234150165e-12
602,Gamma_C3-D-Gamma_C4,0.21202134574015302,1.296264506768087e-09
603,Gamma_PZ-D-Gamma_C4,0.31019456863617206,2.271994407226481e-19
604,Gamma_PZ-D-Gamma_F4,0.45058264136586945,2.1027107376279855e-41
605,Gamma_PZ-D-Gamma_FP2,0.322226794344453,7.406491027171378e-21
606,Gamma_C4-D-Alpha_FP2,0.23940351183814162,6.257128836385376e-12
607,Gamma_C4-D-Gamma_FP1,0.095764839594915,0.00661300063824267
608,Gamma_C4-D-Gamma_F3,0.3320202994409843,4.062963799337663e-22
609,Gamma_C4-D-Gamma_C3,0.3396759261875302,3.899449362630937e-23
610,Gamma_C4-M-Fatigue,0.2800225135381031,6.216324364247403e-16
611,Gamma_F4-D-Alpha_FP1,0.3369455626497442,9.063560164838169e-23
612,Gamma_F4-D-Alpha_F3,0.3022336234645024,2.010012972210099e-18
613,Gamma_F4-D-Alpha_C3,0.27720873177336197,1.2401042275718321e-15
614,Gamma_F4-D-Alpha_PZ,0.34920106579967397,1.9242740890732117e-24
615,Gamma_F4-D-Alpha_C4,0.3850230128802195,8.973195839848136e-30
616,Gamma_F4-D-Alpha_F4,0.40622844822999515,2.947589665159031e-33
617,Gamma_F4-D-Alpha_FP2,0.44989937727822393,2.868514957466798e-41
618,Gamma_F4-D-Gamma_FP1,0.43135802265783624,1.0069005863714306e-37
619,Gamma_F4-D-Gamma_FP2,0.25991448288733643,7.277621273769804e-14
620,Gamma_F4-D-Theta_FP1,0.35339616724170814,4.946911357975988e-25
621,Gamma_F4-D-Theta_F3,0.2540137973740227,2.731336894757682e-13
622,Gamma_F4-D-Theta_F4,0.13037896872335816,0.00021168226873176022
623,Gamma_F4-D-Fatigue,0.2926849569518457,2.516423281756273e-17
624,Gamma_F4-D-Load,0.2708187930056092,5.778609430388704e-15
625,Gamma_FP2-D-Alpha_FP1,0.23629443830823413,1.1871275488112988e-11
626,Gamma_FP2-D-Alpha_F3,0.11307109234036564,0.001329980529793013
627,Gamma_FP2-D-Alpha_C3,0.12713013357456682,0.00030434823864864297
628,Gamma_FP2-D-Alpha_PZ,0.1890316160237564,6.775575571088329e-08
629,Gamma_FP2-D-Alpha_C4,0.18942484518959632,6.356991857286654e-08
630,Gamma_FP2-D-Alpha_F4,0.25422570390521754,2.606154152384782e-13
631,Gamma_FP2-D-Alpha_FP2,0.398099598105699,6.835962399819172e-32
632,Gamma_FP2-D-Gamma_FP1,0.3133779903346672,9.32444951324534e-20
633,Gamma_FP2-D-Gamma_F4,0.23907987745015155,6.6912769399400746e-12
634,Gamma_FP2-D-Theta_FP1,0.23331325978019302,2.175207883425928e-11
635,Gamma_FP2-M-Theta_F3,0.28194845950295344,3.85702855830767e-16
636,Gamma_FP2-D-Theta_F3,0.07964200423778536,0.02401395388902902
637,Gamma_FP2-D-Fatigue,0.17001223761088036,1.2629803306829485e-06
638,Gamma_FP2-D-Load,0.15446903211258245,1.0984583746444862e-05
639,Theta_FP1-D-Alpha_F3,0.1704995593755212,1.1763021682252298e-06
640,Theta_FP1-D-Alpha_C3,0.1118107548340058,0.0015064929294103524
641,Theta_FP1-D-Alpha_C4,0.07526253790372525,0.03297098256039053
642,Theta_FP1-D-Alpha_FP2,0.1829470098118475,1.786731244259774e-07
643,Theta_FP1-D-Gamma_F3,0.15884137360497216,6.100927726553954e-06
644,Theta_FP1-D-Gamma_C3,0.13164663378912578,0.00018329981799298758
645,Theta_FP1-D-Gamma_FP2,0.1657608920224705,2.3284968240904302e-06
646,Theta_FP1-D-Theta_F3,0.2179321804905519,4.3437737165134535e-10
647,Theta_FP1-D-Theta_C3,0.10685384943694898,0.0024300989759148467
648,Theta_FP1-D-Theta_FP2,0.11128875464477195,0.001585716425257654
649,Theta_F3-D-Alpha_F4,0.22159039818664494,2.17327187563173e-10
650,Theta_F3-D-Alpha_FP2,0.24133200756436302,4.18682614714867e-12
651,Theta_F3-D-Gamma_F3,0.2829963974673062,2.970199616540907e-16
652,Theta_F3-D-Gamma_F4,0.16131640152145246,4.3427668025087905e-06
653,Theta_F3-D-Gamma_FP2,0.12435622112504242,0.0004122053808914613
654,Theta_F3-D-Theta_C3,0.09004938002746538,0.010681010328723083
655,Theta_F3-D-Theta_PZ,0.17954422697251748,3.030524875688819e-07
656,Theta_F3-D-Theta_C4,0.10349553758068003,0.003323685691564311
657,Theta_F3-D-Theta_FP2,0.23439782355420963,1.7467661123695347e-11
658,Theta_C3-L,0.1562082188560164,8.71011451021723e-06
659,Theta_C3-D-Alpha_F3,0.15020575099268185,1.9194642709422764e-05
660,Theta_C3-D-Alpha_F4,0.08438760883643286,0.016763435910763527
661,Theta_C3-D-Alpha_FP2,0.11507870154453262,0.0010877304540811324
662,Theta_C3-D-Theta_F3,0.15345252161664663,1.2565251898308436e-05
663,Theta_C3-D-Theta_PZ,0.07781162155770632,0.02746275630731522
664,Theta_C3-D-Theta_F4,0.13025810615292355,0.00021459338879674204
665,Theta_C3-D-Theta_FP2,0.10518841734130026,0.0028414383419962
666,Theta_C3-M-Fatigue,0.17035215657383868,1.2018986434915209e-06
667,Theta_PZ-D-Alpha_FP1,0.07937947766293524,0.024484337844157312
668,Theta_PZ-D-Alpha_F3,0.20267684973450006,6.848356665951932e-09
669,Theta_PZ-D-Alpha_C3,0.22343199103400402,1.5265397172407398e-10
670,Theta_PZ-D-Alpha_C4,0.10777284148977001,0.0022271529217612078
671,Theta_PZ-D-Alpha_FP2,0.14426041716173857,4.077274815535386e-05
672,Theta_PZ-D-Gamma_FP1,0.11312395062673619,0.0013230116430821956
673,Theta_PZ-D-Gamma_F3,0.12195526671071974,0.0005333361636822854
674,Theta_PZ-D-Gamma_F4,0.25397576383622955,2.754420724199639e-13
675,Theta_PZ-D-Gamma_FP2,0.2224872355528436,1.8305215444450165e-10
676,Theta_PZ-D-Theta_F3,0.18598887845412143,1.1047692101877531e-07
677,Theta_PZ-D-Theta_C3,0.16084782829284533,4.633254964565311e-06
678,Theta_PZ-D-Theta_C4,0.0938576677307496,0.007781588671707011
679,Theta_PZ-D-Theta_F4,0.14192207001200874,5.4402135704642936e-05
680,Theta_PZ-D-Theta_FP2,0.08218578700691304,0.019846724397676256
681,Theta_PZ-M-Fatigue,0.2125224280959763,1.182963843900669e-09
682,Theta_C4-D-Alpha_F3,0.14462161939382712,3.898078817574429e-05
683,Theta_C4-D-Alpha_C3,0.12179594468545511,0.0005424447090200333
684,Theta_C4-D-Alpha_FP2,0.17564264418192171,5.48665358939618e-07
685,Theta_C4-D-Gamma_FP2,0.1872502228039458,9.029768674843521e-08
686,Theta_C4-D-Theta_F3,0.1232738040681472,0.00046323486014113695
687,Theta_C4-D-Theta_C3,0.08576561837277673,0.015054852085947748
688,Theta_C4-D-Theta_FP2,0.1892814212872605,6.506681468712215e-08
689,Theta_C4-M-Fatigue,0.3888723052457118,2.1842744798004503e-30
690,Theta_F4-D-Alpha_C3,0.09008595454360144,0.010649125043951912
691,Theta_F4-M-Fatigue,0.30806305521120614,4.0997973860733744e-19
692,Theta_FP2-D-Alpha_F3,0.2324345133376737,2.596213017939604e-11
693,Theta_FP2-D-Alpha_C3,0.20736051251952886,3.0025236023794615e-09
694,Theta_FP2-D-Alpha_PZ,0.14664269713417216,3.025357726020923e-05
695,Theta_FP2-D-Gamma_FP1,0.1559826095011907,8.97751288878154e-06
696,Theta_FP2-D-Gamma_F4,0.29853288035111214,5.4134202173310626e-18
697,Theta_FP2-D-Gamma_FP2,0.24261681114137917,3.1973720422850643e-12
698,Theta_FP2-D-Theta_F3,0.2169377170488005,5.232545607164432e-10
699,Theta_FP2-D-Theta_C3,0.18480915678138277,1.3324690637250596e-07
700,Theta_FP2-D-Theta_PZ,0.11171498890816134,0.0015207489416411157
701,Theta_FP2-M-Fatigue,0.16415478255954918,2.9223065668778e-06
702,Fatigue-D-Alpha_FP1,0.0827900390230599,0.018954888100716223
703,Fatigue-D-Alpha_F3,0.16504502768989837,2.5772799574226376e-06
704,Fatigue-D-Alpha_C3,0.14606492396343723,3.2538097168034983e-05
705,Fatigue-D-Alpha_C4,0.12152618098187429,0.0005581978086616853
706,Fatigue-D-Alpha_FP2,0.11891005616310105,0.0007346208239897148
707,Fatigue-D-Gamma_FP1,0.10656908263382622,0.0024963319630570023
708,Fatigue-D-Gamma_F4,0.25761417254612334,1.2236108655675467e-13
709,Fatigue-D-Gamma_FP2,0.18478099533271458,1.3384234224384126e-07
