promedios_1,promedios_2,promedios_3,promedios_4,promedios_5,promedios_6,promedios_7,promedios_8,promedios_9,promedios_10,promedios_11,promedios_12,promedios_13,promedios_14,promedios_15,promedios_16,promedios_17,promedios_18,promedios_19,promedios_20,promedios_21,promedios_22,promedios_23,promedios_24,promedios_25,promedios_26,promedios_27,promedios_28,promedios_29,promedios_30,promedios_31,promedios_32,promedios_33,promedios_34,promedios_35,promedios_36,promedios_37
5.18650566329038,2.03042455547647,5.10376366704418,3.60712778711796,2.5616640402384,3.61309704113769,13.8069324688018,-1.07218032044648,-1.02817736216673,-1.0397039241249,-1.02784627010006,-1.03066946885264,-1.03034709887063,-1.14976941788841,-1.07696118751303,-1.03766818900095,-1.03131092695952,-1.03111857325547,-1.03012316969737,-1.03127294389672,-1.16044766744404,-1.64937716977844,-1.1832226733475,-1.1508636661251,-1.14413133408551,-1.22004338671042,-2.13158351670673,-2.49464488562096,13.5397474763989,1.63118206215864,2.9438145986165,1.67134132057178,2.39136198668074,6.85107028308273,32.6249582400286,0.00971459200166468,0.000306050401893672
5.1417948770821,1.88680314148397,4.26366088380763,3.29587553974191,2.69432958281666,3.65037268127001,14.3644113718969,-1.08747478745067,-1.02566072460225,-1.03909377251108,-1.02893958451301,-1.04519732224803,-1.03049941596178,-1.16768464214285,-1.06895173424908,-1.02566365961009,-1.02637861509945,-1.02680256482634,-1.0391413050722,-1.02529817149518,-1.13138365959497,-1.51080556245818,-1.11933553449002,-1.11918379014034,-1.10425184994365,-1.21402481176493,-1.83067340085941,-2.06421633205572,11.5578602792241,1.83121473302053,3.51911457451123,1.64787694769375,2.56655675476462,5.81466969414018,27.4777060709676,0.00957862859059742,0.000302988573099717
6.70420323111341,1.73518254442696,3.70697122232557,2.58177165362094,2.29493677474606,4.27299637537279,18.9641263439022,-1.07902263982108,-1.02394362130712,-1.03873030786594,-1.02614650374872,-1.03656429190716,-1.03592042870829,-1.17857226284099,-1.06679746640679,-1.02425472735228,-1.02559391905461,-1.02574064052967,-1.03844502232671,-1.02986888996974,-1.14758965178498,-1.48129531234598,-1.1134161312055,-1.13219789565714,-1.10247582239674,-1.17404261464518,-1.67947574451705,-2.0383620391986,17.4915169370103,1.82428475461732,3.87739097477069,1.74497032918777,2.70328794465747,8.64675538728927,42.950719919538,0.00946021490422423,0.000312482930707176
6.72051284704793,1.9113875156543,3.85724176550991,9.55917836997924,30.7324815067499,11.4114799718457,19.4160274896646,-1.07927375853442,-1.0249640028193,-1.03955710467676,-1.05423431927618,-1.1231078971413,-1.06140704675807,-1.19479978566008,-1.08406564286924,-1.03208536886686,-1.02890818572403,-1.03475157266003,-1.04902805128447,-1.04863856788797,-1.22825655221188,-1.57649822476127,-1.16552961466453,-1.13817377487971,-1.12308999914035,-1.15661865347791,-1.67988893239611,-2.49283242011685,19.52509323668,1.82269188574091,3.82541161784659,154.440753641079,611.072671239018,163.852516450284,49.9440485806746,0.00975082707954139,0.000408540122182591
6.38095428893042,2.29449596557233,4.54602997649901,2.97937985617237,2.30115320186379,4.35233204323609,18.3045766442526,-1.08243542533738,-1.02735291276231,-1.04064478411998,-1.02889261206559,-1.0305758517835,-1.03803309735512,-1.19623505618821,-1.09551561633623,-1.03754868842743,-1.03113143768509,-1.03066327842232,-1.03102793140241,-1.04517920666082,-1.24698969373658,-1.63880442015609,-1.18623023248393,-1.15326957861898,-1.12335005139153,-1.16750065204808,-1.62183476220058,-2.55805663574131,20.2828742622625,1.87790163630988,3.69443226312512,1.93592021321353,2.68551532993814,9.69572256396956,49.9881890411467,0.00988431095279675,0.00031666044949718
6.94598850829379,3.24312721097544,6.39253948421432,4.55550173988625,2.87414645051235,4.94561945368637,21.0380172949033,-1.08583806343093,-1.03124585008494,-1.04353262931763,-1.0299975181189,-1.02354449383054,-1.04430053699717,-1.22968957720803,-1.10062637672313,-1.04515566751618,-1.03400870746091,-1.03371041147297,-1.02361232197148,-1.05462578385034,-1.29544101306226,-1.67529879372922,-1.22460079518515,-1.16299984982252,-1.13989856602877,-1.15680390216446,-1.65416896199197,-2.82195979597548,35.4326928818977,1.97645123373957,3.67641298140477,2.09741086468186,2.58651916424181,19.2242133087857,109.685690242195,0.0100987928997324,0.000325964849541116
6.83162765992408,2.72508121325429,5.42026431398187,4.01013707889733,2.99102207228052,4.87799820588799,20.2697269424234,-1.09441405607892,-1.03275935596213,-1.04428114628875,-1.03180816922336,-1.03658441590944,-1.04104938432053,-1.2203248747353,-1.12599688660547,-1.05167829566742,-1.04092666659037,-1.03921425983993,-1.04941918187755,-1.04308659477118,-1.26909472922703,-1.74106764638074,-1.29915038899079,-1.20772785121298,-1.19944128587083,-1.29999127366232,-1.65913334109794,-2.55157661452047,18.6064369987796,1.78738941226361,3.53811417737974,1.91369351451297,2.40362445226262,9.39338098491162,49.7353290311406,0.0101022081971979,0.000307278404754617
5.24087116672791,2.89670541755587,6.02500274909902,4.3786471437102,3.03425104671956,3.97018159647935,14.8940037683802,-1.07577623143501,-1.02918826363041,-1.04143893836542,-1.0299953797714,-1.03630305594853,-1.02919978208088,-1.15200239403799,-1.08473718565631,-1.04223431126134,-1.0336129621685,-1.0321613522146,-1.04146887441065,-1.02818637431846,-1.15519626072156,-1.56212467436414,-1.25338885210635,-1.18315617555576,-1.15616996006659,-1.22658584176779,-1.41847422111029,-1.99071669139564,12.994689358098,1.9149792584081,3.79870286118928,2.00055296204492,2.26470936820545,6.38443008843859,31.1500946928283,0.0096770571020337,0.000303062297142321
6.07018752009585,1.62073581595652,3.71175523995538,3.51883909275801,2.67753388032827,4.29419654955303,17.578165147197,-1.08413460966658,-1.02094009518204,-1.03312631309926,-1.02591370340948,-1.03526146317102,-1.03128003368914,-1.18071291209493,-1.0795440493916,-1.02605176526521,-1.02324852793513,-1.0243030047387,-1.03191060098618,-1.0290508837984,-1.17992836703877,-1.33476331287969,-1.13466996964756,-1.09332137239016,-1.08186148779127,-1.1263285973391,-1.11710936874566,-1.74198368122108,16.0758667222094,1.89219774154433,3.72914353948411,1.82444827202908,2.33521400018099,8.10026019745176,40.1281186282636,0.00964973437491171,0.0003082391850498
6.29891817078101,1.43387778163911,3.45131658488912,3.58867251808972,2.82933775428129,4.10273705292679,17.4648543057466,-1.11198745625226,-1.01830694738774,-1.03169698722422,-1.02618512937188,-1.05004347282804,-1.03179113084078,-1.21333180366838,-1.08704050512712,-1.01830131903101,-1.01884106475748,-1.02065531384126,-1.03999285288937,-1.02373426852015,-1.15875653338487,-1.29474162271641,-1.07632159767415,-1.06144216582319,-1.06270025131947,-1.13333364871663,-1.08441277496766,-1.55800802379463,13.3814356588933,1.62637538394612,3.6884410693829,1.6101760569415,2.47666724919832,6.75046305733122,31.7082104720799,0.00959094507129062,0.000303214908343202
