Subject,Lecture,Ch1,Ch2,Cor,Band
DT01,Prog,PZ,F4,0.01459406121357035,Alpha
DT01,Prog,PZ,FP2,0.2901479417347814,Alpha
DT01,Prog,C4,F4,0.18886510614149593,Alpha
DT01,Prog,C4,FP2,0.4036459731887697,Alpha
DT01,Prog,F4,FP2,0.747507174898379,Alpha
DT01,Prog,FP1,F3,0.7632739602830595,Beta
DT01,Prog,FP1,C3,0.07783147079934825,Beta
DT01,Prog,FP1,PZ,0.17177063212675364,Beta
DT01,Prog,FP1,C4,0.2818706859164061,Beta
DT01,Prog,FP1,F4,0.777835006650668,Beta
DT01,Prog,FP1,FP2,0.9120402094066804,Beta
DT01,Prog,F3,C3,0.13269324706991464,Beta
DT01,Prog,F3,PZ,0.06263538077081145,Beta
DT01,Prog,F3,C4,0.3780741123120398,Beta
DT01,Prog,F3,F4,0.5945207667018091,Beta
DT01,Prog,F3,FP2,0.5193219635668974,Beta
DT01,Prog,C3,PZ,0.22144741427942824,Beta
DT01,Prog,C3,C4,0.0943638343632817,Beta
DT01,Prog,C3,F4,0.04479452012338335,Beta
DT01,Prog,C3,FP2,0.06866762227333789,Beta
DT01,Prog,PZ,C4,0.21656762788962153,Beta
DT01,Prog,PZ,F4,0.0174402157304184,Beta
DT01,Prog,PZ,FP2,0.19111012125087284,Beta
DT01,Prog,C4,F4,0.1466976056532152,Beta
DT01,Prog,C4,FP2,0.3592075289740715,Beta
DT01,Prog,F4,FP2,0.789511771788852,Beta
DT01,Robo,FP1,F3,0.8066094710923275,Theta
DT01,Robo,FP1,C3,0.16685820229698506,Theta
DT01,Robo,FP1,PZ,0.3194762236501933,Theta
DT01,Robo,FP1,C4,0.4513730854487086,Theta
DT01,Robo,FP1,F4,0.8341250619505942,Theta
DT01,Robo,FP1,FP2,0.9322766781091769,Theta
DT01,Robo,F3,C3,0.2441256944435794,Theta
DT01,Robo,F3,PZ,0.1236683669442123,Theta
DT01,Robo,F3,C4,0.46313036826836945,Theta
DT01,Robo,F3,F4,0.711836076773231,Theta
DT01,Robo,F3,FP2,0.6012298524735071,Theta
DT01,Robo,C3,PZ,0.26662499606211576,Theta
DT01,Robo,C3,C4,0.1731488812614656,Theta
DT01,Robo,C3,F4,0.0933296307971754,Theta
DT01,Robo,C3,FP2,0.12999776118745035,Theta
DT01,Robo,PZ,C4,0.2751495978310593,Theta
DT01,Robo,PZ,F4,0.06577188773467195,Theta
DT01,Robo,PZ,FP2,0.3588356441446606,Theta
DT01,Robo,C4,F4,0.306368630630351,Theta
DT01,Robo,C4,FP2,0.507971058382359,Theta
DT01,Robo,F4,FP2,0.8198185004529261,Theta
DT01,Robo,FP1,F3,0.7481503926979106,Alpha
DT01,Robo,FP1,C3,0.10670937446330164,Alpha
DT01,Robo,FP1,PZ,0.2824569378388818,Alpha
DT01,Robo,FP1,C4,0.3104794535644337,Alpha
DT01,Robo,FP1,F4,0.7344393503340101,Alpha
DT01,Robo,FP1,FP2,0.9070144061280218,Alpha
DT01,Robo,F3,C3,0.1708208594967306,Alpha
DT01,Robo,F3,PZ,0.08571383441322894,Alpha
DT01,Robo,F3,C4,0.3754884717021272,Alpha
DT01,Robo,F3,F4,0.6011496574833441,Alpha
DT01,Robo,F3,FP2,0.506976026255623,Alpha
DT01,Robo,C3,PZ,0.2309964786811608,Alpha
DT01,Robo,C3,C4,0.07740587869229645,Alpha
DT01,Robo,C3,F4,0.0395498341002192,Alpha
DT01,Robo,C3,FP2,0.0772774332108959,Alpha
DT01,Robo,PZ,C4,0.17569826409494343,Alpha
DT01,Robo,PZ,F4,0.01459406121357035,Alpha
DT01,Robo,PZ,FP2,0.2901479417347814,Alpha
DT01,Robo,C4,F4,0.18886510614149593,Alpha
DT01,Robo,C4,FP2,0.4036459731887697,Alpha
DT01,Robo,F4,FP2,0.747507174898379,Alpha
DT01,Robo,FP1,F3,0.7632739602830595,Beta
DT01,Robo,FP1,C3,0.07783147079934825,Beta
DT01,Robo,FP1,PZ,0.17177063212675364,Beta
DT01,Robo,FP1,C4,0.2818706859164061,Beta
DT01,Robo,FP1,F4,0.777835006650668,Beta
DT01,Robo,FP1,FP2,0.9120402094066804,Beta
DT01,Robo,F3,C3,0.13269324706991464,Beta
DT01,Robo,F3,PZ,0.06263538077081145,Beta
DT01,Robo,F3,C4,0.3780741123120398,Beta
DT01,Robo,F3,F4,0.5945207667018091,Beta
DT01,Robo,F3,FP2,0.5193219635668974,Beta
DT01,Robo,C3,PZ,0.22144741427942824,Beta
DT01,Robo,C3,C4,0.0943638343632817,Beta
DT01,Robo,C3,F4,0.04479452012338335,Beta
DT01,Robo,C3,FP2,0.06866762227333789,Beta
DT01,Robo,PZ,C4,0.21656762788962153,Beta
DT01,Robo,PZ,F4,0.0174402157304184,Beta
DT01,Robo,PZ,FP2,0.19111012125087284,Beta
DT01,Robo,C4,F4,0.1466976056532152,Beta
DT01,Robo,C4,FP2,0.3592075289740715,Beta
DT01,Robo,F4,FP2,0.789511771788852,Beta
ES01,Desi,FP1,F3,0.9161337822113492,Theta
ES01,Desi,FP1,C3,0.3699500741186633,Theta
ES01,Desi,FP1,PZ,0.202348092095725,Theta
ES01,Desi,FP1,C4,0.1823914915736871,Theta
ES01,Desi,FP1,F4,0.4840447790964086,Theta
ES01,Desi,FP1,FP2,0.8892933948673256,Theta
ES01,Desi,F3,C3,0.3271684268206111,Theta
ES01,Desi,F3,PZ,0.0598283742561421,Theta
ES01,Desi,F3,C4,0.0472353940834973,Theta
ES01,Desi,F3,F4,0.2939585629062434,Theta
ES01,Desi,F3,FP2,0.697569933238994,Theta
ES01,Desi,C3,PZ,0.3312991531447041,Theta
ES01,Desi,C3,C4,0.1278010210480448,Theta
ES01,Desi,C3,F4,0.0463436779870937,Theta
ES01,Desi,C3,FP2,0.2336866007972521,Theta
ES01,Desi,PZ,C4,0.4757939230689879,Theta
ES01,Desi,PZ,F4,0.070038126014268,Theta
ES01,Desi,PZ,FP2,0.1930924974590688,Theta
ES01,Desi,C4,F4,0.2599760375311989,Theta
ES01,Desi,C4,FP2,0.2787221010540118,Theta
ES01,Desi,F4,FP2,0.7967999837134625,Theta
ES01,Desi,FP1,F3,0.8203838565330726,Alpha
ES01,Desi,FP1,C3,0.1032587552490898,Alpha
ES01,Desi,FP1,PZ,0.1266844755894544,Alpha
ES01,Desi,FP1,C4,0.0721036426685178,Alpha
ES01,Desi,FP1,F4,0.30006040823005,Alpha
ES01,Desi,FP1,FP2,0.7707088375533659,Alpha
ES01,Desi,F3,C3,0.113436718171992,Alpha
ES01,Desi,F3,PZ,0.0291379275598255,Alpha
ES01,Desi,F3,C4,0.0182331149826915,Alpha
ES01,Desi,F3,F4,0.1174691894357064,Alpha
ES01,Desi,F3,FP2,0.4343680235824443,Alpha
ES01,Desi,C3,PZ,0.1108144411725352,Alpha
ES01,Desi,C3,C4,0.0676694748835691,Alpha
ES01,Desi,C3,F4,0.0843167838489095,Alpha
ES01,Desi,C3,FP2,0.0607289031740476,Alpha
ES01,Desi,PZ,C4,0.1017233003504025,Alpha
ES01,Desi,PZ,F4,0.0477530549572409,Alpha
ES01,Desi,PZ,FP2,0.1250923543982219,Alpha
ES01,Desi,C4,F4,0.4029943128740719,Alpha
ES01,Desi,C4,FP2,0.2706412449709809,Alpha
ES01,Desi,F4,FP2,0.751474889824729,Alpha
ES01,Desi,FP1,F3,0.8818404084913622,Beta
ES01,Desi,FP1,C3,0.2057828506246043,Beta
ES01,Desi,FP1,PZ,0.1102663964215477,Beta
ES01,Desi,FP1,C4,0.0626553994061633,Beta
ES01,Desi,FP1,F4,0.1575988879278598,Beta
ES01,Desi,FP1,FP2,0.7033002751772547,Beta
ES01,Desi,F3,C3,0.1891048691519377,Beta
ES01,Desi,F3,PZ,0.0199032555982772,Beta
ES01,Desi,F3,C4,0.0221253040710192,Beta
ES01,Desi,F3,F4,0.0390634282950161,Beta
ES01,Desi,F3,FP2,0.4051890050605649,Beta
ES01,Desi,C3,PZ,0.2324099945334931,Beta
ES01,Desi,C3,C4,0.0381782560062433,Beta
ES01,Desi,C3,F4,0.0162710213353578,Beta
ES01,Desi,C3,FP2,0.0708976447057069,Beta
ES01,Desi,PZ,C4,0.2129402303208308,Beta
ES01,Desi,PZ,F4,0.0344115307684945,Beta
ES01,Desi,PZ,FP2,0.1118689657766077,Beta
ES01,Desi,C4,F4,0.2478727246391603,Beta
ES01,Desi,C4,FP2,0.2001218941165969,Beta
ES01,Desi,F4,FP2,0.6704263574192071,Beta
ES01,Prog,FP1,F3,0.9161337822113492,Theta
ES01,Prog,FP1,C3,0.3699500741186633,Theta
ES01,Prog,FP1,PZ,0.202348092095725,Theta
ES01,Prog,FP1,C4,0.1823914915736871,Theta
ES01,Prog,FP1,F4,0.4840447790964086,Theta
ES01,Prog,FP1,FP2,0.8892933948673256,Theta
ES01,Prog,F3,C3,0.3271684268206111,Theta
ES01,Prog,F3,PZ,0.0598283742561421,Theta
ES01,Prog,F3,C4,0.0472353940834973,Theta
ES01,Prog,F3,F4,0.2939585629062434,Theta
ES01,Prog,F3,FP2,0.697569933238994,Theta
ES01,Prog,C3,PZ,0.3312991531447041,Theta
ES01,Prog,C3,C4,0.1278010210480448,Theta
ES01,Prog,C3,F4,0.0463436779870937,Theta
ES01,Prog,C3,FP2,0.2336866007972521,Theta
ES01,Prog,PZ,C4,0.4757939230689879,Theta
ES01,Prog,PZ,F4,0.070038126014268,Theta
ES01,Prog,PZ,FP2,0.1930924974590688,Theta
ES01,Prog,C4,F4,0.2599760375311989,Theta
ES01,Prog,C4,FP2,0.2787221010540118,Theta
ES01,Prog,F4,FP2,0.7967999837134625,Theta
ES01,Prog,FP1,F3,0.8203838565330726,Alpha
ES01,Prog,FP1,C3,0.1032587552490898,Alpha
ES01,Prog,FP1,PZ,0.1266844755894544,Alpha
ES01,Prog,FP1,C4,0.0721036426685178,Alpha
ES01,Prog,FP1,F4,0.30006040823005,Alpha
ES01,Prog,FP1,FP2,0.7707088375533659,Alpha
ES01,Prog,F3,C3,0.113436718171992,Alpha
ES01,Prog,F3,PZ,0.0291379275598255,Alpha
ES01,Prog,F3,C4,0.0182331149826915,Alpha
ES01,Prog,F3,F4,0.1174691894357064,Alpha
ES01,Prog,F3,FP2,0.4343680235824443,Alpha
ES01,Prog,C3,PZ,0.1108144411725352,Alpha
ES01,Prog,C3,C4,0.0676694748835691,Alpha
ES01,Prog,C3,F4,0.0843167838489095,Alpha
ES01,Prog,C3,FP2,0.0607289031740476,Alpha
ES01,Prog,PZ,C4,0.1017233003504025,Alpha
ES01,Prog,PZ,F4,0.0477530549572409,Alpha
ES01,Prog,PZ,FP2,0.1250923543982219,Alpha
ES01,Prog,C4,F4,0.4029943128740719,Alpha
ES01,Prog,C4,FP2,0.2706412449709809,Alpha
ES01,Prog,F4,FP2,0.751474889824729,Alpha
ES01,Prog,FP1,F3,0.8818404084913622,Beta
ES01,Prog,FP1,C3,0.2057828506246043,Beta
ES01,Prog,FP1,PZ,0.1102663964215477,Beta
ES01,Prog,FP1,C4,0.0626553994061633,Beta
ES01,Prog,FP1,F4,0.1575988879278598,Beta
ES01,Prog,FP1,FP2,0.7033002751772547,Beta
ES01,Prog,F3,C3,0.1891048691519377,Beta
ES01,Prog,F3,PZ,0.0199032555982772,Beta
ES01,Prog,F3,C4,0.0221253040710192,Beta
ES01,Prog,F3,F4,0.0390634282950161,Beta
ES01,Prog,F3,FP2,0.4051890050605649,Beta
ES01,Prog,C3,PZ,0.2324099945334931,Beta
ES01,Prog,C3,C4,0.0381782560062433,Beta
ES01,Prog,C3,F4,0.0162710213353578,Beta
ES01,Prog,C3,FP2,0.0708976447057069,Beta
ES01,Prog,PZ,C4,0.2129402303208308,Beta
ES01,Prog,PZ,F4,0.0344115307684945,Beta
ES01,Prog,PZ,FP2,0.1118689657766077,Beta
ES01,Prog,C4,F4,0.2478727246391603,Beta
ES01,Prog,C4,FP2,0.2001218941165969,Beta
ES01,Prog,F4,FP2,0.6704263574192071,Beta
ES01,Robo,FP1,F3,0.9161337822113492,Theta
ES01,Robo,FP1,C3,0.3699500741186633,Theta
ES01,Robo,FP1,PZ,0.202348092095725,Theta
ES01,Robo,FP1,C4,0.1823914915736871,Theta
ES01,Robo,FP1,F4,0.4840447790964086,Theta
ES01,Robo,FP1,FP2,0.8892933948673256,Theta
ES01,Robo,F3,C3,0.3271684268206111,Theta
ES01,Robo,F3,PZ,0.0598283742561421,Theta
ES01,Robo,F3,C4,0.0472353940834973,Theta
ES01,Robo,F3,F4,0.2939585629062434,Theta
ES01,Robo,F3,FP2,0.697569933238994,Theta
ES01,Robo,C3,PZ,0.3312991531447041,Theta
ES01,Robo,C3,C4,0.1278010210480448,Theta
ES01,Robo,C3,F4,0.0463436779870937,Theta
ES01,Robo,C3,FP2,0.2336866007972521,Theta
ES01,Robo,PZ,C4,0.4757939230689879,Theta
ES01,Robo,PZ,F4,0.070038126014268,Theta
ES01,Robo,PZ,FP2,0.1930924974590688,Theta
ES01,Robo,C4,F4,0.2599760375311989,Theta
ES01,Robo,C4,FP2,0.2787221010540118,Theta
ES01,Robo,F4,FP2,0.7967999837134625,Theta
ES01,Robo,FP1,F3,0.8203838565330726,Alpha
ES01,Robo,FP1,C3,0.1032587552490898,Alpha
ES01,Robo,FP1,PZ,0.1266844755894544,Alpha
ES01,Robo,FP1,C4,0.0721036426685178,Alpha
ES01,Robo,FP1,F4,0.30006040823005,Alpha
ES01,Robo,FP1,FP2,0.7707088375533659,Alpha
ES01,Robo,F3,C3,0.113436718171992,Alpha
ES01,Robo,F3,PZ,0.0291379275598255,Alpha
ES01,Robo,F3,C4,0.0182331149826915,Alpha
ES01,Robo,F3,F4,0.1174691894357064,Alpha
ES01,Robo,F3,FP2,0.4343680235824443,Alpha
ES01,Robo,C3,PZ,0.1108144411725352,Alpha
ES01,Robo,C3,C4,0.0676694748835691,Alpha
ES01,Robo,C3,F4,0.0843167838489095,Alpha
ES01,Robo,C3,FP2,0.0607289031740476,Alpha
ES01,Robo,PZ,C4,0.1017233003504025,Alpha
ES01,Robo,PZ,F4,0.0477530549572409,Alpha
ES01,Robo,PZ,FP2,0.1250923543982219,Alpha
ES01,Robo,C4,F4,0.4029943128740719,Alpha
ES01,Robo,C4,FP2,0.2706412449709809,Alpha
ES01,Robo,F4,FP2,0.751474889824729,Alpha
ES01,Robo,FP1,F3,0.8818404084913622,Beta
ES01,Robo,FP1,C3,0.2057828506246043,Beta
ES01,Robo,FP1,PZ,0.1102663964215477,Beta
ES01,Robo,FP1,C4,0.0626553994061633,Beta
ES01,Robo,FP1,F4,0.1575988879278598,Beta
ES01,Robo,FP1,FP2,0.7033002751772547,Beta
ES01,Robo,F3,C3,0.1891048691519377,Beta
ES01,Robo,F3,PZ,0.0199032555982772,Beta
ES01,Robo,F3,C4,0.0221253040710192,Beta
ES01,Robo,F3,F4,0.0390634282950161,Beta
ES01,Robo,F3,FP2,0.4051890050605649,Beta
ES01,Robo,C3,PZ,0.2324099945334931,Beta
ES01,Robo,C3,C4,0.0381782560062433,Beta
ES01,Robo,C3,F4,0.0162710213353578,Beta
ES01,Robo,C3,FP2,0.0708976447057069,Beta
ES01,Robo,PZ,C4,0.2129402303208308,Beta
ES01,Robo,PZ,F4,0.0344115307684945,Beta
ES01,Robo,PZ,FP2,0.1118689657766077,Beta
ES01,Robo,C4,F4,0.2478727246391603,Beta
ES01,Robo,C4,FP2,0.2001218941165969,Beta
ES01,Robo,F4,FP2,0.6704263574192071,Beta
ES02,Desi,FP1,F3,0.8053997368494679,Theta
ES02,Desi,FP1,C3,0.4699377459194623,Theta
ES02,Desi,FP1,PZ,0.0430655533670733,Theta
ES02,Desi,FP1,C4,0.1100442201894509,Theta
ES02,Desi,FP1,F4,0.4218340387740239,Theta
ES02,Desi,FP1,FP2,0.7387905746514689,Theta
ES02,Desi,F3,C3,0.2566784644448817,Theta
ES02,Desi,F3,PZ,0.0104344500651176,Theta
ES02,Desi,F3,C4,0.0196328033733194,Theta
ES02,Desi,F3,F4,0.1088602454529132,Theta
ES02,Desi,F3,FP2,0.3465994692135665,Theta
ES02,Desi,C3,PZ,0.2055495577004928,Theta
ES02,Desi,C3,C4,0.1209145448186414,Theta
ES02,Desi,C3,F4,0.0726483452591548,Theta
ES02,Desi,C3,FP2,0.2665009035885349,Theta
ES02,Desi,PZ,C4,0.1901630071084717,Theta
ES02,Desi,PZ,F4,0.0223075331928594,Theta
ES02,Desi,PZ,FP2,0.0755255189774082,Theta
ES02,Desi,C4,F4,0.224112112162913,Theta
ES02,Desi,C4,FP2,0.3082159828499507,Theta
ES02,Desi,F4,FP2,0.869741087250711,Theta
ES02,Desi,FP1,F3,0.8726730982157711,Alpha
ES02,Desi,FP1,C3,0.485762464705055,Alpha
ES02,Desi,FP1,PZ,0.0627724834522707,Alpha
ES02,Desi,FP1,C4,0.1020706111719531,Alpha
ES02,Desi,FP1,F4,0.5191919687229423,Alpha
ES02,Desi,FP1,FP2,0.7717289813248114,Alpha
ES02,Desi,F3,C3,0.3537193435373412,Alpha
ES02,Desi,F3,PZ,0.0803744435032841,Alpha
ES02,Desi,F3,C4,0.0973963219101257,Alpha
ES02,Desi,F3,F4,0.2662465765406486,Alpha
ES02,Desi,F3,FP2,0.4932809465945357,Alpha
ES02,Desi,C3,PZ,0.0566082024947783,Alpha
ES02,Desi,C3,C4,0.0684569917605246,Alpha
ES02,Desi,C3,F4,0.054758644825426,Alpha
ES02,Desi,C3,FP2,0.2255163743644256,Alpha
ES02,Desi,PZ,C4,0.0741967694080849,Alpha
ES02,Desi,PZ,F4,0.0924748701653649,Alpha
ES02,Desi,PZ,FP2,0.0405671628727929,Alpha
ES02,Desi,C4,F4,0.1456318959165175,Alpha
ES02,Desi,C4,FP2,0.1638650997890565,Alpha
ES02,Desi,F4,FP2,0.8904103650088988,Alpha
ES02,Desi,FP1,F3,0.7673766176887001,Beta
ES02,Desi,FP1,C3,0.3558554519386143,Beta
ES02,Desi,FP1,PZ,0.0259930111309892,Beta
ES02,Desi,FP1,C4,0.0366227737369018,Beta
ES02,Desi,FP1,F4,0.3314206738370292,Beta
ES02,Desi,FP1,FP2,0.656890610646996,Beta
ES02,Desi,F3,C3,0.2290964660852041,Beta
ES02,Desi,F3,PZ,0.0117421835690091,Beta
ES02,Desi,F3,C4,0.0127444891133585,Beta
ES02,Desi,F3,F4,0.0422862769474427,Beta
ES02,Desi,F3,FP2,0.225455725051925,Beta
ES02,Desi,C3,PZ,0.1885667600034153,Beta
ES02,Desi,C3,C4,0.0370488606270226,Beta
ES02,Desi,C3,F4,0.0097657612039432,Beta
ES02,Desi,C3,FP2,0.1000092017338388,Beta
ES02,Desi,PZ,C4,0.1229577540962952,Beta
ES02,Desi,PZ,F4,0.0092465287441355,Beta
ES02,Desi,PZ,FP2,0.0262928736481238,Beta
ES02,Desi,C4,F4,0.1103861850394987,Beta
ES02,Desi,C4,FP2,0.1596834212328734,Beta
ES02,Desi,F4,FP2,0.8693473479407186,Beta
ES02,Prog,FP1,F3,0.8053997368494679,Theta
ES02,Prog,FP1,C3,0.4699377459194623,Theta
ES02,Prog,FP1,PZ,0.0430655533670733,Theta
ES02,Prog,FP1,C4,0.1100442201894509,Theta
ES02,Prog,FP1,F4,0.4218340387740239,Theta
ES02,Prog,FP1,FP2,0.7387905746514689,Theta
ES02,Prog,F3,C3,0.2566784644448817,Theta
ES02,Prog,F3,PZ,0.0104344500651176,Theta
ES02,Prog,F3,C4,0.0196328033733194,Theta
ES02,Prog,F3,F4,0.1088602454529132,Theta
ES02,Prog,F3,FP2,0.3465994692135665,Theta
ES02,Prog,C3,PZ,0.2055495577004928,Theta
ES02,Prog,C3,C4,0.1209145448186414,Theta
ES02,Prog,C3,F4,0.0726483452591548,Theta
ES02,Prog,C3,FP2,0.2665009035885349,Theta
ES02,Prog,PZ,C4,0.1901630071084717,Theta
ES02,Prog,PZ,F4,0.0223075331928594,Theta
ES02,Prog,PZ,FP2,0.0755255189774082,Theta
ES02,Prog,C4,F4,0.224112112162913,Theta
ES02,Prog,C4,FP2,0.3082159828499507,Theta
ES02,Prog,F4,FP2,0.869741087250711,Theta
ES02,Prog,FP1,F3,0.8726730982157711,Alpha
ES02,Prog,FP1,C3,0.485762464705055,Alpha
ES02,Prog,FP1,PZ,0.0627724834522707,Alpha
ES02,Prog,FP1,C4,0.1020706111719531,Alpha
ES02,Prog,FP1,F4,0.5191919687229423,Alpha
ES02,Prog,FP1,FP2,0.7717289813248114,Alpha
ES02,Prog,F3,C3,0.3537193435373412,Alpha
ES02,Prog,F3,PZ,0.0803744435032841,Alpha
ES02,Prog,F3,C4,0.0973963219101257,Alpha
ES02,Prog,F3,F4,0.2662465765406486,Alpha
ES02,Prog,F3,FP2,0.4932809465945357,Alpha
ES02,Prog,C3,PZ,0.0566082024947783,Alpha
ES02,Prog,C3,C4,0.0684569917605246,Alpha
ES02,Prog,C3,F4,0.054758644825426,Alpha
ES02,Prog,C3,FP2,0.2255163743644256,Alpha
ES02,Prog,PZ,C4,0.0741967694080849,Alpha
ES02,Prog,PZ,F4,0.0924748701653649,Alpha
ES02,Prog,PZ,FP2,0.0405671628727929,Alpha
ES02,Prog,C4,F4,0.1456318959165175,Alpha
ES02,Prog,C4,FP2,0.1638650997890565,Alpha
ES02,Prog,F4,FP2,0.8904103650088988,Alpha
ES02,Prog,FP1,F3,0.7673766176887001,Beta
ES02,Prog,FP1,C3,0.3558554519386143,Beta
ES02,Prog,FP1,PZ,0.0259930111309892,Beta
ES02,Prog,FP1,C4,0.0366227737369018,Beta
ES02,Prog,FP1,F4,0.3314206738370292,Beta
ES02,Prog,FP1,FP2,0.656890610646996,Beta
ES02,Prog,F3,C3,0.2290964660852041,Beta
ES02,Prog,F3,PZ,0.0117421835690091,Beta
ES02,Prog,F3,C4,0.0127444891133585,Beta
ES02,Prog,F3,F4,0.0422862769474427,Beta
ES02,Prog,F3,FP2,0.225455725051925,Beta
ES02,Prog,C3,PZ,0.1885667600034153,Beta
ES02,Prog,C3,C4,0.0370488606270226,Beta
ES02,Prog,C3,F4,0.0097657612039432,Beta
ES02,Prog,C3,FP2,0.1000092017338388,Beta
ES02,Prog,PZ,C4,0.1229577540962952,Beta
ES02,Prog,PZ,F4,0.0092465287441355,Beta
ES02,Prog,PZ,FP2,0.0262928736481238,Beta
ES02,Prog,C4,F4,0.1103861850394987,Beta
ES02,Prog,C4,FP2,0.1596834212328734,Beta
ES02,Prog,F4,FP2,0.8693473479407186,Beta
ES02,Robo,FP1,F3,0.8053997368494679,Theta
ES02,Robo,FP1,C3,0.4699377459194623,Theta
ES02,Robo,FP1,PZ,0.0430655533670733,Theta
ES02,Robo,FP1,C4,0.1100442201894509,Theta
ES02,Robo,FP1,F4,0.4218340387740239,Theta
ES02,Robo,FP1,FP2,0.7387905746514689,Theta
ES02,Robo,F3,C3,0.2566784644448817,Theta
ES02,Robo,F3,PZ,0.0104344500651176,Theta
ES02,Robo,F3,C4,0.0196328033733194,Theta
ES02,Robo,F3,F4,0.1088602454529132,Theta
ES02,Robo,F3,FP2,0.3465994692135665,Theta
ES02,Robo,C3,PZ,0.2055495577004928,Theta
ES02,Robo,C3,C4,0.1209145448186414,Theta
ES02,Robo,C3,F4,0.0726483452591548,Theta
ES02,Robo,C3,FP2,0.2665009035885349,Theta
ES02,Robo,PZ,C4,0.1901630071084717,Theta
ES02,Robo,PZ,F4,0.0223075331928594,Theta
ES02,Robo,PZ,FP2,0.0755255189774082,Theta
ES02,Robo,C4,F4,0.224112112162913,Theta
ES02,Robo,C4,FP2,0.3082159828499507,Theta
ES02,Robo,F4,FP2,0.869741087250711,Theta
ES02,Robo,FP1,F3,0.8726730982157711,Alpha
ES02,Robo,FP1,C3,0.485762464705055,Alpha
ES02,Robo,FP1,PZ,0.0627724834522707,Alpha
ES02,Robo,FP1,C4,0.1020706111719531,Alpha
ES02,Robo,FP1,F4,0.5191919687229423,Alpha
ES02,Robo,FP1,FP2,0.7717289813248114,Alpha
ES02,Robo,F3,C3,0.3537193435373412,Alpha
ES02,Robo,F3,PZ,0.0803744435032841,Alpha
ES02,Robo,F3,C4,0.0973963219101257,Alpha
ES02,Robo,F3,F4,0.2662465765406486,Alpha
ES02,Robo,F3,FP2,0.4932809465945357,Alpha
ES02,Robo,C3,PZ,0.0566082024947783,Alpha
ES02,Robo,C3,C4,0.0684569917605246,Alpha
ES02,Robo,C3,F4,0.054758644825426,Alpha
ES02,Robo,C3,FP2,0.2255163743644256,Alpha
ES02,Robo,PZ,C4,0.0741967694080849,Alpha
ES02,Robo,PZ,F4,0.0924748701653649,Alpha
ES02,Robo,PZ,FP2,0.0405671628727929,Alpha
ES02,Robo,C4,F4,0.1456318959165175,Alpha
ES02,Robo,C4,FP2,0.1638650997890565,Alpha
ES02,Robo,F4,FP2,0.8904103650088988,Alpha
ES02,Robo,FP1,F3,0.7673766176887001,Beta
ES02,Robo,FP1,C3,0.3558554519386143,Beta
ES02,Robo,FP1,PZ,0.0259930111309892,Beta
ES02,Robo,FP1,C4,0.0366227737369018,Beta
ES02,Robo,FP1,F4,0.3314206738370292,Beta
ES02,Robo,FP1,FP2,0.656890610646996,Beta
ES02,Robo,F3,C3,0.2290964660852041,Beta
ES02,Robo,F3,PZ,0.0117421835690091,Beta
ES02,Robo,F3,C4,0.0127444891133585,Beta
ES02,Robo,F3,F4,0.0422862769474427,Beta
ES02,Robo,F3,FP2,0.225455725051925,Beta
ES02,Robo,C3,PZ,0.1885667600034153,Beta
ES02,Robo,C3,C4,0.0370488606270226,Beta
ES02,Robo,C3,F4,0.0097657612039432,Beta
ES02,Robo,C3,FP2,0.1000092017338388,Beta
ES02,Robo,PZ,C4,0.1229577540962952,Beta
ES02,Robo,PZ,F4,0.0092465287441355,Beta
ES02,Robo,PZ,FP2,0.0262928736481238,Beta
ES02,Robo,C4,F4,0.1103861850394987,Beta
ES02,Robo,C4,FP2,0.1596834212328734,Beta
ES02,Robo,F4,FP2,0.8693473479407186,Beta
MJ01,Desi,FP1,F3,0.8645837028020882,Theta
MJ01,Desi,FP1,C3,0.3145704412912408,Theta
MJ01,Desi,FP1,PZ,0.1459018321126797,Theta
MJ01,Desi,FP1,C4,0.0652503562287706,Theta
MJ01,Desi,FP1,F4,0.2587598095842418,Theta
MJ01,Desi,FP1,FP2,0.5837261528087562,Theta
MJ01,Desi,F3,C3,0.2183143739342389,Theta
MJ01,Desi,F3,PZ,0.0452252843810716,Theta
MJ01,Desi,F3,C4,0.0230221286283586,Theta
MJ01,Desi,F3,F4,0.0533741903296077,Theta
MJ01,Desi,F3,FP2,0.2665316974087575,Theta
MJ01,Desi,C3,PZ,0.8887701718601357,Theta
MJ01,Desi,C3,C4,0.2385546805944075,Theta
MJ01,Desi,C3,F4,0.0049444755311873,Theta
MJ01,Desi,C3,FP2,0.0516032043115971,Theta
MJ01,Desi,PZ,C4,0.422400360172612,Theta
MJ01,Desi,PZ,F4,0.0180753337643264,Theta
MJ01,Desi,PZ,FP2,0.0584859137912208,Theta
MJ01,Desi,C4,F4,0.2333441022231124,Theta
MJ01,Desi,C4,FP2,0.1623218071511219,Theta
MJ01,Desi,F4,FP2,0.880187776103845,Theta
MJ01,Desi,FP1,F3,0.827182899542937,Alpha
MJ01,Desi,FP1,C3,0.2741924261002112,Alpha
MJ01,Desi,FP1,PZ,0.138706825194115,Alpha
MJ01,Desi,FP1,C4,0.0198317990126702,Alpha
MJ01,Desi,FP1,F4,0.1635511689036371,Alpha
MJ01,Desi,FP1,FP2,0.5195715475760055,Alpha
MJ01,Desi,F3,C3,0.128705183766703,Alpha
MJ01,Desi,F3,PZ,0.019673467273488,Alpha
