fileName,Error
DJ01-EM04-B.csv,'Signal can't be analyzed for file DJ01-EM04-B.csv because it is too short (less than 13 minutes of information)'
ST01-EM04-C.csv,'Signal can't be analyzed for file ST01-EM04-C.csv because it is too short (less than 13 minutes of information)'
