Datetime,value
BVP
2021-04-23 10:08:02.030540,389.653
2021-04-23 10:08:02.046160,338.6612
2021-04-23 10:08:02.061790,280.8913
2021-04-23 10:08:02.077420,223.4148
2021-04-23 10:08:02.093040,169.6529
2021-04-23 10:08:02.108670,119.3792
2021-04-23 10:08:02.124290,70.23932
2021-04-23 10:08:02.139920,20.01563
2021-04-23 10:08:02.155540,-31.78564
2021-04-23 10:08:02.171170,-83.04224
2021-04-23 10:08:02.186800,-129.3866
2021-04-23 10:08:02.202420,-165.6705
2021-04-23 10:08:02.218050,-188.2557
2021-04-23 10:08:02.233670,-197.2709
2021-04-23 10:08:02.249300,-197.3871
2021-04-23 10:08:02.264920,-196.2639
2021-04-23 10:08:02.280550,-201.0923
2021-04-23 10:08:02.296180,-215.0334
2021-04-23 10:08:02.311800,-235.7127
2021-04-23 10:08:02.327430,-256.6756
2021-04-23 10:08:02.343050,-270.996
2021-04-23 10:08:02.358680,-274.6556
2021-04-23 10:08:02.374310,-267.6638
2021-04-23 10:08:02.389930,-252.5538
2021-04-23 10:08:02.405560,-231.5125
2021-04-23 10:08:02.421180,-204.5075
2021-04-23 10:08:02.436810,-169.5942
2021-04-23 10:08:02.452430,-124.9413
2021-04-23 10:08:02.468060,-70.75275
2021-04-23 10:08:02.483690,-9.850861
2021-04-23 10:08:02.499310,53.52603
2021-04-23 10:08:02.514940,115.0526
2021-04-23 10:08:02.530560,170.9341
2021-04-23 10:08:02.546190,217.8937
2021-04-23 10:08:02.561810,252.9354
2021-04-23 10:08:02.577440,274.1093
2021-04-23 10:08:02.593070,281.8697
2021-04-23 10:08:02.608690,279.943
2021-04-23 10:08:02.624320,274.3019
2021-04-23 10:08:02.639940,270.843
2021-04-23 10:08:02.655570,272.4093
2021-04-23 10:08:02.671190,277.0605
2021-04-23 10:08:02.686820,279.0454
2021-04-23 10:08:02.702450,271.4632
2021-04-23 10:08:02.718070,249.4253
2021-04-23 10:08:02.733700,212.0435
2021-04-23 10:08:02.749320,161.9652
2021-04-23 10:08:02.764950,103.9121
2021-04-23 10:08:02.780570,43.24127
2021-04-23 10:08:02.796200,-15.11237
2021-04-23 10:08:02.811830,-66.78302
2021-04-23 10:08:02.827450,-107.9536
2021-04-23 10:08:02.843080,-136.2585
2021-04-23 10:08:02.858700,-151.7818
2021-04-23 10:08:02.874330,-157.4985
2021-04-23 10:08:02.889950,-158.8557
2021-04-23 10:08:02.905580,-161.9306
2021-04-23 10:08:02.921210,-171.2877
2021-04-23 10:08:02.936830,-188.6179
2021-04-23 10:08:02.952460,-212.6751
2021-04-23 10:08:02.968080,-239.9092
2021-04-23 10:08:02.983710,-265.793
2021-04-23 10:08:02.999330,-285.5648
2021-04-23 10:08:03.014960,-295.0588
2021-04-23 10:08:03.030590,-291.7246
2021-04-23 10:08:03.046210,-275.5653
2021-04-23 10:08:03.061840,-249.5534
2021-04-23 10:08:03.077460,-219.045
2021-04-23 10:08:03.093090,-189.8994
2021-04-23 10:08:03.108710,-166.4661
2021-04-23 10:08:03.124340,-150.738
2021-04-23 10:08:03.139970,-142.4711
2021-04-23 10:08:03.155590,-140.0831
2021-04-23 10:08:03.171220,-141.4313
2021-04-23 10:08:03.186840,-143.8267
2021-04-23 10:08:03.202470,-144.3845
2021-04-23 10:08:03.218090,-140.8684
2021-04-23 10:08:03.249350,-123.3595
2021-04-23 10:08:03.264970,-117.5461
2021-04-23 10:08:03.280600,-120.6774
2021-04-23 10:08:03.296220,-134.3469
2021-04-23 10:08:03.311850,-154.5136
2021-04-23 10:08:03.327470,-172.3296
2021-04-23 10:08:03.343100,-178.3097
2021-04-23 10:08:03.358730,-167.005
2021-04-23 10:08:03.374350,-139.4965
2021-04-23 10:08:03.389980,-102.4195
2021-04-23 10:08:03.405600,-64.18388
2021-04-23 10:08:03.421230,-30.67454
2021-04-23 10:08:03.436850,-3.373924
2021-04-23 10:08:03.452480,19.76951
2021-04-23 10:08:03.468110,41.91113
2021-04-23 10:08:03.483730,64.83458
2021-04-23 10:08:03.499360,88.4078
2021-04-23 10:08:03.514980,111.7469
2021-04-23 10:08:03.530610,134.7803
2021-04-23 10:08:03.546230,158.8319
2021-04-23 10:08:03.561860,185.789
2021-04-23 10:08:03.577490,216.109
2021-04-23 10:08:03.593110,247.4929
2021-04-23 10:08:03.608740,275.3589
2021-04-23 10:08:03.624360,294.8532
2021-04-23 10:08:03.639990,303.4086
2021-04-23 10:08:03.655610,302.0674
2021-04-23 10:08:03.671240,294.6964
2021-04-23 10:08:03.686870,285.8865
2021-04-23 10:08:03.702490,278.7587
2021-04-23 10:08:03.718120,274.0336
2021-04-23 10:08:03.733740,270.9457
2021-04-23 10:08:03.749370,268.8526
2021-04-23 10:08:03.764990,268.3226
2021-04-23 10:08:03.780620,270.8289
2021-04-23 10:08:03.796250,277.348
2021-04-23 10:08:03.811870,286.9502
2021-04-23 10:08:03.827500,296.6871
2021-04-23 10:08:03.843120,302.9155
2021-04-23 10:08:03.858750,303.2297
2021-04-23 10:08:03.874370,297.8702
2021-04-23 10:08:03.890000,289.6131
2021-04-23 10:08:03.905630,281.9926
2021-04-23 10:08:03.921250,277.3262
2021-04-23 10:08:03.936880,274.9558
2021-04-23 10:08:03.952500,271.1075
2021-04-23 10:08:03.968130,260.4467
2021-04-23 10:08:03.983750,238.527
2021-04-23 10:08:03.999380,203.8555
2021-04-23 10:08:04.015010,158.7885
2021-04-23 10:08:04.030630,108.7057
2021-04-23 10:08:04.046260,59.70631
2021-04-23 10:08:04.061880,16.67195
2021-04-23 10:08:04.077510,-18.13223
2021-04-23 10:08:04.093130,-45.00027
2021-04-23 10:08:04.108760,-65.88461
2021-04-23 10:08:04.124390,-83.37821
2021-04-23 10:08:04.140010,-100.3733
2021-04-23 10:08:04.155640,-120.1588
2021-04-23 10:08:04.171260,-146.2122
2021-04-23 10:08:04.186890,-181.0629
2021-04-23 10:08:04.202510,-224.5429
2021-04-23 10:08:04.218140,-272.351
2021-04-23 10:08:04.233770,-316.2226
2021-04-23 10:08:04.249390,-346.388
2021-04-23 10:08:04.265020,-355.1395
2021-04-23 10:08:04.280640,-339.7745
2021-04-23 10:08:04.296270,-303.2206
2021-04-23 10:08:04.311890,-252.1354
2021-04-23 10:08:04.343150,-134.2162
2021-04-23 10:08:04.358770,-77.14835
2021-04-23 10:08:04.374400,-25.5999
2021-04-23 10:08:04.390020,17.50006
2021-04-23 10:08:04.405650,49.19359
2021-04-23 10:08:04.421270,67.75882
2021-04-23 10:08:04.436900,73.89249
2021-04-23 10:08:04.452530,70.82262
2021-04-23 10:08:04.468150,62.85323
2021-04-23 10:08:04.483780,53.64788
2021-04-23 10:08:04.499400,45.34953
2021-04-23 10:08:04.515030,38.95068
2021-04-23 10:08:04.530650,35.32208
2021-04-23 10:08:04.546280,35.28866
2021-04-23 10:08:04.561910,39.66022
2021-04-23 10:08:04.577530,48.51852
2021-04-23 10:08:04.593160,60.71297
2021-04-23 10:08:04.608780,73.55612
2021-04-23 10:08:04.624410,83.29778
2021-04-23 10:08:04.640030,86.36431
2021-04-23 10:08:04.655660,80.79282
2021-04-23 10:08:04.671290,67.20628
2021-04-23 10:08:04.686910,48.3425
2021-04-23 10:08:04.702540,28.41547
