EmotionDetected,EmotionNumber,Percentage,Second
sad,2,54.447245597839355,954.1666666666666
Pass,7,Pass,958.3333333333333
Pass,7,Pass,962.5
Pass,7,Pass,966.6666666666666
Pass,7,Pass,970.8333333333333
Pass,7,Pass,975.0
sad,2,96.15967869758606,979.1666666666666
Pass,7,Pass,983.3333333333333
Pass,7,Pass,987.5
neutral,0,90.00030755996704,991.6666666666666
Pass,7,Pass,995.8333333333333
Pass,7,Pass,1000.0
Pass,7,Pass,1004.1666666666666
Pass,7,Pass,1008.3333333333333
Pass,7,Pass,1012.5
sad,2,88.76938819885254,1016.6666666666666
Pass,7,Pass,1020.8333333333333
Pass,7,Pass,1025.0
Pass,7,Pass,1029.1666666666665
Pass,7,Pass,1033.3333333333333
Pass,7,Pass,1037.5
Pass,7,Pass,1041.6666666666665
Pass,7,Pass,1045.8333333333333
Pass,7,Pass,1050.0
Pass,7,Pass,1054.1666666666665
sad,2,80.65611720085144,1058.3333333333333
sad,2,91.28804750967309,1062.5
sad,2,58.602744340896606,1066.6666666666665
neutral,0,99.25963278172212,1070.8333333333333
Pass,7,Pass,1075.0
fear,4,95.20758957908092,1079.1666666666665
sad,2,73.22158057818297,1083.3333333333333
neutral,0,80.6821882724762,1087.5
neutral,0,74.71352664908926,1091.6666666666665
neutral,0,82.01319575309753,1095.8333333333333
neutral,0,80.96058851245573,1100.0
Pass,7,Pass,1104.1666666666665
neutral,0,55.89866638183594,1108.3333333333333
Pass,7,Pass,1112.5
Pass,7,Pass,1116.6666666666665
sad,2,50.370317697525024,1120.8333333333333
Pass,7,Pass,1125.0
sad,2,40.67376255989075,1129.1666666666665
sad,2,98.78650307655334,1133.3333333333333
Pass,7,Pass,1137.5
Pass,7,Pass,1141.6666666666665
sad,2,93.20835430671896,1145.8333333333333
sad,2,89.58563332728943,1150.0
Pass,7,Pass,1154.1666666666665
Pass,7,Pass,1158.3333333333333
Pass,7,Pass,1162.5
Pass,7,Pass,1166.6666666666665
Pass,7,Pass,1170.8333333333333
Pass,7,Pass,1175.0
neutral,0,93.26640367507935,1179.1666666666665
Pass,7,Pass,1183.3333333333333
sad,2,76.51736420185993,1187.5
sad,2,46.48743229954628,1191.6666666666665
sad,2,84.23211574554443,1195.8333333333333
Pass,7,Pass,1200.0
sad,2,78.49757671356201,1204.1666666666665
sad,2,43.10585856437683,1208.3333333333333
Pass,7,Pass,1212.5
sad,2,53.93484830856323,1216.6666666666665
neutral,0,85.99316477775574,1220.8333333333333
fear,4,74.07774925231934,1225.0
sad,2,86.56115692124881,1229.1666666666665
sad,2,92.38125681877136,1233.3333333333333
Pass,7,Pass,1237.5
Pass,7,Pass,1241.6666666666665
Pass,7,Pass,1245.8333333333333
sad,2,80.47497272491455,1250.0
sad,2,94.65025663375854,1254.1666666666665
sad,2,51.09487175941467,1258.3333333333333
fear,4,48.48457258755834,1262.5
neutral,0,56.39444589614868,1266.6666666666665
neutral,0,93.74427199363708,1270.8333333333333
Pass,7,Pass,1275.0
neutral,0,94.53628063201904,1279.1666666666665
neutral,0,98.0989933013916,1283.3333333333333
sad,2,41.53048098087311,1287.5
Pass,7,Pass,1291.6666666666665
Pass,7,Pass,1295.8333333333333
Pass,7,Pass,1300.0
Pass,7,Pass,1304.1666666666665
Pass,7,Pass,1308.3333333333333
Pass,7,Pass,1312.5
Pass,7,Pass,1316.6666666666665
Pass,7,Pass,1320.8333333333333
Pass,7,Pass,1325.0
Pass,7,Pass,1329.1666666666665
Pass,7,Pass,1333.3333333333333
Pass,7,Pass,1337.5
neutral,0,88.38410377502441,1341.6666666666665
neutral,0,56.22001886367798,1345.8333333333333
Pass,7,Pass,1350.0
Pass,7,Pass,1354.1666666666665
Pass,7,Pass,1358.3333333333333
Pass,7,Pass,1362.5
Pass,7,Pass,1366.6666666666665
Pass,7,Pass,1370.8333333333333
Pass,7,Pass,1375.0
Pass,7,Pass,1379.1666666666665
Pass,7,Pass,1383.3333333333333
Pass,7,Pass,1387.5
sad,2,60.08332729836269,1391.6666666666665
sad,2,96.76026086570387,1395.8333333333333
Pass,7,Pass,1400.0
